KNM        ER 971     Too21stv
6.5787     11.2506    5.9639
6.6253     11.249     6.1884
6.756      11.1984    6.473
6.8838     11.1754    6.828
7.0025     11.15      7.0285
7.1435     11.0506    7.2904
7.2432     10.9806    7.3419
8.0347     10.5257    7.9277
8.2703     10.4524    8.1038
8.4678     10.3191    8.4074
8.6273     10.1949    8.6652
8.8377     10.0482    8.864
9.1655     9.7509     8.6545
9.3434     9.5522     8.4098
9.4451     9.4114     8.2716
9.5769     9.2186     8.0975
9.7055     9.171      7.9766
9.9476     8.9194     7.8766
10.0953    8.7208     7.7475
10.5222    8.2619     6.6286
10.5677    8.1583     6.3739
10.6273    8.1027     6.1844
10.7065    8.0199     5.919
10.7632    7.9139     5.6049
10.7995    7.8575     5.4279
10.8748    7.7619     5.2527
10.908     7.6415     5.0595
10.9928    7.5446     4.8864
11.0531    7.4738     4.6678
11.0699    7.3818     4.3896
11.0654    7.3256     4.196
10.9912    7.3154     3.9179
10.7762    7.2062     3.5805
10.7259    7.2729     3.354
10.6982    7.3449     3.1487































































































































































9999       9999       9999       SUPORB







































































































































































































9999       9999       9999       RORBIT







































































































































































































9999       9999       9999       LORBIT







































































































































































































9999       9999       9999       RTEMFOS







































































































































































































9999       9999       9999       LTEMFOS







































































































































































































7.9821     9.3527     9.5436     OP
9.4559     10.8445    9.6046     BA
9999       9999       9999       ST
9999       9999       9999       IV
5.9653     14.0149    9.3273     R_PG
6.4071     17.4491    8.4804     R_ZTI
11.8212    18.0407    10.9176    R_M3D
13.7511    20.348     10.3053    R_M12
16.2631    21.5535    9.6722     R_MP3
17.2257    21.4177    9.6558     R_PMI
12.5824    7.797      8.8287     L_PG
16.1377    8.7517     7.6704     L_ZTI
15.7773    14.0558    10.6293    L_M3D
18.3115    16.3147    10.7408    L_M12
19.281     18.8511    9.7357     L_MP3
19.201     19.7372    9.5832     L_PMI
19.0001    19.9016    8.7124     O1
16.2852    9.0271     6.3996     O2
9.4416     14.7295    2.6767     O3
7.8679     5.9781     7.3502     O4




















































































































































































10.3763    19.68      8.8443     RZYGINF
10.1285    19.7059    8.7837
9.8232     19.5771    8.8957
9.6798     19.4395    8.9822
9.4554     19.3002    9.0487
9.2626     19.3042    9.0759
9.0446     19.2828    9.0523
8.7703     19.1292    9.0527
8.623      18.979     9.0796
8.4766     18.8791    9.0969
8.2341     18.7148    9.084
8.1341     18.6102    9.0752
7.8116     18.3008    9.1132
7.6485     18.1821    9.1201
7.2842     17.9206    9.0571
6.8939     17.6813    8.8224
6.6012     17.4865    8.7053
6.4505     17.4847    8.4948
6.3655     17.4159    8.2433
6.9128     17.57      8.9022
6.6583     17.4372    8.8376
6.5198     17.3165    8.799
6.3006     17.248     8.5521

















































































































































































17.7016    13.1       8.7493     LZYGINF
17.8321    12.7167    8.6356
17.8917    12.4802    8.5891
17.9915    12.2023    8.5316
17.9422    11.9091    8.5955
17.9308    11.7098    8.5749
17.7886    11.3006    8.5367
17.6774    10.9745    8.5243
17.6477    10.7589    8.4487
17.5599    10.5105    8.4048
17.3816    10.2033    8.3274
17.1769    9.9646     8.2732
16.9885    9.7738     8.2048
16.8594    9.6189     8.151
16.7496    9.4556     8.0758
16.4895    9.239      7.9378
16.3187    8.9231     7.8187
16.193     8.8516     7.7289
16.1174    8.7723     7.6297





















































































































































































11.8044    18.0293    10.9239    R-ALV
11.9073    18.3714    10.7035
12.1535    18.8002    10.5671
12.4319    19.042     10.4831
12.7271    19.3914    10.493
13.0593    19.7953    10.4804
13.3336    19.982     10.4128
13.6717    20.2185    10.3904
14.4367    20.6767    10.3183
14.697     20.7273    10.3031
15.0007    20.8823    10.3343
15.2789    20.9968    10.2645
15.5966    21.159     10.207
15.9212    21.3934    10.0638
16.1021    21.4742    9.9616
16.2594    21.5517    9.7252
16.3369    21.5683    9.6537























































































































































































16.1058    14.077     10.6088    L-ALV
16.6323    14.2706    10.6838
16.8668    14.4167    10.6645
17.1364    14.6983    10.694
17.5872    15.1161    10.6396
17.7167    15.2579    10.5837
17.8499    15.375     10.5709
18.0433    15.5721    10.5327
18.1806    15.8037    10.5059
18.2382    15.9877    10.4832
18.3795    16.2168    10.4596
18.4528    16.3449    10.521
18.5816    16.5627    10.5213
18.7195    16.7898    10.4463
18.8319    16.9965    10.3989
18.8681    17.2621    10.3086
19.0014    17.5704    10.2715
19.0373    17.8155    10.1178
19.1262    17.9778    10.0316
19.2902    18.4457    9.9053
19.3543    18.7401    9.794
19.307     18.8337    9.6801
