AMNH       106599     Psmm057z


























20.2372    19.5368    6.6783     R-PM/MAX
20.2612    19.512     6.5079
20.323     19.5065    6.2699
20.4239    19.5103    6.0702
20.4234    19.4854    5.9118
20.4691    19.4686    5.6846
20.5078    19.463     5.4405
20.5687    19.4857    5.2258
20.6574    19.5521    5.0088
20.6987    19.5499    4.7876
20.7178    19.5387    4.7148
20.807     19.5257    4.5173
20.8972    19.5444    4.2692
20.9661    19.4996    4.1399
20.987     19.5024    3.9615

























































































































































































19.7476    20.005     6.5359     L-PM/MAX
19.6752    20.0244    6.3695
19.652     20.0652    6.2293
19.6095    20.1071    5.9195
19.5009    20.169     5.6408
19.4906    20.2617    5.4424
19.4679    20.3102    5.1309
19.5416    20.402     4.9246
19.6305    20.4896    4.7723
19.7006    20.5868    4.5452
19.6611    20.6949    4.3188
19.6642    20.7246    4.2458
19.6052    20.7308    4.0935
19.5988    20.7235    4.0011


























































































































































































20.5244    18.0483    4.0265     ROSTRUM
20.5494    18.0914    4.1592
20.6155    18.2203    4.4425
20.6208    18.3941    4.671
20.5725    18.6031    4.9001
20.4884    18.8302    5.2244
20.4573    18.9976    5.4744
20.4315    19.0907    5.6054
20.4028    19.1745    5.7771
20.3329    19.2415    5.9583
20.3035    19.4437    6.328
20.2849    19.5218    6.5167
20.2667    19.647     6.6698
20.2665    19.7281    6.7546
20.2053    19.8511    6.8093
20.099     19.9741    6.8064
19.9402    20.0054    6.7572
19.8582    20.0172    6.5638
19.6451    20.0171    6.4259
19.5255    20.0504    6.1791
19.3878    20.052     5.9944
19.1964    20.1098    5.6688
18.9834    20.1696    5.3749
18.7401    20.279     4.9851
18.6644    20.3087    4.857
18.4561    20.3604    4.5843
18.3403    20.333     4.4708
18.1571    20.2517    4.165
18.1039    20.2204    4.0737











































































































































































21.316     16.778     7.28       SUPORB
21.2929    16.9153    7.3844
21.2219    17.0443    7.5096
21.1846    17.2115    7.6166
20.9942    17.5104    7.8207
20.8635    17.7122    7.891
20.6535    18.0173    7.969
20.4794    18.3933    8.0096
20.3198    18.6905    8.036
20.1256    19.039     8.0266
20.0162    19.198     7.9878
19.9302    19.4549    7.8843
19.8586    19.5427    7.8304
19.7526    19.6464    7.8527
19.4197    19.8002    7.9721
19.0126    19.9551    8.0699
18.8168    20.008     8.0827
18.6448    20.0804    8.0803
18.2854    20.2504    8.0326
17.9395    20.4082    7.9752
17.78      20.489     7.9383
17.3969    20.6663    7.7059
17.214     20.7319    7.6165
16.9824    20.7961    7.4229
16.8865    20.7678    7.3839















































































































































































21.0688    17.9938    5.446      RORBIT
21.185     17.7833    5.5136
21.2335    17.5848    5.6472
21.3758    17.3699    5.868
21.3777    17.2106    6.1202
21.3939    17.1668    6.2673
21.4075    17.1009    6.6035
21.4159    17.1016    6.9704
21.3639    17.1495    7.1363
21.2542    17.2368    7.252
21.1942    17.4983    7.5033
21.1124    17.6333    7.6897
20.9317    17.7493    7.7391
20.7683    18.0267    7.8265
20.66      18.2104    7.7945
20.5009    18.5378    7.8463
20.4257    18.6987    7.8169
20.3488    18.8339    7.8384
20.2916    18.9243    7.7837
20.1613    19.1373    7.6886
20.1075    19.2947    7.5029
19.7695    18.9769    6.9838


















































































































































































18.1001    20.7835    5.4569     LORBIT
17.8849    20.9049    5.5076
17.6283    20.939     5.7002
17.5035    20.9286    5.868
17.4341    20.9447    5.9609
17.3102    20.9682    6.1557
17.2824    20.9191    6.3252
17.2185    20.9441    6.6989
17.2537    20.9203    6.9222
17.2974    20.8955    7.2555
17.403     20.84      7.2869
17.4814    20.7665    7.3814
17.6087    20.7125    7.5152
17.7194    20.6532    7.6245
17.9494    20.4932    7.7334
18.1003    20.432     7.8448
18.2309    20.3685    7.878
18.383     20.2971    7.8772
18.5082    20.2307    7.872
18.6035    20.1714    7.8213
18.9082    20.116     7.8889
19.0443    20.0282    7.8632
19.2309    19.9386    7.8118
19.3443    19.8886    7.8003
19.3993    19.8215    7.7206
19.4863    19.8152    7.5359
19.5399    19.8086    7.4376
19.5699    19.8286    7.3105
19.3014    19.5906    7.024











































































































































































21.3214    16.716     7.2535     RTEMFOS
21.3394    16.6436    7.116
21.4757    16.6391    6.9089
21.5312    16.6298    6.7069
21.5388    16.607     6.4274
21.5603    16.6245    6.2002
21.5388    16.6865    5.887
21.5296    16.7534    5.6235
21.4614    16.6881    5.366
21.3952    16.595     5.2679
21.34      16.312     5.151
21.2457    16.0295    5.1954




























































































































































































17.0277    20.7106    7.4911     LTEMFOS
16.9162    20.771     7.3507
16.846     20.9028    7.13
16.7479    20.9833    6.8197
16.7529    21.1111    6.577
16.7673    21.082     6.1319
16.8426    21.1613    6.0321
16.8927    21.1304    5.6692
16.7048    20.9614    5.4272
16.6319    20.9159    5.3514
16.3069    20.8058    5.2089
16.0514    20.664     5.2649
16.0162    20.6182    5.3069



























































































































































































19.668     19.4093    8.3111     OP
18.7042    18.4165    8.6974     BA
16.1547    15.504     8.2642     ST
15.0211    14.216     8.2496     IV
20.2813    16.2985    8.3047     R_PG
19.8795    14.0749    7.9463     R_ZTI
17.5028    15.2505    8.4644     R_M3D
17.1546    14.1581    8.666      R_M12
15.8681    13.091     8.6794     R_MP3
15.1795    13.1965    8.5008     R_PMI
16.3875    19.7522    8.4929     L_PG
14.3128    18.9666    8.2192     L_ZTI
15.7565    16.8214    8.5498     L_M3D
14.8335    16.3956    8.7557     L_M12
13.8996    15.0291    8.7426     L_MP3
13.9799    14.3089    8.5256     L_PMI
20.295     20.802     5.75       O1
20.9264    16.6999    6.017      O2
15.7213    13.2846    7.9658     O3
14.3402    17.6032    5.6523     O4




















































































































































































17.802     13.3079    8.119      RZYGINF
18.125     13.3653    8.2312
18.3487    13.3412    8.2195
18.5401    13.3684    8.2196
18.7604    13.3983    8.1848
18.9066    13.4706    8.1779
19.0286    13.5623    8.1726
19.1995    13.5944    8.161
19.3118    13.6963    8.1529
19.4772    13.7735    8.128
19.6218    13.8377    8.0447
19.7455    13.8909    7.9652
19.8056    13.9714    7.9702



























































































































































































13.7718    16.851     8.2901     LZYGINF
13.7543    17.1464    8.3676
13.7304    17.2691    8.3741
13.7427    17.414     8.4343
13.8163    17.6196    8.4359
13.8247    17.8116    8.4233
13.8658    18.0394    8.3909
13.9488    18.1852    8.3863
14.0292    18.4232    8.3613
14.0849    18.5831    8.355
14.1278    18.7488    8.3004
14.2305    18.8678    8.2891
14.3076    18.9701    8.2422



























































































































































































17.517     15.2497    8.473      R-ALV
17.5131    15.0864    8.4814
17.4965    14.9872    8.5163
17.4472    14.7658    8.5156
17.3917    14.6076    8.5595
17.311     14.4225    8.5855
17.2435    14.2496    8.589
17.1258    14.0516    8.6501
17.0037    13.9395    8.6446
16.9142    13.8308    8.62
16.7863    13.6728    8.6003
16.6251    13.6084    8.6502
16.5013    13.5086    8.6182
16.3999    13.4295    8.6171
16.2825    13.3276    8.6197
16.1813    13.2574    8.6233
16.0876    13.1872    8.6159
15.9772    13.1118    8.625
15.9128    13.0985    8.6336





















































































































































































15.8417    16.794     8.5621     L-ALV
15.7154    16.8086    8.605
15.5414    16.7598    8.6009
15.3296    16.6991    8.6539
15.1895    16.6173    8.7331
14.9826    16.4925    8.7242
14.8249    16.383     8.7722
14.6737    16.2853    8.7657
14.4579    16.0325    8.7883
14.281     15.8208    8.745
14.2158    15.6601    8.766
14.1382    15.5035    8.8244
13.9843    15.31      8.7374
13.9292    15.2047    8.7534
13.842     15.0657    8.7016
13.8015    14.9097    8.6838
