NMNH       256917     Pyg4stv








































































































0.069      5.7632     5.3452     R-PM/MAX
-0.075     5.7856     5.2361
-0.1791    5.7946     5.1079
-0.2715    5.7584     4.9647
-0.3563    5.726      4.8515
-0.4016    5.6499     4.7095
-0.4572    5.6279     4.5839
-0.5469    5.5275     4.3764
-0.6189    5.3677     4.1575
-0.6237    5.2179     3.9847
-0.6251    5.0146     3.7582
-0.6378    4.9016     3.5844
-0.6936    4.7512     3.3924
-0.7135    4.6869     3.2508
-0.7097    4.6296     3.1711
-0.6516    4.6021     3.0466
























































































































































































0.5418     5.7607     5.3584     L-PM/MAX
0.6912     5.7449     5.2026
0.799      5.7355     5.0372
0.9152     5.6874     4.832
0.9839     5.6097     4.6917
1.0863     5.5079     4.4624
1.1194     5.3675     4.2704
1.1429     5.2381     4.0881
1.1664     5.1235     3.9049
1.1437     4.8021     3.5893
1.1151     4.6857     3.403
1.1725     4.6009     3.2209
1.1516     4.5467     3.0998
1.1376     4.5801     2.9381


























































































































































































-1.4176    6.181      3.0693     ROSTRUM
-1.3969    6.0883     3.3804
-1.3       6.0011     3.6244
-1.2348    5.9877     3.764
-1.1158    5.9555     3.9491
-0.9842    5.9087     4.1323
-0.8403    5.9127     4.2844
-0.7041    5.8651     4.4977
-0.5878    5.8628     4.6265
-0.4722    5.8347     4.8044
-0.3245    5.8367     5.0188
-0.1683    5.825      5.1398
0.0864     5.7702     5.4081
0.3687     5.7629     5.4071
0.6052     5.7823     5.3458
0.8583     5.8243     5.1227
1.0266     5.8172     4.9266
1.2021     5.8192     4.7235
1.3566     5.8443     4.5241
1.4804     5.8641     4.3404
1.5901     5.8613     4.171
1.7811     5.8742     3.9468
1.9071     5.8822     3.65
1.9723     5.9383     3.3818
1.9898     5.9388     3.1527
1.9833     5.9457     2.9751














































































































































































-2.7791    7.1845     6.8051     SUPORB
-2.646     7.1039     6.9962
-2.5447    7.0879     7.1116
-2.3721    7.0343     7.2554
-2.1878    7.0118     7.3411
-1.9794    6.9296     7.3981
-1.718     6.7574     7.4209
-1.4744    6.6309     7.428
-1.1928    6.5286     7.4327
-0.906     6.4149     7.4179
-0.6932    6.3376     7.4002
-0.4941    6.3022     7.3943
-0.3365    6.2754     7.3782
-0.1685    6.2623     7.3747
-0.0558    6.24       7.3704
0.1133     6.2244     7.3448
0.2951     6.1994     7.3555
0.3874     6.2045     7.3742
0.5551     6.1826     7.3494
0.843      6.2318     7.3565
1.0936     6.2738     7.3749
1.391      6.3298     7.3926
1.6509     6.3723     7.4039
1.8356     6.3821     7.3978
1.9713     6.4464     7.3975
2.1594     6.4938     7.3939
2.4052     6.5358     7.3844
2.6035     6.5958     7.3614
2.8001     6.653      7.35
3.1108     6.7767     7.2216
3.274      6.8297     7.1114
3.3497     6.7806     6.9966
3.4114     6.7675     6.8794
3.4782     6.8423     6.6732






































































































































































-1.5737    6.2224     4.9095     RORBIT
-1.8047    6.2862     4.8946
-1.9986    6.3192     4.947
-2.2075    6.4277     5.0577
-2.3397    6.517      5.2029
-2.4478    6.5497     5.3492
-2.5428    6.5942     5.5148
-2.6175    6.6394     5.7529
-2.6726    6.6552     6.0194
-2.6116    6.6611     6.2036
-2.5491    6.6233     6.3762
-2.4245    6.5646     6.6467
-2.2588    6.528      6.756
-2.0706    6.4654     6.9248
-1.8532    6.4239     6.985
-1.5298    6.341      7.0361
-1.2673    6.2413     6.9992
-0.9141    6.1465     6.9449
-0.6117    6.1422     6.9128
-0.3648    6.1441     6.8065
-0.1806    6.1586     6.5894
-0.1519    6.0978     6.3937
-0.1604    6.1891     6.1461
-0.137     6.4373     6.0364
















































































































































































2.1518     6.1261     4.8771     LORBIT
2.45       6.1395     4.867
2.6523     6.1463     4.8999
2.847      6.195      4.9978
2.9978     6.2757     5.1742
3.0963     6.3329     5.2931
3.2336     6.3656     5.4916
3.2644     6.4003     5.6656
3.2739     6.3902     5.9449
3.2542     6.3692     6.1939
3.1566     6.3655     6.4489
2.9862     6.2764     6.6674
2.7994     6.2265     6.794
2.5249     6.1585     6.9476
2.3061     6.1236     7.0024
2.0215     6.09       6.964
1.786      6.0093     7.0004
1.391      6.0882     6.908
0.9824     6.1704     6.7323
0.9216     6.1916     6.5571
0.8876     6.2822     6.4227
0.888      6.2748     6.283
0.8344     6.3121     6.1249

















































































































































































-2.8298    7.2        6.6441     RTEMFOS
-2.8885    7.1433     6.3571
-2.9364    7.0574     6.0991
-2.9621    7.0022     5.8292
-2.976     6.9897     5.4784
-2.9097    7.0182     5.1169
-2.8718    7.0338     4.8433
-2.8821    7.0545     4.6292
-2.9107    7.1399     4.4737
-2.97      7.3178     4.3552
-3.0125    7.5228     4.3099
-3.0068    7.6665     4.3744
-3.0298    7.7937     4.4279



























































































































































































3.5412     6.7611     6.5819     LTEMFOS
3.605      6.7345     6.3019
3.6304     6.6892     6.05
3.6396     6.6366     5.8092
3.676      6.6278     5.5413
3.6649     6.578      5.3606
3.6426     6.5862     5.0945
3.5999     6.6509     4.9214
3.5555     6.7119     4.6682
3.5811     6.7858     4.4858
3.6407     6.904      4.3137
3.692      7.0834     4.185
3.7349     7.2428     4.2314
3.7688     7.3632     4.268
3.754      7.469      4.3312

























































































































































































9999       9999       9999       OP
9999       9999       9999       BA
0.5925     10.8317    6.8869     ST
0.598      13.1709    6.7678     IV
-2.3448    7.7226     7.4006     R_PG
-3.0744    9.6858     6.6709     R_ZTI
-1.0013    10.8087    7.3945     R_M3D
-1.188     12.1804    7.307      R_M12
-0.6749    13.4251    6.9325     R_MP3
-0.2117    13.8597    6.8234     R_PMI
9999       9999       9999       L_PG
9999       9999       9999       L_ZTI
1.9361     10.7707    7.4503     L_M3D
2.255      11.9366    7.2835     L_M12
1.8613     13.4556    6.8669     L_MP3
1.2913     13.79      6.9264     L_PMI
0.3207     14.1843    6.4804     O1
3.3098     10.0161    3.5807     O2
-3.2909    9.0973     6.4094     O3
-0.4028    4.2011     5.7995     O4




















































































































































































-1.8887    11.899     6.5434     RZYGINF
-2.0737    11.822     6.5829
-2.2373    11.7123    6.6458
-2.4832    11.5117    6.7103
-2.579     11.2863    6.8063
-2.6296    11.148     6.8566
-2.6922    10.9785    6.8649
-2.7084    10.8513    6.9041
-2.7577    10.7407    6.9334
-2.7918    10.5935    6.9069
-2.8168    10.4084    6.8797
-2.919     10.2271    6.8379
-2.9739    9.9713     6.8412
-3.0561    9.8758     6.8037
-3.1269    9.7351     6.7181

























































































































































































9999       9999       9999       LZYGINF







































































































































































































-1.0156    10.8824    7.4144     R-ALV
-1.0601    11.0054    7.3606
-1.13      11.1846    7.3409
-1.173     11.3859    7.3277
-1.2025    11.586     7.3005
-1.2249    11.8078    7.3007
-1.2279    12.0359    7.2927
-1.2187    12.1866    7.2634
-1.2081    12.3498    7.2502
-1.135     12.5238    7.1847
-1.0677    12.6578    7.1321
-0.8909    13.0726    7.0918
-0.8284    13.2164    7.0131
-0.7831    13.3604    6.9209
-0.7093    13.4476    6.8729

























































































































































































1.9887     10.8805    7.428      L-ALV
2.0976     11.1488    7.4127
2.1746     11.3654    7.3334
2.2107     11.5559    7.3467
2.2428     11.7093    7.3055
2.2608     11.9031    7.2311
2.2525     12.2582    7.2104
2.2048     12.4882    7.1032
2.1838     12.6774    7.0649
2.0971     12.9527    6.9745
2.0354     13.0918    6.8453
1.9733     13.2705    6.8502
1.9112     13.4021    6.7897
