KNM        ER 418     Too19stv






















































































































































9999       9999       9999       R-PM/MAX







































































































































































































9999       9999       9999       L-PM/MAX







































































































































































































6.9294     11.8512    3.5685     ROSTRUM
6.9121     11.8481    4.0112
7.0007     11.9811    4.4108
6.9815     12.0054    4.7204
6.9852     12.0142    5.0064
7.0683     11.9753    5.3934
7.152      11.8633    5.5649
7.2278     11.8537    5.8152
7.2925     11.8052    6.0458
7.3555     11.7615    6.2334
7.4052     11.7198    6.3497
7.4447     11.7287    6.5493
7.4704     11.7368    6.698
7.5541     11.6557    6.8438
7.7285     11.6111    6.9262
7.8019     11.5365    7.0562
7.843      11.4892    7.2242
7.9584     11.3549    7.3583
8.1557     11.1214    7.4989
8.3456     11.0034    7.5647
8.495      10.8878    7.6656
8.6375     10.7646    7.725
8.7159     10.7549    7.7743
8.8956     10.6797    7.7996
9.0384     10.6633    7.9671
9.1758     10.6481    8.0306
9999       9999       9999













































































































































































9999       9999       9999       SUPORB







































































































































































































9999       9999       9999       RORBIT







































































































































































































9999       9999       9999       LORBIT







































































































































































































9999       9999       9999       RTEMFOS







































































































































































































9999       9999       9999       LTEMFOS







































































































































































































8.2189     9.9368     7.7921     OP
9.6714     11.1513    9.0984     BA
12.5119    13.9987    11.0714    ST
15.6568    16.9904    14.2794    IV
6.894      14.0619    8.3849     R_PG
9999       9999       9999       R_ZTI
10.8662    14.9401    11.1811    R_M3D
11.8245    17.003     13.931     R_M12
14.2564    18.167     15.0057    R_MP3
9999       9999       9999       R_PMI
9999       9999       9999       L_PG
9999       9999       9999       L_ZTI
13.7881    12.3649    10.9609    L_M3D
16.261     13.93      12.526     L_M12
9999       9999       9999       L_MP3
9999       9999       9999       L_PMI
14.8301    18.2436    14.1542    O1
15.4236    16.4035    6.1255     O2
7.4363     15.4604    8.1094     O3
10.48      6.8989     5.6334     O4




















































































































































































9999       9999       9999       RZYGINF







































































































































































































9999       9999       9999       LZYGINF







































































































































































































10.8373    14.986     11.2571    R-ALV
10.8618    15.4239    11.4364
10.878     15.9207    11.9654
10.8511    16.2167    12.3511
10.9164    16.4658    12.5661
11.2051    16.7912    12.7599
11.5221    16.8614    13.2109
11.7459    17.0196    13.5232
12.0318    17.2111    13.8631
12.209     17.3693    14.0738
12.4608    17.5331    14.3073
12.7556    17.631     14.4057
13.0812    17.783     14.6741
13.2993    17.8617    14.8856
13.6469    18.0513    14.9409
13.8792    18.1337    15.0194
14.0293    18.1951    14.9608























































































































































































9999       9999       9999       L-ALV
