NMNH       319992     Tg9stv
12.2323    10.8239    9.83
12.04      10.9734    9.776
































































































































































11.0791    9.8082     7.6862     NASP-PR
11.0205    9.7267     7.5952
10.9751    9.6294     7.4144
10.9463    9.5492     7.281
10.9153    9.4226     7.0707
10.8417    9.439      6.8823
10.8143    9.4165     6.7256
10.8337    9.4011     6.5823
10.8082    9.4369     6.4484
10.7697    9.4924     6.2903
10.8155    9.5247     6.1439





























































































































































































11.7587    11.4       10.011     R-PM/MAX
11.6373    11.3643    9.8262
11.5632    11.2971    9.7055
11.4896    11.2331    9.5741
11.4099    11.2126    9.4472
11.34      11.2089    9.3479
11.266     11.1731    9.2223
11.1743    11.0883    9.0621
11.1012    11.0341    8.9807
11.0537    10.9938    8.8912
10.9712    10.9396    8.7581
10.9261    10.9303    8.6408
10.8517    11.0519    8.5888
10.8004    11.0775    8.4361
10.7206    11.0782    8.2645
10.6503    11.0391    8.1572
10.595     11.0326    8.0405
10.5505    11.0375    7.8822
10.4706    11.0105    7.7702
10.4139    11.0043    7.618
10.3701    10.9656    7.4943
10.2922    10.8986    7.3577
10.2556    10.8722    7.2615
10.2213    10.8715    7.0916
10.1978    10.839     6.9721
10.1863    10.7823    6.8772
10.277     10.674     6.6193













































































































































































12.7107    11.01      10.2086    L-PM/MAX
12.6806    10.8714    10.0307
12.6265    10.7543    9.8884
12.5995    10.6617    9.7767
12.5715    10.5737    9.6453
12.4982    10.4902    9.521
12.451     10.4125    9.3825
12.4183    10.3078    9.2416
12.372     10.2476    9.1198
12.3717    10.148     9.0169
12.3366    10.0585    8.9199
12.2883    9.984      8.818
12.2581    9.904      8.7036
12.2522    9.8527     8.6408
12.417     9.8145     8.5148
12.3909    9.7718     8.3745
12.3948    9.7444     8.2853
12.4183    9.6965     8.1257
12.4415    9.6635     7.9695
12.4459    9.6198     7.8487
12.4399    9.5643     7.7121
12.3925    9.4952     7.5349
12.4021    9.4611     7.3658
12.3605    9.3792     7.2304
12.3053    9.3227     7.047
12.2927    9.3257     6.8331
12.2589    9.385      6.6774
12.1039    9.4646     6.4667












































































































































































11.2626    13.2588    7.4743     ROSTRUM
11.2128    13.2243    7.6947
11.2276    13.238     7.859
11.2142    13.173     8.057
11.2668    13.1474    8.168
11.3626    12.9875    8.3219
11.4562    12.9291    8.4085
11.5162    12.8474    8.5355
11.6181    12.7611    8.7103
11.6455    12.6822    8.8563
11.6479    12.6145    8.9986
11.6647    12.5651    9.1744
11.673     12.5471    9.3301
11.6534    12.4852    9.4897
11.6523    12.4656    9.682
11.6656    12.4162    9.9131
11.6881    12.3247    10.0744
11.7976    12.1956    10.2128
11.8641    12.0703    10.3071
11.9787    11.9476    10.4008
12.0336    11.8575    10.4351
12.1432    11.7354    10.5786
12.1938    11.6484    10.6708
12.2712    11.5853    10.6713
12.3426    11.5316    10.6945
12.4404    11.432     10.6935
12.5584    11.3583    10.6842
12.7238    11.2906    10.6499
12.8408    11.2287    10.5499
12.98      11.2163    10.4948
13.17      11.1004    10.2277
13.4052    11.0008    10.0937
13.5058    10.9523    9.9856
13.5965    10.8922    9.7704
13.6938    10.9123    9.6027
13.7698    10.9474    9.3164
13.7959    10.9505    9.1244
13.9244    11.0012    8.9495
14.0139    11.0051    8.7559
14.1381    10.9587    8.5636
14.2416    10.9239    8.4675
14.3756    10.8743    8.3327
14.4865    10.8097    8.213
14.5728    10.7758    8.0618
14.6231    10.7708    7.8848
14.6393    10.796     7.7214
14.615     10.8313    7.5606
14.6357    10.8603    7.4242
























































































































































11.0466    14.3939    13.9651    SUPORB
11.0767    14.2429    14.2123
11.0813    13.9863    14.401
11.1936    13.6945    14.5748
11.1824    13.5262    14.5943
11.2006    13.3654    14.6127
11.2166    13.1378    14.6116
11.2133    12.9577    14.6044
11.2794    12.7174    14.6006
11.3643    12.4808    14.5704
11.4211    12.2929    14.5459
11.5589    12.1084    14.4984
11.7181    11.9266    14.4895
11.8237    11.7411    14.4416
12.0168    11.616     14.3958
12.1661    11.4696    14.364
12.2983    11.4001    14.3531
12.4504    11.2649    14.3287
12.589     11.1435    14.3258
12.7893    10.9916    14.363
12.9744    10.875     14.3821
13.134     10.7746    14.3941
13.3607    10.7132    14.4131
13.6139    10.578     14.4459
13.8414    10.5174    14.4625
13.996     10.4988    14.4543
14.258     10.4696    14.4845
14.6006    10.4738    14.4941
14.7421    10.4757    14.4832
14.9023    10.528     14.4876
15.2308    10.563     14.4367
15.424     10.6076    14.3956
15.6947    10.6413    14.2547
15.8375    10.6702    14.1436
15.9167    10.6467    13.9534
15.9223    10.6224    13.8496
16.0306    10.625     13.6711



































































































































































11.7861    13.0197    12.0311    RORBIT
11.64      13.1639    12.09
11.5074    13.3093    12.1939
11.3661    13.4663    12.3145
11.3191    13.5448    12.3742
11.2549    13.6793    12.5059
11.1845    13.7946    12.7037
11.1144    13.8629    12.8161
11.0807    13.9311    13.0103
11.0586    13.9753    13.2018
11.049     13.9064    13.3891
11.0487    13.7708    13.628
10.9473    13.5742    13.7876
10.9474    13.3319    13.866
10.9506    13.0703    13.8974
11.0832    12.8461    13.8293
11.1805    12.5337    13.7832
11.3111    12.4107    13.7201
11.4223    12.2386    13.6659
11.5449    12.1322    13.6439
11.7214    12.0624    13.6622
11.8624    11.9567    13.653
12.0129    11.8622    13.655
12.2536    11.7849    13.5783
12.3968    11.7947    13.433
12.4628    11.7823    13.2915
12.5464    11.9717    13.0781
12.5875    12.0178    12.9253
12.6104    12.0103    12.7943
12.6311    12.1011    12.6469










































































































































































14.2248    11.0845    11.9593    LORBIT
14.4187    10.9417    12.0042
14.5771    10.8558    12.0462
14.6919    10.8023    12.1117
14.902     10.6512    12.2033
14.9995    10.6268    12.2893
15.089     10.6552    12.4058
15.1676    10.6317    12.5216
15.2794    10.5677    12.6579
15.3098    10.6139    12.838
15.3985    10.6221    12.9551
15.4004    10.6045    13.0648
15.3835    10.6497    13.2141
15.3203    10.5739    13.3694
15.2979    10.4113    13.5628
15.1688    10.3403    13.6911
14.9547    10.3202    13.717
14.7381    10.2699    13.7521
14.5677    10.2859    13.7554
14.3647    10.197     13.7753
14.1904    10.2615    13.7193
14.0081    10.3018    13.7016
13.8748    10.3584    13.6562
13.6988    10.4868    13.5978
13.5192    10.6857    13.5956
13.3046    10.8455    13.5949
13.2067    11.0241    13.5606
13.0365    11.1719    13.537
12.9813    11.2953    13.4273
13.0441    11.3941    13.2605
13.0648    11.4551    13.1079
13.1519    11.5556    12.9595
13.1599    11.5874    12.8227
13.2065    11.6278    12.6327






































































































































































10.9968    14.4922    13.8476    RTEMFOS
10.9584    14.6008    13.6631
10.9181    14.7163    13.4559
10.8761    14.7603    13.2794
10.886     14.8016    13.1637
10.8697    14.854     12.9859
10.8282    14.8702    12.866
10.8148    14.8983    12.6571
10.7782    14.9323    12.4808
10.7883    15.0392    12.2622
10.7161    15.042     12.1245
10.6851    15.0836    11.9622
10.6591    15.1816    11.7801
10.6539    15.3294    11.6295
10.6183    15.5273    11.4777
10.6592    15.7614    11.431
10.6915    15.9823    11.3889
10.7327    16.1342    11.437
10.7546    16.2562    11.447
10.8184    16.5078    11.5128




















































































































































































16.0448    10.6595    13.6602    LTEMFOS
16.0488    10.6056    13.5197
16.1605    10.6347    13.325
16.1965    10.5759    13.1411
16.2464    10.5503    12.954
16.2572    10.4993    12.7573
16.3027    10.5101    12.5891
16.3046    10.4779    12.4137
16.3465    10.4589    12.2119
16.3681    10.439     12.054
16.4143    10.4365    11.8683
16.4948    10.4244    11.6971
16.5508    10.3955    11.5991
16.6714    10.4269    11.4649
16.8135    10.4587    11.3643
16.9485    10.5051    11.2987
17.1304    10.5383    11.2569
17.2853    10.5936    11.2395
17.3775    10.6493    11.2457
17.5259    10.7396    11.2816
17.6196    10.8136    11.3297
17.7221    10.8796    11.358


















































































































































































10.459     8.5362     11.6147    OP
11.7901    9.8546     11.8044    BA
14.4159    13.0364    11.5256    ST
17.328     16.3941    12.1889    IV
9.2881     12.2972    11.4308    R_PG
9.4001     14.4493    10.6487    R_ZTI
13.2691    14.5645    12.8674    R_M3D
14.7672    16.4981    12.8504    R_M12
16.6351    17.8595    12.8238    R_MP3
17.2616    17.9307    12.7593    R_PMI
14.5504    7.8814     11.5745    L_PG
16.6754    8.3539     10.857     L_ZTI
15.9111    12.1786    12.979     L_M3D
17.7316    13.8626    13.1095    L_M12
18.7763    15.8437    13.0094    L_MP3
18.9087    16.7509    12.8648    L_PMI
18.7793    17.2017    12.1105    O1
12.4942    14.2067    6.4708     O2
16.4511    8.1745     10.3905    O3
10.413     6.5767     9.4758     O4




















































































































































































12.111     15.9499    10.7393    RZYGINF
11.9381    15.9155    10.618
11.8247    15.9306    10.5523
11.682     15.9483    10.5179
11.5513    15.9487    10.5244
11.384     15.9516    10.5432
11.1677    15.8888    10.559
11.0602    15.9601    10.5629
10.908     15.9143    10.5748
10.7671    15.819     10.5814
10.6592    15.7455    10.5435
10.5279    15.5792    10.5335
10.3756    15.4386    10.6086
10.2761    15.3408    10.5884
10.2417    15.2688    10.6242
10.1028    15.1741    10.6679
10.0056    15.0434    10.693
9.9389     14.8972    10.7268
9.8786     14.7711    10.7263
9.711      14.7086    10.7118
9.5945     14.6473    10.7092
9.5078     14.5641    10.7091
9.3924     14.4178    10.6693

















































































































































































17.6308    11.3215    11.0902    LZYGINF
17.6592    11.0592    10.9077
17.6689    10.8355    10.8606
17.7016    10.565     10.8945
17.6261    10.3082    10.8942
17.5927    10.1394    10.9026
17.5257    9.9509     10.8957
17.459     9.751      10.8712
17.4411    9.5806     10.8789
17.3395    9.3993     10.9076
17.1967    9.2843     10.9516
17.1496    9.101      10.9704
17.0423    8.9341     10.9639
16.9417    8.7718     10.9457
16.8218    8.5476     10.9434
16.6513    8.4303     10.9175
16.5902    8.3655     10.8621























































































































































































13.2238    14.7183    12.8423    R-ALV
13.2966    14.9519    12.8247
13.3978    15.1431    12.7698
13.5043    15.2731    12.7745
13.6554    15.4988    12.7913
13.7745    15.6787    12.8186
13.9161    15.81      12.8289
14.0806    16.0026    12.7403
14.2495    16.14      12.7723
14.3836    16.3179    12.743
14.6477    16.5698    12.748
14.8234    16.6811    12.7801
14.9996    16.8592    12.7691
15.2179    16.9905    12.7442
15.3965    17.1919    12.7776
15.6784    17.247     12.7159
15.8806    17.4466    12.7212
16.0294    17.5956    12.7625
16.1964    17.7453    12.8153
16.3086    17.8233    12.8277
16.5597    17.8942    12.8282



















































































































































































15.8805    12.2273    13.0016    L-ALV
16.1132    12.2548    12.9761
16.3973    12.4067    12.9918
16.5831    12.5521    12.9585
16.7875    12.7738    13.0262
17.0488    12.9686    13.0306
17.2066    13.155     13.0031
17.3818    13.3353    12.9833
17.5004    13.5165    13.0326
17.6697    13.7069    13.0244
17.7817    13.9141    13.0867
17.8803    14.0668    13.0567
17.9902    14.3042    13.0615
18.1306    14.4975    13.0218
18.2033    14.8199    12.944
18.3189    14.9869    12.9689
18.3823    15.174     13.0275
18.551     15.3421    13.0591
18.6544    15.5286    13.0708
18.796     15.6917    13.0139
18.7888    15.8964    12.9802
