NMNH       356574     Pyn5stv






























































-0.5484    3.3448     2.2641     ROSTRUM
-0.5128    3.2906     2.6339
-0.4306    3.2891     2.9049
-0.2504    3.2991     3.1209
-0.0316    3.2734     3.3778
0.0867     3.2506     3.5629
0.2289     3.2427     3.7878
0.3504     3.2417     3.9633
0.4549     3.2161     4.0885
0.5363     3.1988     4.2286
0.6122     3.1733     4.3537
0.7651     3.1193     4.6156
0.9845     3.1119     5.002
1.1203     3.1142     5.1129
1.4038     3.1487     4.9133
1.5265     3.1656     4.7908
1.6169     3.1598     4.6327
1.7416     3.2062     4.4193
1.8399     3.1979     4.2112
1.9728     3.167      4.0106
2.138      3.1932     3.7851
2.2702     3.2027     3.5592
2.3824     3.1922     3.3854
2.4715     3.2061     3.2559
2.5942     3.2512     3.1803
2.7128     3.2575     3.0437
2.8272     3.2647     2.8525
2.8593     3.2599     2.6322
2.8828     3.2519     2.4044
2.8773     3.2418     2.1689










































































































































































-2.224     4.8342     5.9609     SUPORB
-2.0758    4.7089     6.1903
-1.8784    4.6842     6.3672
-1.6361    4.5951     6.5226
-1.2286    4.4714     6.66
-0.8442    4.2969     6.7435
-0.5496    4.1865     6.7715
-0.2565    4.1008     6.7872
0.0648     3.9882     6.759
0.2768     3.9246     6.7325
0.5381     3.8739     6.7049
0.6943     3.8125     6.6743
0.9195     3.7622     6.6598
1.1749     3.7454     6.6317
1.3513     3.748      6.6455
1.6736     3.7981     6.6675
1.9098     3.8224     6.6786
2.103      3.8606     6.7081
2.3647     3.9182     6.725
2.5812     3.9924     6.7521
2.8115     4.0399     6.7726
3.0945     4.0536     6.7393
3.2885     4.1387     6.7307
3.5071     4.1844     6.6962
3.7828     4.1758     6.6025
3.9566     4.215      6.5614
4.4378     4.3286     6.2496
4.6103     4.4257     6.0815
4.7274     4.5567     5.926
4.7549     4.6947     5.8211










































































































































































-1.0054    3.6788     3.885      RORBIT
-1.2967    3.7041     3.9402
-1.5556    3.8036     4.0595
-1.7615    3.8909     4.196
-1.9537    3.9795     4.3668
-2.077     4.0908     4.5757
-2.1455    4.1595     4.8197
-2.2278    4.216      5.0508
-2.1514    4.2506     5.319
-2.1232    4.2586     5.514
-2.0636    4.2784     5.6136
-1.9845    4.2897     5.9158
-1.8343    4.2817     6.1366
-1.6301    4.2358     6.2219
-1.426     4.203      6.3261
-1.1274    4.1236     6.4421
-0.8043    4.071      6.4879
-0.4931    4.0081     6.4669
-0.2028    3.9219     6.4246
-0.0141    3.8355     6.414
0.1969     3.7704     6.3662
0.3919     3.7072     6.2176
0.504      3.6892     6.0239
0.5472     3.7035     5.4456
0.5453     3.8361     5.2131
0.5379     3.9156     5.1468














































































































































































3.3074     3.5859     3.8514     LORBIT
3.6359     3.6128     3.9021
3.8871     3.6293     3.9579
4.1297     3.73       4.0761
4.2859     3.7949     4.1925
4.4536     3.8907     4.377
4.5287     3.9637     4.5552
4.5898     4.0937     4.8939
4.6025     4.1187     5.1169
4.6162     4.0932     5.3283
4.607      4.141      5.5526
4.5362     4.1217     5.7903
4.3486     4.1125     5.9962
4.1458     4.141      6.1183
3.9136     4.1284     6.256
3.6045     4.0287     6.484
3.3795     3.9745     6.4775
3.0052     3.9138     6.4626
2.6571     3.7956     6.4454
2.3965     3.6972     6.4186
2.0842     3.6324     6.3267
1.9314     3.5928     6.2262
1.8593     3.6022     6.0094
1.8778     3.644      5.6163
1.8579     3.6293     5.3099
1.8529     3.6143     5.1731
1.849      3.6295     5.0112













































































































































































-2.2777    4.7609     5.8993     RTEMFOS
-2.4066    4.7214     5.5195
-2.4861    4.6959     5.3212
-2.5426    4.6123     5.0701
-2.5877    4.4634     4.8959
-2.574     4.4106     4.6555
-2.5531    4.3847     4.5093
-2.5087    4.3584     4.2707
-2.4734    4.306      4.0911
-2.3851    4.2813     3.8213
-2.3101    4.3954     3.4846
-2.317     4.4417     3.3716
-2.2998    4.5324     3.3033
-2.3136    4.685      3.1798
-2.3332    4.8467     3.1351
-2.3619    4.987      3.1143
-2.4028    5.0761     3.1352
-2.4003    5.126      3.1849






















































































































































































4.7706     4.7109     5.7761     LTEMFOS
4.8754     4.607      5.4803
4.9532     4.5076     5.2183
4.9774     4.4178     5.0087
4.9895     4.3096     4.8301
4.9976     4.2857     4.6439
4.9802     4.2304     4.4648
4.9651     4.228      4.324
4.9501     4.2184     4.1802
4.8993     4.166      4.0823
4.8617     4.174      3.9122
4.8012     4.2        3.7626
4.7604     4.2192     3.6206
4.7049     4.3706     3.4352
4.7354     4.4528     3.3079
4.7653     4.6114     3.2097
4.7918     4.7694     3.1487
4.7679     4.8717     3.166
4.8394     5.0377     3.1835
4.9158     5.1888     3.2207




















































































































































































0.8144     3.6927     6.5905     OP
0.8718     5.706      6.7907     BA
9999       9999       9999       ST
0.7821     11.5039    6.4852     IV
-1.7816    6.2506     6.2921     R_PG
9999       9999       9999       R_ZTI
-0.8031    9.0663     6.9206     R_M3D
-1.1169    10.4541    7.0914     R_M12
-0.5584    12.0135    6.8252     R_MP3
-0.1551    12.3368    6.8266     R_PMI
3.455      6.1964     6.3339     L_PG
9999       9999       9999       L_ZTI
2.3441     9.1549     6.8677     L_M3D
2.5493     10.4946    7.0057     L_M12
1.9206     12.0086    6.7457     L_MP3
1.4617     12.2702    6.7577     L_PMI
0.935      12.846     6.7172     O1
-2.3732    8.7005     3.2667     O2
3.9775     5.3941     5.5997     O3
1.54       2.4089     4.8152     O4




















































































































































































9999       9999       9999       RZYGINF







































































































































































































9999       9999       9999       LZYGINF







































































































































































































-0.8677    9.1402     6.9846     R-ALV
-0.9902    9.4606     7.0166
-1.0426    9.6972     7.019
-1.1031    9.9681     7.0747
-1.1047    10.1461    7.1102
-1.1082    10.376     7.1076
-1.1108    10.5806    7.1152
-1.082     10.924     6.9978
-0.9406    11.1468    6.9881
-0.8626    11.4095    6.9696
-0.7769    11.5955    6.9544
-0.7147    11.7937    6.8994
-0.6272    11.9186    6.8717



























































































































































































2.3874     9.1908     6.9545     L-ALV
2.3859     9.3904     7.0461
2.4732     9.6763     6.995
2.5126     10.0043    7.0752
2.534      10.2077    7.0992
2.4904     10.4117    7.1012
2.4886     10.588     7.1062
2.5072     10.8147    6.9683
2.4837     10.9269    7.0214
2.3515     11.1359    7
2.2814     11.2581    7.0211
2.2531     11.5338    6.9394
2.1243     11.6785    6.9399
2.054      11.8221    6.8999
1.9374     11.9969    6.8381
