NMNH       268892     Rpr6stv


































































































































-2.8696    4.273      3.2307     NASP-PR
-2.8909    4.0754     3.1646
-2.8989    3.955      3.0248
-2.9081    3.9255     2.9105
-2.886     3.9121     2.8422
-2.8739    3.934      2.6739


































































































































































































-3.3398    5.411      5.5037     R-PM/MAX
-3.4357    5.4338     5.3635
-3.6094    5.4689     5.2009
-3.6755    5.4695     5.0272
-3.7553    5.4758     4.8428
-3.8007    5.4635     4.7269
-3.8482    5.4546     4.6112
-3.913     5.4165     4.4615
-3.9708    5.3573     4.2967
-3.9814    5.2667     4.1312
-3.9383    5.149      3.9945
-3.9543    5.0677     3.8144
-3.9646    4.9299     3.6632
-3.9401    4.7566     3.5219
-3.9217    4.6136     3.3734
-3.9154    4.5022     3.2365
-3.927     4.411      3.1051
-3.9973    4.3365     2.9585
-3.9836    4.2606     2.8227
-3.9368    4.2292     2.7693
-3.8752    4.192      2.6107



















































































































































































-2.5692    5.458      5.527      L-PM/MAX
-2.4937    5.4631     5.3517
-2.4078    5.4926     5.2328
-2.3398    5.4745     5.0642
-2.2475    5.5123     4.8702
-2.1489    5.5113     4.6771
-2.0498    5.5037     4.4862
-1.935     5.4387     4.3431
-1.9342    5.3429     4.189
-1.9042    5.2445     4.0153
-1.9003    5.1061     3.8316
-1.8801    4.958      3.6831
-1.91      4.829      3.5721
-1.899     4.6871     3.4341
-1.8079    4.4297     3.0376
-1.7392    4.336      2.8677
-1.8676    4.3332     2.5604























































































































































































-4.6416    5.567      2.3677     ROSTRUM
-4.5216    5.5337     2.7267
-4.451     5.5247     3.0291
-4.3714    5.4911     3.1658
-4.3137    5.4597     3.2915
-4.2506    5.4041     3.4692
-4.1999    5.3594     3.6608
-4.1848    5.3351     3.8554
-4.106     5.277      4.016
-4.0247    5.2831     4.1457
-3.9295    5.2823     4.2351
-3.8548    5.2889     4.2929
-3.7223    5.3156     4.2235
-2.2132    5.3826     4.1904
-2.0637    5.344      4.2404
-1.9494    5.3468     4.2162
-1.8392    5.3765     4.1416
-1.7518    5.4045     4.0473
-1.6952    5.409      3.9337
-1.6549    5.4543     3.7811
-1.6271    5.4684     3.6142
-1.5362    5.5022     3.4376
-1.4748    5.4985     3.2672
-1.3596    5.5552     3.0996
-1.2789    5.6032     2.8919
-1.2443    5.6052     2.7327
-1.2069    5.6404     2.5975
-1.1781    5.6509     2.5112
-1.1394    5.64       2.3741











































































































































































-6.677     6.6092     5.6988     SUPORB
-6.6058    6.6121     5.9728
-6.4716    6.5742     6.2245
-6.3772    6.5833     6.3738
-6.1823    6.6029     6.5965
-6.026     6.567      6.7063
-5.8537    6.5345     6.8072
-5.7113    6.4755     6.8479
-5.5624    6.3555     6.8936
-5.4349    6.2228     6.8937
-5.2268    6.1346     6.932
-4.9688    5.9837     6.9113
-4.7806    5.9214     6.9067
-4.5924    5.8745     6.8883
-4.3712    5.8192     6.8722
-4.1701    5.7869     6.8422
-3.9649    5.7457     6.7948
-3.7386    5.7145     6.7748
-3.4368    5.6692     6.7302
-3.2835    5.6422     6.7151
-3.1164    5.6184     6.6891
-2.9397    5.6092     6.7022
-2.516     5.6701     6.7594
-2.3162    5.7231     6.8105
-1.9779    5.8081     6.8857
-1.6348    5.9295     6.9688
-1.2807    5.9959     7.0512
-1.0537    6.0846     7.0676
-0.825     6.2025     7.0681
-0.5972    6.3054     7.0229
-0.3785    6.3988     6.9624
-0.1905    6.4841     6.8868
-0.0464    6.5576     6.8164
0.1261     6.642      6.7147
0.2889     6.7258     6.536
0.3946     6.7717     6.4066
0.472      6.8106     6.2753
0.601      6.804      5.9929


































































































































































-5.0648    5.6673     4.2307     RORBIT
-5.2476    5.6615     4.2552
-5.4341    5.7009     4.2709
-5.7606    5.7947     4.385
-5.9606    5.8792     4.552
-6.0993    5.9522     4.7458
-6.1732    6.0379     4.9224
-6.2405    6.124      5.1632
-6.2564    6.1491     5.247
-6.2618    6.206      5.4629
-6.2181    6.2343     5.7157
-6.1508    6.1626     5.9655
-6.0356    6.1465     6.1631
-5.8637    6.1547     6.3122
-5.6384    6.1507     6.4397
-5.4493    6.0821     6.5014
-5.1663    5.999      6.5746
-4.9184    5.894      6.5636
-4.6203    5.8164     6.5398
-4.4804    5.7882     6.4988
-4.2866    5.7516     6.4229
-3.9457    5.665      6.2531
-3.8243    5.7464     6.0532
-3.7503    5.7159     5.8715
-3.7106    5.7334     5.6899
-3.7216    5.7869     5.5561
-3.7291    5.8624     5.4708













































































































































































-0.8478    5.7427     4.393      LORBIT
-0.5679    5.7646     4.4035
-0.3529    5.8348     4.441
-0.1626    5.9211     4.5279
-0.0162    5.9944     4.6207
0.1144     6.1131     4.8401
0.1853     6.2373     5.092
0.2076     6.2955     5.2247
0.247      6.3228     5.448
0.2748     6.3189     5.7225
0.1976     6.3479     5.9417
0.1546     6.3326     6.1171
0.0527     6.3004     6.2681
-0.0481    6.2549     6.4121
-0.2571    6.1911     6.5153
-0.4945    6.116      6.6463
-0.7312    6.0472     6.6495
-0.9336    5.9915     6.6817
-1.1816    5.924      6.6468
-1.3663    5.8196     6.6415
-1.5476    5.7485     6.5724
-1.7293    5.7426     6.4853
-1.8657    5.7096     6.443
-2.1139    5.6591     6.2921
-2.2287    5.6782     6.095
-2.2414    5.742      5.9275
-2.237     5.783      5.7736
-2.2441    5.7832     5.6885
-2.2444    5.8065     5.599











































































































































































-6.692     6.6658     5.6234     RTEMFOS
-6.7442    6.629      5.3938
-6.7535    6.5834     5.1711
-6.7477    6.4973     4.8478
-6.7123    6.408      4.5221
-6.672     6.4362     4.2659
-6.6732    6.5086     4.1149
-6.6772    6.6718     3.8831
-6.709     6.8482     3.7524
-6.7625    7.0332     3.6574
-6.8296    7.2205     3.6069
-6.8998    7.4177     3.5899
-6.9299    7.5143     3.5824
-6.9362    7.6172     3.606


























































































































































































0.5797     6.8057     5.9919     LTEMFOS
0.6782     6.8384     5.7607
0.7226     6.7858     5.5966
0.7425     6.7004     5.3575
0.7471     6.6223     5.1889
0.7504     6.5779     5.025
0.753      6.5198     4.8434
0.7477     6.5214     4.6264
0.7609     6.58       4.3596
0.7641     6.6958     4.1795
0.8139     7.0032     3.9352
0.8573     7.2129     3.844
0.9238     7.4681     3.8274
0.9618     7.597      3.8149
0.9931     7.7116     3.825

























































































































































































-2.1442    4.7748     6.6516     OP
-2.1843    6.6207     6.7009     BA
-2.3324    9.9896     6.6504     ST
-2.4025    12.83      6.366      IV
-5.5949    7.1111     6.7729     R_PG
-6.3539    9.3324     6.3679     R_ZTI
-3.8315    9.9336     7.1326     R_M3D
-4.2425    11.5611    7.109      R_M12
-3.7736    13.1972    6.642      R_MP3
-3.3616    13.5895    6.6092     R_PMI
1.0954     7.3573     6.6758     L_PG
1.7882     9.4586     6.1475     L_ZTI
-0.9428    9.9769     7.0745     L_M3D
-0.4693    11.5123    7.0016     L_M12
-0.9626    13.1591    6.5763     L_MP3
-1.4848    13.4635    6.4752     L_PMI
-2.8626    14.0782    6.4403     O1
0.1934     10.2398    2.4179     O2
-6.3644    7.8067     6.1532     O3
-1.4011    3.4501     4.3163     O4




















































































































































































-5.2336    11.28      6.3222     RZYGINF
-5.4956    11.0549    6.3974
-5.6731    10.8933    6.3843
-5.7777    10.7513    6.3806
-5.9155    10.571     6.3505
-5.9387    10.3352    6.3838
-5.998     10.1687    6.3621
-6.1107    9.9711     6.3927
-6.1703    9.8191     6.4019
-6.2244    9.6721     6.3931
-6.3027    9.5095     6.3923
-6.3429    9.4105     6.3633
-6.3527    9.3141     6.3549



























































































































































































0.4881     11.4442    6.1454     LZYGINF
0.6962     11.2966    6.2094
0.8228     11.177     6.2317
0.8211     11.0485    6.2404
1.0367     10.836     6.1854
1.1145     10.7826    6.1544
1.2076     10.6346    6.1474
1.3333     10.4281    6.1708
1.4517     10.2097    6.1527
1.4905     10.0115    6.1736
1.5831     9.8116     6.195
1.6761     9.6899     6.1697
1.6899     9.5356     6.1975
1.7467     9.3826     6.1649


























































































































































































-3.8133    9.9595     7.1982     R-ALV
-4.0106    10.2038    7.2514
-4.1005    10.5283    7.2582
-4.1637    10.7657    7.2878
-4.2202    11.0857    7.2663
-4.2737    11.2807    7.1926
-4.2217    11.5795    7.2337
-4.2059    11.9187    7.1541
-4.1028    12.2761    6.8964
-4.0263    12.6158    6.8167
-3.9835    12.8747    6.7553
-3.9106    13.0487    6.7555
-3.8638    13.1014    6.7234



























































































































































































-0.8977    10.002     7.023      L-ALV
-0.7904    10.1644    7.0585
-0.6883    10.358     7.0643
-0.6264    10.512     7.0844
-0.5539    10.7431    7.1047
-0.5195    10.849     7.1285
-0.5043    11.1269    7.1027
-0.4857    11.7417    6.9441
-0.5073    11.9784    6.9796
-0.5902    12.1654    6.9301
-0.6612    12.264     6.8689
-0.7074    12.4176    6.7942
-0.7576    12.5961    6.8109
-0.8198    12.796     6.7698
-0.8632    13.0003    6.7221
-0.9747    13.1484    6.5993
