NMNH       358107     Pyn4stv

































































-1.1733    4.1647     4.6229     RORBIT
-1.3726    4.2294     4.6848
-1.5332    4.2727     4.7549
-1.6451    4.3125     4.8488
-1.7925    4.3867     5.0072
-1.8842    4.4484     5.1281
-1.9746    4.5299     5.2767
-2.0222    4.6048     5.4061
-2.0664    4.676      5.5907
-2.0373    4.717      5.7293
-2.0314    4.7615     5.9105
-1.9872    4.7759     6.0358
-1.9473    4.7851     6.2065
-1.9485    4.7856     6.3822
-1.7857    4.8159     6.5362
-1.6167    4.7399     6.6902
-1.3998    4.6017     6.834
-1.2227    4.5322     6.9249
-0.9629    4.4374     6.9636
-0.7183    4.3601     6.9889
-0.3761    4.2923     6.9653
-0.0137    4.1696     6.9552
0.201      4.1124     6.9816
0.3553     4.0688     6.9344
0.5754     4.0166     6.8073
0.715      3.9689     6.6021
0.7374     3.9538     6.3812
0.6895     3.9341     6.2312
0.6143     3.9744     6.0866
0.571      3.9512     5.8139










































































































































































3.5737     3.8795     4.4809     LORBIT
3.8694     3.9196     4.5749
4.1081     3.9541     4.6469
4.2949     4.0293     4.7902
4.346      4.1252     5.0468
4.478      4.1755     5.2193
4.4955     4.2616     5.4474
4.4862     4.3316     5.6899
4.4722     4.324      5.9352
4.4494     4.3452     6.1366
4.3727     4.3648     6.3653
4.1399     4.2911     6.6274
3.8499     4.2244     6.7745
3.5905     4.2172     6.8121
3.3627     4.1693     6.8476
3.1325     4.1021     6.8805
2.8846     4.0399     6.9372
2.7035     4.0148     6.8942
2.3894     4.0372     6.8526
2.1524     4.0288     6.8507
1.9889     4.0245     6.7669
1.836      4.019      6.5715
1.7767     4.0188     6.3788
1.8123     3.9718     6.1907
1.8544     3.9634     6.0226
1.8757     3.9346     5.8269














































































































































































-2.3101    5.5638     6.4974     RTEMFOS
-2.3952    5.5298     6.2803
-2.4577    5.4423     6.0208
-2.4374    5.3397     5.8618
-2.456     5.2119     5.7323
-2.4968    5.1217     5.5554
-2.5008    5.0745     5.3489
-2.4885    5.0102     5.1801
-2.4799    5.0316     4.9683
-2.4598    4.9893     4.7037
-2.4556    5.0823     4.4112
-2.4824    5.1893     4.2548
-2.5382    5.3481     4.1251
-2.6057    5.5188     4.124
-2.6386    5.6968     4.1599
-2.6444    5.8378     4.1651
-2.6508    5.9127     4.1698
-2.6382    6.0567     4.2072






















































































































































































4.8406     5.1206     6.0773     LTEMFOS
4.9142     5.0696     5.9646
4.9494     4.9879     5.8421
4.9564     4.8816     5.7592
4.927      4.8646     5.6021
4.9329     4.7126     5.527
4.8979     4.593      5.3341
4.9014     4.5515     5.1304
4.8771     4.5293     4.8337
4.8552     4.4775     4.653
4.7957     4.5716     4.4403
4.7956     4.6124     4.3136
4.8689     4.6614     4.1284
4.8844     4.784      4.0217
4.9183     4.8695     3.9405
4.9778     5.0265     3.8519
5.0219     5.2327     3.9179
5.0299     5.4049     3.9376
5.0698     5.549      3.9692
5.0906     5.6856     4.009




















































































































































































1.4761     4.7907     7.2679     OP
1.5198     6.3909     7.258      BA
1.57       10.5355    6.0638     ST
1.6677     13.0781    5.5245     IV
-1.2411    7.0796     6.6931     R_PG
-2.2565    9.2569     6.1029     R_ZTI
-0.0202    10.4918    6.732      R_M3D
-0.3432    11.9084    6.5954     R_M12
0.1453     13.4937    6.0704     R_MP3
0.6125     14.0986    5.5713     R_PMI
4.0492     7.0348     6.5595     L_PG
5.5192     9.0848     5.8444     L_ZTI
3.2993     10.4996    6.6878     L_M3D
3.6755     11.8806    6.4221     L_M12
3.2358     13.5917    5.754      L_MP3
2.6638     14.0115    5.6066     L_PMI
1.2893     15.0688    5.8778     O1
-1.2705    8.947      2.7948     O2
5.5311     8.444      5.7927     O3
2.2834     3.1684     5.1525     O4




















































































































































































-1.0323    11.3257    5.7031     RZYGINF
-1.2759    11.2364    5.7728
-1.4674    11.1434    5.8813
-1.5897    11.0089    5.9557
-1.6911    10.8356    5.9886
-1.8096    10.6908    6.0046
-1.9419    10.5143    6.041
-2.0337    10.3657    6.0696
-2.1238    10.1826    6.0857
-2.1559    10.0814    6.0904
-2.2176    9.9062     6.0975
-2.2321    9.778      6.1273
-2.2897    9.6288     6.1157
-2.2986    9.5053     6.1239
-2.2972    9.4232     6.1164
-2.3186    9.2733     6.0728
























































































































































































4.1541     11.2937    5.5593     LZYGINF
4.2829     11.1863    5.5201
4.4297     11.0893    5.5398
4.5668     10.9727    5.6681
4.6696     10.9004    5.7216
4.7904     10.7319    5.7539
4.9342     10.5699    5.7362
5.0311     10.4369    5.7686
5.1777     10.2268    5.8237
5.2647     10.028     5.8492
5.2592     9.8712     5.8887
5.3045     9.6634     5.8959
5.3519     9.4652     5.9202
5.3644     9.2828     5.9143
5.4016     9.1442     5.9275
5.4433     9.0761     5.8516
























































































































































































-0.0539    10.5278    6.7031     R-ALV
-0.1306    10.8589    6.7594
-0.2159    11.0407    6.7201
-0.2745    11.2554    6.7161
-0.3429    11.4887    6.6842
-0.3661    11.7128    6.6181
-0.3609    11.8964    6.5804
-0.3743    12.1451    6.5362
-0.3719    12.3088    6.475
-0.2962    12.4947    6.4061
-0.2435    12.623     6.365
-0.2186    12.7757    6.3481
-0.18      13.0154    6.2238
-0.1006    13.1288    6.1881
-0.0719    13.2701    6.1169
-0.0396    13.3978    6.0202
0.0125     13.4894    5.9878
0.0833     13.5678    5.8777






















































































































































































3.2459     10.4568    6.6015     L-ALV
3.4076     10.7953    6.5343
3.5124     11.0807    6.5356
3.5963     11.3663    6.532
3.6245     11.6518    6.5103
3.6477     11.9658    6.4166
3.6956     12.2332    6.3681
3.697      12.4864    6.2202
3.5969     12.6656    6.1669
3.5752     12.922     6.068
3.4613     13.1287    6.0259
3.3644     13.296     6.0173
3.3315     13.4114    5.911
3.2761     13.5133    5.7933
