NMNH       268887     Rpr3stv
-0.1501    3.5979     4.1633
0.0241     3.4071     4.1105
0.167      3.2909     4.0292
0.3078     3.2472     3.9333
0.464      3.1697     3.8209
0.6613     3.2333     3.9163
0.808      3.2907     4.0334
0.9453     3.3488     4.1134
1.1273     3.5194     4.1662
1.2861     3.7071     4.2623
1.3662     3.858      4.3421
1.4379     3.9917     4.4421
1.4338     4.1611     4.5646
1.4491     4.2957     4.6654
1.3971     4.464      4.7952
1.352      4.5258     4.8943
1.2738     4.6294     5.0794
1.2044     4.6636     5.228
1.0066     4.719      5.4212
0.9231     4.7492     5.5171
0.7648     4.7471     5.6182
0.4828     4.7214     5.632






































































































































































0.4658     3.1277     3.8341     NASP-PR
0.4552     2.9317     3.8035
0.4995     2.7885     3.6616
0.4607     2.6314     3.5572
0.4419     2.515      3.4194
0.4535     2.4284     3.2885
0.4494     2.4213     3.108
0.4701     2.4198     2.9089
































































































































































































0.1991     4.6761     6.9103     R-PM/MAX
0.0541     4.7001     6.7228
0.0612     4.7246     6.4737
0.047      4.7472     6.3002
0.0122     4.7648     6.1135
-0.0898    4.7471     5.9457
-0.2236    4.7877     5.7542
-0.327     4.827      5.5715
-0.4219    4.8195     5.445
-0.55      4.7518     5.211
-0.6025    4.6575     5.0278
-0.7307    4.4579     4.7616
-0.7341    4.2267     4.5983
-0.7212    3.9852     4.4332
-0.7106    3.7942     4.2931
-0.6482    3.5723     4.1214
-0.6594    3.4201     3.9644
-0.6377    3.2808     3.8262
-0.6701    3.0971     3.7386
-0.7001    2.9444     3.5804
-0.7857    2.8366     3.4389
-0.7848    2.8305     3.2805
-0.7027    2.8717     3.1282

















































































































































































0.9696     4.6903     6.5638     L-PM/MAX
0.9589     4.7313     6.3701
1.027      4.7501     6.1713
1.05       4.7478     5.9754
1.1548     4.7711     5.758
1.2766     4.7681     5.6494
1.4002     4.7571     5.4046
1.4744     4.7011     5.1948
1.544      4.6389     5.0051
1.5997     4.5618     4.8486
1.6841     4.3331     4.5608
1.6934     4.0937     4.38
1.6906     3.9322     4.2893
1.6158     3.7802     4.161
1.5588     3.545      3.9825
1.5575     3.3426     3.8235
1.5957     3.1542     3.7085
1.6379     2.9517     3.5485
1.6377     2.8261     3.3974
1.7018     2.8178     3.2135
1.6526     2.8826     3.1128



















































































































































































-1.4511    4.6365     2.6513     ROSTRUM
-1.4537    4.5994     2.9601
-1.3937    4.5838     3.2355
-1.2608    4.5235     3.5261
-1.2016    4.532      3.7001
-1.0885    4.508      3.9337
-1.0137    4.4672     4.0732
-0.9426    4.4408     4.2505
-0.9167    4.4296     4.439
-0.8631    4.4129     4.5713
-0.7437    4.4195     4.7191
-0.655     4.4062     4.7769
-0.4288    4.4053     4.6976
-0.2378    4.4232     4.5896
1.2421     4.3769     4.5432
1.3643     4.3235     4.6399
1.4656     4.3504     4.7143
1.7147     4.3469     4.6182
1.8269     4.3771     4.4502
1.9042     4.4168     4.2081
2.0038     4.4361     3.9931
2.1295     4.4567     3.7389
2.257      4.4739     3.5359
2.389      4.5045     3.2793
2.4843     4.4978     3.0216
2.5216     4.5196     2.8547
2.4999     4.5182     2.606













































































































































































-3.4484    6.1236     6.8885     SUPORB
-3.3288    6.0941     7.2038
-3.1133    6.0525     7.5086
-2.848     6.0362     7.7652
-2.4546    5.9342     7.9426
-2.118     5.8077     8.0175
-1.8749    5.6317     8.0076
-1.6151    5.4963     8.0003
-1.1878    5.3655     7.9361
-0.8809    5.2356     7.8755
-0.541     5.1799     7.7845
-0.2952    5.1561     7.7006
0.0061     5.1302     7.6477
0.4036     5.1723     7.5771
0.5774     5.1483     7.5625
0.8673     5.1049     7.5969
1.1816     5.0858     7.6688
1.5498     5.0172     7.7598
1.908      5.0858     7.8551
2.1817     5.1418     7.9119
2.4811     5.3339     7.992
2.8224     5.4733     8.0197
3.204      5.6213     7.9829
3.4925     5.773      7.9394
3.8639     5.874      7.7827
4.0351     6.0204     7.6947
4.1646     6.1403     7.5537
4.283      6.1296     7.417
4.3421     6.1776     7.2649
4.5243     6.1299     6.8685










































































































































































-1.8817    4.952      5.0773     RORBIT
-2.1249    4.9564     5.0544
-2.3599    5.0126     5.1129
-2.5526    5.1055     5.2003
-2.7297    5.1903     5.3196
-2.9127    5.3174     5.5272
-2.9828    5.4098     5.7071
-3.0478    5.4848     5.9039
-3.0573    5.5526     6.0977
-3.0724    5.5858     6.324
-3.0682    5.5955     6.5987
-2.8799    5.5837     6.8596
-2.6775    5.5386     7.0835
-2.3607    5.4881     7.2671
-2.0928    5.3687     7.367
-1.751     5.2791     7.4182
-1.3583    5.1544     7.4149
-1.0557    5.0748     7.3156
-0.8447    4.9643     7.218
-0.5731    4.9836     7.0856
-0.368     4.9732     6.8816
-0.2821    4.9746     6.7135
-0.2718    5.0314     6.5038
-0.2916    5.1771     6.2763
















































































































































































2.7736     4.8296     5.0732     LORBIT
3.0814     4.8237     5.0692
3.3098     4.9293     5.1264
3.5941     4.9806     5.2426
3.8506     5.1        5.4719
3.9951     5.2518     5.7486
4.0647     5.3867     6.0544
4.0839     5.423      6.2395
4.0777     5.4649     6.3898
4.0322     5.4759     6.6701
3.9681     5.426      6.9063
3.7554     5.3859     7.0966
3.597      5.3369     7.2156
3.3915     5.2791     7.4191
2.8942     5.154      7.4403
2.6543     5.0702     7.4458
2.3874     5.0028     7.4275
2.1483     4.9331     7.4102
1.9379     4.8802     7.3186
1.6797     4.8647     7.1512
1.4651     4.9024     7.0628
1.3789     4.9387     6.8921
1.2382     4.9092     6.5167
1.2992     5.0064     6.3064
1.3303     5.0864     6.2105















































































































































































-3.4905    6.1916     6.7815     RTEMFOS
-3.6209    6.1766     6.5361
-3.7253    6.0903     6.3376
-3.7322    6.0606     6.138
-3.7365    6.0093     5.9107
-3.73      5.9271     5.6096
-3.7202    5.8827     5.3329
-3.7145    5.8555     5.1742
-3.7178    5.8933     4.9995
-3.722     5.9258     4.8327
-3.7537    6.0129     4.6458
-3.8138    6.1736     4.4953
-3.8581    6.316      4.4151
-3.9133    6.4815     4.3365
-4.0034    6.6372     4.3061
-4.0725    6.7974     4.2542
























































































































































































4.5959     6.1226     6.6928     LTEMFOS
4.6909     6.0654     6.5133
4.7421     5.9953     6.3662
4.7701     5.9211     6.1103
4.7623     5.8203     5.9058
4.7558     5.7481     5.5913
4.7464     5.7093     5.3724
4.7565     5.6879     5.0934
4.7641     5.7738     4.9395
4.7893     5.8798     4.7719
4.8234     5.9744     4.6389
4.8885     6.1024     4.4907
4.9625     6.2503     4.4219
5.006      6.3377     4.3753
5.0391     6.4102     4.347
5.0731     6.5111     4.3133
























































































































































































-0.5734    4.7755     7.1847     OP
-0.5528    6.5492     7.4172     BA
-0.7216    10.5239    6.4395     ST
-0.7971    13.555     5.5491     IV
-3.942     6.9755     7.2101     R_PG
-5.4739    9.1249     6.0842     R_ZTI
-2.363     10.6103    6.8174     R_M3D
-2.832     12.3689    6.5363     R_M12
-2.6109    13.9351    5.8445     R_MP3
-1.777     14.7148    5.5052     R_PMI
2.8687     7.3545     7.2788     L_PG
4.3049     9.495      6.1705     L_ZTI
1.0135     10.8724    6.9311     L_M3D
1.3886     12.4608    6.6309     L_M12
1.0358     14.1605    5.8905     L_MP3
0.2511     14.7212    5.4207     L_PMI
-1.0394    15.4107    5.3757     O1
2.7393     10.036     1.99       O2
-5.5239    8.2845     6.0038     O3
0.2517     2.867      5.0922     O4




















































































































































































-3.8866    11.8091    5.5106     RZYGINF
-4.0318    11.7478    5.5471
-4.1611    11.6891    5.6267
-4.2618    11.5735    5.7933
-4.3684    11.3953    5.816
-4.4951    11.2375    5.7852
-4.6394    11.0228    5.7823
-4.8051    10.8072    5.8103
-4.941     10.6551    5.8545
-5.1319    10.3996    5.9143
-5.2609    10.1827    5.9427
-5.3326    9.9863     5.9702
-5.4146    9.7101     5.9938
-5.4581    9.5298     6.0297
-5.4759    9.349      6.0847
-5.4618    9.2181     6.1118
-5.4785    9.0707     6.0744























































































































































































2.5076     11.9851    5.6804     LZYGINF
2.6959     11.8608    5.7659
2.809      11.7541    5.9116
2.8957     11.6522    6.0014
3.0533     11.5095    5.9555
3.2019     11.3749    5.9374
3.3652     11.214     5.9586
3.4357     11.1065    6.0127
3.5356     11.0045    6.0377
3.6747     10.8399    6.0881
3.7719     10.7073    6.1139
3.8927     10.5583    6.1263
4.0207     10.3667    6.1161
4.0701     10.1502    6.1454
4.1583     9.8993     6.17
4.2514     9.621      6.1761
4.2299     9.4811     6.2245























































































































































































-2.3849    10.6564    6.8809     R-ALV
-2.5148    10.8684    6.8448
-2.6038    11.0366    6.7795
-2.6877    11.2764    6.7456
-2.7172    11.5172    6.7128
-2.7838    11.721     6.6608
-2.8293    11.9547    6.6143
-2.8316    12.1387    6.6203
-2.8193    12.4238    6.5469
-2.8086    12.6804    6.3807
-2.8011    12.8994    6.2213
-2.6964    13.163     6.2373
-2.7016    13.3802    6.1868
-2.6667    13.5886    6.0721
-2.6456    13.72      6.031
-2.6519    13.7984    5.9822
-2.6341    13.9318    5.8645























































































































































































1.017      10.8381    6.9079     L-ALV
1.1328     11.0632    6.8106
1.196      11.2791    6.7864
1.2603     11.5602    6.7763
1.2812     11.7497    6.6713
1.3025     11.9231    6.6986
1.3271     12.0987    6.6672
1.3727     12.302     6.6245
1.3638     12.4918    6.5711
1.343      12.6927    6.4737
1.3205     12.8283    6.3921
1.3185     13.005     6.2915
1.2518     13.1748    6.273
1.1546     13.4779    6.2332
1.1538     13.6336    6.1386
1.0931     13.8233    6.0744
1.0657     13.9554    6.0598
1.0206     14.1386    5.9436
