AMNH       103362     scc7cs.xls




























5.7924     11.3678    -7.2064    LZYGINF
5.3561     11.2818    -7.2061
4.8753     11.1446    -7.1996
4.6127     11.0781    -7.2889
4.433      10.952     -7.1905
4.0875     10.7087    -7.1724
3.745      10.4509    -7.2592
3.556      10.2797    -7.158
































































































































































































8.0623     8.1083     -7.9131    R-ALV
8.3846     8.2174     -7.9193
8.6876     8.4338     -7.9983
9.0101     8.6429     -8.0425
9.302      8.9655     -8.0302
9.4643     9.1994     -7.9591
9.6133     9.3885     -7.989
9.6324     9.6032     -7.9911
9.793      9.884      -7.9151
9.873      10.0205    -7.8944
9.9125     10.2245    -7.8785
9.994      10.4747    -7.7171




























































































































































































5.9815     9.7519     -7.768     L-ALV
6.0326     10.0125    -7.818
6.1781     10.3536    -7.9083
6.3637     10.6957    -7.9625
6.5957     11.0494    -7.9295
6.897      11.3491    -7.9225
7.1816     11.5817    -7.8409
7.3914     11.7912    -7.6739
7.6176     12.0403    -7.66
7.8594     12.0699    -7.5981
