NMNH       290066     See5stv













































































0.561      5.6143     5.9857     L-PM/MAX
0.6292     5.3896     5.7217
0.6874     5.2609     5.4422
0.8056     5.0938     5.0558
0.8847     4.9333     4.8138
1.0115     4.7593     4.529
1.0526     4.5941     4.376
1.0992     4.3739     4.1918
1.1458     4.131      4.0823
1.2184     3.9102     3.9323
1.2406     3.5743     3.7657
1.2586     3.2355     3.5991
1.2722     2.9851     3.4363
1.3145     2.862      3.3106
1.3827     2.7046     3.2091
1.3353     2.5891     2.9298
1.3068     2.61       2.7655























































































































































































-1.8754    4.6365     2.39       ROSTRUM
-1.8171    4.7085     2.6476
-1.7053    4.6662     2.8908
-1.5278    4.7385     3.1474
-1.401     4.7584     3.3545
-1.2854    4.8069     3.5406
-1.1959    4.8682     3.7722
-1.0895    4.8967     4.0308
-0.9959    4.9557     4.235
-0.8384    4.9597     4.4534
-0.591     5.0001     4.6971
-0.4707    5.0023     4.8352
-0.385     5.0024     4.9988
-0.2964    5.1468     5.2439
-0.1802    5.1912     5.6117
-0.0878    5.267      5.8717
0.0593     5.2601     5.962
0.2146     5.2686     6.058
0.2971     5.3067     6.008
0.4506     5.2905     5.878
0.5577     5.2783     5.777
0.6379     5.2366     5.5584
0.7456     5.213      5.2516
0.8416     5.1416     5.0208
0.9429     5.0863     4.835
1.0218     5.0655     4.7412
1.2123     4.9851     4.5107
1.3423     4.9513     4.277
1.4816     4.8961     3.9576
1.5513     4.8326     3.7415
1.6322     4.7592     3.5104
1.7119     4.678      3.3596
1.8062     4.6638     3.2392
1.9031     4.6691     3.094
1.9698     4.6237     2.9174
2.0698     4.5521     2.7328
2.1281     4.5378     2.6062
2.1393     4.5628     2.4869
2.1443     4.5661     2.3543
2.2132     4.5728     2.2109
































































































































































-3.4613    7.886      6.1334     SUPORB
-3.3435    7.8967     6.2986
-3.1055    7.8423     6.4651
-2.8925    7.8371     6.6285
-2.7403    7.7667     6.7816
-2.5332    7.5922     6.9261
-2.3916    7.4774     6.9972
-2.1827    7.378      7.0757
-1.9594    7.2667     7.1655
-1.6978    7.085      7.1949
-1.5337    7.025      7.22
-1.3228    6.9292     7.2278
-1.1128    6.856      7.2424
-0.9047    6.8005     7.2417
-0.648     6.7055     7.2471
-0.4865    6.6791     7.2585
-0.2859    6.6335     7.2566
-0.1385    6.6064     7.2473
0.0531     6.5388     7.227
0.2297     6.4863     7.165
0.3615     6.4954     7.1832
0.6054     6.49       7.2077
0.8071     6.5829     7.2543
0.9856     6.6226     7.2832
1.2148     6.6348     7.2715
1.4706     6.6958     7.2812
1.8361     6.7665     7.2124
2.0737     6.8376     7.2035
2.2506     6.8763     7.1655
2.532      7.0481     7.133
2.6957     7.123      7.0834
2.9083     7.2456     7.0119
3.111      7.3393     6.9073
3.2789     7.4515     6.8173
3.4396     7.5099     6.6908
3.5795     7.5846     6.5907
3.7201     7.6227     6.4483
3.8256     7.6572     6.3675
3.9648     7.6836     6.1847
4.0101     7.6737     6.06
































































































































































-1.4152    6.0676     4.7133     RORBIT
-1.5653    6.119      4.6656
-1.7787    6.1502     4.6129
-1.9706    6.2051     4.5958
-2.1453    6.2456     4.6065
-2.3155    6.3309     4.6226
-2.4748    6.4037     4.6643
-2.6104    6.5366     4.7452
-2.7285    6.6852     4.8591
-2.8802    6.8539     5.0804
-2.9274    7.0266     5.2866
-2.953     7.1146     5.4528
-2.972     7.2036     5.6014
-2.9831    7.295      5.7606
-3.0034    7.3468     5.8804
-2.8592    7.3734     6.055
-2.7257    7.3758     6.2568
-2.5825    7.3638     6.4065
-2.3928    7.2547     6.599
-2.2095    7.1515     6.7058
-1.949     7.0395     6.7572
-1.6936    6.9396     6.7594
-1.429     6.8137     6.8129
-1.1469    6.7163     6.8574
-0.9513    6.6523     6.8544
-0.7947    6.5843     6.8849
-0.6315    6.5791     6.8192
-0.4791    6.5577     6.7128
-0.4423    6.5489     6.5298
-0.4382    6.5431     6.3882
-0.3561    6.4324     6.0882









































































































































































1.8398     6.0132     4.6573     LORBIT
1.9859     6.0462     4.5993
2.1599     6.0849     4.5622
2.3472     6.1226     4.5441
2.5492     6.1394     4.5185
2.8086     6.2836     4.5644
3.0475     6.3727     4.6449
3.2098     6.4806     4.7218
3.3299     6.5562     4.8872
3.4693     6.7393     5.084
3.5477     6.8517     5.2866
3.6029     6.9865     5.5417
3.6222     7.0976     5.7528
3.5623     7.183      5.9737
3.4418     7.1734     6.1437
3.2538     7.1884     6.3382
3.0733     7.1601     6.4985
2.8901     7.0806     6.6191
2.675      6.9882     6.7349
2.4184     6.8617     6.8311
2.0377     6.7119     6.8973
1.7756     6.6296     6.9253
1.3159     6.5643     6.8759
1.0635     6.5263     6.7897
0.9334     6.4953     6.6461
0.9104     6.455      6.4904
0.9129     6.4586     6.3624
0.8917     6.4722     6.2031












































































































































































-3.4682    7.906      6.0205     RTEMFOS
-3.5015    7.7115     5.8067
-3.5098    7.5554     5.5661
-3.465     7.406      5.3426
-3.4837    7.293      5.0697
-3.5535    7.1691     4.8684
-3.6228    7.0164     4.6121
-3.6568    6.908      4.4125
-3.7211    6.8711     4.1513
-3.8202    6.9545     3.9382
-3.8994    7.035      3.7969
-3.9659    7.1761     3.685
-4.0173    7.3574     3.5962
-4.0745    7.5144     3.5926
-4.1623    7.7814     3.5901

























































































































































































4.001      7.4633     5.936      LTEMFOS
4.0729     7.3754     5.7261
4.0614     7.229      5.4748
4.0669     7.1319     5.2715
4.0929     7.0199     5.0508
4.1232     6.9611     4.7303
4.1623     6.8642     4.5494
4.1551     6.8287     4.2954
4.2171     6.805      4.0275
4.368      6.8024     3.8515
4.5038     6.9093     3.6598
4.6071     7.0622     3.5864
4.668      7.2096     3.597
4.7768     7.4588     3.6334


























































































































































































-0.8749    7.446      7.1416     OP
-1.1306    9.2379     7.026      BA
-1.8304    12.7159    5.7442     ST
-2.4135    16.3124    5.5194     IV
-4.7301    8.9377     6.9842     R_PG
-6.3799    10.943     5.6649     R_ZTI
-3.727     12.8473    6.6169     R_M3D
-4.4129    14.4961    6.3214     R_M12
-4.5089    16.3657    5.9355     R_MP3
-3.7117    17.4056    5.5907     R_PMI
2.1559     10.0824    7.2681     L_PG
3.064      12.7592    6.0198     L_ZTI
-0.2346    13.2979    6.7874     L_M3D
-0.0443    15.154     6.5087     L_M12
-0.5002    17.0397    6.0824     L_MP3
-1.6194    17.7414    5.6418     L_PMI
-2.5172    18.3656    5.4722     O1
-4.7079    11.5534    1.7397     O2
3.4858     11.5727    5.8968     O3
-1.2547    4.8658     4.8862     O4




















































































































































































-5.239     13.3305    5.4191     RZYGINF
-5.4432    13.2274    5.3639
-5.6226    13.1628    5.3859
-5.7708    12.9936    5.4001
-5.9011    12.8543    5.4227
-5.9887    12.6748    5.4795
-6.0981    12.4589    5.5434
-6.1013    12.2429    5.671
-6.1129    12.0366    5.7409
-6.1475    11.8076    5.7897
-6.2428    11.5782    5.7821
-6.2686    11.2283    5.7319
-6.3073    11.0537    5.7157
-6.3902    10.9154    5.6636


























































































































































































1.2104     14.537     5.6664     LZYGINF
1.5009     14.4428    5.6887
1.68       14.295     5.7084
1.9069     14.1581    5.7678
2.1043     14.0045    5.8362
2.3057     13.8319    5.9148
2.3939     13.6776    6.0018
2.4938     13.5212    6.0777
2.6281     13.3037    6.1409
2.6238     13.1018    6.153
2.7827     12.8997    6.0877
2.8485     12.7517    6.0814
2.8914     12.6236    6.1055
2.924      12.4955    6.1178


























































































































































































-3.6906    12.828     6.6331     R-ALV
-3.8126    12.9485    6.6172
-3.9508    13.2087    6.616
-4.1592    13.4479    6.5478
-4.2434    13.5871    6.5358
-4.2943    13.8046    6.5116
-4.3436    13.9797    6.4985
-4.3671    14.2115    6.4783
-4.386     14.3606    6.4193
-4.4136    14.4755    6.3628
-4.4429    14.6884    6.3474
-4.4726    14.8652    6.3075
-4.4832    15.0436    6.2648
-4.475     15.1849    6.1906
-4.424     15.3908    6.0825
-4.4692    15.6235    6.0465
-4.4929    15.8301    5.994
-4.5349    16.0772    5.9632
-4.55      16.2418    5.9443
-4.4888    16.4371    5.9051




















































































































































































-0.1434    13.4259    6.6701     L-ALV
-0.0729    13.6356    6.6864
0.0029     13.9021    6.7099
0.0533     14.2249    6.6777
0.0664     14.5224    6.6161
0.0383     14.6631    6.6019
0.0186     14.8629    6.5636
-0.0311    15.1534    6.472
-0.0954    15.4122    6.4252
-0.1463    15.6493    6.3891
-0.2094    15.8251    6.4068
-0.3771    15.9905    6.3676
-0.4157    16.2599    6.27
-0.4705    16.5989    6.1812
-0.4952    16.8726    6.1494
-0.5486    17.0876    6.0626
