FMNH       27040      Tg14stv
8.3172     8.5118     10.2414
8.2493     8.4456     10.1251
8.1942     8.3463     10.012
8.1447     8.3204     9.9355
8.0703     8.2562     9.834
8.0408     8.1821     9.7492





































































































































































8.0518     8.1848     9.7604     NOSE
7.9412     8.2546     9.7613
7.8427     8.3101     9.7692
7.7464     8.3684     9.6234
7.6462     8.4109     9.5027
7.5483     8.4322     9.3465
7.4367     8.4484     9.1992
7.3614     8.4015     9.0931
7.2447     8.3749     8.9394
7.1451     8.3312     8.8284
7.0043     8.282      8.6494
6.9094     8.1818     8.5147
6.7985     8.097      8.3874
6.6785     8.031      8.3059
6.5527     7.9429     8.164
6.4761     7.8563     8.0463
6.3586     7.76       7.894
6.2747     7.5669     7.7395
6.2036     7.4056     7.6164
6.141      7.2722     7.5464
6.0949     7.0989     7.5147
6.0972     6.8998     7.5294
6.1073     6.8527     7.5637
6.1279     6.6652     7.6196
6.1592     6.5667     7.641
6.1498     6.4718     7.6014
6.1699     6.4899     7.4651
6.2552     6.5461     7.4027
6.303      6.4925     7.3221
6.3335     6.3606     7.3303
6.3148     6.2865     7.3744
6.3166     6.2566     7.5493
6.4053     6.212      7.6105
6.5332     6.1307     7.6005
6.6756     6.0778     7.5829
6.7902     6.0438     7.5845
6.9524     5.9819     7.6029
7.0982     6.0036     7.6381
7.3336     6.0887     7.7229
7.447      6.1384     7.8117
7.5842     6.2523     7.9696
7.6743     6.3989     8.121
7.7411     6.4873     8.2237
7.8389     6.6184     8.3548
7.9292     6.6741     8.4348
8.0127     6.7693     8.5312
8.0708     6.9191     8.6261
8.1286     7.0003     8.7388
8.1899     7.1478     8.8723
8.2134     7.2593     8.986
8.2538     7.404      9.1666
8.298      7.4503     9.2225
8.3014     7.5817     9.3665
8.2934     7.6458     9.4639
8.2474     7.7518     9.5236
8.2132     7.8572     9.6417
8.1498     7.9757     9.6959
8.132      8.0794     9.7712
8.0542     8.1799     9.759













































































































































6.2575     6.4058     7.3121     NASP-PR
6.1407     6.2603     7.1875
6.049      6.169      7.0757
5.9965     6.0751     6.9281
5.9715     6.0044     6.7947
5.9379     5.9706     6.6419
5.8929     5.9179     6.4799
5.8512     5.893      6.3548
5.8468     5.8466     6.2148
5.8126     5.8348     6.0724
5.8059     5.7909     5.9329
5.8217     5.7839     5.8235
5.8248     5.7902     5.6843
5.8115     5.8316     5.6052


























































































































































































7.7047     8.4708     9.6213     R-PM/MAX
7.5792     8.4536     9.4636
7.4777     8.4382     9.2587
7.3719     8.4235     9.1117
7.317      8.3699     9.0135
7.2773     8.3272     8.9004
7.1762     8.2577     8.7683
7.0748     8.2333     8.6372
6.9981     8.1738     8.5517
6.9404     8.1394     8.4684
6.8576     8.1233     8.4295
6.7274     8.0289     8.3319
6.5848     7.9498     8.2178
6.4919     7.9996     8.1193
6.5341     8.1849     8.0512
6.4313     8.115      7.8417
6.3396     8.1065     7.696
6.236      8.0831     7.5156
6.1509     8.0284     7.426
6.0029     7.9547     7.2415
5.9157     7.9226     7.1554
5.8042     7.9211     6.9387
5.7024     7.8755     6.806
5.635      7.8247     6.7073
5.4903     7.7627     6.5591
5.4318     7.7663     6.2603
5.4279     7.7657     6.0976
5.4251     7.7048     5.984
5.5008     7.6139     5.8027
5.5815     7.5077     5.7042










































































































































































8.4335     7.756      9.6043     L-PM/MAX
8.4216     7.6215     9.4581
8.3606     7.5357     9.3319
8.3081     7.4553     9.2472
8.2807     7.3556     9.1422
8.2285     7.2681     9.0185
8.1899     7.2032     8.9234
8.1523     7.0975     8.788
8.042      6.9741     8.5358
7.95       6.8075     8.4508
7.8746     6.6164     8.3861
7.8687     6.4931     8.2734
7.9582     6.4371     8.1626
7.9751     6.3555     8.0072
7.9451     6.2774     7.9085
7.8844     6.1628     7.7194
7.8344     6.0785     7.5951
7.8504     6.0156     7.5249
7.7739     5.8878     7.4066
7.7995     5.8368     7.3297
7.7627     5.6588     7.1352
7.8212     5.5853     7.0344
7.7618     5.4134     6.7201
7.7603     5.3594     6.5486
7.7492     5.3027     6.3967
7.7275     5.2463     6.2322
7.6484     5.2508     6.0495
7.4803     5.3439     5.9546
7.4636     5.4507     5.8039
7.4457     5.4842     5.6916
7.4256     5.5125     5.6275









































































































































































7.8483     10.7661    6.3295     ROSTRUM
7.7355     10.7962    6.6105
7.6464     10.7623    6.8205
7.6778     10.6556    6.9938
7.7673     10.5618    7.1175
7.8742     10.2942    7.3257
7.9268     10.2022    7.4816
7.9652     10.103     7.6854
7.9466     10.0436    7.8827
7.9648     9.9397     8.0751
7.9718     9.8427     8.2307
7.975      9.7718     8.4339
7.9854     9.7291     8.5826
7.9788     9.6643     8.7884
7.954      9.6427     9.0176
7.8947     9.5952     9.19
7.8562     9.5146     9.401
7.8823     9.5137     9.5376
7.8693     9.4723     9.6867
7.8868     9.4276     9.7806
7.901      9.3707     9.8859
7.9316     9.2913     10.0042
8.0154     9.2098     10.0733
8.0491     9.1522     10.1942
8.0872     9.0539     10.2745
8.1217     8.9306     10.2865
8.157      8.9166     10.3017
8.2282     8.8018     10.3915
8.3036     8.7027     10.3944
8.393      8.6109     10.4303
8.4589     8.5287     10.4054
8.5357     8.451      10.3779
8.5975     8.3768     10.3324
8.7028     8.293      10.2955
8.8268     8.2051     10.2268
8.9217     8.1148     10.1662
9.0429     8.0152     10.0547
9.1076     7.919      9.9411
9.3151     7.8793     9.8502
9.4417     7.8318     9.6398
9.5675     7.8226     9.4657
9.6563     7.8489     9.265
9.7192     7.8346     9.0346
9.7606     7.811      8.863
9.8483     7.7649     8.6896
9.9216     7.7141     8.5151
10.0193    7.673      8.3243
10.1013    7.6435     8.0725
10.1895    7.6021     7.886
10.3908    7.5057     7.7047
10.5134    7.4001     7.5878
10.5688    7.3221     7.5368
10.6747    7.2374     7.4106
10.7418    7.1717     7.2651
10.8246    7.1664     7.1323
10.8732    7.1967     6.9046
10.8444    7.2488     6.7263















































































































































7.1756     12.6313    14.0801    SUPORB
7.2104     12.4777    14.2454
7.2159     12.3766    14.4709
7.2289     12.2684    14.6637
7.2474     12.0765    14.8101
7.2649     11.8739    14.8467
7.254      11.6475    14.8242
7.2284     11.4275    14.8324
7.2103     11.249     14.8152
7.1943     10.9906    14.8242
7.2071     10.8709    14.8137
7.1875     10.641     14.8046
7.1977     10.5058    14.7836
7.2303     10.3041    14.7673
7.2508     10.1065    14.7316
7.338      9.8879     14.7141
7.4001     9.6699     14.6954
7.504      9.4665     14.6725
7.6585     9.2454     14.5877
7.7557     9.0793     14.5572
7.8431     8.9568     14.5335
7.9954     8.7954     14.5454
8.0903     8.7119     14.549
8.2218     8.5857     14.5824
8.3369     8.4471     14.6211
8.5601     8.2714     14.7111
8.7152     8.1308     14.8096
8.9089     7.9775     14.8959
9.0824     7.9057     14.9822
9.2861     7.8433     15.0339
9.4468     7.7848     15.0766
9.6346     7.7324     15.1256
9.8475     7.6386     15.1526
10.0242    7.6251     15.1989
10.2381    7.6176     15.2041
10.4901    7.6096     15.2021
10.7331    7.589      15.1951
10.9677    7.6021     15.2268
11.1874    7.5983     15.2388
11.3295    7.6056     15.2384
11.5833    7.484      15.0982
11.7473    7.5515     14.9851
11.8472    7.5452     14.7972
11.9111    7.4532     14.6503




























































































































































8.0021     10.6574    11.9728    RORBIT
7.8693     10.8011    11.9585
7.7857     10.929     11.9809
7.6877     11.0825    12.0095
7.6048     11.2388    12.0741
7.5575     11.3386    12.1387
7.4984     11.4741    12.2177
7.4601     11.609     12.3404
7.4222     11.7367    12.5321
7.3778     11.8529    12.6517
7.3609     11.9396    12.8544
7.3187     12.0054    13.0621
7.3273     11.9813    13.2791
7.2921     11.9123    13.4915
7.186      11.8774    13.6674
7.0377     11.7247    13.7899
6.9252     11.6128    13.8084
6.8365     11.4601    13.8603
6.763      11.2939    13.8686
6.6868     11.1196    13.9088
6.7396     10.9021    13.8491
6.7453     10.7183    13.8584
6.7949     10.5114    13.8622
6.8679     10.3675    13.8177
6.9133     10.1941    13.7744
6.9878     10.1078    13.7804
7.0498     10.0122    13.7571
7.2002     9.78       13.8467
7.3723     9.6834     13.8701
7.5835     9.5421     13.9213
7.7119     9.4565     13.9266
7.864      9.3283     13.9387
7.9121     9.2718     13.9333
8.1025     9.2112     13.8321
8.2491     9.3104     13.6192
8.3853     9.3278     13.4221
8.4889     9.3834     13.2923
8.5459     9.4195     13.1177


































































































































































10.2618    8.1326     12.2739    LORBIT
10.3598    7.9836     12.2789
10.4743    7.9396     12.3291
10.6305    7.839      12.4263
10.7633    7.7583     12.5213
10.8623    7.656      12.5837
11.0238    7.648      12.7403
11.1116    7.635      12.8937
11.2021    7.5853     13.0418
11.2896    7.5224     13.2094
11.3459    7.5229     13.4041
11.3655    7.5442     13.6589
11.3307    7.5149     13.8551
11.2966    7.4884     13.9691
11.2707    7.3973     14.0578
11.1416    7.3307     14.2164
10.9676    7.2775     14.2979
10.8423    7.1817     14.3387
10.6827    7.1375     14.373
10.4943    7.1682     14.3342
10.3318    7.0979     14.3533
10.1473    7.1669     14.282
9.9259     7.1898     14.2495
9.7965     7.238      14.2187
9.6444     7.3668     14.1544
9.5554     7.4216     14.1169
9.3879     7.5377     14.0762
9.2525     7.7014     14.045
9.0985     7.8162     14.0674
8.8893     7.9723     14.1466
8.8168     8.0967     14.1395
8.8716     8.8709     13.4707
8.9621     8.9521     13.2439
9.0094     8.9694     13.1446






































































































































































7.1544     12.63      14.0318    RTEMFOS
7.144      12.6914    13.8542
7.1323     12.7488    13.6926
7.1328     12.8497    13.4965
7.1257     12.9005    13.349
7.0986     12.9548    13.1885
7.1002     13.0441    12.9235
7.0603     13.0479    12.8108
7.0382     13.0457    12.649
7.0461     13.0949    12.4654
7.0558     13.1596    12.2969
7.0682     13.1798    12.0612
7.0825     13.2008    11.932
7.0949     13.2357    11.7382
7.0989     13.2935    11.5592
7.0943     13.3526    11.3888
7.0812     13.4778    11.2281
7.0906     13.6225    11.1227
7.0871     13.8082    10.9789
7.0641     13.9191    10.8448
7.1328     14.1182    10.8229
7.1717     14.2665    10.7798
7.235      14.4537    10.7988
7.2921     14.5788    10.8288
7.3592     14.6938    10.8451
7.43       14.7743    10.8835
7.4594     14.8588    10.9131













































































































































































9999       9999       9999       LTEMFOS







































































































































































































7.8725     6.5087     12.3582    OP
9.234      8.0371     12.7618    BA
12.431     11.6592    12.6924    ST
16.1546    16.056     12.951     IV
6.4604     10.8376    12.886     R_PG
6.3819     13.3452    11.809     R_ZTI
11.49      13.3274    14.1146    R_M3D
12.9129    15.5425    14.1786    R_M12
14.7954    17.2472    13.8091    R_MP3
16.035     17.6846    13.4375    R_PMI
12.2597    5.9641     12.157     L_PG
9999       9999       9999       L_ZTI
14.3905    11.1091    14.0492    L_M3D
16.4249    12.8201    13.8747    L_M12
17.7203    14.8487    13.7757    L_MP3
17.897     16.2945    13.3751    L_PMI
17.5585    18.4436    13.1978    O1
13.9117    9.3771     6.567      O2
5.8466     12.9191    11.0656    O3
7.8789     4.5682     10.1151    O4




















































































































































































10.1276    15.0096    11.8687    RZYGINF
9.8669     14.9769    11.8383
9.6397     14.9935    11.7352
9.4933     14.9453    11.6733
9.3664     14.9441    11.6461
9.2715     14.9345    11.6536
9.0766     14.9019    11.667
8.8583     14.893     11.6785
8.7006     14.8407    11.6982
8.5139     14.7759    11.7192
8.4142     14.7268    11.739
8.3208     14.6894    11.7427
8.1866     14.6273    11.7495
8.1082     14.5761    11.7714
7.988      14.4959    11.7739
7.8801     14.4437    11.7731
7.7251     14.3793    11.7762
7.623      14.3251    11.7613
7.5239     14.2118    11.7702
7.4516     14.1502    11.7628
7.3202     14.0375    11.7752
7.2015     13.945     11.7949
7.1016     13.8689    11.8022
6.9715     13.7486    11.8403
6.8971     13.6783    11.861
6.7477     13.541     11.8887
6.6489     13.4753    11.8928
6.5594     13.4178    11.8775
6.4755     13.3213    11.8905
6.4021     13.2508    11.8627
6.3855     13.132     11.8733
6.3367     13.1043    11.8542








































































































































































9999       9999       9999       LZYGINF







































































































































































































11.4722    13.3332    14.1663    R-ALV
11.4395    13.603     14.1267
11.5163    13.8311    14.1336
11.5733    14.0269    14.146
11.6101    14.1006    14.1587
11.6782    14.3149    14.1652
11.7899    14.4866    14.2083
11.9514    14.6828    14.2094
12.0488    14.8277    14.1609
12.1989    15.0171    14.1846
12.3284    15.2197    14.1231
12.4424    15.3713    14.0964
12.6901    15.5145    14.1506
12.8252    15.6339    14.1664
12.9053    15.7193    14.167
13.021     15.8335    14.1885
13.202     16.008     14.1605
13.29      16.2305    14.0131
13.5482    16.2875    14.1488
13.7665    16.4448    14.1508
13.8584    16.585     14.1345
14.0575    16.7532    14.135
14.2703    16.8524    14.1536
14.3704    16.973     14.0851
14.4949    17.1081    14.039
14.6268    17.2261    13.909














































































































































































14.4451    11.1678    14.0198    L-ALV
14.7145    11.1949    13.9656
14.9184    11.2962    13.9495
15.0606    11.366     13.9712
15.1881    11.4544    13.9398
15.525     11.7155    13.9414
15.6354    11.8548    13.9756
15.7569    11.9786    13.9741
15.8865    12.1204    13.9787
16.1218    12.3684    13.9494
16.2631    12.4836    13.9022
16.3969    12.7742    13.8293
16.5122    12.9186    13.8542
16.6929    13.1229    13.8739
16.8143    13.3403    13.9105
16.962     13.5695    13.9479
17.04      13.7681    13.947
17.1248    13.9213    13.9616
17.2546    14.087     14.0125
17.3634    14.2518    13.9879
17.4198    14.3823    13.9631
17.5083    14.5092    13.957
17.5616    14.5768    13.9384
17.6161    14.6416    13.9296
17.6911    14.7946    13.827
