AMNH       103360     scc5cs.xls
7.9532     6.0251     -6.5141    RORBIT
8.1815     5.8645     -6.4866
8.5035     5.7033     -6.5234
8.7245     5.5899     -6.6685
8.987      5.4895     -6.86
9.1394     5.4805     -7.0956
9.2768     5.4696     -7.4176
9.3296     5.5522     -7.797
9.3134     5.5699     -8.0289
9.1283     5.7503     -8.2239
8.8878     5.8989     -8.3577
8.6143     5.9641     -8.5012
8.3749     6.199      -8.496
8.145      6.3645     -8.5064
7.8759     6.5661     -8.3709
7.6749     6.6487     -8.269
7.5345     6.7133     -8.08
7.4737     6.6868     -7.9723
7.3938     6.6364     -7.8019





















































































































































































6.2231     7.5841     -6.6013    LORBIT
6.0266     7.7616     -6.5863
5.8282     8.0481     -6.6497
5.617      8.3506     -6.7502
5.5562     8.6118     -6.9705
5.567      8.8107     -7.271
5.597      8.9933     -7.6699
5.7018     8.9664     -7.924
5.8636     8.8795     -8.1907
5.9697     8.7004     -8.3845
6.0982     8.4956     -8.4826
6.2449     8.2535     -8.5595
6.4587     7.953      -8.595
6.7021     7.5748     -8.5582
6.9432     7.3088     -8.2801
6.9845     7.1995     -8.027
6.9452     7.2277     -7.7352























































































































































































10.1254    5.459      -7.6539    RTEMFOS
10.0884    5.2866     -7.4233
10.038     5.2467     -7.1015
10.008     5.1637     -6.8857
10.04      5.1594     -6.5907
10.0173    5.1161     -6.3863
10.1228    5.172      -6.0647
10.3081    5.2607     -5.8505
10.4801    5.3565     -5.7595
10.6077    5.4418     -5.8308
10.688     5.4831     -5.8378





























































































































































































5.7273     9.7102     -7.9937    LTEMFOS
5.5669     9.7679     -7.7829
5.4373     9.7085     -7.5535
5.3567     9.7117     -7.2273
5.3172     9.6429     -6.9576
5.2687     9.6319     -6.5711
5.2179     9.7736     -6.2744
5.2879     9.9387     -6.0181
5.3941     10.096     -5.9466
5.5146     10.3757    -5.977
5.525      10.3831    -5.9767





























































































































































































4.6653     5.028      -7.8468    OP
5.7827     6.1786     -8.0637    BA
7.9123     8.7547     -6.6497    ST
9.5753     10.5841    -6.4358    IV
7.998      4.8791     -7.6078    R_PG
9.9965     5.4783     -6.6373    R_ZTI
9.0337     8.0212     -7.7493    R_M3D
10.0853    8.8321     -7.5051    R_M12
10.9312    10.1289    -7.0241    R_MP3
10.7539    10.757     -6.7113    R_PMI
4.0174     8.1766     -7.6738    L_PG
4.3568     10.2431    -6.8654    L_ZTI
6.9446     9.7181     -7.7023    L_M3D
7.6532     10.8847    -7.5109    L_M12
8.8076     11.8129    -6.9536    L_MP3
9.4964     11.763     -6.6302    L_PMI
8.4799     11.4629    -6.1863    O1
6.5824     11.1097    -5.5939    O2
3.3681     7.672      -5.999     O3
4.463      3.7046     -5.5481    O4




















































































































































































10.3595    7.9034     -6.5321    RZYGINF
10.447     7.6873     -6.5858
10.5052    7.3519     -6.6033
10.4619    7.0355     -6.6299
10.3743    6.602      -6.5999
10.2518    6.3053     -6.6391
10.1693    6.1005     -6.7335
10.1285    5.8667     -6.7726
10.0544    5.6794     -6.7002
10.0079    5.5907     -6.6508






























































































































































































6.6359     11.0714    -6.5729    LZYGINF
6.3051     11.125     -6.6263
5.9681     11.133     -6.6956
5.5698     11.0511    -6.6852
5.2715     10.906     -6.715
4.9925     10.7283    -6.7684
4.8484     10.5982    -6.873
4.6101     10.4565    -6.9445
4.393      10.2839    -6.92
4.299      10.2486    -6.8786






























































































































































































9.0408     7.9503     -7.7199    R-ALV
9.4249     8.2252     -7.6698
9.7371     8.4265     -7.5876
10.0526    8.7399     -7.5554
10.2563    8.9493     -7.4251
10.4274    9.2073     -7.3422
10.5425    9.4665     -7.2499
10.7404    9.7668     -7.2418
10.9207    9.9533     -7.098
10.9018    10.1231    -7.0531






























































































































































































6.8806     9.7232     -7.6778    L-ALV
7.0607     10.1076    -7.6363
7.2719     10.5387    -7.5669
7.5491     10.9268    -7.4645
7.8498     11.1929    -7.377
8.0647     11.3443    -7.2993
8.3437     11.5406    -7.2202
8.5511     11.7048    -7.1516
8.6879     11.8534    -7.0043
8.8175     11.8494    -6.9475
