AMNH       103371     scc13cs.xls
9.3307     6.9273     -6.2468
9.5424     6.8049     -6.3744
9.7278     6.7616     -6.5451
9.8943     6.7175     -6.8211
10.0269    6.7727     -7.1147
10.0674    6.8374     -7.4618
9.9777     6.9649     -7.6652
9.8644     7.112      -7.8225
9.6908     7.2537     -7.9683
9.469      7.3905     -8.064
9.2025     7.5996     -8.1012
8.9211     7.745      -8.0864
8.711      7.8734     -8.0111
8.4744     8.0324     -7.8204
8.3298     8.0824     -7.5474
8.2654     8.0927     -7.3062
8.223      8.1039     -7.1898




















































































































































































7.2812     9.0265     -6.1247    LORBIT
7.1175     9.3176     -6.0647
7.0262     9.7614     -6.1504
6.9255     9.9158     -6.2467
6.8277     10.1738    -6.5117
6.856      10.4038    -6.8822
6.907      10.4633    -7.2076
6.9461     10.4524    -7.4386
7.1101     10.2814    -7.7434
7.2484     9.9814     -7.9347
7.4547     9.6722     -8.0141
7.5848     9.3413     -8.0441
7.6751     9.0684     -8.0117
7.82       8.776      -7.7864
7.8235     8.5959     -7.5574
7.7755     8.4607     -7.361
7.7253     8.4103     -7.2137























































































































































































10.6747    6.7202     -7.1322    RTEMFOS
10.5711    6.6247     -6.7433
10.4673    6.447      -6.315
10.4383    6.4286     -5.9787
10.5371    6.437      -5.6758
10.7275    6.5994     -5.4827
10.9277    6.7525     -5.4298
11.0842    6.8244     -5.3875
































































































































































































6.8288     11.0801    -7.1309    LTEMFOS
6.7396     10.9682    -6.7832
6.4853     10.8745    -6.5622
6.5236     10.886     -6.3002
6.4924     10.8922    -6.0073
6.4954     10.9718    -5.6694
6.5885     11.1361    -5.4862
6.7484     11.2611    -5.4471
6.8155     11.4348    -5.4424































































































































































































6.487      6.8178     -7.5982    OP
7.6367     7.8122     -7.8791    BA
10.0103    10.1285    -6.9864    ST
11.5912    11.6457    -7.1356    IV
9.6307     6.396      -7.5976    R_PG
11.3104    6.9298     -6.978     R_ZTI
10.683     9.2046     -7.5925    R_M3D
11.7933    9.9125     -7.7842    R_M12
12.6247    11.2492    -7.4565    R_MP3
12.5996    11.6617    -7.3211    R_PMI
6.2865     9.9713     -7.5871    L_PG
6.8864     11.7259    -6.9466    L_ZTI
8.9431     10.8836    -7.5249    L_M3D
9.6398     11.9828    -7.7185    L_M12
11.0727    12.8016    -7.3627    L_MP3
11.6265    12.592     -7.3821    L_PMI
10.5804    12.6564    -6.9015    O1
8.6994     12.6791    -6.2313    O2
5.3441     9.5543     -6.3577    O3
6.1027     5.7329     -5.7308    O4




















































































































































































12.1589    9.1612     -6.9802    RZYGINF
12.2505    8.9034     -7.0183
12.2535    8.5504     -7.1147
12.145     8.3227     -7.1519
12.0958    8.0669     -7.1507
11.9361    7.8305     -7.146
11.7541    7.5949     -7.1575
11.6007    7.3848     -7.1527
11.444     7.148      -7.0788
11.351     7.0637     -7.0182






























































































































































































9.0302     12.3951    -6.9331    LZYGINF
8.7436     12.4539    -6.9185
8.4399     12.501     -7.0448
8.0267     12.3811    -7.0752
7.6581     12.2632    -7.0741
7.369      12.0949    -7.0964
7.0389     11.8721    -7.088
6.946      11.7923    -7.0287
6.8666     11.7066    -6.9451































































































































































































10.6671    9.2101     -7.6343    R-ALV
11.041     9.2891     -7.5755
11.4261    9.495      -7.6932
11.7099    9.745      -7.7675
11.9805    10.0077    -7.7548
12.2252    10.3374    -7.7092
12.4913    10.6944    -7.6126
12.6341    10.984     -7.5487
12.5734    11.2433    -7.4711































































































































































































8.937      10.9492    -7.4586    L-ALV
9.0866     11.41      -7.5492
9.3062     11.7218    -7.6722
9.5269     11.9885    -7.686
9.7901     12.1684    -7.6858
10.1268    12.4105    -7.6276
10.3387    12.5396    -7.585
10.6148    12.7123    -7.5469
10.7858    12.8075    -7.4583
11.0065    12.7633    -7.4149
