FSM        47994      Phq8stv
0.4628     6.3148     10.9031
0.4262     6.1324     10.7168
0.4169     5.9109     10.4638
0.4309     5.7222     10.2839
0.4589     5.588      10.1202
0.4642     5.4391     9.9683
0.482      5.2629     9.7842
0.4575     5.0675     9.5802
0.4654     4.9731     9.4429
0.4303     4.8574     9.2772






































































































































































0.472      4.8568     9.2657     NOSE
0.2699     4.8388     9.2913
0.0882     4.6386     9.0981
-0.0412    4.5229     8.9336
-0.2649    4.4796     8.6922
-0.3246    4.2502     8.488
-0.3859    4.0359     8.2492
-0.5123    3.8109     7.9854
-0.6323    3.5589     7.8593
-0.6996    3.326      7.6316
-0.7175    3.0572     7.3034
-0.6917    2.7871     6.9931
-0.6414    2.4826     6.592
-0.4815    2.2104     6.3315
-0.2331    1.9959     6.172
-0.0629    1.8363     6.0318
0.1013     1.7733     5.8651
0.2431     1.6665     5.7376
0.3857     1.7193     5.6456
0.5045     1.7458     5.6
0.7261     1.7371     5.799
1.0367     1.7676     6.0093
1.2679     2.0213     6.2102
1.4006     2.2175     6.3273
1.4988     2.4295     6.4241
1.6378     2.6125     6.6291
1.6776     2.8145     6.8119
1.6859     3.0242     7.1007
1.6459     3.2271     7.3331
1.6422     3.3596     7.522
1.6114     3.5936     7.7027
1.5232     3.6936     7.8674
1.4961     3.8306     8.0674
1.4239     3.9818     8.1939
1.3785     4.1034     8.3208
1.3605     4.2464     8.4723
1.3034     4.3855     8.6148
1.2348     4.5928     8.8174
1.0585     4.5916     8.8781
0.914      4.6897     9.1218
0.8735     4.813      9.2773
0.7173     4.8536     9.2839
0.4849     4.8642     9.2483





























































































































































0.5275     1.752      5.5695     NASP-PR
0.5391     1.5455     5.3396
0.5949     1.396      5.0475
0.5953     1.3543     4.7946
0.5539     1.348      4.6515
0.6022     1.3789     4.42


































































































































































































-0.2315    5.6984     9.7539     R-PM/MAX
-0.2778    5.4681     9.5458
-0.3687    5.1147     9.2653
-0.4736    4.9028     9.0652
-0.4948    4.7767     8.9348
-0.5425    4.5123     8.7918
-0.6512    4.2851     8.6104
-0.7362    4.0606     8.3988
-0.8335    3.8514     8.1821
-0.9066    3.634      7.9031
-0.9303    3.4772     7.6779
-1.0017    3.3183     7.3474
-1.055     3.2157     7.1506
-1.1199    3.0783     6.7517
-1.1954    2.9097     6.4674
-1.3157    2.8002     6.1528
-1.4408    2.7284     5.9426
-1.4997    2.6528     5.7764
-1.6363    2.5764     5.3314
-1.5214    2.568      5.0861
-1.3562    2.5857     4.9544
-1.2516    2.6889     4.8047


















































































































































































1.1798     5.8932     9.8105     L-PM/MAX
1.2079     5.6638     9.6171
1.3214     5.2893     9.3044
1.3973     5.0541     9.1078
1.5107     4.7282     8.8547
1.6151     4.4773     8.6448
1.7573     4.2188     8.3949
1.8248     4.0148     8.151
1.8913     3.8218     7.9064
1.9216     3.7038     7.7235
1.9891     3.5369     7.3539
2.0272     3.3942     7.0356
2.1305     3.1984     6.618
2.2177     3.0905     6.3098
2.2878     3.0159     6.0432
2.3615     2.9031     5.895
2.4327     2.7992     5.6561
2.4953     2.7736     5.4323
2.4842     2.754      5.3061
2.3558     2.7695     5.0081
2.2859     2.8388     4.9444



















































































































































































-2.5871    7.1367     6.2734     ROSTRUM
-2.5004    7.031      6.6504
-2.4407    6.9357     6.8692
-2.3117    6.8127     7.0512
-2.1362    6.7592     7.1943
-1.9284    6.65       7.4304
-1.7689    6.5839     7.708
-1.7102    6.4734     7.9809
-1.6901    6.4008     8.2574
-1.6708    6.3192     8.5956
-1.6497    6.2356     8.8475
-1.6628    6.149      9.1624
-1.7294    6.0958     9.366
-1.8377    6.0618     9.5632
-1.7974    5.9586     9.7557
-1.6797    5.9011     9.888
-1.4731    5.8554     10.0211
-1.1863    5.8427     10.1073
-0.9816    5.9468     10.1344
-0.7494    5.994      10.0556
-0.4997    6.0021     10.0312
-0.2624    6.0682     10.0841
-0.1655    6.0814     10.1631
-0.0438    6.0128     10.335
0.2499     5.9419     10.4532
0.5912     5.9651     10.5197
0.8237     6.0149     10.4493
0.9534     6.1661     10.3759
1.1452     6.2752     10.1888
1.3444     6.3259     10.2102
1.5592     6.3714     10.2223
1.8365     6.3731     10.279
2.222      6.4442     10.2162
2.4402     6.5392     10.1381
2.558      6.6153     9.9914
2.5578     6.772      9.7415
2.4013     6.8626     9.3766
2.3337     6.8677     9.1202
2.2708     6.962      8.8106
2.2731     7.0436     8.5512
2.2937     7.1175     8.1547
2.3186     7.2737     7.9213
2.3881     7.3577     7.6933
2.5095     7.4068     7.5223
2.7053     7.4211     7.2599
2.8648     7.4133     7.0775
2.9413     7.4288     6.9124
3.0069     7.5142     6.7577
3.0531     7.6526     6.5031
3.0545     7.6665     6.3146
3.075      7.6921     6.2232





















































































































































-4.1619    11.6756    14.0779    SUPORB
-4.1082    11.744     14.3532
-4.0447    11.8076    14.5779
-3.9778    11.8358    14.8251
-3.7562    11.7695    15.2131
-3.5405    11.734     15.5227
-3.2712    11.6604    15.7865
-3.0592    11.6535    15.9458
-2.7482    11.6131    16.153
-2.5798    11.7907    16.2573
-2.2843    11.8202    16.4157
-2.0536    11.8552    16.5046
-1.7576    11.8657    16.5891
-1.4608    11.8054    16.6378
-1.2163    11.7185    16.6757
-0.9973    11.5954    16.6937
-0.7604    11.4184    16.6782
-0.5626    11.257     16.6434
-0.33      11.0891    16.583
-0.0874    11.0149    16.5254
0.1388     11.1002    16.5492
0.3212     11.2293    16.5752
0.5453     11.3945    16.6086
0.7194     11.55      16.6173
0.8864     11.7247    16.6335
1.0853     11.8593    16.6352
1.5946     11.9681    16.5761
1.876      11.993     16.4892
2.2306     11.8986    16.364
2.4572     11.9114    16.245
2.642      11.9647    16.1191
2.8932     12.0226    15.9378
3.1008     12.0995    15.7688
3.2894     12.2019    15.59
3.5211     12.3409    15.3237
3.7182     12.3717    15.0022
3.8128     12.3398    14.7937
3.9291     12.2534    14.5906
4.002      12.2594    14.3462
4.0226     12.2459    14.0819
4.0497     12.208     13.877































































































































































-1.8852    10.0947    12.9049    RORBIT
-2.144     10.0269    12.9649
-2.4217    10.0889    13.0127
-2.744     10.2464    13.1116
-3.1535    10.4561    13.3044
-3.429     10.6882    13.5135
-3.5486    10.9227    13.7911
-3.6135    11.0152    13.9601
-3.665     11.1141    14.2051
-3.5938    11.1287    14.6049
-3.4502    11.0521    14.9727
-3.2862    10.9431    15.2952
-3.0734    10.8599    15.4424
-2.85      10.7307    15.5917
-2.4382    10.5118    15.7794
-2.2364    10.505     15.692
-1.9472    10.4555    15.6691
-1.5726    10.4464    15.6519
-1.3559    10.4574    15.7089
-0.9388    10.5555    15.6226
-0.6394    10.5214    15.3843
-0.5922    10.4911    15.2403
-0.503     10.4461    14.8878
-0.4327    10.4038    14.7058
-0.3859    10.3554    14.4558
-0.3762    10.302     14.3035
-0.3845    10.2794    14.2048
-0.3664    10.1953    14.0397












































































































































































2.1073     10.2294    12.8046    LORBIT
2.4612     10.3217    12.8909
2.6586     10.3799    12.9302
2.847      10.4638    12.9909
3.0256     10.5932    13.0778
3.2067     10.8114    13.2181
3.3959     11.0295    13.3981
3.4963     11.2374    13.5967
3.5299     11.4178    13.9039
3.5947     11.5155    14.1411
3.5711     11.5562    14.3444
3.513      11.5199    14.6715
3.5033     11.423     14.9761
3.3439     11.3066    15.2395
3.1857     11.2003    15.4759
2.9275     11.0911    15.5494
2.6006     10.9214    15.6621
2.3178     10.7987    15.7119
2.0251     10.6773    15.7612
1.5211     10.7243    15.6678
1.1098     10.7213    15.6489
0.8825     10.6236    15.5758
0.6505     10.5444    15.3103
0.5939     10.535     15.0028
0.5302     10.4529    14.7217
0.4933     10.4134    14.5441
0.463      10.3348    14.3343
0.4847     10.2871    14.161
0.4913     10.2248    14.0248
0.4985     10.1818    13.9475
0.5499     10.1467    13.8304









































































































































































-4.1736    11.6688    14.0291    RTEMFOS
-4.2317    11.6101    13.8707
-4.3023    11.5441    13.6623
-4.3165    11.4785    13.4614
-4.3291    11.3681    13.2972
-4.349     11.2716    13.1014
-4.3651    11.1921    12.8908
-4.3729    11.1009    12.7405
-4.3761    10.9812    12.5479
-4.3846    10.8407    12.3367
-4.3711    10.6925    12.1595
-4.3891    10.5497    12.025
-4.3758    10.443     11.8918
-4.4061    10.3351    11.7103
-4.4237    10.2145    11.5868
-4.4833    10.1722    11.2777
-4.5009    10.1749    11.0643
-4.6474    10.1836    10.939
-4.8296    10.3347    10.7791
-4.9398    10.5189    10.7102
-5.0186    10.729     10.7022
-5.0914    10.9243    10.7176
-5.1532    11.0367    10.7206
-5.1757    11.1512    10.7284
-5.2383    11.2771    10.7351















































































































































































3.9075     12.2108    13.9011    LTEMFOS
3.9484     12.1303    13.7228
4.0082     12.1039    13.5425
4.0614     12.0709    13.4548
4.125      11.9835    13.3115
4.1214     11.9285    13.123
4.1686     11.8279    12.9376
4.2079     11.7339    12.7627
4.2209     11.6758    12.6492
4.2307     11.616     12.5285
4.2385     11.4816    12.3597
4.2592     11.3774    12.1991
4.3076     11.2706    12.0083
4.3283     11.1906    11.8494
4.3705     11.1375    11.6744
4.4072     11.0446    11.5869
4.4781     10.956     11.3724
4.511      10.9485    11.1998
4.5459     10.8897    11.0793
4.6138     10.9072    10.9257
4.7257     10.9043    10.8092
4.7648     11.1671    10.6521
4.8644     11.353     10.558
4.8953     11.6142    10.5484
4.9052     11.8427    10.5835
4.9747     12.131     10.5849














































































































































































1.2066     5.0092     12.937     OP
1.0684     7.4153     12.722     BA
0.6962     12.7907    12.2199    ST
0.2074     19.4213    13.4217    IV
-3.1403    7.4993     12.5875    R_PG
-4.9771    9.3884     11.9033    R_ZTI
-1.7124    13.2868    13.6106    R_M3D
-2.2425    16.4027    14.1324    R_M12
-2.2284    19.2569    14.3015    R_MP3
-1.7252    20.9265    14.4886    R_PMI
5.0667     7.9973     12.2336    L_PG
6.3953     10.0284    11.3945    L_ZTI
2.9976     13.5806    13.2908    L_M3D
3.2437     16.7757    13.7711    L_M12
2.8366     19.5558    14.1471    L_MP3
1.7827     21.2696    14.1851    L_PMI
-0.6541    22.8948    14.3132    O1
3.5945     9.9391     5.6735     O2
-5.0863    9.6565     11.0106    O3
1.8797     1.8499     10.7677    O4




















































































































































































-3.2509    13.2941    11.4374    RZYGINF
-3.3528    12.939     11.3544
-3.4773    12.7506    11.2735
-3.6747    12.5858    11.2317
-3.9514    12.3435    11.317
-4.2006    12.2033    11.429
-4.3606    11.8656    11.5695
-4.4475    11.6527    11.6668
-4.5088    11.3953    11.7568
-4.596     11.0576    11.802
-4.6372    10.8625    11.812
-4.7367    10.6002    11.8664
-4.7709    10.3279    11.9582
-4.8206    10.1923    11.9684
-4.8682    9.9232     11.9922
-4.9176    9.7321     11.973
-4.9877    9.5576     11.9541
-5.0115    9.4629     11.918
-5.014     9.3924     11.9096
-5.043     9.339      11.8686




















































































































































































4.3525     13.8238    11.0224    LZYGINF
4.5106     13.5802    10.8483
4.6904     13.4192    10.6845
4.8575     13.167     10.7019
5.0523     12.9585    10.7787
5.2089     12.7421    10.9196
5.3269     12.667     10.9669
5.395      12.5236    11.0257
5.4946     12.3862    11.0745
5.545      12.2101    11.1576
5.5991     11.9098    11.2362
5.6777     11.7596    11.2939
5.7646     11.6477    11.3262
5.8331     11.384     11.3569
5.8971     11.1156    11.3602
6.0536     10.916     11.418
6.1981     10.6805    11.4568
6.3095     10.4808    11.4611
6.3207     10.3143    11.4657
6.364      10.161     11.4429
6.4612     9.9711     11.3747



















































































































































































-1.7274    13.3439    13.6134    R-ALV
-2.0149    13.7046    13.7246
-2.1457    14.0541    13.7992
-2.2118    14.362     13.9035
-2.1825    14.6914    14.003
-2.222     15.0254    14.0615
-2.3025    15.3918    13.9942
-2.3478    15.7786    14.0278
-2.3278    16.1159    14.0406
-2.2548    16.4311    14.0791
-2.2781    16.9149    14.0838
-2.29      17.1122    14.1057
-2.2485    17.3226    14.1807
-2.1708    17.5832    14.1572
-2.1883    17.9733    14.2003
-2.2097    18.279     14.2455
-2.2503    18.5396    14.2775
-2.2874    18.8566    14.2788
-2.2841    19.0681    14.2558
-2.2825    19.1723    14.2737
-2.2603    19.2185    14.2735



















































































































































































3.0436     13.7452    13.3083    L-ALV
3.1544     13.919     13.3973
3.3345     14.2798    13.4605
3.3726     14.6574    13.4295
3.4044     14.9952    13.5714
3.3799     15.2537    13.614
3.3627     15.6369    13.7217
3.3471     16.0511    13.615
3.3364     16.3497    13.6698
3.2391     16.667     13.7558
3.1649     17.0328    13.7534
3.1271     17.266     13.8121
3.1187     17.6077    13.8213
3.0076     17.8968    13.9155
2.9169     18.1583    13.8791
2.8816     18.5104    13.9269
2.8731     18.7889    14.0082
2.8997     19.0892    14.035
2.8776     19.2177    14.077
2.8731     19.4785    14.0891
2.8089     19.6726    14.0966
