FMNH       27036      Phh5stv
8.8158     7.6344     10.5919
8.7631     7.5548     10.43
8.696      7.519      10.2711
8.6688     7.4009     10.1354
8.5868     7.3209     9.9555
8.5378     7.26       9.8282
8.4738     7.1917     9.7166
8.3767     7.1824     9.604
8.3071     7.0491     9.5416
8.2198     6.9759     9.4402
8.1389     6.8925     9.3745
8.0362     6.7413     9.2705
7.9661     6.614      9.1601
7.8347     6.5133     9.04
7.7414     6.3929     8.9075
7.5705     6.2402     8.762
7.4646     6.1807     8.6669
7.3896     6.0562     8.5556
7.3108     5.9185     8.4291
7.2235     5.8065     8.3022
7.1825     5.7763     8.2008

































































































































































7.1992     5.7529     8.1905     NOSE
6.9874     5.9786     8.0781
6.7535     6.1224     8.1916
6.4672     6.192      7.9889
6.2967     6.1554     7.8079
6.1221     6.0653     7.6407
5.9796     5.9572     7.3772
5.9036     5.8692     7.1916
5.8673     5.8124     7.034
5.7975     5.7433     6.8451
5.7665     5.6905     6.7124
5.7017     5.6097     6.5293
5.7127     5.5082     6.3881
5.7677     5.3986     6.2488
5.7911     5.2447     6.1569
5.8206     5.0812     6.091
5.8401     4.9489     6.0171
5.8409     4.8372     5.9416
5.8966     4.6918     5.856
5.9547     4.6148     5.7572
6.071      4.6255     5.7299
6.2206     4.5659     5.644
6.3075     4.5583     5.6215
6.3691     4.4711     5.6116
6.4598     4.357      5.7104
6.5109     4.2388     5.7576
6.599      4.0759     5.8428
6.6951     3.9204     5.9459
6.8147     3.9334     6.0573
6.9523     3.9014     6.1512
7.0893     3.9203     6.2286
7.1745     3.9453     6.2895
7.2572     4.0082     6.3947
7.3339     4.1359     6.5021
7.4857     4.0525     6.7184
7.5442     4.083      6.8698
7.6        4.1148     7.0213
7.6445     4.2172     7.2172
7.6813     4.323      7.4328
7.6803     4.4064     7.5069
7.7081     4.4763     7.6797
7.7546     4.642      7.7487
7.7704     4.8123     7.9069
7.7143     5.0474     8.0534
7.6631     5.257      8.2634
7.57       5.3602     8.2671
7.4738     5.4792     8.2717
7.3874     5.5851     8.2438
7.245      5.7116     8.2071























































































































































6.3446     4.4448     5.5909     NASP-PR
6.2144     4.3237     5.4119
6.1351     4.223      5.2341
6.1064     4.1438     5.0277
6.1165     4.1032     4.8279
6.0984     4.1099     4.6851
6.0906     4.1105     4.5109
6.1139     4.057      4.3225
6.13       4.0878     4.1734
6.1946     4.1532     4.0542






























































































































































































7.8234     6.9068     9.1813     R-PM/MAX
7.6906     6.8175     9.1007
7.5307     6.7442     8.9966
7.3828     6.6534     8.9203
7.2804     6.6483     8.8403
7.1561     6.6053     8.726
6.9942     6.5581     8.6035
6.8533     6.5032     8.5228
6.6856     6.4692     8.3993
6.5592     6.456      8.3036
6.4858     6.4673     8.2136
6.3071     6.4159     8.0954
6.1594     6.4812     7.9044
6.021      6.4324     7.7365
5.9194     6.4036     7.5779
5.8656     6.4049     7.3955
5.7976     6.3775     7.1593
5.8112     6.4023     6.9439
5.7972     6.3947     6.7618
5.7305     6.3531     6.5088
5.7258     6.3238     6.3194
5.6287     6.3362     6.1424
5.5594     6.2742     5.9401
5.4661     6.273      5.7318
5.4112     6.1994     5.5605
5.3971     6.1998     5.3816
5.3668     6.1799     5.249
5.3608     6.1621     5.029
5.5529     6.2265     4.7664
5.706      6.2277     4.5484










































































































































































8.4214     6.7505     9.3141     L-PM/MAX
8.3422     6.5819     9.1799
8.2691     6.4202     9.0697
8.2175     6.2841     8.9877
8.176      6.1403     8.9307
8.1319     6.0376     8.852
8.1196     5.9047     8.8065
8.0862     5.7515     8.7246
8.0924     5.6024     8.6443
8.1126     5.415      8.5572
8.0985     5.2694     8.455
8.0998     5.1022     8.4304
8.0599     4.9103     8.3158
8.0862     4.7794     8.2403
8.0893     4.6465     8.0939
8.1003     4.485      7.876
8.1282     4.4212     7.7183
8.1406     4.3423     7.548
8.166      4.2823     7.3778
8.1825     4.2415     7.146
8.1956     4.2632     6.9661
8.197      4.2255     6.7946
8.2138     4.1242     6.6102
8.2124     4.0271     6.424
8.1815     3.9592     6.2592
8.2566     3.7928     5.9738
8.2306     3.7064     5.8098
8.2457     3.6382     5.6301
8.226      3.6352     5.4318
8.2297     3.6831     5.2766
8.2662     3.7796     5.122
8.3483     3.8559     4.9635
8.3051     3.9701     4.8315







































































































































































7.3655     9.4974     5.9181     ROSTRUM
7.3111     9.4313     6.1044
7.269      9.4053     6.206
7.2236     9.3205     6.3738
7.2481     9.1999     6.507
7.3326     9.096      6.5968
7.4186     8.9323     6.7224
7.4517     8.7987     6.8553
7.4377     8.7119     7.0038
7.3797     8.6442     7.208
7.3272     8.6026     7.3057
7.2612     8.5834     7.4821
7.163      8.4942     7.6848
7.1027     8.3935     7.8906
7.0462     8.2866     8.1092
6.9817     8.1969     8.2793
6.9339     8.0892     8.4535
6.8959     8.0297     8.6081
6.6986     7.9942     8.8101
6.5972     7.9338     8.924
6.5721     7.8867     8.993
6.5962     7.7811     9.1109
6.6761     7.6547     9.1818
6.7731     7.5214     9.2254
6.9802     7.4342     9.2344
7.1497     7.3572     9.1585
7.279      7.2421     9.0692
7.3913     7.1209     9.0009
7.572      7.0158     9.0696
7.7055     6.8737     9.1146
7.8181     6.7783     9.1399
7.9054     6.6977     9.1484
8.0257     6.5989     9.1479
8.1666     6.5202     9.1205
8.2554     6.481      9.0854
8.3956     6.3452     9.1068
8.5098     6.2169     9.1349
8.6025     6.0882     9.2148
8.7262     5.9398     9.2882
8.8225     5.769      9.3834
8.9211     5.6367     9.4221
9.0575     5.5591     9.381
9.2386     5.4724     9.3219
9.3637     5.4628     9.1669
9.4289     5.5644     8.9534
9.429      5.7621     8.7382
9.4397     5.845      8.5814
9.4944     5.9027     8.4162
9.5561     5.9758     8.2179
9.673      6.0228     8.0415
9.7961     6.0999     7.8286
9.8379     6.093      7.6663
9.9186     6.1626     7.4723
9.9996     6.2211     7.3083
10.0459    6.2206     7.2009
10.1534    6.2233     7.0867
10.2626    6.2143     6.9815
10.4161    6.1824     6.9022
10.5702    6.123      6.8435
10.6701    6.0249     6.8211
10.7869    5.9476     6.7812
10.9084    5.9046     6.7565
11.0241    5.9103     6.6577
11.1227    5.973      6.5187
11.1772    6.0151     6.4151
11.2636    6.0754     6.3075
11.3002    6.131      6.2084





































































































































7.0878     11.5448    13.2573    SUPORB
7.0235     11.4208    13.4674
7.0915     11.3273    13.6892
7.1503     11.2252    13.9342
7.2428     11.1009    14.156
7.3913     10.9787    14.3375
7.4709     10.8485    14.4216
7.5457     10.6392    14.449
7.5943     10.4737    14.4513
7.7508     10.253     14.4818
7.8628     9.9967     14.5283
7.9411     9.8199     14.5467
7.9988     9.7053     14.5582
8.0886     9.5545     14.5952
8.1552     9.4096     14.6178
8.2504     9.3132     14.6315
8.3646     9.1435     14.6619
8.4953     9.045      14.6862
8.5631     8.8946     14.6672
8.6284     8.7655     14.6692
8.7222     8.6379     14.6688
8.7816     8.4657     14.6349
8.8479     8.3206     14.6201
8.8709     8.2079     14.5746
8.8829     8.1087     14.5465
8.9248     8.0274     14.5169
8.9474     7.9707     14.5055
9.1054     8.1089     14.5902
9.3226     8.1038     14.6956
9.4539     8.04       14.7429
9.5775     7.9139     14.7698
9.7192     7.7913     14.7834
9.8633     7.6538     14.7972
9.97       7.632      14.7978
10.1867    7.501      14.8176
10.3467    7.4188     14.8362
10.51      7.3538     14.8591
10.7292    7.2746     14.8558
10.9482    7.254      14.8659
11.0958    7.1824     14.8601
11.3032    7.1224     14.8747
11.4091    7.0661     14.8739
11.5984    6.9943     14.8504
11.7862    6.8868     14.8159
11.9581    6.833      14.7795
12.1491    6.7952     14.7114
12.2744    6.7626     14.6437
12.344     6.7005     14.5498
12.4878    6.6499     14.415
12.59      6.5566     14.2208
12.6599    6.5651     14.1278
12.7396    6.5222     13.9382
12.7866    6.4886     13.7874
12.8058    6.4737     13.6614


















































































































































8.3208     9.5665     11.5446    RORBIT
8.1788     9.7185     11.4963
8.027      9.8219     11.4671
7.9052     9.9625     11.4842
7.7766     10.1548    11.5436
7.6951     10.3218    11.638
7.6219     10.4328    11.7675
7.5838     10.513     11.8376
7.4603     10.6307    11.9812
7.4767     10.701     12.0902
7.4313     10.8126    12.2934
7.3884     10.8536    12.452
7.3516     10.8785    12.6665
7.2951     10.8643    12.8443
7.1786     10.7444    13.1335
7.2063     10.7651    13.0954
7.1919     10.613     13.283
7.2175     10.4607    13.3906
7.2467     10.2241    13.5347
7.2625     9.9976     13.6336
7.313      9.7916     13.7319
7.4067     9.6501     13.7291
7.5208     9.5242     13.6556
7.6243     9.2897     13.6696
7.7908     9.1207     13.6481
7.9172     9.0055     13.6692
8.0552     8.9931     13.6389
8.1289     8.807      13.8036
8.2934     8.6798     13.8511
8.4599     8.5022     13.8785
8.6159     8.4398     13.7858
8.7877     8.4443     13.5138
8.8652     8.4115     13.382
8.9882     8.4597     13.197
9.0496     8.4757     13.0623
9.082      8.5072     12.9758
9.1039     8.5302     12.8313



































































































































































10.8006    7.4032     11.7746    LORBIT
10.9667    7.2531     11.7409
11.0803    7.1115     11.7517
11.2617    7.0262     11.817
11.4094    6.923      11.9105
11.5947    6.8505     12.0743
11.7379    6.7985     12.207
11.8351    6.7518     12.3407
11.9318    6.7351     12.4801
12.0278    6.6661     12.6591
12.0655    6.7005     12.7666
12.1086    6.6616     12.9651
12.1218    6.6379     13.1041
12.0994    6.5817     13.2511
12.0645    6.5404     13.4066
12.0142    6.545      13.4895
11.902     6.5183     13.6503
11.7946    6.5046     13.7724
11.6357    6.4827     13.8922
11.5276    6.5275     13.9108
11.3304    6.5494     13.9856
11.2351    6.5825     13.979
11.1412    6.6033     14.008
10.993     6.5829     14.0623
10.8461    6.6219     14.066
10.6577    6.75       13.9705
10.5119    6.801      13.9517
10.3533    6.901      13.8804
10.1987    7.0287     13.8306
9.897      7.1965     13.9721
9.7562     7.3046     14.0449
9.7079     7.4433     13.9961
9.6258     7.5858     13.954
9.5496     7.6665     13.9114
9.5235     7.6713     13.904
9.4725     7.7421     13.8272
9.4749     7.7995     13.7279
9.4378     7.9619     13.3846
9.4648     8.1021     13.1991
9.5218     8.1655     13.0929
9.5197     8.2069     12.9732































































































































































7.0188     11.4656    13.3044    RTEMFOS
7.0611     11.5263    12.9803
7.021      11.5339    12.7577
6.9237     11.5334    12.5012
6.8753     11.5151    12.3657
6.8496     11.5086    12.2219
6.8264     11.4911    12.072
6.8195     11.4932    11.909
6.8527     11.5192    11.7127
6.8524     11.5032    11.6229
6.8164     11.4865    11.522
6.7943     11.4448    11.4214
6.8074     11.4429    11.2837
6.8212     11.4441    11.0928
6.8191     11.4351    10.8601
6.8184     11.4418    10.7169
6.8131     11.4454    10.501
6.8129     11.4779    10.378
6.8206     11.492     10.2178
6.7313     11.4833    10.1271
6.7315     11.5317    10.0116
6.7313     11.6308    9.8544
6.7139     11.7042    9.7988
6.6968     11.8487    9.6651
6.736      12.107     9.5555
6.7284     12.2688    9.5189
6.7546     12.4281    9.5191
6.8039     12.5604    9.5526
6.8591     12.7218    9.6305
6.9289     12.8498    9.6951
6.987      13.0153    9.7372
7.0364     13.1474    9.7927
7.1138     13.2283    9.8734
7.1532     13.3584    9.9453






































































































































































12.7617    6.4551     13.6589    LTEMFOS
12.8318    6.3765     13.411
12.848     6.3237     13.1961
12.8699    6.2774     12.9651
12.8869    6.2395     12.76
12.9235    6.2137     12.5971
12.9309    6.1999     12.4729
12.9362    6.1714     12.3106
12.9527    6.1456     12.1746
12.9513    6.1369     12.0451
12.9327    6.1017     11.8891
12.9403    6.0851     11.7541
12.9266    6.0591     11.608
12.8967    6.0222     11.4689
12.9301    6.027      11.3143
12.9387    6.0204     11.1714
12.9503    6.0009     11.0343
12.999     5.997      10.8897
13.0435    5.9855     10.746
13.1047    5.915      10.5764
13.198     5.8876     10.462
13.3157    5.8789     10.357
13.3775    5.8578     10.3035
13.4688    5.8668     10.2632
13.5685    5.8418     10.2189
13.7491    5.8653     10.216
13.9028    5.8706     10.2249
13.9733    5.9261     10.2821
14.0878    5.9744     10.308
14.2727    6.0431     10.3937
14.409     6.1043     10.4538
14.4881    6.1886     10.5172
14.641     6.2946     10.6006
14.7214    6.3465     10.6494
14.8053    6.3962     10.6744





































































































































































7.3583     5.8913     11.8709    OP
8.6702     7.2423     12.2951    BA
12.2863    11.0429    12.9257    ST
16.0104    15.2271    14.0173    IV
5.8729     10.2048    11.5856    R_PG
6.6618     13.0908    11.2837    R_ZTI
10.9074    13.1462    13.8227    R_M3D
12.3561    15.0674    14.4427    R_M12
14.0719    16.6328    14.723     R_MP3
15.6388    17.1184    14.8471    R_PMI
11.6985    4.7425     11.9848    L_PG
14.5233    5.637      11.6985    L_ZTI
14.1188    10.0701    14.1479    L_M3D
16.0224    11.5818    14.6763    L_M12
17.4408    13.5098    14.7806    L_MP3
17.9       14.8059    14.9248    L_PMI
18.3243    17.0651    14.8757    O1
9.8781     12.3614    6.6077     O2
14.4684    5.2812     11.3482    O3
7.2431     3.5354     9.1895     O4




















































































































































































10.2856    14.2697    12.1173    RZYGINF
10.1564    14.2525    11.9968
9.952      14.2949    11.8901
9.7905     14.3733    11.857
9.6484     14.3366    11.8593
9.4607     14.3714    11.886
9.2626     14.2956    11.8988
9.0866     14.2203    11.8974
8.9303     14.1434    11.9028
8.751      14.0742    11.8837
8.5906     14.0144    11.8454
8.4527     13.9356    11.828
8.287      13.8468    11.7968
8.1865     13.7392    11.7987
8.0518     13.6559    11.7687
7.8746     13.5413    11.7358
7.6759     13.3521    11.7107
7.5212     13.2413    11.6549
7.3663     13.1046    11.6339
7.2773     12.968     11.5854
7.0839     12.9143    11.5242
6.9304     12.8822    11.4572
6.7961     12.8924    11.401
6.6557     12.9219    11.3315
















































































































































































15.6414    9.0972     12.217     LZYGINF
15.6768    8.9341     12.1239
15.7445    8.6525     12.1181
15.8028    8.429      12.1205
15.7979    8.1912     12.1254
15.7639    7.9178     12.0863
15.7128    7.7775     12.0914
15.565     7.6151     12.0646
15.4297    7.3571     12.0402
15.3433    7.1462     12.0343
15.169     7.0091     12.014
15.0926    6.84       11.9928
14.8876    6.7346     11.954
14.7779    6.5359     11.9579
14.6977    6.4148     11.9541
14.6934    6.2063     11.9518
14.6892    6.0797     11.9068
14.6761    5.9659     11.8783
14.6398    5.8188     11.8171
14.582     5.6912     11.7733
14.5378    5.5854     11.7243



















































































































































































10.9157    13.3027    13.8481    R-ALV
10.9961    13.5268    13.8399
11.1008    13.7175    13.8293
11.1574    13.9418    13.8282
11.3451    14.0965    13.9289
11.4945    14.1975    14.0391
11.5794    14.3125    14.1401
11.7174    14.48      14.2092
11.8305    14.6543    14.2573
11.9957    14.8421    14.3376
12.1767    15.048     14.3491
12.3764    15.1569    14.3727
12.5536    15.2486    14.501
12.6833    15.366     14.571
12.8034    15.5653    14.4942
13.0387    15.6668    14.5049
13.1938    15.7393    14.5773
13.282     15.8624    14.6149
13.4018    15.9832    14.6922
13.5276    16.0992    14.7139
13.6482    16.2479    14.7277
13.7494    16.3555    14.7147
13.8301    16.4839    14.6984
13.9464    16.5978    14.6656
















































































































































































14.1253    10.1341    14.1557    L-ALV
14.3145    10.1619    14.1776
14.5413    10.2424    14.1912
14.7088    10.3127    14.2393
14.8911    10.4073    14.2851
15.0458    10.4916    14.2637
15.1288    10.6156    14.3276
15.1873    10.7003    14.3628
15.2569    10.7762    14.4092
15.4001    10.8864    14.4397
15.5173    10.9763    14.4689
15.6419    11.0789    14.4953
15.7501    11.1717    14.5206
15.8575    11.294     14.5591
15.9533    11.4967    14.6426
16.0517    11.6522    14.6485
16.1758    11.8315    14.6004
16.2504    11.945     14.6592
16.388     12.0711    14.7029
16.4738    12.185     14.6883
16.55      12.3576    14.7191
16.6162    12.5041    14.6957
16.7159    12.6892    14.712
16.8007    12.7762    14.7624
16.9591    12.9582    14.7619
17.0693    13.1141    14.7637
17.1634    13.2281    14.8001
17.2758    13.3588    14.821
17.3671    13.5522    14.8045
