FSM        996        Phh31stv
1.2674     8.4276     9.6779
1.2527     8.1976     9.5509
1.2866     7.996      9.4506
1.3046     7.8641     9.4121
1.3415     7.7383     9.3482
1.3363     7.612      9.2865
1.3202     7.5249     9.2478

















































































































































































1.2423     7.5805     9.2406     NOSE
1.0359     7.611      9.2085
0.8387     7.6338     9.1157
0.6539     7.6125     9.066
0.5175     7.4022     8.856
0.4472     7.2382     8.6653
0.4344     7.0546     8.5293
0.4057     6.8565     8.3254
0.4982     6.6607     8.1747
0.5687     6.4197     8.0332
0.7334     6.3276     8.0013
0.8104     6.1477     7.9448
0.9225     6.029      7.8402
1.0068     5.9822     7.7092
1.1368     5.8907     7.5196
1.3266     5.8926     7.3826
1.456      5.9043     7.3325
1.6076     5.9189     7.4294
1.7419     5.9736     7.538
1.844      6.0387     7.6888
1.9847     6.114      7.8656
1.9998     6.2895     7.9317
2.1455     6.4664     8.0177
2.2148     6.6119     8.0099
2.3415     6.7183     8.2
2.3342     6.8632     8.3428
2.2962     7.048      8.4932
2.2844     7.1878     8.66
2.2429     7.2777     8.729
2.1656     7.4486     8.8983
2.0992     7.5449     8.9808
2.0013     7.6561     9.0809
1.8442     7.6603     9.1063
1.6481     7.5978     9.1455
1.4949     7.6049     9.1926
1.31       7.5922     9.2859




































































































































































1.4346     5.8347     7.2891     NASP-PR
1.4647     5.6482     7.1907
1.4637     5.585      7.027
1.4793     5.5497     6.8884
1.487      5.5088     6.785
1.4804     5.4896     6.6311
1.5008     5.5521     6.5262

































































































































































































0.8753     9.0966     9.7608     R-PM/MAX
0.896      8.8886     9.7199
0.8445     8.7405     9.6484
0.7808     8.579      9.5355
0.654      8.4489     9.4478
0.5877     8.3338     9.3413
0.4503     8.2668     9.2762
0.3953     8.1239     9.2066
0.3487     7.9406     9.1213
0.3194     7.7847     9.0023
0.2912     7.6114     8.8723
0.2854     7.4834     8.7307
0.2632     7.3952     8.6258
0.18       7.3141     8.392
0.1127     7.1901     8.1705
0.0404     7.0365     7.9635
-0.0179    6.9352     7.7898
-0.0428    6.7731     7.6168
-0.097     6.6301     7.4222
-0.1261    6.551      7.2175
-0.1338    6.5225     6.9729
-0.0474    6.4576     6.7453


















































































































































































1.4979     9.1939     9.8895     L-PM/MAX
1.5611     8.9344     9.8166
1.6494     8.8335     9.7033
1.7925     8.6047     9.5892
1.9211     8.483      9.4939
1.9869     8.3682     9.4143
2.1393     8.2519     9.2908
2.2795     8.1474     9.1778
2.3554     7.9337     9.056
2.4479     7.734      8.8926
2.4477     7.5733     8.8069
2.4966     7.483      8.6478
2.5787     7.4041     8.4209
2.6376     7.3216     8.2653
2.7347     7.1564     8.0979
2.8017     7.0033     7.9163
2.8483     6.9364     7.7233
2.9121     6.8168     7.5727
2.9581     6.6687     7.3791
2.9733     6.571      7.2287
3.0097     6.5606     7.0727
2.983      6.5508     6.8483
2.923      6.6123     6.7385

















































































































































































-1.1838    9.7618     6.7155     ROSTRUM
-1.2067    9.66       7.0067
-1.1949    9.6332     7.3408
-1.0945    9.5876     7.5131
-0.9244    9.5823     7.567
-0.7786    9.6293     7.6396
-0.5846    9.6466     7.6587
-0.43      9.6366     7.7255
-0.3322    9.5722     7.9211
-0.3303    9.5781     8.0621
-0.366     9.5278     8.3423
-0.3795    9.4937     8.5566
-0.387     9.4368     8.7866
-0.3623    9.3739     8.957
-0.2812    9.3386     9.1315
-0.2472    9.2908     9.3493
-0.1001    9.2684     9.4965
0.135      9.2267     9.6256
0.3299     9.2336     9.6451
0.4998     9.2652     9.7015
0.645      9.2747     9.7819
0.843      9.2215     9.851
0.962      9.228      9.9195
1.1385     9.1807     10.0395
1.2503     9.2096     10.0805
1.4666     9.3389     10.0187
1.6791     9.3339     9.8738
1.8795     9.3599     9.7617
2.1316     9.373      9.67
2.3426     9.3729     9.6181
2.5296     9.3987     9.5488
2.6169     9.4169     9.4272
2.7025     9.3925     9.0982
2.78       9.4165     8.9285
2.7836     9.4708     8.7343
2.7582     9.5806     8.3244
2.7459     9.6008     8.0203
2.845      9.651      7.843
2.9502     9.6624     7.7281
3.1145     9.6381     7.6501
3.293      9.6509     7.6271
3.4674     9.6304     7.577
3.6142     9.7175     7.4789
3.6638     9.7047     7.331
3.6821     9.7503     7.1857
3.6655     9.7385     7.015
3.6601     9.7712     6.9062
3.6476     9.7863     6.8237
3.6557     9.8643     6.7161























































































































































-2.446     11.4865    11.5271    SUPORB
-2.3905    11.4745    11.7427
-2.3383    11.452     11.9845
-2.2531    11.3843    12.2347
-2.0831    11.2949    12.4797
-1.9429    11.1991    12.5876
-1.7973    11.145     12.6994
-1.6024    11.1239    12.836
-1.4352    11.0993    12.9458
-1.2366    11.0619    13.0314
-0.9226    11.0559    13.1826
-0.7055    11.07      13.2702
-0.341     10.9764    13.332
-0.0954    10.9305    13.3687
0.1369     10.8237    13.3149
0.243      10.7112    13.2897
0.3609     10.6077    13.2355
0.5697     10.4319    13.1372
0.7417     10.3604    13.0857
1.01       10.3409    13.0751
1.238      10.4698    13.1587
1.4001     10.6086    13.2533
1.6111     10.7725    13.3536
1.9168     10.8841    13.4009
2.1753     10.9385    13.3961
2.5625     10.9914    13.3201
2.8607     11.0548    13.2012
3.1469     11.1342    13.1033
3.4543     11.2219    12.9697
3.7047     11.3704    12.8675
3.892      11.4664    12.76
4.0573     11.6171    12.6057
4.1821     11.6763    12.383
4.2287     11.6736    12.2441
4.2834     11.657     12.1301
4.313      11.6679    11.6305




































































































































































-0.4966    10.2999    10.3415    RORBIT
-0.761     10.3108    10.2842
-1.062     10.3871    10.2427
-1.2853    10.4402    10.321
-1.4538    10.5159    10.4289
-1.6096    10.6028    10.6066
-1.7475    10.6965    10.7776
-1.8709    10.7484    10.949
-1.8984    10.8247    11.101
-1.9356    10.8549    11.3224
-1.9459    10.879     11.4829
-1.8923    10.8664    11.7632
-1.7541    10.757     12.0081
-1.5244    10.6257    12.2004
-1.2459    10.5085    12.3098
-0.9132    10.3872    12.3894
-0.6292    10.3781    12.3851
-0.2165    10.2949    12.4793
0.1877     10.3397    12.4611
0.5067     10.3464    12.2125
0.6543     10.3663    11.9742
0.7103     10.3957    11.8667
0.7643     10.4222    11.6488

















































































































































































2.9112     10.4898    10.3548    LORBIT
3.1695     10.5341    10.4034
3.3336     10.6044    10.4559
3.4674     10.6799    10.5371
3.6637     10.7921    10.714
3.7531     10.8467    10.8385
3.8393     10.9378    11.0047
3.8429     11.0599    11.2341
3.9267     11.0233    11.4634
3.9117     11.0345    11.6061
3.8583     11.0409    11.7448
3.7753     10.9845    11.933
3.6531     10.8496    12.179
3.4412     10.6651    12.4023
3.1792     10.566     12.4763
2.9403     10.4284    12.5981
2.5878     10.3638    12.5443
2.3739     10.3447    12.5171
1.9969     10.3366    12.4989
1.6643     10.2784    12.5087
1.4415     10.2472    12.3626
1.3098     10.2426    12.1603
1.2084     10.268     11.9832
1.2279     10.4071    11.787
1.2315     10.4801    11.6528
1.2677     10.5135    11.5311














































































































































































-2.4181    11.5486    11.5875    RTEMFOS
-2.4857    11.3985    11.4037
-2.5192    11.3164    11.2786
-2.5436    11.2868    11.088
-2.4988    11.2245    10.9352
-2.4737    11.1492    10.7814
-2.4462    11.1033    10.5904
-2.4225    11.0492    10.4683
-2.4142    10.9764    10.3237
-2.3818    10.9282    10.1156
-2.3629    10.8386    9.9459
-2.3841    10.8136    9.5634
-2.4335    10.7996    9.2517
-2.5522    10.8274    9.0561
-2.7379    10.8395    8.8037
-2.8851    11.0416    8.664
-2.9283    11.2288    8.6551
-2.9921    11.418     8.646
-3.0542    11.5647    8.6546
-3.1084    11.7419    8.7032
-3.1424    11.8643    8.7557
-3.1914    12.0439    8.7968


















































































































































































4.2637     11.6947    11.6691    LTEMFOS
4.3112     11.6413    11.4666
4.369      11.5676    11.3182
4.3792     11.4813    11.1391
4.3981     11.4033    10.9655
4.4047     11.3652    10.8033
4.4084     11.3193    10.6638
4.3697     11.3021    10.4865
4.3938     11.2019    10.3035
4.3953     11.1693    10.1477
4.4309     11.0658    9.9651
4.4685     11.051     9.8146
4.5141     11.0847    9.6322
4.5801     11.0647    9.5001
4.6389     11.1306    9.3536
4.6705     11.1907    9.1755
4.7783     11.2249    9.1049
4.8619     11.2929    9.0507
4.9467     11.3953    8.9723
5.0127     11.4984    8.9223
5.097      11.6073    8.9101
5.1679     11.7435    8.9199
5.2111     11.9292    8.9521
5.2931     12.1703    9.0574
5.3662     12.3746    9.1057
5.3573     12.4485    9.1878














































































































































































1.3735     8.0756     11.1659    OP
1.2096     9.8736     11.0604    BA
0.8459     14.1244    10.4231    ST
0.5741     18.0775    10.1586    IV
-2.2762    9.3749     10.5482    R_PG
-3.6001    11.455     10.1572    R_ZTI
-0.8464    13.3935    10.9785    R_M3D
-1.5885    15.9501    11.2981    R_M12
-1.2782    18.188     10.7687    R_MP3
-0.8537    18.9555    10.7637    R_PMI
4.5381     10.1057    10.2931    L_PG
5.6816     12.371     9.7443     L_ZTI
2.6318     13.8055    10.8961    L_M3D
3.0343     16.3323    11.2759    L_M12
2.3262     18.6079    10.805     L_MP3
1.8942     19.341     10.5771    L_PMI
0.9735     20.4202    10.1643    O1
-2.0693    12.3935    5.9852     O2
5.8572     11.6685    9.3714     O3
0.2039     5.5262     9.002      O4




















































































































































































-2.5688    14.4258    10.2646    RZYGINF
-2.7421    14.2176    10.2742
-2.993     13.9619    10.3436
-3.1061    13.7069    10.4352
-3.1262    13.4368    10.5196
-3.1961    13.1313    10.5855
-3.2453    12.887     10.5845
-3.2828    12.6862    10.5477
-3.3279    12.465     10.5
-3.3825    12.2125    10.4399
-3.4202    12.0921    10.4025
-3.4567    11.9193    10.3571
-3.4721    11.7934    10.3169
-3.5252    11.6518    10.2804
-3.5433    11.5498    10.2252
-3.6032    11.4513    10.1615
























































































































































































4.0866     14.9747    10.0411    LZYGINF
4.2192     14.8741    9.9929
4.3685     14.7776    9.9682
4.5499     14.7192    9.9612
4.7786     14.5234    10.0883
4.8289     14.3816    10.1438
4.8986     14.1725    10.1936
4.856      13.9526    10.235
4.9859     13.6125    10.2575
5.0447     13.483     10.2188
5.1007     13.2336    10.1758
5.1683     13.0675    10.1044
5.2253     12.9413    10.0415
5.2686     12.7941    9.9892
5.3259     12.6415    9.9285
5.4458     12.5551    9.9036
5.5309     12.4819    9.8428
5.6256     12.3819    9.7423






















































































































































































-0.8852    13.3987    11.0132    R-ALV
-1.0806    13.6656    11.0181
-1.1827    13.8654    11.0685
-1.2929    14.0409    11.0766
-1.3891    14.2447    11.1517
-1.487     14.4498    11.1911
-1.6039    14.6984    11.186
-1.679     14.9556    11.1707
-1.7233    15.1543    11.1569
-1.7487    15.4102    11.1541
-1.7283    15.5991    11.1225
-1.6841    15.8147    11.1033
-1.6518    16.0146    11.1144
-1.6341    16.1985    11.0732
-1.6263    16.3808    11.0494
-1.6062    16.4903    11.0967
-1.5704    16.7581    11.1117
-1.5009    16.9149    11.1582
-1.4456    17.028     11.2233
-1.4151    17.2185    11.1259
-1.3982    17.3159    11.1153
-1.3488    17.632     11.1023
-1.3517    17.8584    11.0568
-1.3346    18.0141    10.9551
-1.2661    18.1742    10.8944















































































































































































2.5442     13.8006    10.8538    L-ALV
2.7101     14.0993    10.8171
2.8318     14.329     11.0258
2.9913     14.6763    10.9598
3.0662     14.9778    10.9675
3.1012     15.2304    11.0031
3.1488     15.4615    10.9857
3.1367     15.658     11.0969
3.1488     15.9492    11.0622
3.1089     16.153     11.0391
3.0366     16.3715    11.0818
3.0165     16.5615    11.0863
2.9471     16.7696    11.046
2.9445     16.993     11.0076
2.8157     17.231     10.9926
2.7318     17.4093    11.0237
2.6705     17.6034    10.9331
2.6271     17.8305    10.9113
2.5602     18.0086    10.9537
2.479      18.1904    10.9717
2.4631     18.4262    10.8729
2.3347     18.6702    10.7397
