NMNH       481800     Prv4stv
0.533      2.605      3.4418
0.5645     2.5309     3.2256
0.5833     2.4867     3.1044
0.6203     2.4375     3.0062
0.6442     2.3797     2.864
0.6943     2.3322     2.7295
0.7402     2.3173     2.5902
0.7637     2.2567     2.4908
0.7425     2.2253     2.3766
0.7275     2.1951     2.2835























































































































































































-1.2087    2.7335     2.2302     ROSTRUM
-1.1551    2.7231     2.4617
-1.0648    2.742      2.671
-0.9513    2.8123     2.8789
-0.8725    2.8112     3.1383
-0.6912    2.8029     3.3292
-0.5409    2.7906     3.7073
-0.4542    2.798      3.9501
-0.3532    2.8152     4.2998
-0.1897    2.7482     4.627
-0.0627    2.7361     4.8303
0.0502     2.7163     4.8743
0.2163     2.7908     4.7926
0.3495     2.8246     4.4942
0.4102     2.8021     4.2647
0.4588     2.7897     4.0822
0.5267     2.832      3.8417
0.6421     2.8152     3.6086
0.6929     2.8478     3.3819
0.7753     2.8287     3.2751
0.885      2.8288     3.0798
0.9167     2.8299     2.9557
0.9396     2.7982     2.7786
1.0053     2.7362     2.6375
1.0854     2.6769     2.4448
1.146      2.7077     2.2883
1.1606     2.6784     2.1733













































































































































































-2.4536    4.1391     5.0846     SUPORB
-2.3352    4.1382     5.2395
-2.1998    4.1269     5.39
-2.001     4.0867     5.5815
-1.8033    4.0178     5.72
-1.5505    3.9174     5.8001
-1.3906    3.873      5.8591
-1.1699    3.7957     5.9238
-0.976     3.7205     5.958
-0.7688    3.6216     5.9714
-0.5442    3.5293     5.9461
-0.4031    3.4682     5.9362
-0.2518    3.3874     5.9044
-0.0996    3.3177     5.8632
-0.0161    3.2839     5.849
0.0657     3.2639     5.809
0.1937     3.264      5.7503
0.3695     3.3238     5.8045
0.5285     3.4019     5.8464
0.7855     3.4683     5.8538
1.0597     3.5774     5.8687
1.2918     3.6497     5.8376
1.5068     3.7388     5.7909
1.7755     3.816      5.7033
1.9818     3.9068     5.6051
2.1857     3.9646     5.4394
2.3127     3.9631     5.3718
2.4283     4.017      5.2562
2.5302     4.0273     5.1171
2.5947     4.0102     5.0058
2.6548     4.0254     4.8997









































































































































































-1.4911    3.075      3.711      RORBIT
-1.6404    3.139      3.7388
-1.7934    3.2108     3.7763
-1.9167    3.2724     3.8612
-2.0199    3.3643     3.95
-2.1066    3.4511     4.0742
-2.1707    3.5501     4.2032
-2.2054    3.6635     4.3483
-2.2338    3.74       4.4639
-2.2683    3.769      4.5627
-2.2794    3.8093     4.7935
-2.2064    3.8565     4.9359
-2.0545    3.8519     5.1587
-1.7773    3.8085     5.3605
-1.576     3.7751     5.4934
-1.2805    3.7441     5.5371
-1.0179    3.6677     5.5971
-0.8584    3.6283     5.6126
-0.6557    3.5795     5.4935
-0.5377    3.5165     5.3673
-0.4018    3.4228     5.1592
-0.398     3.3939     4.9256


















































































































































































1.5453     2.9482     3.6418     LORBIT
1.7023     3.0087     3.6717
1.9076     3.1125     3.7186
2.1049     3.2187     3.8698
2.2387     3.2978     4.0387
2.3013     3.4122     4.2006
2.4111     3.4848     4.3927
2.4323     3.5561     4.5037
2.486      3.6144     4.7612
2.3946     3.6621     4.961
2.2669     3.6743     5.1069
2.1136     3.6509     5.3251
1.9092     3.6392     5.4435
1.667      3.6061     5.5478
1.4527     3.5786     5.5541
1.2411     3.5739     5.5681
1.0204     3.5208     5.5674
0.7948     3.426      5.5547
0.5851     3.4621     5.2338
0.4854     3.3667     5.0787
0.5025     3.314      4.9304



















































































































































































-2.4287    4.1332     5.1308     RTEMFOS
-2.5459    4.1445     4.9859
-2.6391    4.1066     4.7651
-2.7088    4.0396     4.6268
-2.7284    3.9307     4.3906
-2.7506    3.8162     4.1108
-2.7562    3.8297     3.9503
-2.7887    3.858      3.7755
-2.8315    3.9853     3.6204
-2.9025    4.1965     3.5009
-2.9322    4.3458     3.4811
-2.9251    4.4661     3.4594
-2.9604    4.5964     3.4704
-2.9715    4.6986     3.4789
-2.9896    4.8376     3.505

























































































































































































2.6831     4.0289     4.9053     LTEMFOS
2.7365     4.0009     4.7448
2.7991     3.8778     4.4302
2.8266     3.8521     4.2924
2.8187     3.7599     4.1002
2.8263     3.7056     3.9234
2.8656     3.6986     3.7329
2.8904     3.706      3.5845
2.9682     3.8137     3.3927
3.0424     4.0072     3.2825
3.0791     4.1425     3.2663
3.1171     4.2792     3.2717
3.1351     4.4374     3.3022
3.1043     4.527      3.3552


























































































































































































0.1236     2.6687     5.6518     OP
0.1076     3.9828     5.7605     BA
0.0666     6.8927     5.3034     ST
0.059      8.6379     5.2207     IV
-2.3426    4.5426     5.5515     R_PG
-3.1477    5.9266     5.1154     R_ZTI
-1.1048    6.6275     5.6394     R_M3D
-1.412     7.7171     5.789      R_M12
-1.1535    8.9248     5.5751     R_MP3
-0.6713    9.3674     5.4033     R_PMI
2.5474     4.6136     5.5361     L_PG
3.2293     5.9174     5.1007     L_ZTI
1.2101     6.5768     5.6594     L_M3D
1.4974     7.6993     5.7662     L_M12
1.2207     8.911      5.5506     L_MP3
0.6794     9.2548     5.4377     L_PMI
-0.3842    9.4554     4.9326     O1
-2.1245    6.9091     2.6679     O2
3.314      5.7474     4.7165     O3
0.8575     1.5352     3.8826     O4




















































































































































































-1.9972    7.929      4.8772     RZYGINF
-2.2796    7.9837     4.7747
-2.5891    7.8479     4.8363
-2.6733    7.6685     4.9304
-2.7682    7.4251     5.0174
-2.8375    7.21       5.0433
-2.9148    7.0349     5.0404
-2.9478    6.8669     5.0656
-2.9763    6.6819     5.0555
-2.9714    6.4862     5.0928
-2.9981    6.3079     5.1171
-3.067     6.1709     5.1374
-3.121     6.0872     5.1365
-3.1409    5.9591     5.0918


























































































































































































2.1282     7.9652     4.9686     LZYGINF
2.3011     7.9319     4.9133
2.5082     7.9103     4.9168
2.717      7.7583     4.9959
2.8564     7.5613     5.0464
2.9416     7.3328     5.1089
3.0566     7.0299     5.1126
3.092      6.6907     5.1341
3.1474     6.4621     5.163
3.1975     6.1683     5.1912
3.2263     6.0233     5.155
3.2736     5.9349     5.1089




























































































































































































-1.1041    6.6571     5.6302     R-ALV
-1.182     6.8485     5.6155
-1.2627    6.9686     5.6865
-1.2952    7.1612     5.6953
-1.3703    7.3691     5.7397
-1.3852    7.6789     5.7593
-1.4035    7.9404     5.7705
-1.4093    8.1634     5.8168
-1.3418    8.2904     5.7844
-1.2953    8.479      5.6877
-1.2219    8.5966     5.7276
-1.1812    8.776      5.6742
-1.147     8.9065     5.6083



























































































































































































1.2655     6.6871     5.6384     L-ALV
1.3289     6.8454     5.6541
1.3909     7.0413     5.7002
1.4105     7.2016     5.8124
1.4715     7.4114     5.8069
1.4713     7.6315     5.8784
1.4713     7.8511     5.8512
1.4758     8.0284     5.8043
1.4291     8.2767     5.7775
1.3511     8.4658     5.6489
1.2438     8.7121     5.6244
1.2389     8.8129     5.5796
1.1923     8.9493     5.5061
