FSM        1553       Phh30stv
-0.3791    10.3737    9.1649
-0.3129    10.3205    9.318
-0.1602    10.2629    9.4964
0.0154     10.2587    9.6596
0.1245     10.2729    9.7227
0.2505     10.3046    9.7889
0.4848     10.325     9.8423
0.6607     10.3293    9.897
0.8374     10.3143    9.9307
0.9548     10.3576    9.9565
1.1224     10.3693    9.9045
1.2475     10.4252    9.9125
1.3714     10.4447    9.9027
1.5055     10.4312    9.8743
1.6748     10.4512    9.853
1.8032     10.5052    9.8358
1.96       10.5419    9.7728
2.0982     10.6365    9.7285
2.1775     10.6661    9.6648
2.2623     10.7109    9.5832
2.3205     10.7371    9.5131
2.3434     10.8       9.4617
2.4593     10.8045    9.3102
2.5365     10.8665    9.1256
2.4952     10.9143    8.9625
2.4984     10.8941    8.7442
2.5122     10.9491    8.5429
2.5192     10.9613    8.2554
2.5415     10.9674    8.1033
2.6133     11.0113    7.9885
2.7003     11.0372    7.9258
2.8223     11.0522    7.9037
2.9791     11.0369    7.8711
3.1597     10.996     7.7764
3.2396     11.0414    7.6538
3.2569     11.0807    7.4918
3.2544     11.1284    7.3642
3.264      11.1486    7.261
3.2757     11.1636    7.177






















































































































































-2.1575    12.9746    12.4037    SUPORB
-2.1168    12.9695    12.6333
-2.1029    13.0348    12.7981
-2.0634    13.1194    12.9838
-2.0043    13.1608    13.1275
-1.8309    13.0668    13.3406
-1.6789    13.0035    13.4608
-1.5645    12.9129    13.5069
-1.3805    12.6814    13.5765
-1.2452    12.5842    13.626
-1.1228    12.5407    13.6737
-0.8273    12.4404    13.7537
-0.5522    12.3983    13.8047
-0.3396    12.5512    13.864
-0.0195    12.4863    13.9045
0.362      12.3091    13.8799
0.5931     12.232     13.812
0.785      12.1728    13.7503
0.9408     12.1171    13.7145
1.2089     12.1129    13.7223
1.355      12.3787    13.7838
1.589      12.5076    13.815
1.8869     12.5972    13.8087
2.1086     12.6833    13.7813
2.3019     12.6557    13.7388
2.5876     12.6852    13.6725
2.8327     12.7453    13.5992
2.9855     12.8974    13.5441
3.1498     13.0726    13.485
3.269      13.1976    13.4328
3.389      13.3439    13.3597
3.4781     13.5275    13.2951
3.5476     13.6356    13.2381
3.6363     13.7442    13.1219
3.7202     13.7334    12.9079
3.7802     13.6455    12.6845
3.8541     13.5224    12.5372
3.8727     13.5423    12.2939
3.8748     13.5853    12.2306

































































































































































-0.769     12.1879    10.6541    RORBIT
-1.09      12.2887    10.7193
-1.3395    12.3681    10.8619
-1.5349    12.4387    11.0585
-1.6536    12.4801    11.2705
-1.8149    12.5136    11.4995
-1.8697    12.5808    11.8378
-1.8891    12.6113    12.0436
-1.8161    12.6046    12.2761
-1.6586    12.475     12.5806
-1.3991    12.2864    12.7831
-1.1931    12.1284    12.9146
-0.9134    11.9414    13.0447
-0.6252    11.9154    13.0696
-0.3213    11.9824    13.0809
-0.0394    11.9889    13.1557
0.3175     12.0488    13.0067
0.5743     11.9975    12.7776
0.6627     12.1111    12.4583
0.6792     12.1744    12.1168
0.6899     12.1853    12.0221
0.6904     12.1256    11.8299


















































































































































































2.4524     12.3908    10.6949    LORBIT
2.6331     12.4854    10.6752
2.7953     12.5193    10.666
2.9788     12.6392    10.7731
3.1573     12.6703    10.8583
3.2966     12.752     11.0118
3.4219     12.8304    11.1596
3.4697     12.9255    11.3379
3.5049     13.0114    11.483
3.5743     12.9967    11.7401
3.635      13.0184    11.9729
3.6398     12.9595    12.2407
3.5561     12.829     12.4547
3.5242     12.6921    12.6655
3.3461     12.5642    12.7694
3.0063     12.2966    12.9285
2.7038     12.0946    13.1382
2.5429     12.0557    13.1041
2.2014     12.0922    13.0686
1.6433     12.1949    12.9726
1.3956     12.1777    12.6682
1.2167     12.2087    12.2859
1.117      12.1199    12.0316
1.1573     12.1405    11.8999
















































































































































































-2.1757    12.9491    12.3111    RTEMFOS
-2.2482    12.983     12.1161
-2.2862    12.9915    11.9104
-2.3127    12.9534    11.6989
-2.3099    12.9757    11.4225
-2.3369    12.9407    11.235
-2.3697    12.8578    11.0737
-2.302     12.8672    10.8313
-2.331     12.7866    10.5733
-2.2995    12.716     10.3302
-2.3285    12.599     9.9366
-2.3479    12.5097    9.7497
-2.4108    12.5514    9.5758
-2.4922    12.6292    9.3394
-2.5952    12.6947    9.2339
-2.707     12.8495    9.1093
-2.8033    12.9692    9.0968
-2.9079    13.2185    9.137
-2.9628    13.324     9.1488
-2.9848    13.4167    9.1842
-3.0958    13.6205    9.2768



















































































































































































3.8491     13.5453    12.2559    LTEMFOS
3.9063     13.5234    12.0403
3.9248     13.4872    11.8648
3.922      13.5036    11.6599
3.961      13.4202    11.467
3.9601     13.4228    11.2919
3.9854     13.3601    11.1054
3.9796     13.3415    10.8981
3.9646     13.3024    10.6937
3.9462     13.2533    10.5451
3.9688     13.1697    10.358
3.9386     13.1342    10.068
3.9837     13.0682    9.9485
4.0005     13.0062    9.8345
4.0796     13.0799    9.6378
4.0759     13.1252    9.4405
4.1144     13.1508    9.3012
4.0747     13.3477    9.0597
4.0942     13.5329    8.8509
4.1554     13.7306    8.7767
4.1754     13.8985    8.753
4.3787     14.1404    8.8669
4.4057     14.2301    8.8896
4.4301     14.3391    8.9642
















































































































































































1.3518     9.2967     11.5094    OP
1.0868     11.2216    11.4175    BA
0.6859     14.9369    10.0925    ST
0.3741     19.0221    9.9255     IV
-2.3115    10.6921    10.386     R_PG
-3.3591    12.4007    9.8963     R_ZTI
-1.1881    14.792     10.6029    R_M3D
-1.7126    17.1979    10.6967    R_M12
-1.511     19.5566    10.5924    R_MP3
-1.0699    20.1462    10.5364    R_PMI
4.6287     11.5461    10.5404    L_PG
5.2538     13.3836    10.108     L_ZTI
2.5716     15.2497    10.6615    L_M3D
2.6938     17.6557    10.7253    L_M12
2.0077     19.9072    10.6409    L_MP3
1.4041     20.3571    10.5752    L_PMI
0.6057     21.2508    9.8575     O1
-1.5356    12.797     5.3574     O2
5.5391     12.9562    9.6474     O3
1.177      6.5804     9.1454     O4




















































































































































































-2.3693    15.0529    10.11      RZYGINF
-2.552     14.8952    10.0775
-2.7467    14.668     10.1828
-2.882     14.5353    10.2313
-2.9489    14.2674    10.2678
-2.9152    14.0317    10.3324
-2.9311    13.8339    10.3371
-2.953     13.5984    10.3191
-2.9986    13.2677    10.2461
-3.0733    13.1097    10.165
-3.1001    12.8344    10.0996
-3.1645    12.6871    10.0433
-3.2247    12.5311    10.0208
-3.2419    12.4756    9.9957
-3.3083    12.387     9.935

























































































































































































9999       9999       9999       LZYGINF







































































































































































































-1.2486    14.8526    10.5748    R-ALV
-1.4791    15.2689    10.597
-1.5685    15.6718    10.5928
-1.6381    16.0378    10.6018
-1.7016    16.3851    10.5941
-1.7568    16.7533    10.5159
-1.7271    17.0911    10.526
-1.714     17.2732    10.5487
-1.6927    17.5802    10.5268
-1.7142    17.7106    10.5445
-1.7444    17.9698    10.6151
-1.6882    18.1216    10.56
-1.6618    18.3171    10.5731
-1.6475    18.5134    10.587
-1.623     18.7024    10.5344
-1.6029    18.8359    10.5046
-1.6077    19.0609    10.5517
-1.6363    19.2979    10.5565
-1.6149    19.4504    10.499
-1.5012    19.5928    10.4973




















































































































































































2.6295     15.2503    10.4611    L-ALV
2.6762     15.3712    10.4992
2.773      15.6214    10.4604
2.836      15.8731    10.458
2.8548     16.0494    10.5037
2.8843     16.2136    10.4824
2.8658     16.3656    10.5226
2.8801     16.5948    10.5109
2.8637     16.8488    10.4868
2.844      17.2362    10.5657
2.7704     17.5285    10.5668
2.6759     17.7732    10.6156
2.6188     18.0246    10.6084
2.5987     18.1709    10.6067
2.5731     18.3608    10.5934
2.4674     18.5819    10.6218
2.3713     18.7995    10.6263
2.3493     18.9742    10.5878
2.2914     19.2791    10.5675
2.2475     19.4781    10.5714
2.1574     19.7813    10.4571
2.0693     19.8959    10.5605
