FMNH       27034      Phh4stv
4.7706     4.1077     6.9496
4.8208     3.958      6.8458
4.937      3.8161     6.7345
5.0167     3.7319     6.6324
5.1075     3.6344     6.5189
5.1963     3.5343     6.4132
5.2818     3.4353     6.3322
5.4334     3.2879     6.4657
5.5787     3.1929     6.6079
5.7646     3.1423     6.7784
5.8751     3.1002     6.8874
6.0184     3.0842     6.9912
6.1239     3.0884     7.0536
6.2279     3.1399     7.1402
6.3208     3.1717     7.2596
6.394      3.1928     7.4164
6.5011     3.2765     7.5661
6.5679     3.3603     7.6842
6.6223     3.4357     7.8062
6.6533     3.4845     7.9302
6.6649     3.5596     7.9771
6.7315     3.6441     8.2143
6.7419     3.7602     8.3428
6.7738     3.8456     8.5217
6.8139     3.9562     8.6042
6.7794     4.0728     8.642
6.7967     4.1817     8.724
6.8218     4.2485     8.8288
6.826      4.3514     8.9057
6.6402     4.4509     8.8892
6.4709     4.465      8.7849
6.2817     4.5203     8.7654
6.224      4.574      8.7665























































































































































5.2331     3.3846     6.2803     NASP-PR
5.1454     3.3018     6.1732
5.0664     3.2073     6.0583
5.0149     3.1482     5.9114
4.9903     3.1358     5.7388
4.9918     3.147      5.6052
5.0091     3.1242     5.4726
4.9833     3.1243     5.3612
4.9789     3.1044     5.2677
4.981      3.1291     5.1798
5.0131     3.1791     5.1199





























































































































































































7.05       5.9584     10.0378    R-PM/MAX
6.9524     5.8949     9.9154
6.8772     5.8        9.8514
6.7707     5.7349     9.7667
6.5956     5.7056     9.6309
6.4766     5.6671     9.5398
6.3389     5.6816     9.4503
6.1925     5.6239     9.3242
6.0575     5.5549     9.2151
5.946      5.4996     9.113
5.8629     5.4631     9.0616
5.7135     5.3678     8.9187
5.5692     5.3062     8.8312
5.3833     5.281      8.6772
5.3156     5.2114     8.5563
5.1931     5.1799     8.4353
5.0869     5.1613     8.3021
4.9414     5.15       8.0545
4.8599     5.1642     7.9104
4.8584     5.2342     7.7051
4.7917     5.2577     7.4971
4.7114     5.2776     7.3612
4.6383     5.214      7.1884
4.5775     5.1535     7.0406
4.3886     5.1384     6.8207
4.3565     5.0763     6.683
4.2995     4.9885     6.5659
4.2581     4.8572     6.387
4.2292     4.853      6.2082
4.3255     4.968      6.0259
4.5308     4.8808     5.8236









































































































































































7.3213     4.9202     9.5727     L-PM/MAX
7.2565     4.7502     9.4356
7.2847     4.6139     9.3235
7.3052     4.538      9.2543
7.2513     4.4582     9.1927
7.2305     4.3446     9.0529
7.2121     4.2329     8.9965
7.1774     4.1196     8.8928
7.1823     4.0154     8.7425
7.1267     3.8641     8.6414
7.0685     3.7044     8.5147
7.0688     3.5546     8.3455
7.0226     3.4624     8.163
7.0142     3.357      7.9798
7.0632     3.3299     7.8632
7.1681     3.3643     7.726
7.2017     3.2445     7.4639
7.1997     3.1552     7.283
7.2189     3.0243     7.0871
7.1852     2.9378     6.8737
7.1271     2.8943     6.6693
7.0866     2.8134     6.4738
7.0298     2.8017     6.2487
7.0618     2.8407     6.1009
7.0777     3.0102     5.8873















































































































































































6.08       8.2043     6.6799     ROSTRUM
5.9798     8.1414     6.8958
5.9026     8.0573     7.0772
5.9091     7.9445     7.2641
6.1009     7.7607     7.4226
6.1924     7.6291     7.5004
6.2256     7.5073     7.5791
6.2383     7.4093     7.7182
6.189      7.3214     7.9687
6.1715     7.27       8.0931
6.1326     7.1719     8.2992
6.1099     7.1095     8.3769
6.0775     7.0368     8.5492
6.0538     6.8717     8.7345
6.0235     6.7895     8.9647
5.9015     6.7088     9.164
5.7658     6.692      9.4111
5.5762     6.6503     9.4791
5.5257     6.6075     9.6624
5.6008     6.4845     9.7717
5.718      6.4012     9.7986
5.7615     6.301      9.8242
5.9503     6.2702     9.8496
6.0883     6.1821     9.7745
6.2162     6.1179     9.6947
6.363      5.9988     9.6997
6.5115     5.9226     9.7383
6.598      5.8207     9.7522
6.7426     5.6664     9.8329
6.8425     5.5547     9.8592
6.9652     5.466      9.8334
7.1244     5.3459     9.7867
7.2865     5.2467     9.7511
7.3875     5.1613     9.7531
7.5244     5.065      9.7242
7.6149     4.9367     9.7776
7.7843     4.8215     9.772
7.8861     4.7624     9.7522
8.1301     4.5372     9.7639
8.2085     4.5184     9.6993
8.3404     4.7041     9.4797
8.3305     4.8913     9.342
8.36       4.9992     9.1627
8.4481     5.0544     9.0558
8.4694     5.0377     8.8485
8.5925     5.0912     8.6626
8.6063     5.1115     8.5036
8.6521     5.1526     8.3708
8.7094     5.1871     8.2502
8.7879     5.2247     8.0991
8.8719     5.2874     7.9305
8.9133     5.325      7.7966
8.9457     5.3299     7.7177
9.0172     5.358      7.6115
9.1409     5.3666     7.53
9.2854     5.3262     7.4048
9.4504     5.2898     7.3249
9.5445     5.243      7.2938
9.6562     5.1659     7.261
9.7176     5.1693     7.1699
9.7703     5.1976     7.0759
9.7851     5.2091     6.9326
9.797      5.2554     6.8393
9.8122     5.2912     6.7067
9.8363     5.3344     6.6332







































































































































5.8572     10.2577    13.7579    SUPORB
5.9093     10.1766    13.9304
5.9753     10.0915    14.0854
6.0514     9.9565     14.2935
6.1222     9.8396     14.426
6.1904     9.7905     14.5377
6.2248     9.667      14.5944
6.3335     9.4908     14.6552
6.4441     9.3837     14.69
6.494      9.2578     14.6888
6.6032     9.0521     14.7302
6.7374     8.8513     14.7561
6.8366     8.6407     14.7977
6.8814     8.4772     14.8207
7.0149     8.4064     14.8454
7.1417     8.353      14.8843
7.2706     8.2917     14.9133
7.413      8.2381     14.9307
7.5514     8.1359     14.9549
7.6829     7.9883     14.9449
7.8358     7.7605     14.9187
7.9163     7.5185     14.8767
7.9499     7.3934     14.8486
7.9737     7.2457     14.7814
7.987      7.0984     14.7169
8.0028     6.9601     14.6705
8.0031     6.8643     14.6341
8.2102     6.9156     14.7368
8.3641     6.9316     14.7522
8.5179     6.8689     14.7914
8.6517     6.8543     14.8192
8.7454     6.8322     14.8296
8.8978     6.7875     14.8838
9.0388     6.7384     14.9022
9.361      6.6629     14.9448
9.531      6.5943     14.9563
9.6623     6.5367     14.9523
9.8478     6.4508     14.9407
10.041     6.3991     14.9391
10.2162    6.3696     14.9463
10.3859    6.3354     14.959
10.532     6.3169     14.9458
10.656     6.2663     14.902
10.8793    6.143      14.8583
11.0356    6.0646     14.808
11.2804    6.0262     14.7521
11.4215    5.9792     14.6598
11.4999    5.8791     14.5179
11.5793    5.798      14.3552
11.7112    5.7858     14.2142
11.8019    5.8393     14.0787
11.8879    5.8085     13.9091
11.928     5.8139     13.8355



















































































































































7.1043     8.2581     11.8244    RORBIT
6.9554     8.4011     11.7883
6.8456     8.6189     11.8364
6.675      8.8229     11.9445
6.5555     8.9791     12.0595
6.4663     9.1053     12.1697
6.3942     9.217      12.293
6.3117     9.323      12.4487
6.2795     9.3897     12.6104
6.2456     9.4441     12.7371
6.1995     9.4798     12.9001
6.2061     9.4905     12.9901
6.1558     9.441      13.2003
6.1769     9.3722     13.313
6.1223     9.2414     13.5049
6.1198     9.1285     13.6064
6.1063     8.9276     13.7612
6.1601     8.7416     13.8426
6.254      8.6097     13.8412
6.326      8.4609     13.8619
6.3986     8.3542     13.8307
6.4759     8.19       13.8493
6.5343     8.0481     13.9043
6.6664     7.9258     13.8413
6.7802     7.8126     13.812
6.9345     7.7201     13.7939
7.1136     7.6351     13.7502
7.2021     7.4811     13.8767
7.3705     7.3407     13.895
7.5947     7.127      13.7869
7.6572     7.1253     13.7258
7.8204     7.1337     13.4344
8.0034     7.2041     13.1013
8.1379     7.2334     12.8388






































































































































































9.7288     6.3527     11.7122    LORBIT
9.8851     6.2261     11.6585
9.9696     6.1779     11.6684
10.1477    6.1107     11.6986
10.3542    6.0656     11.8112
10.5032    5.9848     11.9459
10.6315    5.9391     12.0513
10.7671    5.8907     12.2095
10.9169    5.8526     12.3745
11.0149    5.8462     12.539
11.0919    5.8529     12.7355
11.1693    5.8112     12.9057
11.173     5.785      13.075
11.1678    5.7459     13.2294
11.0616    5.7183     13.4241
10.9903    5.7171     13.4986
10.8167    5.6866     13.7082
10.7007    5.6514     13.7943
10.5386    5.7152     13.8329
10.4113    5.6796     13.8823
10.2549    5.6843     13.9024
10.1134    5.681      13.943
9.9945     5.718      13.9191
9.8697     5.7812     13.8983
9.7529     5.8748     13.8449
9.5351     5.9342     13.8393
9.3658     6.0785     13.8116
9.2009     6.1764     13.842
9.1009     6.1919     13.947
8.9371     6.3027     13.9175
8.8085     6.3224     13.9464
8.5721     6.4135     13.908
8.4461     6.5221     13.7564
8.4134     6.6338     13.5232
8.4179     6.7188     13.3199
8.4354     6.8069     13.1598
8.4362     6.8646     13.046
8.3827     6.9084     12.8986
8.3976     6.9352     12.7884
8.4444     6.9614     12.6951
































































































































































5.8194     10.245     13.6161    RTEMFOS
5.7572     10.3645    13.375
5.7379     10.3763    13.2141
5.6804     10.3606    13.0492
5.6346     10.3623    12.9201
5.6308     10.3765    12.7198
5.6086     10.3956    12.5143
5.5711     10.3383    12.3519
5.5609     10.3549    12.2089
5.5516     10.35      12.0274
5.5337     10.3145    11.9031
5.5262     10.3381    11.7387
5.5121     10.2836    11.6721
5.5016     10.3012    11.5071
5.4823     10.2892    11.3785
5.4674     10.2696    11.1974
5.4781     10.2872    10.9822
5.4363     10.2321    10.8225
5.4531     10.2793    10.6968
5.4086     10.3426    10.4893
5.3456     10.4688    10.3097
5.2769     10.6267    10.1499
5.2761     10.7208    10.1072
5.2477     10.9363    10.0109
5.2362     11.1224    10.0353
5.2964     11.2515    10.0904
5.3669     11.4013    10.127
5.4116     11.5888    10.1652
5.4847     11.6385    10.264
5.5145     11.7225    10.3267










































































































































































11.9933    5.7635     13.7075    LTEMFOS
12.074     5.6727     13.4356
12.0184    5.595      13.1761
12.0653    5.5604     12.8883
12.0923    5.5444     12.7107
12.0653    5.5144     12.5486
12.0345    5.4832     12.3389
12.0647    5.482      12.1647
12.0303    5.4488     11.9566
12.0728    5.4359     11.7233
12.0551    5.3826     11.5204
11.9876    5.3446     11.3466
12.0408    5.3327     11.1561
12.044     5.3168     10.993
12.0264    5.3051     10.8644
12.0648    5.3172     10.6469
12.0956    5.3015     10.5232
12.1497    5.3158     10.3897
12.1874    5.2813     10.3118
12.3026    5.2713     10.1498
12.484     5.2971     10.0465
12.6302    5.3106     9.9829
12.785     5.3452     9.9616
12.9927    5.4374     10.0046
13.0967    5.5214     10.1083
13.2234    5.6833     10.2165
13.345     5.7134     10.2398
13.4292    5.7716     10.3146












































































































































































6.481      5.5125     12.5886    OP
7.8086     7.0076     12.9701    BA
10.8468    11.0139    12.8271    ST
13.8457    15.1504    13.6098    IV
4.6463     9.5108     12.2053    R_PG
5.2055     12.1082    11.9175    R_ZTI
9.4726     12.5896    13.9017    R_M3D
10.7049    14.7238    14.2907    R_M12
12.238     16.5127    14.3196    R_MP3
13.5474    16.9934    14.1235    R_PMI
10.9745    4.5632     12.5332    L_PG
13.4574    5.7672     12.3494    L_ZTI
12.7822    10.1131    14.185     L_M3D
14.4215    11.8643    14.4901    L_M12
15.8093    13.8423    14.4727    L_MP3
15.7571    15.3322    14.1682    L_PMI
16.0591    16.9817    13.9818    O1
8.2509     11.8297    6.8776     O2
13.6065    5.4994     11.7231    O3
6.6339     2.8606     9.7065     O4




















































































































































































8.6209     13.8408    12.3086    RZYGINF
8.4265     13.8605    12.1694
8.2832     13.9237    12.0998
8.1665     13.9593    12.1046
7.9975     14.0539    12.1782
7.8073     14.0345    12.2341
7.6588     14.0066    12.2604
7.4201     14.0404    12.2271
7.2135     13.8973    12.2731
7.0798     13.7363    12.3213
6.9669     13.6187    12.3604
6.8977     13.5108    12.3728
6.8028     13.3334    12.3924
6.7468     13.2716    12.3677
6.6792     13.1445    12.382
6.5646     12.964     12.3658
6.4283     12.8509    12.3652
6.3145     12.7494    12.3568
6.1851     12.6071    12.3541
6.0316     12.4867    12.31
5.9108     12.4084    12.2638
5.766      12.3201    12.1942
5.6353     12.1962    12.1346
5.5156     12.1175    12.0966
5.4247     12.0652    12.0513
5.28       11.9908    12.0186














































































































































































14.1659    9.6538     12.783     LZYGINF
14.2387    9.4388     12.6188
14.3851    9.2522     12.4984
14.4255    9.0675     12.5048
14.6041    8.82       12.5363
14.6881    8.7594     12.5887
14.7705    8.5606     12.6215
14.7627    8.2895     12.6308
14.7159    8.1518     12.6477
14.6423    8.0526     12.6784
14.4947    7.8135     12.6807
14.3137    7.6627     12.7196
14.2402    7.5898     12.7339
14.1267    7.4397     12.7421
14.0342    7.2461     12.7425
13.9254    7.0869     12.7223
13.8422    6.9511     12.6974
13.8313    6.7713     12.6669
13.844     6.6157     12.6309
13.7875    6.4808     12.5738
13.7002    6.2651     12.483
13.6283    6.1102     12.4187
13.5873    6.0295     12.3837
13.5579    5.8777     12.3649
13.5495    5.7228     12.2994















































































































































































9.4751     12.6997    13.9368    R-ALV
9.562      12.9692    13.983
9.6459     13.1383    14.0157
9.6713     13.3158    14.0072
9.7909     13.5089    14.0328
9.9114     13.6337    14.0931
10.0314    13.8162    14.1583
10.1095    13.977     14.1578
10.1557    14.0967    14.1406
10.2999    14.2751    14.1739
10.3684    14.3296    14.2035
10.4327    14.4727    14.2282
10.5971    14.6113    14.2861
10.7091    14.7082    14.2844
10.8202    14.8124    14.3393
10.9287    14.9819    14.2897
11.0395    15.0969    14.3334
11.1038    15.1961    14.3546
11.2175    15.3335    14.3524
11.3919    15.4277    14.3362
11.4996    15.598     14.3158
11.6467    15.8063    14.3929
11.7553    15.9652    14.4562
11.8055    16.0682    14.4436
11.8891    16.1893    14.4406
11.999     16.3361    14.426
12.2107    16.5328    14.2847













































































































































































12.6581    10.1233    14.1788    L-ALV
12.9909    10.1995    14.199
13.2393    10.2985    14.1783
13.4694    10.4562    14.2373
13.6341    10.6362    14.2518
13.7162    10.8005    14.2937
13.8047    10.9138    14.3486
13.9542    11.0914    14.4007
14.1205    11.2679    14.3876
14.2419    11.4303    14.4353
14.427     11.6436    14.455
14.4177    11.7871    14.4755
14.5343    12.0219    14.5228
14.6598    12.1553    14.5425
14.8017    12.3124    14.5462
14.9713    12.5265    14.5345
14.972     12.771     14.5193
15.0382    12.9301    14.5568
15.1775    13.133     14.6181
15.2791    13.2864    14.6858
15.4508    13.4523    14.6797
15.5862    13.5744    14.6339
15.6905    13.6676    14.5788
15.8487    13.8723    14.4488
