KNM        ER 6001    Too22stv














































































































































































8.9179     10.3687    6.9042     NOSE
8.6679     10.6369    6.769
8.3696     10.7251    6.6137
8.0935     10.5605    6.413
7.9555     10.4321    6.2083
7.7673     10.3329    5.9922
7.6178     10.2013    5.7946
7.4986     10.073     5.5694
7.3743     9.9218     5.3486
7.4098     9.7727     5.107
7.4158     9.5591     4.8525
7.4721     9.3958     4.6774
7.6196     9.2032     4.5399
7.721      9.0556     4.4922
7.8377     8.8916     4.4027
7.9876     8.8562     4.4693
8.1538     8.7216     4.6051
8.3359     8.6945     4.74
8.4898     8.6671     4.8643
8.6744     8.7166     5.0233
8.8511     8.6968     5.2122
9.0132     8.7069     5.4419
9.078      8.9048     5.64
9.1665     9.0363     5.7904
9.2285     9.213      5.9553
9.2793     9.3508     6.1023
9.284      9.4697     6.188
9.2831     9.6575     6.304
9.2602     9.8216     6.4693
9.2365     9.9757     6.5902
9.1935     10.0609    6.6823
9.1136     10.2377    6.8193
8.9828     10.3408    6.9235
8.9432     10.4468    6.9319
8.8897     10.4694    6.9419





































































































































































7.8291     8.8194     4.3652     NASP-PR
7.6911     8.6716     4.2036
7.5895     8.5625     4.048
7.5954     8.4766     3.935
7.5996     8.4553     3.8644
7.5885     8.4045     3.7626


































































































































































































8.7841     10.9992    7.005      R-PM/MAX
8.5505     10.8407    6.7977
8.3736     10.728     6.6659
8.2242     10.653     6.5428
8.0561     10.5713    6.3987
7.9432     10.4614    6.2758
7.8152     10.4025    6.1155
7.6961     10.3291    5.9785
7.5685     10.2092    5.7837
7.4042     10.0963    5.5921
7.2403     10.1004    5.3266
7.1651     10.0683    5.1464
7.0563     10.0015    4.8408
7.0353     9.9416     4.6284
6.9786     9.8358     4.3529
6.9098     9.7672     4.1994
6.8645     9.6703     4.0439
6.9715     9.6085     3.6325






















































































































































































9.4968     10.21      6.8408     L-PM/MAX
9.4603     9.9938     6.6524
9.3559     9.7654     6.4581
9.3385     9.6505     6.3439
9.3148     9.4612     6.2073
9.2776     9.2678     6.0049
9.2336     9.0986     5.8482
9.2094     8.9637     5.72
9.1406     8.8597     5.6055
9.1115     8.6963     5.4214
9.1108     8.6049     5.3033
9.2242     8.5243     5.2198
9.2301     8.4171     5.0284
9.2191     8.3367     4.7939
9.1179     8.2403     4.6014
9.0666     8.1556     4.4271
9.0264     8.0831     4.3666
9.0465     8.0358     4.1325
9.1088     8.0427     3.8448
9.1408     8.0818     3.5921




















































































































































































8.0467     13.1446    3.7413     ROSTRUM
7.9773     13.1397    3.9767
7.8849     13.1545    4.3716
7.9398     13.1976    4.6423
8.059      12.9914    4.9484
8.157      12.8728    5.2735
8.1451     12.8257    5.5154
8.253      12.831     5.8823
8.1914     12.7443    6.1614
8.1596     12.7245    6.4653
8.2266     12.5391    6.6692
8.4001     12.3958    6.8633
8.4638     12.2161    6.8962
8.7028     12.0691    6.9267
8.8256     11.9404    6.98
9          11.8176    7.1589
9.0996     11.7485    7.2635
9.2297     11.5968    7.4477
9.413      11.5007    7.6256
9.5404     11.4471    7.7206
9.7258     11.3119    7.735
9.91       11.1871    7.648
10.073     11.0099    7.4247
10.1498    10.9357    7.3013
10.275     10.8437    7.2347
10.4345    10.613     7.0925
10.5354    10.504     6.9705
10.6466    10.4473    6.9153
10.7448    10.3853    6.8947
10.8196    10.3201    6.8322
10.9404    10.2886    6.805
11.0842    10.2397    6.6264
11.1907    10.1367    6.4823
11.2612    10.091     6.3391
11.2993    10.0278    6.0326
11.3843    9.9612     5.7503
11.509     9.9451     5.5354
11.6703    9.9023     5.316
11.7514    9.8601     5.034
11.8189    9.8269     4.9109
11.9627    9.7473     4.7562
12.1066    9.7682     4.539
12.1947    9.8491     4.2637
12.261     9.9049     3.9648
12.2534    9.9555     3.702
12.2711    9.9928     3.5849


























































































































































9999       9999       9999       SUPORB







































































































































































































9999       9999       9999       RORBIT







































































































































































































9999       9999       9999       LORBIT







































































































































































































9999       9999       9999       RTEMFOS







































































































































































































9999       9999       9999       LTEMFOS







































































































































































































9999       9999       9999       OP
9999       9999       9999       BA
13.3561    15.1142    7.8456     ST
15.8939    18.0369    8.1146     IV
7.5738     13.9356    8.7802     R_PG
9999       9999       9999       R_ZTI
12.0423    16.3167    9.1778     R_M3D
12.6857    18.1892    9.2341     R_M12
15.1778    19.8426    8.7315     R_MP3
16.0545    19.9903    8.5741     R_PMI
13.3928    8.9662     8.6029     L_PG
16.0918    10.0198    7.8445     L_ZTI
14.9384    14.0571    9.1814     L_M3D
17.4352    15.9343    9.0415     L_M12
18.0361    17.7129    8.7975     L_MP3
17.8403    18.7965    8.4668     L_PMI
17.3474    18.3459    7.1497     O1
17.1109    12.2426    6.6221     O2
9.3541     15.5014    3.0558     O3
8.3194     7.1043     8.2005     O4




















































































































































































9999       9999       9999       RZYGINF







































































































































































































16.8485    13.4704    7.8022     LZYGINF
16.9846    13.124     7.5966
16.9947    12.8488    7.531
17.055     12.6135    7.4953
16.9886    12.3205    7.5233
16.8133    11.9882    7.5907
16.65      11.6225    7.635
16.6362    11.4515    7.6481
16.5872    11.2469    7.7017
16.6451    11.071     7.717
16.4888    10.8418    7.7531
16.3587    10.6352    7.7474
16.2766    10.4278    7.7752
16.1445    10.2247    7.8525
16.0094    9.8908     7.8489

























































































































































































11.9983    16.176     9.125      R-ALV
11.9715    16.5347    9.2177
12.0041    16.908     9.2513
12.055     17.0829    9.183
12.149     17.3583    9.2071
12.2731    17.7317    9.2318
12.3596    17.9202    9.2293
12.5155    18.1548    9.1317
12.7344    18.4136    9.1732
12.963     18.5552    9.0608
13.1866    18.7738    9.0151
13.3572    18.9755    9.0773
13.5762    19.0826    8.9985
13.8166    19.1967    8.9423
14.0542    19.3687    8.905
14.2386    19.4881    8.8029
14.5694    19.5743    8.847
14.7466    19.695     8.7601
14.8497    19.8101    8.7165
15.0284    19.9405    8.6631




















































































































































































14.8251    13.9678    9.0972     L-ALV
15.1072    14.0369    9.1726
15.3983    14.0912    9.185
15.6148    14.1204    9.2017
15.8861    14.2696    9.1933
16.1301    14.4672    9.2186
16.3731    14.6314    9.265
16.6295    14.8399    9.3017
16.8717    15.0697    9.2878
17.1666    15.3564    9.2189
17.3814    15.7056    9.1051
17.3991    16.028     9.0089
17.5783    16.3748    8.9254
17.9228    16.9966    8.7779
18.1038    17.2999    8.7965
18.0613    17.5223    8.835
18.0147    17.8072    8.7938
