NMNH       122173     See13stv
1.1755     4.9461     5.0208     NOSE
0.9759     5.0088     5.0262
0.8638     5.0176     4.897
0.7805     4.9861     4.7442
0.7651     4.9067     4.6025
0.7192     4.8848     4.4387
0.7434     4.8295     4.2841
0.737      4.7512     4.1177
0.7418     4.5461     3.9006
0.8047     4.3774     3.7628
0.8634     4.2718     3.6726
0.9399     4.208      3.5804
1.0489     4.1183     3.474
1.0813     4.0632     3.44
1.2232     4.1926     3.6085
1.3282     4.2848     3.72
1.4203     4.4228     3.8367
1.5079     4.482      3.9614
1.5734     4.615      4.1294
1.606      4.7329     4.3434
1.6286     4.7796     4.5262
1.6076     4.8372     4.687
1.5913     4.8609     4.843
1.5504     4.9423     4.9631
1.4509     4.9483     5.0103
1.2219     4.9651     5.032














































































































































































1.0567     4.0445     3.4462     NASP-PR
1.0147     3.8564     3.3832
1.0091     3.7293     3.3118
1.0053     3.6327     3.2473
0.9733     3.5836     3.1687
0.9949     3.5517     3.0484


































































































































































































0.8912     5.3402     5.3792     R-PM/MAX
0.8335     5.2563     5.1192
0.7621     5.2067     4.8847
0.7102     5.1784     4.6726
0.6707     5.0945     4.4828
0.5943     5.0042     4.2263
0.5281     4.9277     4.0839
0.4493     4.7663     3.9013
0.4313     4.551      3.7494
0.3719     4.4299     3.6023
0.2988     4.2681     3.4248
0.2415     4.1812     3.3069
0.1649     4.0762     3.2433
0.1072     4.0081     3.169
0.124      3.9518     2.9864

























































































































































































1.625      5.1337     5.2134     L-PM/MAX
1.664      5.0506     5.0175
1.6899     5.0185     4.8151
1.7261     4.9384     4.6223
1.7305     4.8101     4.3551
1.7644     4.6507     4.083
1.7684     4.5081     3.8994
1.7861     4.3376     3.7352
1.8559     4.1688     3.582
1.8625     4.0782     3.4217
1.9773     3.9541     3.2771
2.0336     3.8599     3.1533
2.0284     3.733      3.0013
1.9819     3.7673     2.8981


























































































































































































-0.3834    5.4824     2.8497     ROSTRUM
-0.2861    5.4217     3.1
-0.1979    5.388      3.2779
-0.122     5.3731     3.4732
-0.0105    5.3663     3.6404
0.1362     5.3742     3.7939
0.2757     5.3381     3.9259
0.3846     5.3254     4.0928
0.5205     5.3178     4.2211
0.6216     5.2882     4.3926
0.6989     5.3039     4.5981
0.7723     5.2723     4.89
0.8306     5.2488     5.1295
0.9428     5.2228     5.3477
1.2004     5.1771     5.391
1.4924     5.1666     5.4083
1.5625     5.1197     5.2104
1.7004     5.1575     4.8422
1.7703     5.1386     4.5402
1.8608     5.1241     4.3363
2.0382     5.1108     4.1052
2.1543     5.1067     3.941
2.3359     5.099      3.7596
2.5025     5.0873     3.6032
2.6114     5.0954     3.4227
2.6776     5.0513     3.2452
2.8072     5.0791     3.1146
2.8993     5.0708     2.9267
2.9535     5.1171     2.8102
2.9786     5.1183     2.6237










































































































































































-1.4541    7.1528     5.885      SUPORB
-1.3698    7.0386     6.1072
-1.2614    6.9524     6.2311
-1.0938    6.833      6.36
-0.9636    6.7393     6.4348
-0.881     6.6096     6.4938
-0.6979    6.4772     6.5797
-0.4792    6.3407     6.6371
-0.2714    6.223      6.6803
-0.0205    6.1083     6.7263
0.1931     6.0221     6.7346
0.3772     5.9248     6.7397
0.5793     5.839      6.7048
0.7797     5.6958     6.6527
0.9693     5.6285     6.5876
1.1465     5.6014     6.5412
1.3171     5.5936     6.5363
1.5231     5.614      6.5873
1.7138     5.6135     6.6416
1.8727     5.6176     6.67
2.0674     5.627      6.6917
2.3039     5.7129     6.7118
2.4964     5.769      6.7115
2.6897     5.8245     6.7024
2.846      5.8397     6.6767
3.255      5.9978     6.5896
3.5246     6.0474     6.5112
3.7856     6.1578     6.3926
3.9769     6.2703     6.248
4.0939     6.3516     6.1746
4.164      6.4396     6.1106
4.2439     6.474      6.0285
4.2684     6.5199     5.9766







































































































































































-0.357     5.9308     4.2075     RORBIT
-0.5672    5.9607     4.2131
-0.7273    6.0107     4.2555
-0.8658    6.0606     4.2897
-1.029     6.1167     4.4117
-1.2466    6.1984     4.5487
-1.3555    6.3128     4.8247
-1.3967    6.4025     5.0092
-1.4018    6.4744     5.2297
-1.4484    6.5112     5.5184
-1.3077    6.4915     5.7214
-1.1918    6.4438     5.9632
-0.9958    6.4049     6.1145
-0.8089    6.3042     6.302
-0.5877    6.2294     6.364
-0.3006    6.1348     6.4038
-0.1219    5.9862     6.4323
0.0454     5.8968     6.4457
0.231      5.8179     6.4273
0.4119     5.7302     6.4214
0.5716     5.6312     6.3978
0.6945     5.6295     6.2578
0.7773     5.6093     6.186
0.8269     5.8466     5.8357
0.8877     5.9563     5.5841
0.908      6.0758     5.5998














































































































































































2.9753     5.4746     4.2337     LORBIT
3.2629     5.4657     4.2223
3.4307     5.5238     4.2798
3.6227     5.5665     4.3651
3.7942     5.6067     4.4931
3.9317     5.6595     4.6467
3.9952     5.764      4.8322
4.1004     5.7976     5.0507
4.0969     5.8397     5.1851
4.1735     5.8654     5.3423
4.199      5.9162     5.4889
4.1517     5.9028     5.6115
4.0559     5.8876     5.8365
3.9111     5.8787     5.9622
3.8406     5.8749     6.074
3.6946     5.8681     6.2222
3.5161     5.8578     6.3065
3.3226     5.8103     6.4111
3.1383     5.7662     6.4331
2.9534     5.6865     6.4753
2.7667     5.6352     6.5109
2.4968     5.5628     6.4522
2.2065     5.5452     6.3988
2.0399     5.5454     6.3132
1.8868     5.541      6.2235
1.8034     5.5747     6.042
1.7788     5.6459     5.9258
1.7566     5.7094     5.7349












































































































































































9999       9999       9999       RTEMFOS







































































































































































































4.297      6.516      5.8866     LTEMFOS
4.3673     6.3879     5.7663
4.4383     6.3001     5.6091
4.4581     6.1847     5.4259
4.4882     6.1048     5.2273
4.4968     6.0344     5.032
4.4926     5.9605     4.8426
4.4935     5.9276     4.6718
4.5119     5.8758     4.5102
4.5636     5.8557     4.2983
4.644      5.925      4.112
4.7002     5.9846     3.9975
4.7988     6.0931     3.9161
4.8881     6.1607     3.8663
4.9295     6.2421     3.8483
5.0059     6.3633     3.8545
























































































































































































2.2358     3.4614     6.4258     OP
2.1603     5.1176     6.6253     BA
1.862      8.0416     5.924      ST
1.5377     10.5879    5.5802     IV
-0.7535    5.1515     6.2675     R_PG
9999       9999       9999       R_ZTI
0.4328     7.8784     6.4431     R_M3D
-0.094     9.144      6.4322     R_M12
0.1939     10.8348    5.9307     R_MP3
0.6342     11.3127    5.7376     R_PMI
5.0223     5.6503     6.1123     L_PG
5.74       7.731      5.3692     L_ZTI
3.3534     8.2759     6.2509     L_M3D
3.5529     9.6261     6.1823     L_M12
2.9166     11.0572    5.7756     L_MP3
2.3096     11.485     5.6954     L_PMI
1.1892     12.1059    5.8514     O1
-0.4146    7.3397     2.8136     O2
5.7955     6.3813     5.4732     O3
1.2244     2.0366     4.4775     O4




















































































































































































9999       9999       9999       RZYGINF







































































































































































































4.2666     9.6382     5.1946     LZYGINF
4.323      9.4566     5.3155
4.5194     9.3949     5.3203
4.7154     9.3468     5.3111
4.8935     9.2865     5.3383
5.1197     9.1543     5.4249
5.2226     9.0415     5.4605
5.3152     8.8914     5.5153
5.3934     8.7278     5.5201
5.4954     8.4613     5.5417
5.5541     8.2635     5.4793
5.6687     8.0893     5.4375
5.701      7.8836     5.4059
5.7028     7.8023     5.4094
5.7068     7.6576     5.3737

























































































































































































0.434      7.9024     6.504      R-ALV
0.3248     8.0394     6.4951
0.228      8.1126     6.495
0.1486     8.291      6.469
0.1106     8.4597     6.4579
0.0543     8.614      6.4886
-0.0243    8.8244     6.4405
-0.0776    9.0545     6.4436
-0.0765    9.2374     6.4329
-0.0899    9.415      6.4318
-0.0813    9.5645     6.398
-0.0412    9.8642     6.3479
0.0312     10.1171    6.2438
0.0837     10.3268    6.1465
0.138      10.5171    6.1071
0.1405     10.7019    5.9748
0.1778     10.7816    5.9638























































































































































































3.3043     8.216      6.377      L-ALV
3.3935     8.4102     6.29
3.5022     8.7335     6.281
3.5326     8.9073     6.2469
3.5883     9.1788     6.2247
3.6002     9.3453     6.199
3.561      9.5265     6.1939
3.5248     9.7557     6.164
3.4703     9.9984     6.1068
3.4241     10.1399    6.1718
3.2677     10.398     6.0702
3.1288     10.6414    5.909
3.0463     10.829     5.8927
2.9696     11.018     5.8416
2.9138     11.0932    5.817
