NMNH       410879     Php6stv
8.8385     8.088      6.1962     NASP-PR
8.7404     7.95       5.9854
8.7194     7.9211     5.7482
8.6927     7.918      5.5153
8.6848     7.9012     5.3745
8.7994     7.855      5.0911
8.7662     8.01       4.845

































































































































































































10.8181    10.7823    10.6094    R-PM/MAX
10.682     10.7097    10.4542
10.5145    10.636     10.2668
10.3965    10.5936    10.1413
10.2274    10.5437    9.9754
10.0379    10.4441    9.8126
9.9227     10.3599    9.6753
9.8158     10.3181    9.5789
9.7255     10.2686    9.4613
9.5912     10.1973    9.3061
9.4368     10.1309    9.1346
9.2945     10.0685    8.9779
9.1734     10.0227    8.8493
9.0499     9.9768     8.7292
8.8797     9.9195     8.5292
8.7415     9.8906     8.3604
8.6208     9.8892     8.1909
8.5313     9.8264     8.021
8.4249     9.8579     7.8356
8.3874     9.8424     7.6379
8.3553     9.8646     7.4686
8.3021     9.961      7.2248
8.2691     10.0622    7.0463
8.2433     10.1309    7.0018
8.1478     10.1356    6.8009
8.1127     10.1904    6.607
8.0855     10.1963    6.3847
8.0624     10.1427    6.1558
8.0697     10.1242    5.972
8.1254     10.0987    5.7968
8.2966     10.0524    5.6003









































































































































































11.4105    10.095     10.4015    L-PM/MAX
11.39      9.9801     10.2902
11.3096    9.7906     10.1138
11.239     9.579      9.9091
11.1368    9.4514     9.7734
11.0704    9.2809     9.6352
11.0218    9.1586     9.4907
10.9487    8.9609     9.3025
10.9072    8.7425     9.1646
10.7902    8.5539     8.93
10.7468    8.3948     8.7514
10.7754    8.1748     8.5426
10.7192    8.0337     8.1858
10.6799    7.9401     7.9751
10.7733    7.9105     7.7879
10.8227    7.8465     7.5525
10.848     7.8319     7.384
10.9119    7.7869     7.248
10.9745    7.7425     7.0422
11.0256    7.667      6.8359
11.0282    7.5927     6.6026
11.0678    7.5426     6.4065
11.0417    7.5015     6.1962
11.0345    7.5245     5.9684
11.0238    7.5617     5.8293
10.963     7.7381     5.6054
10.9459    7.8203     5.4971













































































































































































10.1486    13.279     6.884      ROSTRUM
10.1105    13.1966    7.0211
10.0696    13.1641    7.1909
10.0029    13.0639    7.4292
9.9943     12.955     7.5555
10.0725    12.7835    7.7409
10.1622    12.5559    7.937
10.2001    12.3467    8.2062
10.2111    12.2448    8.4774
10.1624    12.109     8.6982
10.0936    11.9927    8.8956
10.0209    11.895     9.1235
9.9156     11.8251    9.3505
9.8357     11.7149    9.4987
9.799      11.6581    9.6709
9.756      11.5506    9.896
9.7139     11.3989    10.1167
9.7912     11.2306    10.2461
9.9634     11.0875    10.2787
10.1638    10.9607    10.1909
10.3179    10.7978    10.2323
10.5047    10.6562    10.249
10.5941    10.5293    10.3293
10.6853    10.3818    10.4391
10.8032    10.2163    10.5095
10.982     10.1141    10.4615
11.1498    10.0552    10.429
11.3017    10.004     10.3541
11.4121    9.9538     10.3001
11.5724    9.8087     10.2856
11.7319    9.7162     10.2644
11.826     9.6085     10.3011
11.9472    9.4554     10.3188
12.0835    9.294      10.3462
12.2599    9.1822     10.223
12.3714    9.1551     10.1339
12.5326    9.2049     9.8782
12.612     9.3844     9.5819
12.7063    9.5253     9.2803
12.8713    9.6188     8.974
12.9552    9.6629     8.7498
13.0929    9.7188     8.556
13.2458    9.7397     8.361
13.4176    9.6949     8.1682
13.5551    9.6852     8.0192
13.7265    9.6407     7.8903
13.8263    9.6171     7.7207
13.9012    9.6249     7.5357
13.9773    9.6419     7.4014
14.0491    9.715      7.2192
14.1094    9.7664     7.1072
14.1232    9.7746     7.0166




















































































































































10.2499    15.4752    13.9204    SUPORB
10.3002    15.4071    14.1161
10.324     15.2495    14.2898
10.3487    15.1668    14.5048
10.3929    14.9694    14.7575
10.4726    14.7908    14.9015
10.5705    14.5974    15.0391
10.7272    14.3226    15.2064
10.8718    14.2051    15.3263
10.9601    14.063     15.4078
11.1702    13.9262    15.546
11.3287    13.7228    15.6459
11.4913    13.5751    15.7299
11.6276    13.4178    15.8045
11.7418    13.2319    15.8544
11.6889    13.0538    15.8646
11.7387    12.8946    15.9013
11.9055    12.6941    15.9366
11.987     12.5147    15.9586
12.1404    12.2612    15.9417
12.1785    12.0933    15.9068
12.1698    11.874     15.8523
12.1811    11.6706    15.7511
12.2233    11.5105    15.6634
12.332     11.4051    15.6647
12.6022    11.392     15.7886
12.7732    11.3603    15.8795
13.0595    11.2617    15.9556
13.2416    11.268     16.0019
13.4095    11.199     15.9954
13.6134    11.1164    15.9732
13.8961    10.9029    15.9063
14.0768    10.9046    15.8985
14.2332    10.8248    15.8524
14.4097    10.7401    15.7817
14.6307    10.6324    15.7037
14.793     10.502     15.6235
14.9323    10.4176    15.5455
15.0699    10.2809    15.4248
15.2146    10.1751    15.3297
15.4092    10.1515    15.2492
15.5104    10.1556    15.1884
15.727     10.1034    15.0865
15.8378    10.0535    14.9754
16.0228    9.9899     14.7963
16.1366    9.985      14.68
16.302     10.062     14.5886
16.3842    10.0182    14.4649
16.4114    10.0017    14.3075
16.429     9.9028     14.0591






















































































































































11.1342    12.9035    12.2641    RORBIT
10.9866    13.0224    12.2595
10.8211    13.0593    12.2497
10.6745    13.2685    12.3382
10.6048    13.4606    12.5039
10.5845    13.6553    12.722
10.5464    13.8555    12.9254
10.5546    13.9506    13.0781
10.5609    14.0519    13.2422
10.5444    14.1703    13.5605
10.4589    14.2143    13.7717
10.4198    14.1484    13.9973
10.3936    14.028     14.2071
10.3314    13.7906    14.5098
10.3988    13.5317    14.5864
10.5177    13.328     14.6229
10.6022    13.1279    14.6318
10.7637    13.0422    14.6125
10.8537    12.9456    14.6177
10.9577    12.6909    14.5555
11.1567    12.4732    14.4771
11.3342    12.3559    14.5014
11.4433    12.2658    14.5596
11.4997    12.1159    14.6496
11.7335    11.9346    14.6032
11.8792    11.8655    14.4182
11.9722    11.8367    14.2503
12.0226    11.7655    14.0533
12.0846    11.8119    13.8465
12.0668    11.8029    13.7082
12.0759    11.7798    13.5305









































































































































































13.9086    10.3867    12.3708    LORBIT
14.129     10.2802    12.3665
14.297     10.1966    12.408
14.5093    10.0989    12.526
14.7387    9.9956     12.7169
14.8932    9.9499     12.8974
14.9889    10.0235    13.1085
15.0869    10.0263    13.3216
15.1172    10.0101    13.5531
15.1834    9.9584     13.8055
15.1407    9.9728     14.0765
15.0887    9.8388     14.2632
14.917     9.9175     14.4291
14.801     9.8951     14.57
14.662     9.9156     14.6989
14.4689    9.9288     14.7745
14.285     9.9271     14.8561
14.056     9.9659     14.8404
13.8855    10.0578    14.7845
13.7121    10.1291    14.7719
13.4913    10.2166    14.8082
13.4471    10.3265    14.7472
13.2623    10.5005    14.6919
13.0995    10.6592    14.8172
12.8807    10.7918    14.856
12.7348    10.9768    14.6629
12.6451    11.1084    14.478
12.6309    11.2099    14.2764
12.6567    11.2964    14.1269
12.6768    11.3726    13.9353
12.6742    11.4075    13.8212
12.666     11.3832    13.6952
12.6349    11.3771    13.4909







































































































































































10.2568    15.4286    13.9897    RTEMFOS
10.1735    15.4266    13.7518
10.0927    15.4388    13.5159
10.0562    15.4429    13.3614
10.0197    15.4605    13.1806
9.9578     15.4166    13.011
9.9168     15.3932    12.8011
9.8904     15.346     12.6396
9.8647     15.3009    12.4338
9.8309     15.2818    12.323
9.789      15.2376    12.099
9.7504     15.2015    11.9796
9.6698     15.1648    11.7991
9.6217     15.2199    11.526
9.4885     15.1311    11.378
9.4432     15.202     11.2165
9.4404     15.3312    11.0824
9.4068     15.542     10.9854
9.3959     15.7479    10.9538
9.3887     15.9741    10.9876
9.416      16.1818    11.0256
9.5502     16.2991    11.1035


















































































































































































16.3945    9.9436     14.1038    LTEMFOS
16.4212    9.8723     13.864
16.4854    9.7758     13.5218
16.4501    9.6952     13.3027
16.4198    9.6487     13.0596
16.4024    9.6016     12.8712
16.3608    9.568      12.6378
16.3076    9.4916     12.4887
16.2957    9.4394     12.2641
16.2744    9.3698     11.9921
16.2089    9.2897     11.8388
16.1885    9.1878     11.6315
16.2075    9.1156     11.4055
16.3218    9.0423     11.1749
16.4818    8.9627     10.9885
16.7269    9.0532     11.0029
16.9243    9.0646     11.006
17.1661    9.1444     11.0631
17.3697    9.2011     11.0723
17.4846    9.3072     11.1142




















































































































































































9.4825     7.1485     12.3016    OP
11.0725    8.8103     12.3457    BA
13.8216    12.4876    11.558     ST
17.4418    17.1306    12.4594    IV
7.85       11.4759    11.3667    R_PG
8.1583     14.3374    10.5374    R_ZTI
12.3624    14.2832    12.7039    R_M3D
13.5697    16.4644    13.198     R_M12
15.4981    18.2018    13.1519    R_MP3
16.71      18.6167    13.2587    R_PMI
14.1563    6.338      11.7131    L_PG
16.9004    7.4254     10.8597    L_ZTI
15.9046    11.5513    12.7524    L_M3D
17.7296    13.285     13.1242    L_M12
18.9983    15.4045    13.1391    L_MP3
19.4042    16.8363    13.0901    L_PMI
19.511     17.8793    12.2153    O1
10.4243    13.0842    6.2821     O2
16.7227    6.9413     10.2946    O3
10.5408    3.9473     10.5981    O4




















































































































































































11.4998    15.5801    11.2174    RZYGINF
11.2081    15.5961    11.0077
11.0692    15.6636    10.8866
10.8578    15.6141    10.7871
10.5374    15.5821    10.7172
10.2879    15.5487    10.7157
10.0257    15.4925    10.7386
9.7964     15.3478    10.7899
9.6131     15.259     10.8124
9.4414     15.1196    10.8214
9.3604     15.0474    10.8278
9.2785     15.0016    10.8166
9.0412     14.8256    10.8177
8.8578     14.7643    10.781
8.6514     14.7055    10.7359
8.5627     14.7006    10.6937
8.4565     14.641     10.6913
8.3391     14.5218    10.6655
8.2342     14.3817    10.6148
8.1277     14.2411    10.563




















































































































































































17.5276    10.864     11.3377    LZYGINF
17.4944    10.7186    11.1579
17.5676    10.5952    11.0705
17.6283    10.4042    10.9547
17.67      10.2154    10.9041
17.684     9.9748     10.8806
17.6687    9.7449     10.8862
17.612     9.5731     10.9072
17.6026    9.3484     10.9464
17.4822    9.0712     10.9934
17.4047    8.8726     11.01
17.3251    8.6516     11.016
17.313     8.5036     11.0218
17.2479    8.2784     11.044
17.2429    8.0494     11.0009
17.1732    7.8818     10.9912
17.1117    7.7614     10.973
17.0182    7.6146     10.9523
16.932     7.524      10.9148
16.7838    7.4215     10.8758




















































































































































































12.3518    14.365     12.7612    R-ALV
12.3459    14.574     12.7338
12.3948    14.8145    12.7711
12.4961    15.0699    12.8377
12.6653    15.3575    12.9248
12.8347    15.5906    12.989
13.0206    15.8803    13.056
13.1129    16.0446    13.0671
13.2382    16.253     13.066
13.4821    16.4455    13.1708
13.7195    16.6043    13.22
13.9313    16.8614    13.2875
14.1673    17.0792    13.2486
14.4181    17.2311    13.2189
14.5764    17.4112    13.224
14.752     17.6533    13.2651
14.9909    17.8169    13.3107
15.128     17.9956    13.2219
15.2443    18.1301    13.1828
15.4812    18.24      13.1257




















































































































































































15.8299    11.5521    12.8082    L-ALV
16.1423    11.6322    12.8131
16.3364    11.7426    12.8794
16.5251    11.8673    12.8815
16.6597    11.9934    12.9355
16.7935    12.1287    12.9796
16.9443    12.3056    13.0102
17.0712    12.4338    13.043
17.2004    12.5527    13.0686
17.3295    12.6976    13.0732
17.4413    12.8294    13.1841
17.5818    13.0242    13.1909
17.7152    13.2957    13.1785
17.798     13.4609    13.2066
17.9241    13.6863    13.2742
18.0335    13.795     13.2677
18.1846    14.0948    13.2027
18.2449    14.322     13.2247
18.4214    14.5613    13.2386
18.6129    14.7839    13.2334
18.6998    15.0049    13.2702
18.8376    15.2002    13.264
19.0006    15.4205    13.1611
