AMNH       169432     Phu1bjw





















































0.3848     10.0037    10.5225    NOSE
0.2228     10.1024    10.5906
-0.0021    10.0483    10.4899
-0.2325    9.9653     10.4315
-0.3374    9.9004     10.2004
-0.4494    9.7868     10.0783
-0.5467    9.6458     9.8906
-0.6567    9.4738     9.7129
-0.7535    9.309      9.513
-0.8817    9.1482     9.3819
-0.9273    8.9931     9.1943
-0.978     8.7693     8.9422
-1.0019    8.6073     8.7324
-1.0175    8.1936     8.4368
-0.9735    7.9431     8.2973
-0.8143    7.7033     8.183
-0.7579    7.4815     8.1164
-0.5644    7.2545     8.0036
-0.3913    7.0171     7.8774
-0.0137    7.0107     7.5623
0.2983     6.9493     7.5584
0.6052     7.0017     7.8441
0.8222     7.1661     7.9757
1.0784     7.3674     8.0282
1.315      7.6226     8.112
1.4535     7.844      8.2066
1.5261     8.1948     8.4552
1.6229     8.4498     8.6956
1.6404     8.8398     9.0591
1.6724     9.1344     9.4037
1.5935     9.3864     9.6242
1.2795     9.6422     9.8722
1.1822     9.82       10.0891
1.1446     9.9414     10.2774
0.9975     9.9808     10.391
0.7781     9.9394     10.5124
0.5827     9.9588     10.6024



































































































































































0.1148     6.8408     7.3893     NASP-PR
0.107      6.716      7.2162
0.0591     6.578      7.0373
0.0173     6.523      6.759
0.0046     6.4871     6.4944
-0.0101    6.4812     6.3004
0.0616     6.4808     6.0047
-0.0034    6.5261     5.8829
































































































































































































-0.3791    10.9461    11.0026    R-PM/MAX
-0.4534    10.7072    10.8151
-0.5374    10.5448    10.6452
-0.6132    10.3432    10.435
-0.7382    10.0921    10.2496
-0.8225    9.8885     10.0718
-0.9297    9.6995     9.861
-1.031     9.4827     9.5853
-1.1041    9.2932     9.2551
-1.2184    9.107      8.9214
-1.3313    8.8836     8.5464
-1.4374    8.6845     8.1157
-1.628     8.4655     7.7352
-1.7937    8.284      7.415
-1.8964    8.3861     7.0629
-1.6994    8.2637     6.7642
-1.5564    8.3326     6.5898























































































































































































1.4902     10.7418    10.8883    L-PM/MAX
1.5333     10.4975    10.5999
1.5957     10.286     10.3844
1.6461     10.1453    10.2236
1.7066     9.9301     10.0388
1.8057     9.6889     9.8082
1.8486     9.5113     9.6143
1.8956     9.3392     9.4022
1.9068     9.2261     9.2296
1.9191     9.0956     9.0789
1.9365     8.9544     8.8384
1.9314     8.8595     8.664
1.9335     8.676      8.3799
1.9616     8.5806     8.1493
1.9681     8.4092     7.844
2.0204     8.2157     7.5825
2.097      8.108      7.3811
2.1882     8.0744     7.1649
2.1799     8.1        6.8071





















































































































































































-2.2572    12.9575    7.0815     ROSTRUM
-2.4333    12.9531    7.4584
-2.3628    12.9165    7.839
-2.2591    12.905     8.1049
-2.1198    12.8736    8.3298
-1.9348    12.7843    8.6561
-1.7623    12.6947    8.9832
-1.7606    12.6357    9.3185
-1.8332    12.6241    9.7013
-1.8912    12.6108    10.0331
-2.03      12.4639    10.4313
-2.1554    12.3548    10.9577
-1.9356    12.2275    11.2509
-1.6168    12.1343    11.6439
-1.1065    12.084     11.5659
-0.6924    12.0394    11.6082
-0.3723    11.9866    11.7359
-0.0266    11.8648    11.8632
0.2318     11.7293    12.0973
0.6731     11.6348    12.2882
1.1724     11.6661    12.1927
1.4452     11.8025    11.8972
1.7328     11.812     11.5635
2.0531     11.861     11.3513
2.5204     11.8728    11.2352
3.0277     11.7788    11.2388
3.2959     11.8058    10.944
3.4628     11.9112    10.5715
3.4409     11.8547    10.2651
3.3424     11.9071    9.9871
3.1977     11.9485    9.7912
3.0343     12.0188    9.4874
2.8799     12.1042    9.0817
2.8061     12.209     8.6697
2.8585     12.3099    8.2629
3.047      12.3612    7.9205
3.2125     12.429     7.6391
3.3326     12.5557    7.371
3.3495     12.6589    7.0897
3.333      12.5778    6.8735
3.2061     12.6113    6.6296































































































































































-3.427     17.5811    15.4053    SUPORB
-3.2515    17.5757    15.8968
-3.0653    17.533     16.3393
-2.8187    17.4876    16.7126
-2.4948    17.4389    17.0397
-2.0686    17.3383    17.2898
-1.7005    17.2528    17.4609
-1.2889    17.2747    17.5748
-0.8363    17.2739    17.7038
-0.3663    17.1851    17.7658
-0.0177    17.0666    17.7512
0.296      16.8325    17.7571
0.544      16.5911    17.6877
0.8854     16.3856    17.5988
1.2225     16.3095    17.5029
1.6794     16.3955    17.4329
2.1482     16.5672    17.491
2.3744     16.6945    17.5062
2.7849     16.7966    17.4807
3.1188     16.8883    17.4509
3.4439     16.9457    17.3845
3.7411     16.9165    17.2999
4.0967     16.877     17.1565
4.3987     16.9467    17.0106
4.549      16.9369    16.9268
4.8115     16.9725    16.7711
4.9191     16.7732    16.7317
5.3208     16.8453    16.4557
5.5924     17.0292    16.0801
5.7589     17.1281    15.8048
5.8635     17.2596    15.499
5.9444     17.3474    15.2024
6.0313     17.3896    14.7527







































































































































































-1.1582    15.7298    14.3044    RORBIT
-1.46      15.9199    14.4369
-1.7944    15.9821    14.5695
-2.1054    16.2036    14.7566
-2.2386    16.4272    14.9589
-2.3547    16.638     15.2198
-2.4172    16.8176    15.5738
-2.4768    16.7208    16.0167
-2.2333    16.5998    16.3377
-2.0096    16.4306    16.586
-1.6606    16.2615    16.7704
-1.2964    16.1716    16.7481
-1.0652    16.1466    16.7749
-0.7912    16.0761    16.7867
-0.4042    15.9717    16.6893
-0.0605    16.0589    16.6808
0.2236     16.1363    16.8167
0.5267     16.1067    16.7855
0.713      16.0753    16.5089
0.8007     15.9314    16.1956
0.8721     15.8773    15.8436
0.8901     15.772     15.41


















































































































































































4.9181     16.3522    14.475     LORBIT
5.0893     16.4664    14.7064
5.2088     16.5564    15.0186
5.1633     16.4368    15.4404
5.0124     16.25      15.8873
4.6886     16.1217    16.0937
4.337      16.0088    16.2448
3.9414     15.8695    16.3362
3.5534     15.8631    16.3302
3.2216     15.9007    16.3161
2.992      15.9912    16.5334
2.7144     16.073     16.5438
2.3194     15.9491    16.6793
2.1058     15.9206    16.4769
1.9962     15.9177    16.2308
1.8677     15.764     16.0561
1.8635     15.8823    15.7525
1.8196     15.8364    15.4619
1.7932     15.7799    15.2927





















































































































































































-3.4057    17.572     15.333     RTEMFOS
-3.4758    17.3494    15.1357
-3.519     17.1824    14.9836
-3.504     17.1333    14.7909
-3.5498    17.0166    14.6104
-3.5876    16.8979    14.4131
-3.62      16.7838    14.2348
-3.6357    16.6479    14.0299
-3.6748    16.5326    13.8077
-3.7196    16.4327    13.5895
-3.7682    16.3068    13.406
-3.8436    16.2343    13.1448
-3.9022    16.1502    12.9958
-3.9703    16.1532    12.7463
-4.0734    16.0952    12.5107
-4.2677    16.2104    12.1354
-4.4778    16.3983    11.9228
-4.6034    16.7076    11.8677
-4.6163    17.1582    11.8825
-4.6537    17.6409    11.9787




















































































































































































5.9495     17.3782    14.5321    LTEMFOS
5.9974     17.2052    14.3295
6.0046     16.9655    14.1704
6.0039     16.8127    13.8282
5.9926     16.6846    13.5856
5.9506     16.578     13.2805
5.9263     16.3879    12.9708
5.8556     16.2346    12.6713
5.8424     16.1257    12.405
5.8072     15.9978    12.0953
5.8439     15.8585    11.8812
5.896      15.797     11.6814
5.9201     15.8183    11.4092
6.0108     15.8053    11.189
6.1295     15.9808    10.936
6.2803     16.3098    10.8761
6.4037     16.6176    10.8967
6.4531     16.9589    10.9196






















































































































































































-0.0453    8.074      15.0378    OP
-0.2766    10.3112    14.7727    BA
0.4485     16.4392    12.593     ST
0.9546     22.8443    11.6377    IV
9999       9999       9999       R_PG
-5.6249    13.097     12.2817    R_ZTI
-1.9187    17.5033    14.0576    R_M3D
-2.0346    20.1784    13.415     R_M12
-1.4337    22.8564    12.8381    R_MP3
-0.605     24.4933    12.0204    R_PMI
4.0695     9.8177     14.3648    L_PG
6.0177     12.2604    12.4934    L_ZTI
2.9807     17.1003    14.2578    L_M3D
3.6637     19.6539    13.4037    L_M12
3.4572     22.3681    12.7299    L_MP3
2.768      24.1274    11.9422    L_PMI
2.0066     26.1815    11.1768    O1
3.8629     11.5129    7.8803     O2
-3.531     12.5474    7.9766     O3
-0.4041    4.3376     13.3639    O4




















































































































































































-3.7713    16.4578    11.6373    RZYGINF
-4.0225    16.2938    11.535
-4.304     16.173     11.494
-4.5828    15.9117    11.5934
-4.7804    15.5305    11.868
-4.7708    15.2294    12.0754
-4.8787    14.8801    12.2595
-4.998     14.5746    12.3367
-5.0913    14.2743    12.3759
-5.3485    13.9294    12.2963
-5.3886    13.5931    12.4199
-5.5808    13.2997    12.3616
-5.66      13.1153    12.255



























































































































































































4.51       15.9       11.7595    LZYGINF
4.638      15.6873    11.6742
4.8041     15.5145    11.6155
5          15.3137    11.6371
5.1652     15.0937    11.7265
5.3102     14.8081    11.9057
5.3692     14.5323    12.0882
5.4051     14.2196    12.2869
5.4529     14.0101    12.4066
5.4749     13.7915    12.4763
5.5338     13.4933    12.5593
5.5555     13.2759    12.6045
5.6049     13.0602    12.6236
5.7098     12.8705    12.6354
5.7718     12.711     12.6262
5.842      12.5212    12.6029
5.9145     12.2401    12.5466























































































































































































-2.0076    17.476     13.8685    R-ALV
-2.1515    17.8299    13.895
-2.2053    18.1183    13.8744
-2.241     18.3933    13.8211
-2.2219    18.7407    13.725
-2.2048    19.0438    13.7172
-2.2226    19.2973    13.6182
-2.1931    19.5349    13.5789
-2.1073    19.9737    13.3914
-2.0367    20.3165    13.3262
-1.967     20.6166    13.3191
-1.8841    21.039     13.2766
-1.7539    21.3366    13.1417
-1.6567    21.6598    13.0746
-1.5753    21.9467    13.0445
-1.5698    22.1924    13.0144
-1.5479    22.4395    12.9326
-1.5574    22.664     12.8292
-1.5249    22.7954    12.7755





















































































































































































3.1761     17.1973    14.0834    L-ALV
3.342      17.4639    14.0578
3.418      17.6472    14.0283
3.5012     17.8969    13.9656
3.5491     18.1238    13.8439
3.5665     18.3722    13.8248
3.6298     18.5405    13.7548
3.6481     18.7951    13.7305
3.716      19.0474    13.5977
3.6767     19.1792    13.5775
3.6889     19.4769    13.4099
3.6864     19.8099    13.3375
3.6896     20.0623    13.2589
3.6789     20.2847    13.2175
3.6669     20.6177    13.1461
3.5791     20.8956    13.0359
3.5633     21.0735    12.9973
3.5324     21.3353    12.9679
3.4888     21.6384    12.9252
3.5014     21.9092    12.8545
3.5405     22.1899    12.7391
3.506      22.4031    12.7082
