AMNH       169432     Phu1bjw





















































1.5356     10.1441    10.5985    L-PM/MAX
1.5736     9.9794     10.352
1.6601     9.7507     10.1204
1.7201     9.5586     9.8975
1.7971     9.3068     9.6887
1.911      9.0717     9.4373
1.9669     8.8257     9.1745
1.9953     8.6388     8.9373
2.0154     8.466      8.7164
2.0319     8.2859     8.4149
2.0463     8.0977     8.0648
2.0807     7.9153     7.7371
2.131      7.6568     7.342
2.2578     7.5588     7.0517
2.3807     7.548      6.7898
2.175      7.5586     6.3982
























































































































































































-2.4089    12.315     6.9282     ROSTRUM
-2.3894    12.3213    7.3184
-2.3073    12.2867    7.7001
-2.0996    12.2245    8.0183
-1.9175    12.1946    8.3019
-1.7812    12.1041    8.5877
-1.7571    12.0224    9.0068
-1.866     11.9229    9.4418
-1.9547    11.9314    9.8309
-2.1909    11.7696    10.5184
-2.0146    11.6724    10.8537
-1.658     11.5023    11.3258
-1.1548    11.4586    11.2663
-0.5417    11.4325    11.3501
-0.0705    11.3021    11.5576
0.6319     11.0768    12.0075
1.2126     11.1091    11.8455
1.5898     11.226     11.3919
1.7981     11.2551    11.213
2.0687     11.287     11.0404
2.4035     11.3387    10.9404
2.9854     11.2451    10.9586
3.3085     11.2605    10.6262
3.4677     11.3773    10.2683
3.4031     11.3161    9.8961
3.3516     11.3297    9.6857
3.1255     11.404     9.3892
2.9298     11.5089    8.9336
2.7926     11.6475    8.5294
2.8344     11.7258    8.0513
3.055      11.9025    7.6265
3.3106     12.0254    7.2063
3.3315     12.1403    6.8169
3.188      12.1133    6.3494






































































































































































-3.5614    16.9192    15.0209    SUPORB
-3.3942    16.8948    15.5464
-3.1875    16.8871    16.0255
-2.9683    16.7726    16.3859
-2.6419    16.6067    16.7196
-2.3764    16.3638    16.9029
-2.0511    16.3623    17.0687
-1.6501    16.2562    17.1787
-1.3011    16.1793    17.2456
-1.0154    16.3185    17.3125
-0.572     16.3416    17.3816
-0.0796    16.2491    17.4242
0.3564     16.1166    17.3685
0.8478     16.0019    17.272
1.1592     15.9553    17.1778
1.6095     15.9248    17.1075
2.2029     15.9831    17.167
2.5425     16.1021    17.1533
2.8583     16.1038    17.1095
3.2468     16.2157    17.0615
3.6171     16.2968    16.9527
3.9109     16.377     16.8486
4.1248     16.4092    16.7636
4.46       16.447     16.5838
4.7936     16.4524    16.4066
5.1348     16.5483    16.163
5.3587     16.6004    15.9607
5.5624     16.7388    15.6114
5.6865     16.753     15.3395
5.7391     16.7331    15.0228
5.8711     16.8893    14.4999









































































































































































-2.5196    16.0254    14.9451    RORBIT
-2.6511    16.1256    15.3671
-2.532     16.0655    15.728
-2.2892    15.934     16.0215
-1.9768    15.7944    16.2684
-1.6723    15.6002    16.4275
-1.3255    15.5663    16.4186
-1.0137    15.5082    16.4309
-0.6541    15.4427    16.3318
-0.1533    15.491     16.3773
0.1503     15.44      16.5764
0.5505     15.428     16.4002
0.7154     15.2727    15.8819
0.7976     15.242     15.4747
0.6958     15.2489    15.0168

























































































































































































4.8086     15.8703    14.1746    LORBIT
4.9701     16.0457    14.4953
5.0553     16.0082    15.0612
4.812      15.8047    15.5515
4.4915     15.621     15.8216
4.0903     15.4874    15.9293
3.6406     15.3694    15.9948
3.2996     15.3792    15.9829
2.9411     15.5638    15.9385
2.5872     15.5383    16.2381
2.0711     15.371     16.3072
1.827      15.2786    15.9635
1.733      15.2844    15.5345
1.6525     15.2202    15.0304


























































































































































































-3.5815    16.9227    15.0118    RTEMFOS
-3.6365    16.6928    14.7643
-3.6803    16.498     14.5052
-3.7071    16.2982    14.1888
-3.7622    16.1013    13.881
-3.7665    15.9229    13.6516
-3.7995    15.8459    13.3547
-3.8753    15.6985    13.0734
-3.9301    15.5011    12.8272
-4.061     15.4633    12.4574
-4.1474    15.4157    12.2371
-4.2884    15.5008    11.8335
-4.6003    15.7899    11.5434
-4.7189    16.1906    11.4792
-4.7858    16.593     11.5018
-4.8478    16.9612    11.5527
























































































































































































5.8878     16.9088    14.3533    LTEMFOS
5.8623     16.6856    13.9261
5.8919     16.4446    13.6122
5.8669     16.3248    13.2715
5.84       16.0943    12.9254
5.7784     15.9304    12.586
5.775      15.7027    12.3371
5.7559     15.6122    12.0701
5.7499     15.4615    11.8047
5.7515     15.4362    11.5329
5.808      15.3647    11.2992
5.8283     15.3873    11.0819
5.9253     15.3667    10.8656
6.0766     15.5612    10.6174
6.2176     15.9533    10.599
6.2954     16.2942    10.602
6.355      16.5068    10.6185























































































































































































0.2486     9.7586     12.8034    OP
-0.0461    11.8675    13.0759    BA
0.5352     18.4394    12.5318    ST
0.9311     24.8686    13.2043    IV
9999       9999       9999       R_PG
-5.2415    15.1363    11.0049    R_ZTI
-1.9257    18.9981    14.0503    R_M3D
-2.077     21.7755    14.0768    R_M12
-1.6006    24.5668    14.1659    R_MP3
-0.7046    26.3381    13.8667    R_PMI
4.4405     11.7323    12.9977    L_PG
6.2072     14.4566    11.9242    L_ZTI
3.0389     18.7287    14.5297    L_M3D
3.5894     21.4314    14.3783    L_M12
3.2682     24.2292    14.4091    L_MP3
2.9693     26.0447    13.683     L_PMI
1.8507     28.1375    13.7271    O1
4.4578     14.983     7.1002     O2
-2.8482    15.6749    6.8514     O3
0.1288     6.5043     10.28      O4




















































































































































































-3.5765    18.5896    11.3075    RZYGINF
-3.8347    18.4065    11.1254
-4.0784    18.2313    11.0931
-4.2554    17.866     11.1115
-4.4409    17.618     11.2258
-4.5499    17.3326    11.3793
-4.6293    16.8915    11.4656
-4.7751    16.5089    11.4742
-4.834     16.1241    11.4085
-4.991     15.7543    11.3606
-5.186     15.4697    11.2127
-5.3376    15.1398    10.9913




























































































































































































4.5768     18.2968    12.0812    LZYGINF
4.7805     18.1745    11.8772
4.9195     17.9171    11.7627
5.1868     17.662     11.684
5.3696     17.431     11.7499
5.5432     17.1348    11.8247
5.6509     16.7186    12.0052
5.6665     16.451     12.0971
5.6707     16.1546    12.1412
5.7212     15.9004    12.1607
5.8154     15.6234    12.1803
5.8895     15.3466    12.1551
5.9928     15.0996    12.0896
6.0616     14.8398    12.0156
6.2296     14.4993    11.8665

























































































































































































-2.0414    19.1465    13.9378    R-ALV
-2.1926    19.4836    13.945
-2.2225    19.7303    14.0102
-2.2562    20.0904    14.0095
-2.2385    20.38      14.0296
-2.2161    20.5865    14.0827
-2.2145    20.8883    14.0622
-2.1848    21.1367    14.1222
-2.1463    21.4413    14.1142
-2.0753    21.7139    14.0308
-2.0398    22.0006    14.0668
-2.013     22.3068    14.0604
-1.9728    22.5969    14.0948
-1.8096    22.9298    14.1215
-1.7123    23.311     14.1233
-1.6769    23.6666    14.0929
-1.6759    23.8827    14.0736
-1.7007    24.1408    14.0262
-1.666     24.4186    14.0692





















































































































































































3.1974     18.8646    14.3203    L-ALV
3.3586     19.1592    14.2815
3.4392     19.4137    14.299
3.5236     19.7466    14.32
3.5689     20.1011    14.305
3.6095     20.5202    14.3447
3.6283     20.8063    14.2287
3.6294     21.2491    14.2747
3.6209     21.5911    14.3209
3.5991     21.9516    14.3092
3.5731     22.3513    14.2954
3.4926     22.7052    14.2621
3.4649     22.9159    14.3022
3.4061     23.2822    14.3382
3.3922     23.5511    14.3406
3.3972     23.8061    14.3463
3.4136     24.2076    14.2923
