MNHN       1972.356   Phh22stv
-0.4732    7.4688     10.1924
-0.5464    7.331      10.0839
-0.5909    7.0955     9.9847
-0.7011    6.9159     9.8443
-0.7466    6.7128     9.7101
-0.8284    6.558      9.5852
-0.9516    6.3023     9.379
-1.0777    6.0583     9.1707
-1.2748    5.805      8.9392
-1.3623    5.5188     8.6896
-1.4329    5.3696     8.4343
-1.4883    5.2268     8.2135
-1.5908    5.087      7.9343
-1.7294    4.7621     7.4412
-1.7551    4.5566     7.1245
-1.9274    4.3339     6.7917
-2.0018    4.1503     6.5053
-2.0828    4.1003     6.3226
-2.0995    4.024      6.0669
-2.0434    3.9839     5.9957
-1.7569    4.0658     5.6838
-1.6684    4.2288     5.5304

















































































































































































0.3559     7.9693     10.4456    L-PM/MAX
0.4105     7.7271     10.2414
0.4691     7.516      10.1144
0.4611     7.2425     10.0266
0.5383     7.0785     9.9067
0.6434     6.8236     9.739
0.7365     6.6633     9.6006
0.8067     6.4543     9.4551
0.9017     6.2678     9.239
1.0358     6.0145     9.0273
1.1476     5.8057     8.7932
1.2678     5.6032     8.566
1.3691     5.4252     8.2784
1.452      5.3027     7.995
1.5043     5.2079     7.7288
1.5749     5.0668     7.4667
1.6707     4.9314     7.1939
1.8066     4.8025     6.8968
1.8938     4.6664     6.6895
1.9419     4.4626     6.4248
2.0083     4.3784     6.2314
1.951      4.2527     5.9297
1.6973     4.385      5.635

















































































































































































-2.6552    7.977      6.2702     ROSTRUM
-2.6591    7.8913     6.5122
-2.5162    7.8581     6.7438
-2.2377    7.8764     6.8173
-2.0694    7.8966     6.9219
-1.8829    7.8584     7.0599
-1.7513    7.7925     7.1952
-1.6929    7.7929     7.3681
-1.6409    7.7344     7.6687
-1.6427    7.6917     7.9034
-1.6746    7.6977     8.1333
-1.7016    7.5953     8.3833
-1.7921    7.5524     8.6799
-1.8034    7.4581     8.9314
-1.8304    7.4573     9.0796
-1.908     7.4132     9.325
-1.8417    7.4326     9.5725
-1.4761    7.3157     9.8229
-1.1453    7.4103     9.9198
-0.8278    7.41       9.9766
-0.614     7.4327     10.0985
-0.4657    7.4415     10.1922
-0.3907    7.4655     10.2567
-0.21      7.4806     10.3836
-0.0103    7.512      10.4293
0.2358     7.5292     10.3475
0.4311     7.6019     10.2414
0.561      7.6555     10.1972
0.7505     7.7059     10.1362
0.8701     7.7694     10.0642
1.0622     7.7765     10.0568
1.21       7.8052     10.017
1.3837     7.7827     9.9389
1.6252     7.8212     9.8614
1.7834     7.8336     9.7935
1.8881     7.8883     9.5446
1.8819     7.9534     9.2729
1.7843     8.0269     8.9879
1.6971     8.0406     8.6646
1.6821     8.0265     8.4407
1.6588     8.042      8.1589
1.6767     8.0847     7.98
1.7355     8.0903     7.8062
1.7605     8.1512     7.5973
1.8146     8.2089     7.4421
1.8778     8.2099     7.2105
1.9773     8.2099     7.1216
2.1521     8.2271     7.0065
2.3322     8.2681     6.9004
2.4083     8.2907     6.7674
2.4534     8.3133     6.5536
2.4899     8.3458     6.4073
2.4789     8.3572     6.2188
2.4076     8.3674     6.063


















































































































































-3.982     12.0844    13.4943    SUPORB
-3.8791    12.1289    13.7103
-3.8049    12.1412    13.9599
-3.7316    12.1443    14.1062
-3.6373    12.148     14.301
-3.4631    12.1187    14.5464
-3.2464    11.9662    14.6681
-2.989     11.9652    14.82
-2.7758    11.9256    14.9045
-2.5386    11.8822    14.9802
-2.3701    11.8342    15.0166
-2.0937    11.6517    15.1184
-1.7562    11.4042    15.1995
-1.4661    11.2835    15.2366
-1.1285    11.2086    15.2506
-0.8131    11.1186    15.2252
-0.5188    11.1342    15.1947
-0.1889    11.0679    15.1195
0.1127     10.9855    15.0678
0.5498     10.9909    15.0957
0.9469     11.1655    15.1665
1.2272     11.3538    15.2019
1.5252     11.5452    15.2014
1.8726     11.727     15.1373
2.1806     11.8405    15.0629
2.5479     11.9734    14.9655
2.8438     12.1633    14.8287
3.0947     12.2895    14.7069
3.3412     12.404     14.5353
3.5487     12.474     14.3473
3.6846     12.5681    14.1692
3.7896     12.5151    13.8259
3.8448     12.568     13.6269
3.9062     12.5545    13.5074
3.918      12.557     13.3486
3.9605     12.514     13.2377
3.9667     12.471     13.157
3.994      12.4231    13.0948
4.0479     12.3384    13.0369

































































































































































-1.5342    10.5477    11.7559    RORBIT
-1.8456    10.5757    11.6899
-2.122     10.6508    11.6873
-2.2982    10.7383    11.7425
-2.5555    10.8597    11.9343
-2.8712    11.0604    12.1858
-3.0103    11.2069    12.4046
-3.1107    11.3584    12.6441
-3.2224    11.4425    12.8462
-3.2293    11.5034    13.0087
-3.246     11.5097    13.2554
-3.1541    11.4574    13.5845
-3.0278    11.3907    13.8358
-2.9017    11.3052    14.0482
-2.7059    11.1999    14.2477
-2.3693    11.0491    14.3896
-2.0339    10.9132    14.4562
-1.7415    10.8154    14.4293
-1.5444    10.846     14.3657
-1.3061    10.8742    14.2761
-1.055     10.845     14.3553
-0.7838    10.8346    14.4242
-0.5515    10.8683    14.2429
-0.4173    10.9475    13.9455
-0.3584    11.0036    13.696
-0.3009    10.9402    13.5818
-0.1784    10.8851    13.4328
-0.1668    10.906     13.3436
-0.1004    10.7716    13.1177











































































































































































1.6528     10.8466    11.6734    LORBIT
1.9893     10.8571    11.5699
2.2059     10.8995    11.572
2.4889     11.0356    11.6355
2.759      11.1269    11.7152
2.9374     11.2742    11.87
3.0424     11.4994    12.0736
3.2072     11.6608    12.3248
3.3031     11.7689    12.523
3.2876     11.8797    12.718
3.3931     11.8615    12.9313
3.3775     11.8997    13.2224
3.339      11.859     13.4349
3.2421     11.7778    13.7049
3.1289     11.7122    13.8629
3.0163     11.6028    14.0407
2.8556     11.5319    14.1472
2.7415     11.3868    14.2985
2.6031     11.2858    14.3619
2.4215     11.2189    14.3649
2.2707     11.1941    14.3511
2.0623     11.1305    14.3485
1.8171     11.0723    14.2803
1.6185     10.9821    14.2524
1.202      10.941     14.3835
0.89       10.8723    14.3511
0.5766     10.7722    13.8612
0.4041     10.7455    13.4756
0.3213     10.7577    13.2419
0.3305     10.7854    13.0991
0.3361     10.7913    13.0679









































































































































































-3.935     12.0861    13.5165    RTEMFOS
-3.9993    12.0466    13.3681
-4.0455    11.9508    13.1328
-4.1265    11.8293    13.0518
-4.1467    11.7086    12.8935
-4.1674    11.6148    12.6586
-4.1974    11.5244    12.4146
-4.192     11.4331    12.2044
-4.1808    11.3465    12.0341
-4.1661    11.2521    11.8344
-4.1831    11.1873    11.5572
-4.1766    11.0748    11.3844
-4.1772    11.0069    11.1354
-4.2107    10.9473    10.9187
-4.2443    10.9056    10.6709
-4.2342    10.8812    10.3895
-4.3288    10.8262    10.1147
-4.4028    10.8094    9.9337
-4.5186    10.7734    9.7728
-4.5904    10.8366    9.6864
-4.7394    10.9312    9.5647
-4.936     11.0397    9.482
-5.0061    11.0997    9.4623
-5.1339    11.3172    9.4664
-5.255     11.811     9.5741
-5.4421    11.9144    9.6561
-5.5343    12.0618    9.7061













































































































































































4.0152     12.2523    13.0426    LTEMFOS
4.0754     12.2673    12.867
4.118      12.1396    12.7246
4.1589     12.0925    12.5072
4.1685     12.0632    12.3335
4.1902     11.946     12.1892
4.2056     11.8574    11.9554
4.1975     11.8117    11.7772
4.2058     11.7593    11.5698
4.2304     11.6467    11.3819
4.2678     11.5581    11.1625
4.223      11.515     10.9369
4.1869     11.3395    10.6899
4.1731     11.2875    10.502
4.1749     11.1975    10.2758
4.1794     11.1694    10.0541
4.2067     11.1045    9.8162
4.3239     11.0881    9.5623
4.4402     11.1748    9.4847
4.6394     11.3747    9.3013
4.8174     11.6774    9.2263
4.915      11.8705    9.231
5.0086     12.0879    9.2626
5.0883     12.3358    9.3056
5.1636     12.5232    9.3421
5.2344     12.7541    9.3914
5.2592     12.8125    9.4084













































































































































































0.4304     5.1336     11.6665    OP
0.3139     7.3082     11.8336    BA
-0.3185    12.5809    11.1412    ST
-0.8673    18.4749    11.6658    IV
-4.0376    7.289      11.5356    R_PG
-5.7391    9.5263     10.7495    R_ZTI
-2.5649    13.6499    12.7008    R_M3D
-3.1179    16.2084    12.8319    R_M12
-2.9862    18.3845    12.8093    R_MP3
-2.3589    20.076     12.4545    R_PMI
4.4046     7.8807     11.2734    L_PG
5.5329     10.3191    10.4159    L_ZTI
1.7672     14.074     12.5843    L_M3D
1.7567     16.6155    12.5701    L_M12
1.1709     18.9166    12.6878    L_MP3
0.5008     20.1701    12.4627    L_PMI
-1.7194    21.9215    12.5617    O1
2.8003     10.5101    5.0503     O2
-5.96      9.1884     10.0911    O3
3.1318     3.3406     9.9158     O4




















































































































































































-4.2212    13.0184    11.1029    RZYGINF
-4.3929    12.7336    11.064
-4.6124    12.5917    11.0143
-4.7368    12.5064    10.9718
-4.8877    12.4421    10.9997
-5.0048    12.3658    11.0289
-5.2246    12.3072    11.0666
-5.2756    12.1977    11.1185
-5.4342    11.9515    11.1616
-5.4803    11.7462    11.1794
-5.4461    11.5676    11.208
-5.4484    11.3134    11.2023
-5.4418    11.129     11.2273
-5.4423    10.9732    11.2331
-5.4481    10.7326    11.2689
-5.414     10.4867    11.2625
-5.4886    10.3756    11.1837
-5.5555    10.2306    11.0892
-5.5722    10.0548    10.959
-5.5711    9.8703     10.9207
-5.6166    9.7371     10.8761
-5.6646    9.6173     10.8373
-5.7163    9.5249     10.7915

















































































































































































3.5172     13.5118    10.9152    LZYGINF
3.7627     13.3672    10.8393
3.9403     13.2123    10.8308
4.1122     13.0789    10.8479
4.3546     12.9531    10.8562
4.5928     12.8635    10.9364
4.7526     12.6792    11.0044
4.9104     12.4378    11.0257
4.9863     12.0755    10.9981
4.9181     11.9246    10.9963
4.8473     11.7031    10.9847
4.9647     11.4523    10.93
5.0037     11.3181    10.9156
5.0759     11.1703    10.8837
5.1606     10.9615    10.8493
5.2302     10.8139    10.794
5.2958     10.6338    10.6671
5.385      10.5355    10.5686
5.4487     10.4113    10.5182
5.4959     10.3686    10.479
5.5293     10.2879    10.4234



















































































































































































-2.5614    13.6163    12.6906    R-ALV
-2.7732    13.8175    12.7245
-2.8834    14.1094    12.7504
-2.9509    14.3781    12.8013
-3.0284    14.6941    12.7872
-3.0156    15.0186    12.8399
-3.0893    15.3497    12.7542
-3.0774    15.5732    12.7794
-3.1158    15.7844    12.8206
-3.0723    16.1697    12.886
-3.0931    16.3823    12.8955
-3.1087    16.7055    12.9166
-3.1014    16.872     12.9763
-3.0815    17.1604    12.8961
-3.063     17.4193    12.9103
-3.1077    17.716     12.8567
-3.0701    17.9142    12.8478
-2.9983    18.0749    12.821
-2.9855    18.251     12.8135
-2.9987    18.4264    12.8112




















































































































































































1.8622     14.0258    12.4624    L-ALV
2.0032     14.4178    12.4189
2.0488     14.7162    12.4897
2.0738     14.9388    12.4672
2.0436     15.1616    12.4819
2.0345     15.3571    12.483
2.016      15.5882    12.5017
1.9711     15.8247    12.5088
1.9476     16.0207    12.5009
1.9565     16.2913    12.455
1.8448     16.52      12.5326
1.8234     16.7135    12.5606
1.7854     16.8899    12.5404
1.7309     17.106     12.5747
1.6767     17.2444    12.6086
1.6567     17.4162    12.5582
1.57       17.5676    12.593
1.5093     17.7281    12.5985
1.4779     17.8437    12.6123
1.4788     17.9716    12.6217
1.4211     18.1943    12.7158
1.3983     18.3644    12.7216
1.3889     18.4913    12.6854
1.3121     18.7728    12.6804
1.2557     18.9334    12.6523
