AMNH       169432     Phu1Tosi3
















8.6584     12.1957    15.6759    RORBIT
8.5557     12.397     15.7346
8.4454     12.5152    15.7826
8.3293     12.67      15.8335
8.286      12.816     15.9159
8.2475     12.9843    15.9816
8.1566     13.0932    16.0552
8.1639     13.1656    16.0977
8.1392     13.227     16.1634
8.1005     13.3468    16.2821
8.0922     13.4731    16.4428
8.0924     13.5522    16.57
8.0849     13.6372    16.7269
8.0701     13.7037    16.858
8.071      13.739     16.9933
8.0406     13.7387    17.1585
8.0109     13.6783    17.3143
7.9931     13.6117    17.4434
7.9224     13.5074    17.5872
7.9295     13.3861    17.7293
7.924      13.2814    17.7919
7.9629     13.1255    17.8992
7.9935     13.0506    17.9617
8.1148     12.8801    18.0095
8.2772     12.6599    18.1045
8.3548     12.4113    18.117
8.536      12.2488    18.1386
8.7109     12.0784    18.1629
8.9495     11.9197    18.0908
9.2057     11.7253    18.0459
9.6444     11.3281    17.9999
9.9137     11.1656    17.8249
9.8588     10.9548    17.6197
9.9016     10.9185    17.4165
9.9088     10.8934    17.2423
9.9215     10.8867    17.0779
9.9117     10.8893    16.8652



































































































































































12.0715    9.0616     15.6562    LORBIT
12.2806    8.998      15.7219
12.4648    8.9343     15.7495
12.5563    8.8415     15.801
12.7231    8.8047     15.8581
12.8704    8.769      15.9443
13.0582    8.7745     16.0481
13.2026    8.7095     16.1522
13.3567    8.7323     16.2798
13.4694    8.7622     16.4168
13.5776    8.7714     16.6063
13.6271    8.7635     16.6926
13.7146    8.7562     16.9186
13.7462    8.7674     17.1067
13.6899    8.7305     17.2937
13.603     8.7056     17.4517
13.4272    8.682      17.6533
13.1921    8.6489     17.8317
12.9229    8.6814     17.962
12.7193    8.7139     18.0238
12.5857    8.7438     18.0502
12.2238    8.9011     18.0658
11.9474    9.0538     18.0473
11.6724    9.2183     18.0376
11.1974    9.9175     17.9472
10.8677    10.2607    17.6635
10.8002    10.2867    17.4127
10.7574    10.2992    17.2388
10.731     10.31      17.1191
10.7618    10.2992    16.9971
10.7589    10.2796    16.82









































































































































































7.7458     14.9496    17.0223    RTEMFOS
7.7028     14.9178    16.7355
7.5842     14.8307    16.5433
7.5315     14.7787    16.3396
7.4827     14.7426    16.1012
7.4288     14.6899    15.8089
7.3618     14.6239    15.5505
7.2839     14.5642    15.301
7.2371     14.5372    15.0365
7.1943     14.5077    14.8226
7.1386     14.4897    14.6183
7.0917     14.5101    14.3917
7.0368     14.5124    14.1772
7.004      14.5495    13.9601
7.006      14.6021    13.8227
6.9921     14.659     13.6198
6.9779     14.7534    13.4834
6.9529     14.9156    13.3307
6.9501     15.0942    13.2043
7.0338     15.3298    13.2234
7.1489     15.5145    13.2217
7.3115     15.7905    13.2855
7.4501     15.9626    13.3686
7.5303     16.0797    13.4128
7.634      16.1445    13.507















































































































































































15.0382    8.8077     16.9729    LTEMFOS
15.0697    8.7714     16.8542
15.0116    8.7179     16.6565
14.9809    8.6459     16.4828
14.9583    8.588      16.3565
14.9379    8.5866     16.1845
14.9126    8.5209     16.0708
14.8781    8.4745     15.9293
14.8585    8.4298     15.7381
14.8206    8.4066     15.584
14.7824    8.3554     15.4393
14.7668    8.3067     15.2467
14.7089    8.2646     15.0591
14.646     8.2582     14.8602
14.6273    8.2106     14.6965
14.6073    8.1688     14.4482
14.5957    8.1514     14.3156
14.5786    8.1311     14.1022
14.5832    8.1201     13.9361
14.6356    8.0767     13.7815
14.6778    8.0799     13.5881
14.7191    8.0534     13.4678
14.8686    8.0305     13.2249
14.9551    8.0656     13.1544
15.086     8.0985     13.1014
15.2427    8.1634     13.1128
15.4325    8.2517     13.1575
15.5924    8.3008     13.1859
15.8194    8.4745     13.2655
15.9442    8.5815     13.333










































































































































































4.9194     4.7835     12.6512    OP
6.2871     6.5301     12.8036    BA
10.5354    11.3857    11.9032    ST
14.8888    16.5202    12.3576    IV
2.8927     9.435      11.9013    R_PG
3.679      12.4941    11.0023    R_ZTI
8.9462     13.5025    13.5907    R_M3D
10.5305    15.7544    13.5195    R_M12
12.4991    17.5613    13.4647    R_MP3
14.2122    18.5788    12.9242    R_PMI
9.6329     3.7526     12.2811    L_PG
12.5708    4.9539     10.9754    L_ZTI
12.9259    10.17      13.558     L_M3D
14.9952    12.1121    13.4467    L_M12
16.4951    14.304     13.2154    L_MP3
17.1769    16.1524    12.6274    L_PMI
16.498     19.3968    13.0759    O1
15.5951    13.4143    10.6917    O2
5.6825     10.889     5.3943     O3
4.7078     1.975      10.4394    O4




















































































































































































7.6366     14.1509    11.2533    RZYGINF
7.2596     14.134     11.0979
7.0372     14.132     10.9882
6.7965     14.1491    10.9264
6.453      14.096     10.9296
6.0255     13.9341    11.0699
5.7893     13.786     11.177
5.6553     13.6762    11.2744
5.5506     13.562     11.344
5.36       13.3943    11.3754
5.2365     13.3034    11.3844
5.0742     13.1382    11.3952
4.7877     12.9794    11.376
4.4907     12.8276    11.3502
4.2        12.7238    11.2971
3.9874     12.6157    11.1968
3.8415     12.5309    11.1456
3.7017     12.4516    11.0263






















































































































































































13.6497    8.9373     11.1191    LZYGINF
13.66      8.7438     10.9412
13.651     8.5288     10.8372
13.7184    8.2213     10.7453
13.7123    7.9432     10.7661
13.695     7.6529     10.8177
13.6302    7.3626     10.923
13.5586    7.1298     11.0354
13.411     6.9386     11.1239
13.3064    6.7503     11.1855
13.1997    6.4807     11.2557
13.0996    6.2881     11.2609
12.9504    5.9935     11.2741
12.8991    5.6623     11.2327
12.7794    5.4535     11.1844
12.748     5.2779     11.1239
12.6861    5.1137     11.063
12.6176    4.9311     11.0011






















































































































































































8.9293     13.6013    13.4127    R-ALV
8.9858     13.8151    13.4613
9.058      13.9978    13.5259
9.1507     14.1949    13.5168
9.2499     14.3644    13.4875
9.4993     14.6742    13.5347
9.6849     14.9196    13.4883
9.8112     15.0879    13.5117
10.0099    15.3263    13.4623
10.2484    15.5665    13.4756
10.4319    15.7021    13.4726
10.55      15.8097    13.4997
10.766     16.0532    13.4431
10.9246    16.1831    13.4882
11.0738    16.3659    13.4204
11.2283    16.4801    13.3793
11.412     16.5445    13.4473
11.5709    16.6416    13.4753
11.711     16.7838    13.4531
11.8589    16.932     13.4611
11.972     17.0376    13.4672
12.1048    17.2031    13.4505
12.223     17.347     13.4466
12.308     17.4441    13.4754
12.382     17.5624    13.4212
12.4469    17.6388    13.386














































































































































































12.959     10.1924    13.3934    L-ALV
13.2358    10.2801    13.4101
13.3923    10.3501    13.4688
13.5191    10.4452    13.5017
13.7346    10.599     13.467
13.9684    10.8441    13.4829
14.058     10.9218    13.4326
14.226     11.0758    13.4416
14.3893    11.2341    13.4435
14.5484    11.4119    13.4848
14.7261    11.5951    13.3984
14.8448    11.7668    13.3798
14.9628    11.9301    13.293
15.0496    12.0535    13.2345
15.221     12.287     13.3392
15.3089    12.4524    13.3483
15.4852    12.6601    13.333
15.5562    12.8154    13.2929
15.6376    13.0545    13.2981
15.7331    13.2245    13.3204
15.8393    13.3661    13.2823
15.9208    13.4944    13.2672
16.011     13.66      13.267
16.117     13.8139    13.2397
16.2538    13.9992    13.2704
16.3669    14.1111    13.2469
16.4267    14.2146    13.252
16.485     14.3076    13.2287
