NMNH       452509     Phc9stv
10.6666    14.7947    14.2261
10.6952    14.7377    14.4588
10.8267    14.5935    14.6915
10.9277    14.4419    14.8525
10.9967    14.2656    14.9424
11.0562    14.1006    15.0133
11.1296    13.962     15.0696
11.1334    13.7219    15.0848
11.2041    13.5362    15.105
11.2688    13.3703    15.1145
11.3666    13.2031    15.1221
11.5609    13.0654    15.1361
11.7741    12.995     15.1378
11.9871    12.9067    15.1521
12.1529    12.7363    15.1393
12.3115    12.551     15.1306
12.3871    12.3217    15.0791
12.4279    12.1734    15.024
12.5107    12.0585    14.9899
12.6037    11.8813    14.9474
12.7517    11.6903    14.8716
13.0148    11.5471    14.8985
13.2058    11.4259    14.9513
13.4822    11.3174    15.0089
13.8208    11.2249    15.0707
14.0554    11.1278    15.0838
14.2903    10.9818    15.0798
14.4782    10.8332    15.0706
14.5826    10.7325    15.0449
14.7722    10.566     15.0276
15.0167    10.4191    15.002
15.3597    10.2499    14.9284
15.5892    10.2307    14.8537
15.8913    10.0725    14.6558
15.9871    9.9943     14.5287
16.0704    9.9079     14.3857
16.1592    9.871      14.2042
16.2775    9.8202     13.9621
16.3289    9.8296     13.7548
16.4001    9.8442     13.3663






























































































































































11.4089    12.7556    11.9723    RORBIT
11.2666    12.9526    11.9391
11.2071    13.0765    11.9357
11.1482    13.1564    11.923
11.0089    13.3714    11.9526
10.9072    13.5536    11.9981
10.8132    13.7441    12.1212
10.7587    13.833     12.2114
10.6925    13.9425    12.3645
10.6538    14.0045    12.4934
10.5725    14.0582    12.6855
10.5782    14.134     12.8074
10.5434    14.2245    13.0321
10.5184    14.2907    13.1673
10.5628    14.3452    13.3249
10.5323    14.3496    13.49
10.5498    14.279     13.7344
10.5703    14.1187    14.0358
10.6191    13.9805    14.1585
10.6541    13.8508    14.2841
10.7146    13.6852    14.3743
10.8177    13.539     14.415
10.8497    13.3447    14.4623
10.9276    13.0901    14.5136
11.01      13.0275    14.486
11.1343    12.8402    14.4636
11.2037    12.6924    14.4866
11.2809    12.5755    14.5168
11.4116    12.4613    14.4281
11.5478    12.3543    14.4296
11.7358    12.317     14.2988
11.8336    12.2506    14.312
11.9766    12.1377    14.3482
12.1146    12.0449    14.2576
12.1894    11.9499    14.0448
12.2819    11.9111    13.8079
12.3736    11.8616    13.5943
12.4245    11.8871    13.4324
12.4605    11.9166    13.2304
12.4444    11.9519    13.066
12.4039    11.9576    12.9023































































































































































14.0728    10.3817    11.8059    LORBIT
14.2966    10.2432    11.8496
14.5804    10.1643    11.8413
14.8003    10.0796    11.9252
14.9672    10.0479    12.0059
15.1505    9.9852     12.1324
15.3012    9.9368     12.2529
15.4395    9.8617     12.4359
15.5233    9.8422     12.5629
15.5852    9.6898     12.6689
15.6561    9.752      12.8325
15.7099    9.7955     13.0217
15.7176    9.8506     13.2379
15.6983    9.796      13.4059
15.642     9.8265     13.6298
15.5245    9.8184     13.7999
15.4023    9.8335     13.9259
15.286     9.7516     14.0738
15.161     9.7901     14.1301
14.9834    9.8808     14.2016
14.7933    9.8628     14.2655
14.5812    9.9656     14.2876
14.3541    10.1074    14.287
14.1627    10.1932    14.247
13.9385    10.342     14.213
13.816     10.466     14.203
13.6857    10.4775    14.3023
13.6279    10.6192    14.2435
13.5172    10.729     14.2555
13.3481    10.9225    14.2201
13.2553    11.0928    14.0936
13.1195    11.1391    13.8211
13.0356    11.2804    13.5516
13.0073    11.3405    13.3893
12.9887    11.3689    13.1792
12.9884    11.3855    13.004
12.9952    11.3659    12.8168



































































































































































10.4769    14.9617    13.6687    RTEMFOS
10.3932    14.9738    13.4879
10.3037    14.9843    13.246
10.2524    14.9912    13.1081
10.1369    14.9262    12.9472
10.0809    14.8695    12.7307
10.0322    14.8754    12.4897
9.9977     14.8146    12.3253
9.9465     14.7863    12.1552
9.9023     14.8177    11.9243
9.8668     14.7653    11.8037
9.8494     14.7285    11.7175
9.8208     14.7841    11.5275
9.8357     14.785     11.298
9.7732     14.754     11.0772
9.7331     14.7727    10.9209
9.6882     14.7959    10.7329
9.6198     14.8754    10.5705
9.5281     15.0666    10.3739
9.51       15.2341    10.3025
9.4865     15.4509    10.2906
9.5552     15.7528    10.3376
9.5863     15.9125    10.3453
9.6872     16.0279    10.4079
9.7554     16.2167    10.4497















































































































































































16.3898    9.834      13.3564    LTEMFOS
16.4225    9.7155     13.1189
16.4113    9.6149     12.9385
16.3973    9.5344     12.6841
16.4022    9.5072     12.4858
16.3978    9.4337     12.2381
16.3706    9.4085     12.091
16.3569    9.3634     11.8768
16.2768    9.2454     11.5022
16.2436    9.218      11.3762
16.2184    9.1702     11.1955
16.2148    9.1488     11.0812
16.2021    9.1341     10.9448
16.2152    9.1201     10.8173
16.2259    9.0481     10.5362
16.2976    9.004      10.3999
16.405     9.0263     10.2936
16.5086    8.9943     10.1681
16.8028    9.0353     10.0265
17.0042    9.0257     9.9989
17.2203    9.1056     10.0268
17.3884    9.2135     10.0648
17.4584    9.3629     10.182
17.536     9.4046     10.2183
















































































































































































8.6427     7.1793     11.0499    OP
10.0151    8.5409     10.8313    BA
13.4163    12.1493    10.7764    ST
17.7597    16.7913    11.8481    IV
7.2936     11.5287    10.6436    R_PG
7.9016     14.0165    10.2077    R_ZTI
12.5524    14.5496    12.4799    R_M3D
14.1673    16.2854    12.778     R_M12
16.1936    17.9168    12.8628    R_MP3
17.3329    18.4893    12.7978    R_PMI
13.2529    6.2606     10.6079    L_PG
15.8296    6.9209     9.9899     L_ZTI
15.9684    11.5321    12.4734    L_M3D
17.6996    13.2202    12.7293    L_M12
19.2826    15.3515    12.6696    L_MP3
19.8063    16.6637    12.6193    L_PMI
20.1609    18.5381    12.5914    O1
9.9439     13.235     5.4679     O2
15.5649    6.5255     9.5502     O3
7.9178     4.5995     8.67       O4




















































































































































































11.224     15.5602    10.7124    RZYGINF
11.0515    15.6381    10.6347
10.8544    15.7191    10.5498
10.715     15.8502    10.5245
10.4783    15.9374    10.5719
10.1732    15.9342    10.6134
9.9803     15.8778    10.6052
9.6139     15.7478    10.582
9.4461     15.6579    10.5265
9.354      15.5252    10.5083
9.2808     15.1851    10.5279
9.1471     15.1653    10.5179
9.036      15.0334    10.4925
8.961      14.9353    10.4947
8.8328     14.817     10.4868
8.6651     14.6707    10.4728
8.5673     14.5751    10.4805
8.4324     14.5101    10.4332
8.2869     14.4403    10.3699
8.2005     14.3165    10.3319
8.1176     14.246     10.2949
8.0487     14.1782    10.2676
7.9621     13.9754    10.2371
7.9699     13.8398    10.2111
















































































































































































16.9687    10.3094    10.6573    LZYGINF
17.0177    10.044     10.5558
17.3268    9.921      10.5848
17.403     9.6705     10.6087
17.38      9.4518     10.5455
17.3177    9.2032     10.5332
17.2473    9.0069     10.491
17.1646    8.7899     10.4184
16.9852    8.651      10.3828
16.8214    8.4944     10.3569
16.7409    8.285      10.3507
16.6224    8.1895     10.3245
16.5       8.0364     10.327
16.3693    7.9641     10.3153
16.2646    7.772      10.2972
16.2204    7.562      10.2301
16.1919    7.462      10.2089
16.1155    7.3395     10.1562
16.0302    7.2506     10.0946
15.9742    7.2113     10.0726
15.899     7.1514     10.0661
15.7784    7.003      9.9995
15.6487    6.9571     10.0041

















































































































































































12.5525    14.5122    12.5007    R-ALV
12.5631    14.8088    12.4754
12.7266    15.0305    12.525
12.8536    15.2235    12.5234
13.0267    15.4245    12.4919
13.1759    15.5515    12.5417
13.2951    15.6921    12.5886
13.4674    15.8718    12.6405
13.5767    16.0264    12.6321
13.7608    16.2529    12.6646
13.9682    16.2583    12.7509
14.0897    16.4392    12.7369
14.3068    16.6815    12.7409
14.4675    16.7868    12.7047
14.6716    16.9918    12.7268
14.8506    17.0184    12.8041
15.0496    17.138     12.7852
15.2333    17.3245    12.7819
15.5073    17.4943    12.8874
15.7369    17.7007    12.8358
16.0634    17.9487    12.7664



















































































































































































15.9319    11.6091    12.5069    L-ALV
16.2643    11.6818    12.4649
16.4598    11.8207    12.4673
16.6721    11.9768    12.4453
16.8328    12.2419    12.4695
16.9823    12.3776    12.5046
17.2063    12.6177    12.6113
17.3648    12.7515    12.5713
17.5172    12.8566    12.6391
17.6109    13.0271    12.6341
17.6941    13.1953    12.6601
17.8106    13.3178    12.6678
17.941     13.4512    12.6368
18.0427    13.6276    12.7023
18.1755    13.7173    12.7398
18.2787    13.905     12.7929
18.2981    13.9956    12.7536
18.3581    14.1398    12.7197
18.5014    14.3455    12.7011
18.654     14.4987    12.6851
18.6869    14.6823    12.8173
18.834     14.846     12.7671
18.912     14.9486    12.7652
19.0203    15.0546    12.7151
19.1239    15.2042    12.6838
19.1781    15.3207    12.69
