NMNH       320783     Pyg7stv
0.4481     3.589      3.595
0.4903     3.7585     3.7303
0.4958     3.9039     3.8883
0.4698     4.0128     4.0905
0.4004     4.1275     4.277
0.3478     4.2286     4.4623
0.2756     4.2767     4.6458
0.1769     4.3021     4.7608
0.0484     4.2821     4.9088
-0.1005    4.2837     4.8613












































































































































































-0.0604    3.0925     2.9644     NASP-PR
-0.042     2.9883     2.8859
-0.0898    2.9081     2.7539
-0.0939    2.9005     2.6681
-0.0633    2.9298     2.5623



































































































































































































-0.273     4.4713     5.7264     R-PM/MAX
-0.3579    4.4803     5.4622
-0.4208    4.509      5.3431
-0.4433    4.4944     5.1958
-0.5132    4.5061     5.0818
-0.5757    4.5056     4.9239
-0.6731    4.5118     4.7817
-0.7384    4.5102     4.6251
-0.8514    4.5028     4.3955
-0.8875    4.4289     4.2082
-0.9333    4.3536     4.0921
-1.0436    4.2017     3.7751
-1.0793    4.0936     3.6624
-1.0875    3.9411     3.4754
-1.0874    3.827      3.3096
-1.1204    3.7255     3.148
-1.1102    3.5901     3.0129
-1.1434    3.4974     2.8609
-1.1293    3.4549     2.7494
-1.0516    3.4602     2.5612




















































































































































































-0.1001    4.4536     5.5808     L-PM/MAX
0.0788     4.4812     5.4221
0.2018     4.504      5.1888
0.3022     4.5062     5.0156
0.4292     4.5079     4.8334
0.5406     4.4458     4.6054
0.6926     4.387      4.3256
0.7962     4.2671     4.007
0.8734     4.1666     3.8037
0.9172     3.9518     3.5263
0.8977     3.6337     3.2122
0.9795     3.5681     3.0399
0.9988     3.487      2.9082
0.9676     3.3944     2.7849
0.9004     3.4232     2.6308

























































































































































































-1.7637    4.8499     2.7256     ROSTRUM
-1.7449    4.7912     2.9534
-1.6811    4.7693     3.1748
-1.5666    4.7224     3.4058
-1.447     4.6516     3.5783
-1.2824    4.6171     3.7738
-0.8745    4.5842     4.403
-0.7624    4.5422     4.589
-0.624     4.4989     4.8514
-0.5009    4.4634     5.0293
-0.1494    4.373      5.2781
0.4917     4.5385     4.8151
0.6383     4.5211     4.5661
0.8144     4.5308     4.3284
0.9465     4.5334     4.1348
1.1349     4.5723     3.9132
1.2412     4.5456     3.7223
1.3933     4.5637     3.5168
1.5205     4.5745     3.3223
1.5821     4.5847     3.1822
1.7099     4.6355     2.94
1.7254     4.6669     2.7943
1.7229     4.7089     2.667

















































































































































































-3.4758    5.9963     5.7626     SUPORB
-3.3739    5.9745     6.0087
-3.2686    5.9608     6.2
-3.117     5.8877     6.3759
-2.9634    5.8031     6.5222
-2.726     5.7085     6.6531
-2.5208    5.6219     6.7453
-2.3175    5.5207     6.8315
-2.1282    5.4276     6.8705
-1.9476    5.3587     6.9227
-1.75      5.2757     6.9727
-1.5421    5.2002     7.0115
-1.326     5.1618     7.0399
-1.1004    5.0899     7.0502
-0.8998    5.0317     7.0447
-0.7521    5.0015     7.0553
-0.5249    4.9417     7.0439
-0.3966    4.9037     7.0254
-0.1147    4.9306     7.0268
0.2286     4.9302     7.0078
1.0242     5.1054     7.0897
1.3133     5.1847     7.0801
1.6352     5.286      7.0516
1.981      5.416      7.0101
2.2536     5.5142     6.9199
2.551      5.6318     6.8178
2.7809     5.6668     6.6824
2.9734     5.7784     6.5404
3.1326     5.8305     6.3662
3.2347     5.8472     6.2264
3.3049     5.885      6.0941
3.3403     5.8914     5.9945








































































































































































-2.1315    5.0541     4.1496     RORBIT
-2.4496    5.195      4.1073
-2.6623    5.2513     4.1545
-2.8413    5.3562     4.2961
-2.9655    5.4478     4.4314
-3.0318    5.5152     4.5939
-3.0751    5.5744     4.78
-3.1106    5.6174     5.0133
-3.1345    5.6245     5.1725
-3.1551    5.6236     5.3875
-3.1347    5.6043     5.629
-3.0138    5.598      5.8743
-2.8848    5.4698     6.1149
-2.7191    5.3929     6.3086
-2.6041    5.362      6.4018
-2.3202    5.25       6.521
-1.6786    5.0312     6.6071
-1.4773    5.0006     6.6426
-1.2108    4.9425     6.6245
-0.9125    4.8662     6.5188
-0.7682    4.7989     6.4072
-0.6545    4.7683     6.1603
-0.6214    4.7802     6.0253
-0.5809    4.7625     5.8273
















































































































































































2.2214     4.9692     4.3776     LORBIT
2.4005     5.0478     4.3758
2.6241     5.1615     4.4921
2.8225     5.221      4.6484
3.0154     5.3108     4.8417
3.0902     5.4058     5.0968
3.1348     5.4579     5.4715
3.1022     5.4704     5.6407
3.0522     5.4669     5.7824
2.9591     5.4359     6.0526
2.7376     5.341      6.4074
2.4982     5.3157     6.5247
2.2682     5.2514     6.6459
1.7874     5.08       6.7835
0.7862     4.8142     6.6994
0.5893     4.7736     6.5896
0.448      4.7649     6.3424
0.414      4.7645     6.1468
0.3881     4.7262     6.0415
0.3461     4.7165     5.8838




















































































































































































-3.5075    5.9945     5.6159     RTEMFOS
-3.5154    6.0018     5.4605
-3.5073    6.004      5.2959
-3.5374    5.9355     5.1745
-3.5418    5.9003     4.9838
-3.5537    5.8368     4.7952
-3.5294    5.7818     4.5908
-3.4945    5.828      4.3721
-3.4805    5.7784     4.1748
-3.4656    5.8482     3.9707
-3.4541    5.9731     3.6912
-3.4785    6.1714     3.5822
-3.4913    6.3364     3.5625
-3.5016    6.4095     3.5699
-3.5607    6.5687     3.5922

























































































































































































3.3548     5.9238     5.8548     LTEMFOS
3.3704     5.8956     5.6341
3.4122     5.8635     5.466
3.4308     5.7629     5.344
3.4543     5.713      4.9999
3.4413     5.6808     4.7393
3.4104     5.65       4.4272
3.4076     5.6555     4.2722
3.4183     5.7402     4.1111
3.4489     5.8481     3.9513
3.4977     6.0417     3.847
3.5797     6.1979     3.8329




























































































































































































-0.2329    3.8653     6.9814     OP
9999       9999       9999       BA
-0.201     9.2341     6.3029     ST
-0.2131    11.6699    6.104      IV
-3.2122    6.0058     6.6774     R_PG
-3.9091    7.9477     6.5326     R_ZTI
-1.6072    9.277      6.8702     R_M3D
-1.9076    10.5217    6.8789     R_M12
-1.5617    11.8884    6.3324     R_MP3
-1.0191    12.3013    6.2503     R_PMI
2.615      5.9359     6.3342     L_PG
3.4762     7.8281     6.1608     L_ZTI
1.2414     9.225      6.5927     L_M3D
1.6163     10.4551    6.5555     L_M12
1.221      11.8389    6.1772     L_MP3
0.6673     12.2174    6.069      L_PMI
-0.4054    13.0269    6.2819     O1
-3.0593    8.3178     3.8812     O2
3.5076     6.9639     5.8875     O3
-1.471     2.3263     5.4668     O4




















































































































































































-2.7294    10.3036    6.3237     RZYGINF
-2.9826    10.1903    6.4268
-3.1831    10.1309    6.525
-3.3282    9.9535     6.5687
-3.4338    9.7997     6.5903
-3.4759    9.6354     6.6226
-3.5336    9.4287     6.6546
-3.6005    9.2199     6.651
-3.6951    9.0389     6.6415
-3.6882    8.8869     6.6756
-3.7214    8.6813     6.706
-3.7072    8.5156     6.7632
-3.7643    8.2862     6.7202
-3.8007    8.1416     6.67
-3.8447    8.0698     6.6019
-3.8929    7.9459     6.5112
























































































































































































2.2751     10.1328    5.994      LZYGINF
2.3871     10.1136    6.0036
2.5812     10.0216    6.0943
2.7674     9.9443     6.1838
2.8529     9.7778     6.2395
2.9227     9.6436     6.2592
3.0062     9.5194     6.245
3.0724     9.3625     6.2481
3.1526     9.1539     6.2054
3.2409     8.9587     6.2017
3.2598     8.8065     6.2549
3.312      8.4861     6.3293
3.3333     8.3465     6.3619
3.395      8.1111     6.336
3.3545     7.9428     6.3202
3.4156     7.8157     6.2352
3.452      7.7304     6.1772























































































































































































-1.6281    9.3041     6.8922     R-ALV
-1.7377    9.5252     6.8868
-1.8254    9.7642     6.8623
-1.8712    9.963      6.872
-1.901     10.1687    6.8679
-1.9039    10.3336    6.8929
-1.9132    10.5389    6.8834
-1.8888    10.8156    6.8136
-1.8434    11.0292    6.7815
-1.7894    11.2025    6.7317
-1.7499    11.367     6.6749
-1.6911    11.5414    6.6238
-1.6522    11.621     6.5832
-1.5952    11.7381    6.5408
-1.5088    11.9109    6.4176

























































































































































































1.2168     9.1999     6.601      L-ALV
1.318      9.4179     6.5626
1.4313     9.6437     6.5346
1.5364     9.9421     6.5516
1.5833     10.1895    6.5439
1.5989     10.4665    6.4794
1.5513     10.8208    6.4594
1.4654     11.142     6.3937
1.4063     11.3882    6.2706
1.3171     11.5849    6.2604
1.2339     11.7868    6.2006
1.1768     11.8689    6.1404
