MNHN       1972.357   Phh23stv
-0.4256    8.5432     11.8
-0.4447    8.3863     11.5936
-0.4139    8.2219     11.3736
-0.4482    8.0747     11.2169
-0.4798    7.9611     11.0736
-0.4249    7.832      10.9682
-0.4496    7.6629     10.7855
-0.4462    7.5281     10.6911
-0.4378    7.349      10.5468
-0.4583    7.2314     10.447
-0.454     7.0231     10.2824
-0.4528    6.8097     10.1093
-0.4417    6.5702     9.9564
-0.4728    6.3077     9.7893
-0.4736    6.0485     9.6289
-0.4692    5.8366     9.4864
-0.4355    5.6678     9.4036
-0.4332    5.4133     9.2814
-0.4144    5.2109     9.1746
-0.433     5.0421     9.0969
-0.4092    4.8755     8.9963
-0.4185    4.7726     8.9348
-0.4257    4.6855     8.8251
-0.4182    4.6679     8.7957







































































































































































-0.434     4.6854     8.804      NOSE
-0.6183    4.6283     8.7612
-0.7459    4.6448     8.6777
-0.9109    4.5429     8.5369
-0.9967    4.4046     8.4204
-1.0539    4.3148     8.3043
-1.1128    4.1667     8.1127
-1.2372    3.9014     7.9428
-1.2836    3.7205     7.7484
-1.2917    3.5968     7.614
-1.2809    3.4123     7.4247
-1.2534    3.2708     7.2289
-1.1871    3.1264     7.0188
-1.1       2.9329     6.8546
-0.8899    2.8353     6.7634
-0.6554    2.7288     6.6205
-0.4552    2.7509     6.513
-0.2538    2.7889     6.4658
-0.0923    2.8274     6.4719
0.0587     2.7993     6.5179
0.2479     2.8389     6.6049
0.3833     2.9251     6.6804
0.5498     3.0035     6.776
0.6018     3.1351     6.8665
0.6341     3.3173     6.9646
0.6854     3.4099     7.1337
0.7369     3.4989     7.2754
0.7513     3.6643     7.4088
0.7362     3.8168     7.5831
0.7495     3.922      7.6822
0.7068     4.093      7.8415
0.6284     4.1787     7.9308
0.5149     4.3083     8.0876
0.4496     4.4596     8.2896
0.3407     4.6336     8.5137
0.2236     4.747      8.6545
0.1506     4.7487     8.664
0.0189     4.7054     8.6509
-0.175     4.6668     8.747
-0.3162    4.6837     8.7675
-0.4175    4.7138     8.7712































































































































































-0.1705    2.7667     6.4041     NASP-PR
-0.1845    2.6075     6.3228
-0.1803    2.4716     6.187
-0.177     2.3313     5.9832
-0.1736    2.2383     5.8055
-0.175     2.2068     5.6441
-0.1738    2.16       5.4412
-0.1617    2.1421     5.3591
-0.1193    2.1934     5.246































































































































































































-0.6392    6.947      10.0915    R-PM/MAX
-0.6883    6.7194     9.8941
-0.7395    6.4686     9.7073
-0.8311    6.1283     9.4567
-0.874     5.8895     9.2941
-0.9592    5.6261     9.1129
-1.0521    5.3662     8.9141
-1.2343    4.9304     8.6659
-1.3416    4.6619     8.4762
-1.4778    4.4007     8.2274
-1.5563    4.171      7.9096
-1.6508    4.0352     7.63
-1.7418    3.9845     7.3381
-1.9085    3.6926     6.881
-2.0331    3.3681     6.4597
-2.1126    3.2484     6.2063
-2.1524    3.2707     5.9633
-2.1252    3.3842     5.7192
-2.0717    3.403      5.5866
-1.9589    3.4292     5.4514




















































































































































































-0.204     6.9632     10.1745    L-PM/MAX
-0.1971    6.7002     9.9444
-0.1648    6.5028     9.8064
-0.1328    6.2705     9.6487
-0.0921    6.138      9.5504
-0.0166    5.9617     9.4524
0.0443     5.8112     9.3258
0.1479     5.6234     9.1738
0.2868     5.3942     8.9869
0.3791     5.2497     8.8706
0.4717     5.1369     8.775
0.5721     4.9811     8.6315
0.6616     4.8237     8.4642
0.7433     4.6421     8.2807
0.8968     4.4389     8.0462
1.0041     4.2635     7.8035
1.0773     4.198      7.545
1.1931     4.0681     7.2602
1.234      3.9443     7.01
1.2903     3.8547     6.7904
1.3721     3.7299     6.5847
1.4715     3.6078     6.3577
1.5211     3.4688     6.157
1.6001     3.4899     5.9933
1.5978     3.5645     5.7944
1.4329     3.6014     5.5423
1.3338     3.5501     5.4229













































































































































































-3.1609    7.2275     6.5289     ROSTRUM
-3.1934    7.153      6.6928
-3.1503    7.0919     6.943
-3.0688    7.0622     7.0964
-2.9352    7.0116     7.2198
-2.8013    7.0176     7.3401
-2.7157    7.0048     7.4665
-2.5985    6.9814     7.6438
-2.4559    6.9393     7.8426
-2.3874    6.8517     8.0434
-2.3134    6.7895     8.3063
-2.3205    6.7788     8.5175
-2.3059    6.7556     8.7049
-2.3232    6.7492     8.8652
-2.3401    6.7474     9.0718
-2.2998    6.7435     9.1773
-2.1741    6.7564     9.2708
-2.1532    6.6333     9.4757
-1.951     6.6217     9.6187
-1.7093    6.6448     9.5973
-1.5141    6.6062     9.6957
-1.3814    6.5974     9.696
-1.2366    6.579      9.7338
-1.0356    6.557      9.7263
-0.9229    6.586      9.7363
-0.7642    6.6007     9.7947
-0.6623    6.6012     9.8728
-0.4931    6.598      9.957
-0.3544    6.6104     9.9623
-0.2353    6.5861     9.9548
-0.1337    6.5894     9.856
0.0082     6.5921     9.8031
0.2219     6.5759     9.7092
0.3781     6.5401     9.6724
0.4853     6.5475     9.6591
0.6553     6.573      9.6134
0.8742     6.6211     9.6679
1.0509     6.6297     9.6248
1.1847     6.6694     9.5257
1.2734     6.744      9.4188
1.3727     6.7504     9.1961
1.4357     6.8369     8.9312
1.4013     6.8633     8.7378
1.3273     6.8934     8.5783
1.3186     6.9377     8.3866
1.3266     6.9713     8.1491
1.3302     6.9984     7.8383
1.3983     7.0747     7.6014
1.5066     7.1403     7.4089
1.6577     7.1881     7.2205
1.8363     7.2469     7.1208
2.0295     7.3047     7.0214
2.1937     7.3453     6.8678
2.2193     7.403      6.7084
2.1929     7.4548     6.4976
2.1784     7.4884     6.3729
2.1629     7.5058     6.309
2.1523     7.5243     6.2437














































































































































-4.3054    10.1426    12.9685    SUPORB
-4.2162    10.2024    13.1158
-4.144     10.1975    13.3064
-4.0488    10.1823    13.4494
-3.95      10.1222    13.5932
-3.8053    10.0771    13.7232
-3.5974    9.8905     13.8344
-3.4513    9.8722     13.9323
-3.2753    9.792      13.9968
-2.9859    9.6455     14.1112
-2.7645    9.6102     14.1929
-2.5217    9.5156     14.265
-2.2764    9.5369     14.3725
-2.0705    9.601      14.4529
-1.7543    9.6221     14.5342
-1.5152    9.5671     14.5695
-1.3114    9.539      14.5903
-1.1155    9.5061     14.595
-0.9076    9.4602     14.5605
-0.7098    9.4599     14.5241
-0.4583    9.4167     14.4714
-0.2803    9.4619     14.4666
-0.0475    9.487      14.5148
0.1439     9.4964     14.5351
0.355      9.5059     14.5244
0.5953     9.611      14.4931
0.831      9.7263     14.4745
1.1559     9.8609     14.4182
1.4619     9.9254     14.3361
1.597      10.0868    14.2677
1.8006     10.2508    14.2341
2.2042     10.3899    14.0877
2.3867     10.4497    14.0277
2.4941     10.5451    13.9848
2.7387     10.6429    13.8013
2.9111     10.6998    13.6145
3.0437     10.718     13.4205
3.1538     10.7802    13.2165
3.2054     10.7564    13.1511
3.2935     10.7532    12.8862
3.3307     10.6767    12.7274































































































































































-2.0414    8.9849     11.201     RORBIT
-2.389     8.9919     11.1586
-2.654     9.0327     11.2224
-2.9481    9.1539     11.3722
-3.1568    9.2249     11.5287
-3.428     9.4062     11.8563
-3.5636    9.4601     12.0642
-3.6237    9.4946     12.2133
-3.6312    9.5379     12.3264
-3.6545    9.5618     12.5105
-3.6347    9.5278     12.7165
-3.5775    9.4396     12.978
-3.3918    9.3043     13.1813
-3.2443    9.1964     13.3252
-3.024     9.0981     13.3956
-2.8555    8.9718     13.4705
-2.6457    8.8778     13.4782
-2.3627    8.8286     13.4296
-2.0586    8.7319     13.4179
-1.6898    8.805      13.4702
-1.4879    8.8756     13.4887
-1.2015    8.8593     13.5054
-1.0339    8.9549     13.3855
-0.9131    8.9779     13.199
-0.8794    9.1062     13.0096
-0.7299    9.0706     12.7008
-0.7455    9.1266     12.5813
-0.7347    9.1083     12.39
-0.7742    9.1146     12.2672











































































































































































1.266      9.1578     11.1806    LORBIT
1.5839     9.2065     11.2026
1.8582     9.3192     11.2326
2.0675     9.4478     11.293
2.256      9.5426     11.4118
2.4756     9.8315     11.6417
2.5821     10.0087    11.9192
2.6483     10.0819    12.3603
2.69       10.0247    12.6617
2.6043     9.8376     12.9637
2.2322     9.4584     13.3568
1.9527     9.3621     13.35
1.6482     9.2963     13.3637
1.4201     9.157      13.372
1.1922     9.1173     13.3508
0.8719     9.0377     13.4815
0.5244     8.998      13.5556
0.3103     8.9922     13.4885
0.1639     9.0117     13.229
0.0775     9.0762     13.1093
0.0139     9.1106     12.9618
-0.0459    9.1366     12.7056
-0.1115    9.1041     12.5298
-0.1165    9.0854     12.3681
-0.1205    9.0788     12.2323















































































































































































-4.2736    10.1665    13.0368    RTEMFOS
-4.3546    10.0996    12.8597
-4.4468    10.0684    12.7156
-4.4791    10.0213    12.514
-4.5325    9.9547     12.2944
-4.5709    9.8911     12.0787
-4.5876    9.8434     11.8119
-4.6139    9.7648     11.5564
-4.6139    9.6744     11.2297
-4.6176    9.6158     11.0747
-4.6244    9.5577     10.8732
-4.6401    9.5128     10.671
-4.6701    9.4151     10.4111
-4.6704    9.4654     10.1899
-4.7412    9.3687     10.0516
-4.8103    9.329      9.9066
-4.8733    9.3453     9.7919
-4.9659    9.3614     9.6706
-5.0694    9.4633     9.5838
-5.2061    9.5668     9.4954
-5.2843    9.7318     9.4457
-5.4027    9.92       9.4538
-5.5156    10.123     9.4988
-5.6037    10.3013    9.5521
-5.6284    10.4942    9.6184















































































































































































3.2729     10.6504    12.7649    LTEMFOS
3.3878     10.5656    12.5445
3.4608     10.5175    12.307
3.4872     10.5273    12.1428
3.5248     10.5384    11.9597
3.5552     10.4808    11.8064
3.5835     10.4558    11.5571
3.5901     10.3919    11.3486
3.5849     10.3361    11.203
3.5743     10.2667    10.9723
3.5753     10.2874    10.7618
3.6275     10.1648    10.6247
3.6264     10.1192    10.3961
3.6376     10.1021    10.1273
3.7036     9.9638     9.9373
3.7664     9.9934     9.8296
3.8417     10.0879    9.6532
3.8925     10.1074    9.585
4.1273     10.4047    9.2415
4.1418     10.6475    9.1901
4.2276     10.7871    9.1974
4.2327     11.0345    9.2004
4.2873     11.2426    9.2331
4.3249     11.4473    9.2537
















































































































































































-0.6391    5.151      12.3191    OP
9999       9999       9999       BA
-0.4917    12.4659    11.1199    ST
-0.5908    18.2704    11.1463    IV
-4.5286    7.5494     11.5433    R_PG
-5.8495    9.8362     10.5644    R_ZTI
-2.8962    13.0796    12.0852    R_M3D
-3.1452    15.5493    12.075     R_M12
-2.5992    18.0849    11.8778    R_MP3
-2.1796    19.3837    11.844     R_PMI
3.3728     7.4966     11.649     L_PG
4.7729     9.7919     11.0016    L_ZTI
1.9133     13.1479    12.0514    L_M3D
1.9691     15.7409    11.9284    L_M12
1.5238     18.0138    11.9866    L_MP3
0.9594     19.4516    11.7907    L_PMI
0.0483     21.2853    11.5823    O1
-3.6102    10.5203    5.5042     O2
4.9007     9.1676     10.5153    O3
-2.2117    2.4196     9.8684     O4




















































































































































































-4.3487    13.1675    10.7181    RZYGINF
-4.5032    12.8993    10.6133
-4.7149    12.7407    10.5519
-4.8703    12.5863    10.5386
-4.9947    12.3763    10.5784
-5.1825    12.1135    10.6397
-5.2682    11.744     10.7384
-5.3526    11.5237    10.761
-5.4218    11.2689    10.7784
-5.4571    11.0516    10.7938
-5.5396    10.8319    10.7776
-5.5953    10.6129    10.7924
-5.6556    10.4615    10.7338
-5.6884    10.3551    10.7073
-5.7624    10.2543    10.6548
-5.7934    10.0915    10.6233
-5.8311    9.987      10.5882
-5.8655    9.9105     10.5302






















































































































































































3.1101     12.9818    10.6661    LZYGINF
3.3513     12.8968    10.5976
3.681      12.7624    10.5191
3.8574     12.5012    10.6042
4.0018     12.2333    10.6937
4.0998     11.9518    10.7738
4.0961     11.6754    10.8746
4.1124     11.4304    10.9252
4.1477     11.251     10.9682
4.1729     10.9898    10.9695
4.2151     10.6986    11.0121
4.292      10.5032    11.0407
4.3134     10.2147    11.0434
4.3758     10.058     11.0392
4.4786     9.9013     11.0396
4.5792     9.7961     11.0173
4.743      9.7623     10.9301























































































































































































-2.9265    13.0328    12.0342    R-ALV
-3.2386    13.4265    12.1079
-3.2926    13.7103    12.0502
-3.3198    14.1305    12.0402
-3.3179    14.477     11.9881
-3.3237    14.8618    11.94
-3.2873    15.2882    11.9529
-3.1766    15.6363    11.9582
-3.1361    16.0614    11.9091
-3.14      16.3097    11.915
-3.0132    16.6436    11.8923
-2.9886    17.0014    11.9254
-2.9301    17.3338    12.0721
-2.8879    17.6213    11.9835
-2.8721    17.8078    11.9849
-2.8023    17.9629    11.9901
-2.76      18.0777    11.9592























































































































































































1.9365     13.2988    12.0082    L-ALV
2.0354     13.5037    12.0456
2.1371     13.7933    12.0532
2.1712     14.0335    12.0152
2.1391     14.2693    12.0181
2.1517     14.5102    11.9326
2.1122     14.7397    11.8986
2.1053     14.939     11.8919
2.0843     15.1241    11.8995
2.0978     15.3043    11.9151
2.0552     15.4778    11.9934
1.9348     15.7228    12.0133
1.9409     15.9111    11.9421
1.8997     16.1815    11.9261
1.9153     16.4063    11.9215
1.8278     16.7089    11.9129
1.7354     16.9556    11.867
1.7137     17.1256    11.8536
1.698      17.4088    11.8229
1.6655     17.5628    11.8503
1.6447     17.7125    11.8237
1.6164     17.8643    11.8583
1.6008     17.9728    11.9017
1.5478     18.1361    11.9197
