AMNH       169432     Phu1Tosi5
8.0493     5.9969     9.7015
8.0114     5.9071     9.5623
7.9969     5.8117     9.411
7.9921     5.7217     9.2153
7.9448     5.6274     9.0138
7.9027     5.5182     8.7611
7.9027     5.4567     8.5704
7.8683     5.3877     8.3367
7.8771     5.2897     8.0206
7.8391     5.1851     7.7478
7.8232     5.1062     7.4764
7.8461     4.992      7.266
7.8874     4.8926     7.0531
7.9446     4.8297     6.8627
8.0184     4.8375     6.6815
7.9929     4.9408     6.4242
















































































































































































7.0401     11.4331    7.426      ROSTRUM
6.9177     11.4198    7.6168
6.8803     11.3599    7.8809
6.8368     11.2746    8.1397
6.8836     11.0851    8.4628
6.8997     10.9746    8.6103
6.9284     10.8804    8.7221
6.9803     10.7258    9.0303
6.9428     10.6558    9.228
6.8307     10.5537    9.5088
6.7744     10.5343    9.6906
6.5708     10.4816    10.0247
6.438      10.4956    10.2507
6.2737     10.4523    10.5103
6.1732     10.4478    10.7311
6.0378     10.4125    10.8629
6.0128     10.3286    11.0367
6.015      10.1825    11.1625
6.0399     10.0936    11.3497
5.9867     9.9869     11.4703
6.1743     9.8648     11.6301
6.2977     9.7197     11.7115
6.3888     9.6381     11.7373
6.4584     9.5711     11.7271
6.6129     9.5032     11.6968
6.7126     9.4693     11.6691
6.7751     9.4307     11.6469
6.8529     9.3693     11.6713
6.9232     9.2741     11.7242
6.9565     9.1943     11.7501
7.0141     9.1332     11.7767
7.0944     9.002      11.8129
7.1477     8.9034     11.8971
7.2455     8.7551     11.9524
7.2982     8.6584     11.9967
7.299      8.5547     12.0974
7.3219     8.4807     12.1742
7.3813     8.3742     12.2411
7.4109     8.2169     12.3265
7.4708     8.1531     12.3679
7.5565     8.0736     12.3918
7.6422     7.9789     12.4294
7.7155     7.8915     12.4515
7.8334     7.8037     12.4149
7.995      7.7227     12.3994
8.1486     7.6764     12.3518
8.3531     7.677      12.2292
8.493      7.6482     12.1472
8.6026     7.6244     12.038
8.6927     7.6171     11.9935
8.7911     7.5883     11.9492
8.9093     7.5533     11.8788
9.0244     7.4806     11.7973
9.1688     7.4028     11.7131
9.2687     7.3247     11.7218
9.4303     7.2277     11.6471
9.5012     7.1921     11.6731
9.645      7.0171     11.7333
9.7411     6.8979     11.7156
9.8668     6.7779     11.6863
9.9912     6.719      11.6419
10.118     6.6858     11.4648
10.2444    6.7194     11.4113
10.3018    6.7009     11.3326
10.4201    6.7134     11.1466
10.5013    6.755      11.0269
10.5285    6.857      10.8417
10.554     6.9799     10.6087
10.4999    7.109      10.447
10.4535    7.2402     10.2234
10.4734    7.364      10.0194
10.4664    7.4387     9.805
10.474     7.5386     9.5591
10.532     7.6408     9.3148
10.6242    7.7232     9.0962
10.7177    7.7081     8.9358
10.8509    7.7265     8.7971
10.9965    7.7049     8.6096
11.1326    7.687      8.5091
11.2696    7.6638     8.3165
11.402     7.6731     8.1555
11.518     7.7529     7.8463
11.5703    7.7932     7.69
11.5384    7.9746     7.4358




















































































































7.126      14.7888    16.3658    SUPORB
7.1266     14.7643    16.6254
7.1644     14.6194    16.8859
7.1707     14.4669    17.2071
7.1925     14.3532    17.4171
7.2776     14.2478    17.6387
7.4232     14.0666    17.895
7.5421     13.8319    18.1095
7.7074     13.5669    18.2884
7.8754     13.4007    18.4073
8.0387     13.1838    18.5304
8.1598     13.0114    18.5959
8.3179     12.8144    18.6902
8.5282     12.5701    18.7742
8.6897     12.3287    18.8147
8.9239     12.0245    18.8578
9.1924     11.8081    18.8687
9.4102     11.6012    18.858
9.5938     11.4584    18.8531
9.7529     11.2815    18.8059
9.9636     11.1361    18.7246
10.164     10.9635    18.6574
10.4253    10.7688    18.67
10.6317    10.6126    18.7402
10.8069    10.5212    18.7853
11.0427    10.3425    18.8126
11.3136    10.1641    18.8323
11.4882    10.0679    18.8367
11.5921    10.0024    18.8281
11.7831    9.9004     18.828
11.9912    9.714      18.7748
12.1839    9.6409     18.7453
12.3645    9.5443     18.6918
12.5647    9.473      18.6276
12.7819    9.3719     18.5576
12.9646    9.3012     18.5032
13.1447    9.2412     18.4184
13.292     9.1985     18.3474
13.4877    9.1329     18.2509
13.641     9.1026     18.1776
13.9396    9.0362     17.9654
14.1016    9.0454     17.807
14.2431    8.9936     17.6341
14.366     8.9901     17.4641
14.4833    8.9919     17.2393
14.5645    9.0284     17.0692
14.638     9.0209     16.9166
14.7827    9.0351     16.5831
























































































































































8.3001     12.0024    15.0957    RORBIT
8.1609     12.169     15.1428
8.0446     12.3227    15.1952
7.874      12.4838    15.245
7.8268     12.5869    15.2875
7.7765     12.6818    15.345
7.7066     12.7665    15.394
7.6773     12.8894    15.4584
7.6349     12.9792    15.4981
7.6021     13.0843    15.5959
7.5473     13.2141    15.7406
7.5567     13.2976    15.8765
7.5049     13.4095    16.0247
7.517      13.4753    16.1437
7.4774     13.5519    16.2947
7.4812     13.5894    16.4522
7.4925     13.5824    16.5545
7.4377     13.5683    16.6295
7.444      13.5075    16.7595
7.4488     13.4088    16.8979
7.4525     13.2987    17.0659
7.4756     13.0139    17.2807
7.4914     12.8171    17.4129
7.5627     12.6203    17.5127
7.7142     12.3995    17.5475
7.914      12.2048    17.5809
8.0761     12.0089    17.5772
8.2156     11.8487    17.591
8.3366     11.6943    17.5356
8.4965     11.5624    17.5372
9.0087     11.1901    17.539
9.4411     11.0185    17.3061
9.4801     10.9725    17.1212
9.5393     10.9967    16.8787
9.5403     10.9423    16.7132
9.5302     10.8135    16.5083
9.5111     10.8505    16.3216



































































































































































11.7371    9.1729     15.0982    LORBIT
11.9293    9.1097     15.1892
12.1134    9.0506     15.2172
12.3026    9.0058     15.3025
12.4636    8.955      15.3615
12.5842    8.9386     15.4362
12.7217    8.9109     15.5074
12.9014    8.9106     15.6372
13.0193    8.9263     15.7329
13.188     8.9544     15.8818
13.3018    8.9432     16.0802
13.3691    9.0069     16.2379
13.4726    8.9554     16.5444
13.4747    8.9381     16.6649
13.4144    8.9742     16.8263
13.2478    8.8868     17.0566
13.0817    8.8371     17.2321
12.8909    8.8267     17.3562
12.6552    8.8172     17.4707
12.4607    8.8328     17.5098
12.2855    8.8261     17.5807
11.9975    9.0008     17.5745
11.5669    9.1638     17.5513
11.4064    9.3465     17.512
10.8506    9.8455     17.4671
10.5246    10.3192    17.0201
10.4326    10.3012    16.9116
10.4184    10.3115    16.7547
10.4122    10.3158    16.5949
10.3952    10.304     16.4669
10.3891    10.2904    16.3291









































































































































































7.1158     14.7926    16.2802    RTEMFOS
7.0065     14.7134    16.1509
6.9774     14.6626    15.9753
6.9063     14.5967    15.7894
6.8308     14.5238    15.5202
6.7994     14.4641    15.2523
6.7165     14.3764    14.9562
6.7008     14.3417    14.7173
6.6488     14.2817    14.4074
6.5602     14.2486    14.1608
6.5422     14.2395    13.8946
6.4436     14.214     13.6495
6.5131     14.2786    13.4489
6.4282     14.3075    13.2613
6.3784     14.3491    13.0215
6.3375     14.4211    12.8959
6.3248     14.5154    12.7999
6.3573     14.6732    12.6744
6.3324     14.815     12.6031
6.3532     15.0588    12.5818
6.5129     15.3064    12.6044
6.5983     15.4758    12.6478
6.6865     15.6608    12.68
6.7929     15.7974    12.7597
6.8959     15.8666    12.8415















































































































































































14.7584    9.1105     16.4152    LTEMFOS
14.7168    9.035      16.1688
14.6682    8.949      15.9892
14.6859    8.8733     15.8116
14.6403    8.8271     15.606
14.615     8.7422     15.4259
14.5703    8.6681     15.222
14.5288    8.6516     15.0629
14.502     8.6355     14.8457
14.4887    8.573      14.694
14.418     8.5214     14.4831
14.3945    8.4733     14.3127
14.38      8.4178     14.1234
14.357     8.4346     13.924
14.3385    8.3416     13.749
14.3251    8.3309     13.5997
14.3787    8.3281     13.4047
14.4004    8.3074     13.2754
14.4469    8.3059     13.0962
14.511     8.2575     12.9575
14.5946    8.2904     12.8161
14.6415    8.2843     12.7345
14.686     8.2673     12.7069
14.82      8.3238     12.6264
14.9513    8.3726     12.6176
15.053     8.4308     12.6252
15.1586    8.475      12.6297
15.3117    8.547      12.6807
15.3818    8.6073     12.719
15.5308    8.6948     12.769
15.613     8.8648     12.8455









































































































































































6.3455     4.618      12.3066    OP
7.4962     6.4613     12.3153    BA
11.0698    11.8154    11.1185    ST
14.8461    17.4154    11.2548    IV
3.7959     9.0189     11.6867    R_PG
4.1284     12.1993    10.5473    R_ZTI
9.3686     13.8537    12.8017    R_M3D
10.6684    16.1854    12.6902    R_M12
12.3926    18.2148    12.4707    R_MP3
13.9589    19.4121    11.7887    R_PMI
11.0558    4.115      11.6425    L_PG
13.9513    5.6269     10.1269    L_ZTI
13.737     10.9195    12.6879    L_M3D
15.5547    12.9943    12.3247    L_M12
16.7459    15.4336    12.0849    L_MP3
17.0593    17.348     11.4718    L_PMI
16.1589    20.4447    11.9575    O1
15.8409    14.4004    9.6197     O2
5.9702     10.7068    4.9677     O3
6.4037     1.7803     10.1295    O4




















































































































































































7.9004     14.1898    10.626     RZYGINF
7.6818     14.1368    10.5583
7.4454     14.1478    10.4323
7.162      14.1439    10.3239
6.9612     14.081     10.3075
6.7139     13.9731    10.3304
6.5178     13.8899    10.3902
6.2867     13.7947    10.5042
6.0863     13.6767    10.6176
5.985      13.5249    10.7237
5.9202     13.4068    10.7922
5.7494     13.2216    10.8411
5.6206     13.0487    10.8652
5.5115     12.9601    10.9014
5.2562     12.7754    10.9066
5.1922     12.7192    10.8909
5.066      12.62      10.8975
4.9132     12.5362    10.8961
4.7591     12.4205    10.8738
4.5673     12.3699    10.8175
4.3052     12.2896    10.7381
4.1414     12.1472    10.5951


















































































































































































14.4248    9.6598     10.1883    LZYGINF
14.4308    9.5597     10.0652
14.4632    9.3894     9.9442
14.4987    9.2114     9.8854
14.5671    9.0222     9.8301
14.6045    8.7715     9.8428
14.6478    8.531      9.8922
14.6012    8.2479     9.964
14.5565    7.9495     10.1159
14.4688    7.7886     10.2091
14.3713    7.5384     10.3071
14.2846    7.3347     10.3629
14.2128    7.0507     10.3994
14.1364    6.9198     10.427
14.1026    6.7        10.4362
14.0418    6.5542     10.436
14.0068    6.3286     10.3868
13.95      6.1559     10.3398
13.9498    5.8944     10.2863
13.8903    5.7349     10.2423
13.8361    5.6381     10.1836



















































































































































































9.3591     13.8332    12.7872    R-ALV
9.378      14.0019    12.8059
9.405      14.1549    12.8413
9.4792     14.4092    12.8212
9.5403     14.5508    12.8344
9.6324     14.7247    12.8476
9.7041     14.8539    12.82
9.8104     15.0147    12.8076
9.9621     15.2522    12.7787
10.0512    15.4303    12.7917
10.1588    15.6151    12.7274
10.2722    15.7747    12.7073
10.433     15.948     12.6988
10.5457    16.0655    12.6635
10.6165    16.1541    12.6159
10.6821    16.2302    12.5923
10.7815    16.3679    12.6086
10.961     16.5828    12.6016
11.0912    16.7588    12.5945
11.2402    16.9117    12.5927
11.468     17.061     12.5469
11.6306    17.1773    12.5923
11.7973    17.3587    12.5904
11.9181    17.4936    12.5798
12.0041    17.6314    12.5789
12.1579    17.8451    12.5694
12.2427    17.978     12.5536
12.2968    18.0868    12.5347
12.4302    18.245     12.4658











































































































































































13.83      10.9473    12.5793    L-ALV
13.9992    11.0272    12.5644
14.1656    11.1379    12.5613
14.3709    11.3288    12.5423
14.5204    11.4826    12.5058
14.6597    11.6377    12.5004
14.8432    11.8791    12.5017
14.9821    12.0518    12.5125
15.1584    12.2686    12.469
15.3608    12.5669    12.4069
15.489     12.8801    12.3532
15.5327    12.9694    12.3531
15.6594    13.1178    12.2991
15.7208    13.2397    12.3221
15.7989    13.3914    12.2935
15.9102    13.5795    12.256
16.0196    13.7934    12.2449
16.091     14.0644    12.1789
16.1507    14.2263    12.1778
16.231     14.3762    12.1718
16.3273    14.6333    12.1769
16.4052    14.791     12.1454
16.4449    14.8805    12.1386
16.5111    14.9986    12.1637
16.6247    15.1605    12.1169
16.6775    15.2184    12.0839
16.803     15.3612    12.021
