NMNH       356976     Pyn7stv
-0.2536    1.0764     3.2801
-0.259     0.9381     3.1501
-0.2868    0.8585     3.031
-0.2754    0.8339     2.8362


































































































































































































-0.3021    3.5585     6.18       R-PM/MAX
-0.5381    3.5303     5.9283
-0.6806    3.5106     5.7167
-0.815     3.4745     5.4916
-0.9101    3.4021     5.247
-0.9506    3.326      5.1015
-1.0412    3.2231     4.9174
-1.1081    3.1237     4.7064
-1.2099    2.985      4.5315
-1.2867    2.745      4.3501
-1.3511    2.5553     4.1886
-1.395     2.4167     4.0548
-1.3921    2.1973     3.9564
-1.3568    1.959      3.8142
-1.3855    1.7634     3.6065
-1.4132    1.6027     3.4622
-1.4451    1.438      3.2937
-1.4256    1.3687     3.1107
-1.3904    1.3761     3.0381
-1.3493    1.4116     2.9716




















































































































































































0.2209     3.4821     5.8785     L-PM/MAX
0.4074     3.4326     5.677
0.4938     3.3781     5.4851
0.5783     3.32       5.2963
0.6731     3.2237     5.0699
0.6887     3.1021     4.8659
0.7511     3.0266     4.7249
0.8233     2.9436     4.5891
0.8476     2.8156     4.4588
0.8845     2.7222     4.3777
0.9495     2.6125     4.222
0.9483     2.4549     4.1122
0.9145     2.2296     3.9934
0.9042     2.0114     3.8466
0.8888     1.8373     3.7093
0.8721     1.6078     3.5358
0.8916     1.4398     3.3933
0.8836     1.3529     3.2352
0.8404     1.3729     2.966





















































































































































































-2.0992    3.0273     2.6693     ROSTRUM
-2.0863    3.0346     3.0403
-2.0617    3.0205     3.3389
-1.9564    3.0069     3.5507
-1.8394    3.0012     3.7257
-1.7058    2.9985     3.8994
-1.5498    3.032      4.1211
-1.4843    3.0587     4.2411
-1.4051    3.0445     4.3507
-1.2578    3.0353     4.5035
-1.1465    3.0511     4.6324
-1.0364    3.0679     4.7925
-0.874     3.0898     4.9623
-0.718     3.1168     5.1097
-0.5701    3.1293     5.252
-0.4842    3.1196     5.326
-0.2247    3.1514     5.4204
0.0694     3.1266     5.3737
0.248      3.0786     5.2799
0.4715     3.0935     5.1264
0.6626     3.111      4.9317
0.7758     3.1345     4.7934
0.9027     3.1065     4.6339
1.0872     3.0919     4.4291
1.2148     3.0886     4.2155
1.3635     3.0466     3.9624
1.5402     3.0324     3.735
1.6475     3.0252     3.5824
1.7923     3.0402     2.98
1.7732     3.0245     2.83
1.7317     3.0164     2.6316









































































































































































-4.038     5.4138     6.0757     SUPORB
-3.9263    5.3763     6.3553
-3.8163    5.325      6.5242
-3.6943    5.3219     6.6417
-3.5224    5.3017     6.7782
-3.2943    5.32       6.9405
-3.1188    5.2644     7.0254
-2.7783    5.1979     7.1678
-2.4475    5.091      7.2524
-2.1677    4.9224     7.3218
-1.8945    4.8141     7.339
-1.6642    4.7452     7.3528
-1.4624    4.6574     7.3586
-1.1979    4.5991     7.3723
-0.9694    4.5655     7.3571
-0.723     4.5105     7.3344
-0.5089    4.4497     7.3212
-0.2742    4.3927     7.2922
-0.0293    4.3494     7.2797
0.3289     4.3768     7.3258
0.5697     4.4313     7.344
0.8305     4.5036     7.3737
1.1542     4.5924     7.3756
1.3445     4.642      7.3736
1.5079     4.6777     7.3559
1.7161     4.7401     7.346
1.8527     4.7627     7.3125
2.0462     4.8289     7.3004
2.2818     4.9119     7.2736
2.4648     4.983      7.2292
2.6801     5.0732     7.1403
2.8819     5.1367     7.0599
3.3684     5.3586     6.7124
3.6143     5.3911     6.4683
3.7505     5.3474     6.2574
3.8522     5.3399     6.0412
3.8652     5.3116     5.8932



































































































































































-2.564     3.8379     4.6901     RORBIT
-2.7575    3.8484     4.7056
-2.9784    3.9612     4.7651
-3.1732    4.0312     4.8679
-3.3368    4.1363     5.013
-3.4558    4.3252     5.1985
-3.5322    4.484      5.4038
-3.6003    4.5826     5.5753
-3.5936    4.6897     5.8377
-3.5385    4.8067     6.0775
-3.4452    4.8578     6.3368
-3.2691    4.855      6.537
-3.0994    4.8069     6.7095
-2.9011    4.7843     6.8332
-2.7906    4.7346     7.0336
-2.5762    4.6649     7.0118
-2.3213    4.5889     7.0277
-2.066     4.5086     7.0466
-1.8268    4.4583     7.0246
-1.5658    4.3761     7.026
-1.139     4.3256     6.9628
-0.9452    4.2703     6.8343
-0.7568    4.1915     6.586
-0.7639    4.2032     6.4115
-0.7708    4.0327     6.3241
-0.8176    4.0024     6.0703
-0.855     3.8809     5.9252













































































































































































2.2335     3.7138     4.7549     LORBIT
2.6799     3.7696     4.7455
2.8515     3.9021     4.8715
3.0263     3.9993     4.9799
3.1672     4.1668     5.1184
3.2935     4.264      5.3019
3.3741     4.3636     5.4712
3.4633     4.4444     5.594
3.4146     4.5644     5.7779
3.4629     4.6152     5.9062
3.4112     4.6713     6.0803
3.342      4.7702     6.2937
3.2237     4.7915     6.4627
3.1128     4.7694     6.6037
2.9527     4.7656     6.7807
2.6792     4.7451     6.8947
2.45       4.6966     6.9991
2.2923     4.6843     7.0187
2.1298     4.6214     7.0572
1.9401     4.5685     7.0614
1.8007     4.5408     7.0802
1.6764     4.4717     7.0485
1.3743     4.3851     7.0477
1.193      4.3229     7.0597
1.045      4.2797     7.0116
0.8924     4.2625     6.9439
0.7079     4.2244     6.8061
0.5604     4.1787     6.5452
0.5705     4.0839     6.3492
0.589      4.0093     6.1702
0.619      3.9829     5.9394









































































































































































-4.0128    5.4152     6.1045     RTEMFOS
-4.0897    5.3011     5.8878
-4.1228    5.1839     5.6513
-4.1245    5.0672     5.4642
-4.1098    4.9648     5.3052
-4.1056    4.8562     5.1051
-4.0673    4.7764     4.9097
-3.9977    4.6925     4.6256
-3.935     4.6727     4.3819
-3.9018    4.7419     4.0498
-3.9366    4.8258     3.9097
-3.9806    4.9957     3.7984
-3.9823    5.1215     3.7528
-4.0417    5.2633     3.7622
-4.031     5.3366     3.7647
-4.0697    5.4045     3.7756
























































































































































































3.8439     5.3596     5.9646     LTEMFOS
3.8946     5.2465     5.7582
3.8868     5.0845     5.5261
3.9074     4.9412     5.3841
3.9002     4.76       5.1581
3.8757     4.6567     5.0016
3.8429     4.6117     4.8312
3.8057     4.5395     4.7189
3.7644     4.5111     4.596
3.7268     4.5111     4.3743
3.7042     4.5692     4.186
3.7284     4.6067     3.9277
3.768      4.7364     3.7978
3.7938     4.89       3.7597
3.879      5.0367     3.6751
3.8906     5.1742     3.6925
3.9122     5.2986     3.6982























































































































































































-0.517     3.6406     7.3366     OP
-0.5702    5.4004     7.6809     BA
-0.9479    9.4494     6.5908     ST
-1.2201    12.18      6.5134     IV
-3.8117    5.9836     7.1279     R_PG
-4.8808    7.9496     6.6471     R_ZTI
-2.7344    9.4049     7.1579     R_M3D
-3.1861    10.8014    7.113      R_M12
-2.9099    12.514     6.7637     R_MP3
-2.3629    13.1503    6.645      R_PMI
2.2235     6.4366     7.4383     L_PG
3.1492     8.4315     6.8778     L_ZTI
0.5831     9.5788     7.2893     L_M3D
0.8496     11.0624    7.2552     L_M12
0.2942     12.8144    6.8179     L_MP3
-0.4418    13.3127    6.7185     L_PMI
-1.7701    13.9728    6.6016     O1
-3.965     8.2694     3.0288     O2
3.2938     7.9914     6.5394     O3
-1.1789    2.0774     5.6516     O4




















































































































































































-4.0441    10.241     6.5498     RZYGINF
-4.1866    10.0936    6.691
-4.3144    9.9321     6.7667
-4.4088    9.8168     6.8307
-4.5205    9.6335     6.848
-4.5716    9.4095     6.935
-4.5625    9.2354     6.9973
-4.6097    9.0304     7.017
-4.648     8.793      6.9367
-4.7582    8.5961     6.8636
-4.7951    8.3624     6.7726
-4.8332    8.1555     6.7601
-4.8205    8.0505     6.7237
-4.825     7.9442     6.6813


























































































































































































2.055      10.5387    6.8708     LZYGINF
2.2897     10.3118    7.0424
2.3695     10.2117    7.0422
2.432      10.1367    7.0935
2.5375     9.9504     7.1886
2.6319     9.7768     7.1739
2.6464     9.5841     7.2303
2.6953     9.3866     7.245
2.8157     9.2413     7.1915
2.8849     9.0978     7.173
2.9687     8.9434     7.0758
3.0437     8.7859     6.9968
3.0905     8.6057     6.9802
3.0962     8.437      6.9407
3.1192     8.3877     6.8701

























































































































































































-2.6492    9.3507     7.2244     R-ALV
-2.7953    9.5181     7.1299
-2.8879    9.76       7.203
-2.9766    10.0008    7.2188
-3.04      10.1502    7.2199
-3.0867    10.353     7.2191
-3.1002    10.4869    7.2074
-3.1676    10.7788    7.1635
-3.2051    10.9327    7.1534
-3.1753    11.1773    7.1324
-3.1533    11.5132    7.0352
-3.1084    11.7881    6.9726
-3.0693    12.0129    6.9316
-3.0074    12.2435    6.8824
-2.982     12.3971    6.8707
-2.9153    12.5103    6.7811
























































































































































































0.6324     9.6336     7.2363     L-ALV
0.7009     9.8549     7.1782
0.7719     10.0233    7.1884
0.8074     10.201     7.1764
0.8512     10.402     7.1408
0.888      10.5632    7.124
0.8913     10.7729    7.1657
0.8846     11.1277    7.1561
0.8936     11.2922    7.1324
0.8575     11.4284    7.0649
0.8123     11.6779    6.9956
0.7163     11.7911    6.9574
0.6722     11.8936    6.9963
0.6219     12.039     6.9952
0.606      12.1235    6.9824
0.5356     12.3363    6.9139
0.5051     12.4457    6.9312
0.459      12.565     6.9382
0.3794     12.822     6.7881
