AMNH       169432     Tap3-2
14.5183    8.6497     9.2376
14.5357    8.5419     9.0758
14.5269    8.4321     8.8842
14.5228    8.3758     8.7663
14.5488    8.3345     8.6307



























































































































































14.5109    8.3908     8.6006     NOSE
14.3528    8.4675     8.682
14.2108    8.4497     8.6002
14.1253    8.4565     8.5705
13.9153    8.4723     8.4232
13.6903    8.4576     8.1748
13.5219    8.2233     7.799
13.3968    7.9693     7.2666
13.3893    7.7678     6.6928
13.4179    7.543      6.2509
13.4588    7.0389     5.796
13.7096    6.68       5.5607
14.0079    6.3254     5.3254
14.3517    6.1734     4.9868
14.6216    6.2353     4.8412
14.8928    6.1759     5.0036
15.1664    6.2754     5.3589
15.5501    6.5789     5.5965
15.9014    6.9973     5.9097
15.9401    7.3581     6.411
15.9032    7.8037     7.035
15.8011    8.1279     7.6073
15.651     8.3931     8.0091
15.529     8.4973     8.1716
15.3568    8.5088     8.2456
15.2208    8.5384     8.4015
14.9781    8.453      8.5302
14.8442    8.4264     8.6379
14.6562    8.4169     8.6733











































































































































































14.6525    6.2733     4.8904     NASP-PR
14.6301    6.1926     4.7523
14.6798    6.0923     4.5514
14.6819    6.0213     4.1959
14.7219    6.0694     3.8295
14.7504    6.1116     3.557
14.74      6.1436     3.3995
14.7186    6.1592     3.3046
14.7255    6.36       3.0963































































































































































































13.5613    9.2742     9.1994     R-PM/MAX
13.5441    9.1377     9.0201
13.5356    9.1246     9.0188
13.4802    8.9653     8.7377
13.4015    8.7936     8.4532
13.3312    8.5561     8.1497
13.2041    8.3149     7.7648
13.1237    8.1479     7.3287
13.0755    8.0345     6.9126
12.9948    7.9143     6.5404
12.9391    7.82       6.1451
12.871     7.7232     5.6689
12.8092    7.6185     5.3846
12.7058    7.5832     5.1466
12.6126    7.5471     4.8007
12.5553    7.6979     4.5111
12.817     7.7439     4.1899
13.0037    7.8905     3.9827






















































































































































































15.4979    9.1694     9.2191     L-PM/MAX
15.5376    9.0609     9.0553
15.5438    9.064      9.0247
15.6348    8.9087     8.769
15.6792    8.8467     8.6085
15.7811    8.687      8.3464
15.9254    8.4525     8.0102
15.9627    8.4342     7.9737
16.0431    8.2952     7.7049
16.1086    8.1523     7.4543
16.1154    8.1292     7.4146
16.1747    7.9996     7.0656
16.217     7.9171     6.7943
16.227     7.85       6.5612
16.284     7.7928     6.3267
16.3405    7.7355     6.04
16.3538    7.633      5.7963
16.4051    7.5466     5.5448
16.5583    7.5023     5.3243
16.6607    7.4773     5.0089
16.6639    7.5854     4.6427
16.505     7.804      4.2559


















































































































































































11.7712    12.0119    5.736      ROSTRUM
11.7602    11.9472    5.8852
11.7466    11.8057    6.1112
11.8743    11.6274    6.531
12.0439    11.486     6.8052
12.1705    11.2489    7.2552
12.1972    11.108     7.5412
12.1775    11.1066    7.6397
12.0805    10.8846    8.0756
11.9046    10.7424    8.4245
11.7723    10.5266    8.7975
11.7882    10.2575    9.2077
11.9582    10.024     9.5883
12.2485    9.9711     9.7687
12.6339    9.9635     9.767
12.9129    10.0321    9.7443
13.0956    9.9956     9.7927
13.4078    9.8991     9.911
13.6972    9.7935     10.0553
14.1287    9.5879     10.4506
14.2104    9.5232     10.4409
14.453     9.4774     10.4779
14.7346    9.4853     10.4909
15.0193    9.5668     10.4432
15.1777    9.6647     10.3195
15.3925    9.7569     10.145
15.4961    9.8599     10.0776
15.6154    9.8973     10.0276
15.7698    9.9828     9.9469
15.9156    10.043     9.8756
16.1129    10.0122    9.8614
16.3102    10.0787    9.8109
16.5041    10.0359    9.8562
16.7852    9.9838     9.8257
17.0056    10.0209    9.7818
17.136     10.0751    9.6938
17.2647    10.1573    9.4984
17.3685    10.2615    9.3108
17.3715    10.4482    8.9949
17.2546    10.6189    8.7127
17.0376    10.8749    8.3543
16.9104    11.1442    7.9272
16.8575    11.2794    7.6599
16.9402    11.41      7.2926
17.1869    11.5598    6.9057
17.5411    11.7414    6.3363
17.56      11.9529    5.9881
17.511     12.066     5.8404
17.3496    12.1358    5.6635























































































































































9.8253     14.5341    14.5592    SUPORB
9.8289     14.5598    14.9169
9.8702     14.5615    15.1364
9.9551     14.5476    15.3514
10.1141    14.5012    15.6031
10.2646    14.4747    15.8904
10.5534    14.403     16.2635
10.9601    14.27      16.5746
11.2108    14.1847    16.6839
11.6711    14.1459    16.8865
12.374     14.0682    17.123
13.3202    13.9537    17.1574
13.9155    13.7297    17.0875
14.3624    13.3554    16.9595
14.6523    13.0611    16.8404
15.0321    13.5007    16.9935
15.1599    13.5755    17.0332
15.4501    13.726     17.0772
15.8703    13.8832    17.1388
16.3734    13.9861    17.1384
16.8866    14.1111    17.0636
17.4127    14.2461    16.9171
17.9938    14.4398    16.6695
18.45      14.6545    16.4134
18.7193    14.7521    16.1123
18.9797    14.749     15.7579
19.1653    14.6927    15.3435
19.2943    14.7443    15.0612
19.2847    14.8083    14.8209
19.2883    14.8047    14.6452










































































































































































12.1592    13.1247    13.4486    RORBIT
11.9488    13.1003    13.4904
11.6903    13.1816    13.5605
11.3795    13.2843    13.7159
11.0882    13.4011    13.8896
10.8321    13.6452    14.3602
10.7602    13.7214    14.6438
10.733     13.6181    15.0816
10.7958    13.5772    15.1804
11.0032    13.3132    15.5184
11.3726    13.0756    15.7768
11.8467    12.9004    15.8741
12.1886    12.761     15.9247
12.8078    12.82      15.8079
13.0462    12.8776    15.8253
13.5056    12.9388    15.814
13.7389    12.9553    15.8002
13.9474    12.8813    15.5244
14.0059    12.859     15.3688
14.0861    12.9451    14.984
14.0621    12.9702    14.8293
14.0652    12.9715    14.6423


















































































































































































16.7166    13.1422    13.418     LORBIT
16.8531    13.1506    13.5036
17.1011    13.1888    13.5185
17.3108    13.2106    13.5428
17.3114    13.2236    13.544
17.4817    13.2854    13.609
17.695     13.3903    13.7279
17.9737    13.563     13.9155
18.1366    13.7041    14.1056
18.1796    13.8303    14.3047
18.3022    13.9757    14.8049
18.2608    13.872     15.2385
18.1391    13.6092    15.4936
17.903     13.4361    15.6981
17.5147    13.1154    15.8826
17.2712    13.0032    15.8933
16.8504    12.8904    15.8701
16.5458    12.8614    15.8487
16.2536    12.9349    15.8412
15.8958    12.916     15.8647
15.5227    12.8939    15.8286
15.2117    12.879     15.7025
15.1283    12.9951    15.2747
15.0485    12.9537    14.9108
15.1184    13.0804    14.7433
15.125     13.038     14.5876














































































































































































9.8039     14.5381    14.551     RTEMFOS
9.7867     14.3685    14.3175
9.7633     14.2255    13.8996
9.7399     14.0942    13.436
9.762      13.9829    13.0546
9.7371     13.8336    12.6986
9.6909     13.7832    12.2502
9.6004     13.8461    11.7034
9.4491     13.7579    11.2832
9.2415     14.197     10.9161
8.9561     14.5278    10.9102
8.8712     14.986     11.0077
8.892      15.3211    11.1703
8.8669     15.3844    11.2307


























































































































































































19.3309    14.7734    14.6076    LTEMFOS
19.3357    14.7129    14.4738
19.3307    14.6833    14.3578
19.3561    14.6471    14.0744
19.3982    14.5419    13.9056
19.4112    14.4758    13.6095
19.4062    14.3543    13.4034
19.4289    14.2986    13.2244
19.3463    14.239     12.7322
19.3751    14.1724    12.5241
19.4217    14.1005    12.2466
19.4079    14.0921    11.8267
19.557     14.088     11.4318
19.6971    14.2287    11.1062
19.829     14.4758    10.9991
20.0294    14.8651    11.0717
20.1014    15.1567    11.1381
20.0689    15.3362    11.2482






















































































































































































15.4165    22.3374    12.8523    OP
15.4472    20.1855    12.3719    BA
15.3256    14.4036    9.5969     ST
15.1893    7.6912     8.0216     IV
9999       9999       9999       R_PG
21.3183    17.7701    9.9193     R_ZTI
17.7419    13.0771    11.1874    R_M3D
17.8306    10.4966    10.3416    R_M12
17.4943    7.9133     9.3708     R_MP3
17.0681    6.3604     8.1818     R_PMI
11.0455    20.4012    11.7091    L_PG
9.6044     18.1622    9.567      L_ZTI
12.7922    13.2479    11.0167    L_M3D
12.4488    10.6751    10.1007    L_M12
12.7431    8.1774     9.0994     L_MP3
13.2227    6.6065     7.9217     L_PMI
15.6741    4.4487     7.6482     O1
18.3249    19.7987    3.9472     O2
21.4284    18.879     9.8073     O3
16.4988    25.6101    9.8418     O4




















































































































































































19.1879    14.105     9.0179     RZYGINF
19.3769    14.2836    8.9772
19.725     14.63      8.8619
20.087     14.966     8.8999
20.3715    15.3643    9.2076
20.459     15.7106    9.5659
20.589     16.1257    9.7827
20.7653    16.5619    9.9284
21.0043    16.9958    9.998
21.2428    17.3249    10.01
21.2893    17.5616    9.9875
21.3342    17.7568    9.8921




























































































































































































11.3731    14.4961    8.6635     LZYGINF
11.1541    14.7841    8.4921
10.8613    15.0942    8.4324
10.5558    15.4258    8.5911
10.3853    15.6856    8.7564
10.2986    15.9639    8.9985
10.2202    16.2411    9.2142
10.1448    16.6521    9.4273
10.0546    16.9324    9.5301
9.9262     17.2363    9.6326
9.8202     17.6088    9.6459
9.6703     17.9261    9.6291
9.5329     18.1286    9.563



























































































































































































17.763     13.0756    11.1678    R-ALV
17.8374    12.8183    11.1263
17.8488    12.6216    11.0713
17.9643    12.2873    10.9993
17.857     11.9562    10.8944
17.832     11.667     10.8204
17.937     11.4827    10.737
17.9064    11.2438    10.6743
18.0155    10.9512    10.483
17.8749    10.6592    10.3984
17.8222    10.5107    10.3699
17.808     10.3119    10.3033
17.8956    10.1259    10.1788
17.7363    9.8731     10.1983
17.8342    9.5912     9.9488
17.547     9.3448     9.9879
17.5629    9.0222     9.8203
17.4507    8.5681     9.8191
17.4785    8.2603     9.66
17.4952    7.9247     9.3892




















































































































































































12.7072    13.1858    10.9916    L-ALV
12.5707    13.0035    10.9327
12.5026    12.7284    10.8521
12.3664    12.4604    10.7382
12.4434    12.1485    10.6408
12.4533    11.8662    10.5416
12.3334    11.6879    10.4463
12.316     11.4263    10.3867
12.2182    11.164     10.2339
12.2977    10.8544    10.0683
12.4174    10.7165    10.0975
12.3839    10.5085    10.0121
12.3111    10.4091    9.9202
12.422     10.0552    9.8868
12.3317    9.8803     9.7187
12.484     9.6493     9.703
12.5771    9.4487     9.6941
12.5815    9.3017     9.5263
12.631     8.9974     9.4298
12.7142    8.7837     9.4307
12.7377    8.7993     9.4403
12.6838    8.5558     9.3486
12.6882    8.2041     9.093
