AMNH       169432     Tap3-3
9.7522     14.3233    14.1428
9.757      14.1832    13.7478
9.7459     14.0822    13.414
9.7397     14.0544    13.372
9.7493     13.9887    13.0426
9.731      13.8995    12.608
9.7049     13.8767    12.1888
9.5682     13.7733    11.771
9.543      13.8072    11.5771
9.3555     13.9142    11.1263
9.2765     14.0545    11.019
9.0931     14.3413    10.9164
8.8501     14.7759    10.9066
8.848      15.1838    11.079
8.8675     15.3824    11.1897
8.8454     15.3425    11.1588
8.9178     15.3717    11.2327





















































































































































































19.2865    14.8356    14.6359    LTEMFOS
19.3313    14.7482    14.5129
19.3225    14.7469    14.5112
19.3509    14.6559    14.3958
19.3518    14.6663    14.3249
19.3686    14.5961    14.1649
19.3752    14.539     13.9236
19.3814    14.5012    13.7185
19.4065    14.4476    13.5334
19.3939    14.3763    13.3626
19.4241    14.298     13.0558
19.3961    14.1702    12.7754
19.3854    14.1372    12.4985
19.408     14.1039    12.2432
19.4468    14.0017    11.8845
19.5146    14.0604    11.5608
19.6345    14.1215    11.2242
19.7471    14.3383    10.9929
19.8416    14.5066    10.9735
20.0425    14.8524    11.0444
20.0665    15.107     11.1353
20.0805    15.335     11.215


















































































































































































15.4505    22.3031    12.8603    OP
15.4888    20.2481    12.3473    BA
15.3376    14.4017    9.5996     ST
15.1806    7.6902     8.0323     IV
9999       9999       9999       R_PG
21.3439    17.7743    9.9053     R_ZTI
17.7479    13.0619    11.1878    R_M3D
17.8031    10.4883    10.3605    R_M12
17.5139    7.9294     9.3669     R_MP3
17.0925    6.3842     8.1803     R_PMI
11.0777    20.4319    11.7288    L_PG
9.6147     18.1451    9.5949     L_ZTI
12.7869    13.2823    11.0466    L_M3D
12.44      10.6968    10.1169    L_M12
12.7376    8.1129     9.0963     L_MP3
13.2363    6.5508     7.9054     L_PMI
15.6806    4.447      7.6593     O1
18.3394    19.7908    3.9383     O2
21.4311    18.866     9.8095     O3
16.5138    25.6031    9.8688     O4




















































































































































































19.2033    14.0432    9.0168     RZYGINF
19.3983    14.2338    8.9719
19.4139    14.2693    8.9662
19.6684    14.5631    8.8794
19.9377    14.7599    8.8416
20.1754    15.0798    8.9506
20.354     15.2982    9.1222
20.4592    15.6544    9.4402
20.6423    16.1256    9.7735
20.8086    16.4056    9.8605
20.9783    16.8546    9.9743
21.1464    17.1217    9.9995
21.2221    17.4156    10.0157
21.3065    17.598     9.9596
21.3026    17.8094    9.9365

























































































































































































11.4358    14.4448    8.72       LZYGINF
11.2727    14.7112    8.5672
11.0912    14.9012    8.4539
10.9397    15.0829    8.4392
10.7027    15.3055    8.5057
10.4206    15.5743    8.6708
10.3327    15.9129    8.9404
10.276     16.2197    9.1652
10.1087    16.6918    9.4384
10.0409    17.0498    9.5612
9.879      17.3838    9.6343
9.7683     17.7495    9.6291
9.69       17.8986    9.6235
9.5597     18.1271    9.5688


























































































































































































17.7513    13.0754    11.187     R-ALV
17.8614    12.5655    11.0688
17.9529    12.1958    10.948
17.8388    11.7974    10.8414
17.9455    11.4578    10.7194
17.901     11.2344    10.6743
18.0187    10.9128    10.4866
17.8356    10.6309    10.4026
17.8439    10.4908    10.3528
17.8317    10.2771    10.3087
17.8946    10.1451    10.1939
17.7722    9.9116     10.1776
17.8294    9.594      9.9505
17.5765    9.3894     9.9916
17.5552    9.0133     9.8269
17.4298    8.6086     9.8351
17.4799    8.2825     9.6832
17.5223    7.8786     9.3505






















































































































































































12.7272    13.1431    10.9908    L-ALV
12.5061    12.6121    10.8306
12.3878    12.3626    10.7193
12.434     12.0987    10.6188
12.4896    11.9295    10.5914
12.4028    11.7419    10.5061
12.3595    11.6354    10.4484
12.3462    11.5741    10.4434
12.3582    11.3451    10.378
12.257     11.1634    10.2373
12.3818    10.832     10.1458
12.4213    10.6429    10.1134
12.4725    10.5859    10.108
12.3604    10.352     9.9546
12.4483    10.0028    9.9289
12.3622    9.8444     9.7684
12.3854    9.7868     9.7383
12.5276    9.4889     9.7016
12.6071    9.172      9.5166
12.6716    8.8188     9.4951
12.6615    8.4968     9.3546
12.7353    8.1844     9.1145
