NMNH       356576     Pyn1stv
2.8988     1.3839     3.356
2.9072     1.2169     3.2043
2.9379     1.1095     3.062
2.9901     0.9791     2.8816
3.0412     0.8861     2.7416
3.0992     0.7911     2.6352
3.0953     0.664      2.495
3.1339     0.6651     2.3438




















































































































































































0.0184     2.2102     2.206      ROSTRUM
0.079      2.1833     2.6886
0.1862     2.1553     2.927
0.3431     2.1783     3.137
0.5436     2.1475     3.2855
0.7318     2.1452     3.5084
0.8835     2.1736     3.7134
1.0502     2.1905     3.8752
1.1955     2.1842     4.0631
1.3677     2.2726     4.2994
1.5477     2.2453     4.4612
1.6913     2.2575     4.6471
1.8493     2.3141     4.7987
2.0782     2.303      4.851
2.3605     2.3417     4.8139
2.5437     2.2918     4.627
2.6976     2.2739     4.4212
2.8347     2.2829     4.1794
2.9404     2.2673     4.0257
3.066      2.2767     3.7911
3.2267     2.2561     3.5613
3.3493     2.2708     3.378
3.5339     2.294      3.2054
3.6821     2.2508     2.9969
3.7639     2.2556     2.826
3.8438     2.2769     2.6691
3.8886     2.2859     2.4806
3.9253     2.2986     2.3463
3.9014     2.2994     2.0784











































































































































































-1.6878    4.5138     5.7958     SUPORB
-1.594     4.4828     5.9948
-1.4767    4.3832     6.163
-1.3858    4.3311     6.2474
-1.2603    4.3165     6.3394
-1.1194    4.2629     6.4249
-0.973     4.1977     6.5131
-0.6777    4.0673     6.6263
-0.4527    4.0019     6.6785
-0.2055    3.9751     6.7099
0.0268     3.9119     6.735
0.2734     3.8362     6.7664
0.4248     3.8309     6.7767
0.6181     3.7954     6.7862
0.8835     3.7262     6.7865
1.1215     3.7235     6.7959
1.3356     3.6372     6.7635
1.5955     3.5846     6.7425
1.9263     3.5291     6.6845
2.1571     3.5241     6.6698
2.4485     3.517      6.6789
2.7995     3.5783     6.6929
3.0711     3.6716     6.7089
3.3179     3.7499     6.71
3.5721     3.7639     6.7064
3.7867     3.7901     6.667
4.0168     3.838      6.6512
4.221      3.883      6.6261
4.4086     3.9236     6.5875
4.7276     4.0623     6.5113
5.2237     4.2569     6.2833
5.4138     4.2997     6.1719
5.5511     4.402      6.0415
5.6515     4.4954     5.9536
5.8048     4.6266     5.7917
5.8788     4.6804     5.6517
5.9363     4.7124     5.5063
5.9859     4.7056     5.3017


































































































































































-0.3442    2.9782     4.0876     RORBIT
-0.5691    3.0111     4.1011
-0.8527    3.0677     4.1707
-1.1548    3.2385     4.3558
-1.2497    3.3451     4.4952
-1.3736    3.4276     4.6722
-1.4806    3.5722     4.9748
-1.4492    3.6386     5.1514
-1.3939    3.6889     5.382
-1.2791    3.736      5.6746
-1.1606    3.746      5.8232
-1.0317    3.6995     6.071
-0.743     3.6603     6.2814
-0.5344    3.624      6.4083
-0.3477    3.5974     6.459
-0.0921    3.5263     6.4906
0.1283     3.4671     6.4921
0.3921     3.4028     6.4949
0.6103     3.3507     6.4885
0.7484     3.3148     6.5088
0.9593     3.3279     6.4238
1.0581     3.3188     6.4268
1.2522     3.2459     6.347
1.4718     3.2345     6.0648
1.5096     3.1225     5.9131
1.4194     3.1343     5.5855
1.3439     3.0795     5.2679













































































































































































4.5994     2.9948     3.8857     LORBIT
4.7818     3.1018     3.9038
5.0935     3.2512     4.001
5.2503     3.3588     4.1076
5.411      3.475      4.2387
5.53       3.5699     4.3755
5.6452     3.7665     4.6941
5.6705     3.8114     4.853
5.6394     3.8627     5.0157
5.6857     3.9046     5.2855
5.6461     3.9265     5.4464
5.5502     3.9132     5.6354
5.4154     3.9291     5.7621
5.3094     3.9098     5.9218
5.1577     3.8862     6.0437
4.9219     3.8629     6.1602
4.654      3.7389     6.3258
4.3436     3.6906     6.295
4.177      3.5656     6.3355
3.7958     3.4576     6.3349
3.5363     3.4031     6.3373
3.3129     3.3761     6.3352
3.0371     3.2917     6.2386
2.826      3.2091     5.9688
2.805      3.1368     5.755
2.8243     3.1143     5.5991
2.882      3.0522     5.3003













































































































































































-1.728     4.5645     5.6575     RTEMFOS
-1.8222    4.4604     5.4405
-1.8632    4.344      5.1854
-1.8819    4.1989     5.019
-1.876     4.0787     4.8222
-1.8493    3.9476     4.6626
-1.841     3.7871     4.4524
-1.8028    3.7632     4.212
-1.7992    3.6861     3.9994
-1.7649    3.6986     3.7957
-1.7875    3.7251     3.6088
-1.8157    3.8596     3.4139
-1.834     4.022      3.3053
-1.8806    4.1876     3.2301
-1.8977    4.3481     3.2338
-1.9307    4.4995     3.2577
-1.8933    4.637      3.3132
-1.944     4.7842     3.366






















































































































































































6.0011     4.651      5.1886     LTEMFOS
6.025      4.4767     4.973
6.0241     4.3327     4.7393
6.0076     4.2159     4.6019
5.9661     4.0926     4.4704
5.9346     4.0218     4.3112
5.9134     3.9347     4.1723
5.8746     3.8608     4.0245
5.8308     3.8717     3.8399
5.8014     3.8486     3.7061
5.7438     3.8678     3.5151
5.7426     3.903      3.3284
5.7407     4.0219     3.1728
5.7709     4.2134     3.0432
5.7973     4.4187     2.9772
5.8381     4.5947     2.9648
5.8597     4.7432     2.9886
5.8977     4.8583     3.0207






















































































































































































1.5131     2.6764     6.4897     OP
1.4961     4.3596     6.7499     BA
1.2947     8.8109     6.2788     ST
1.1115     11.2231    6.1759     IV
-1.2066    4.8318     6.3417     R_PG
-2.6135    7.075      6.1909     R_ZTI
-0.5184    8.7052     6.9958     R_M3D
-0.8437    9.9478     6.9325     R_M12
-0.3752    11.7069    6.6091     R_MP3
0.0632     12.2354    6.3293     R_PMI
4.1268     4.917      6.56       L_PG
5.3229     7.379      6.4287     L_ZTI
2.952      8.8065     6.9188     L_M3D
3.1247     10.1857    7.0563     L_M12
2.6612     11.822     6.5691     L_MP3
2.0199     12.301     6.3852     L_PMI
0.7406     13.0112    6.3132     O1
4.8745     8.0222     3.0618     O2
-2.6589    6.2616     5.795      O3
0.8843     1.397      4.2175     O4




















































































































































































-1.5834    9.5313     6.2559     RZYGINF
-1.764     9.3721     6.3348
-1.8705    9.3273     6.3532
-1.9918    9.2182     6.4386
-2.1151    9.0984     6.4686
-2.2057    8.9855     6.5054
-2.3244    8.7998     6.5925
-2.3533    8.6409     6.6355
-2.4037    8.4924     6.6069
-2.4269    8.2533     6.5514
-2.3869    8.031      6.5392
-2.3514    7.8536     6.5292
-2.4309    7.6429     6.4941
-2.5117    7.5594     6.4423
-2.5708    7.4076     6.3546
-2.5946    7.2299     6.3099
-2.6465    7.1208     6.1725























































































































































































3.9231     9.7376     6.311      LZYGINF
4.0939     9.6478     6.31
4.2523     9.4976     6.4395
4.4819     9.3246     6.5732
4.6048     9.1585     6.6309
4.7012     8.983      6.6604
4.7664     8.8501     6.6985
4.8885     8.6952     6.7157
4.9324     8.5335     6.7457
4.9844     8.299      6.6933
4.9412     8.1758     6.6955
5.0185     8.0115     6.6728
5.0582     7.8397     6.6526
5.1521     7.7239     6.5766
5.1958     7.5732     6.5307
5.2383     7.4725     6.5017
5.2892     7.3977     6.4297























































































































































































-0.5058    8.7184     7.0283     R-ALV
-0.5936    8.923      7.0548
-0.6439    9.1516     7.033
-0.6977    9.3281     7.0187
-0.7537    9.5256     7.02
-0.7948    9.7365     7.0066
-0.8019    9.9762     6.9801
-0.8028    10.1278    6.9979
-0.838     10.3152    6.9445
-0.8284    10.4674    6.9348
-0.8242    10.696     6.851
-0.7294    10.8488    6.7918
-0.6928    11.0793    6.8052
-0.6503    11.2328    6.7256
-0.5742    11.4155    6.7088
-0.555     11.5519    6.6016
-0.5023    11.6672    6.4978























































































































































































2.9632     8.8568     6.989      L-ALV
3.0653     9.1472     6.9293
3.1374     9.3775     6.8847
3.2        9.6493     6.894
3.2083     9.8977     6.9064
3.2104     10.0442    6.9148
3.2125     10.1829    6.9399
3.2089     10.4617    6.8875
3.1858     10.6079    6.8937
3.1502     10.8284    6.823
2.9938     11.0706    6.7287
2.9182     11.3897    6.6641
2.8286     11.5733    6.6107
2.709      11.802     6.5204
