AMNH       169432     Tap3-4
15.1586    8.5403     8.4974
15.1488    8.5321     8.503
14.961     8.454      8.5774
14.7606    8.4594     8.6676
14.6521    8.4379     8.6823






































































































































































14.6669    6.2411     4.8585     NASP-PR
14.6538    6.1679     4.7383
14.6716    6.0975     4.5598
14.6856    6.0508     4.3995
14.715     6.0235     4.1181
14.7187    6.0635     3.822
14.7573    6.0976     3.5313
14.723     6.1451     3.3591
14.7444    6.3414     3.1237































































































































































































13.5642    9.2644     9.189      R-PM/MAX
13.5273    9.1158     9.0006
13.5217    9.0793     8.9612
13.4397    8.8947     8.6155
13.3952    8.7361     8.3755
13.3115    8.5144     8.0792
13.2025    8.2913     7.7131
13.1296    8.1513     7.3394
13.1022    8.0551     7.0465
13.0526    7.982      6.7985
12.9969    7.9155     6.5336
12.9756    7.8992     6.4969
12.9239    7.815      6.1452
12.8873    7.7216     5.802
12.8621    7.7318     5.704
12.8219    7.655      5.4468
12.7198    7.6369     5.2084
12.6912    7.552      5.0108
12.6011    7.5753     4.7445
12.5847    7.6732     4.5194
12.5828    7.6702     4.5189
12.703     7.6444     4.3553
12.8605    7.767      4.1261
12.9935    7.8554     4.0074
















































































































































































15.5127    9.1129     9.1886     L-PM/MAX
15.5489    9.0498     8.9901
15.6617    8.8856     8.6792
15.7653    8.696      8.3904
15.9173    8.4615     8.0381
16.0735    8.2012     7.576
16.1616    8.0388     7.2064
16.1991    7.8998     6.7935
16.2825    7.7776     6.3121
16.3022    7.7571     6.2412
16.3743    7.6123     5.6807
16.4302    7.4864     5.4353
16.7037    7.509      5.0229
16.6317    7.6531     4.5607
16.4256    7.8032     4.231

























































































































































































11.8121    12.0573    5.6784     ROSTRUM
11.7643    11.9153    5.8653
11.7537    11.8852    5.9101
11.7586    11.8544    6.0068
11.7694    11.804     6.1559
11.8232    11.6426    6.4423
11.9567    11.5397    6.6873
12.1172    11.4116    6.9847
12.1973    11.2563    7.318
12.1826    11.0378    7.736
12.0711    10.882     8.1066
11.8989    10.6901    8.5044
11.7394    10.4037    8.8966
11.8755    10.1745    9.3451
11.8823    10.1457    9.3753
12.034     10.036     9.7088
12.4278    9.9567     9.8393
12.7117    10.0089    9.7941
13.2018    9.9769     9.8464
13.5015    9.8817     9.9835
13.7116    9.7697     10.0942
14.1315    9.5391     10.4057
14.5133    9.4534     10.4833
14.9507    9.4986     10.4019
15.2509    9.6593     10.2686
15.3781    9.7889     10.1113
15.723     9.9192     9.9197
15.6405    9.8785     9.9836
16.0023    9.9839     9.8294
16.5776    9.9773     9.8202
16.978     9.9894     9.8014
17.1963    10.1266    9.6106
17.4042    10.3752    9.1296
17.2583    10.6104    8.6888
17.0474    10.8254    8.2728
16.8816    11.1916    7.7094
16.8975    11.4009    7.3723
17.1388    11.564     7.0001
17.4897    11.8073    6.5343
17.5549    11.9701    6.1564
17.5333    12.0985    5.8634
17.2763    12.1674    5.6492






























































































































































9.7876     14.5289    14.5863    SUPORB
9.8337     14.658     14.7413
9.9014     14.6124    15.2049
10.0547    14.5124    15.5118
10.428     14.4665    16.0943
10.9264    14.368     16.5142
11.4409    14.169     16.8004
11.9221    14.0755    17.0052
12.4105    14.0586    17.1167
12.8619    13.944     17.1997
13.4785    13.8299    17.149
14.0318    13.6064    17.0827
14.34      13.3363    16.9645
14.6408    13.1473    16.8781
14.8789    13.3542    16.9505
15.0866    13.5625    17.0099
15.4274    13.7688    17.0903
15.6171    13.8859    17.1117
15.9594    13.9679    17.1509
16.1809    14.0551    17.1316
16.7319    13.9696    17.1084
17.175     14.1328    16.9927
17.6793    14.4059    16.7854
18.089     14.516     16.6312
18.5543    14.7056    16.2914
18.8629    14.7651    15.8996
19.1682    14.8004    15.3989
19.2949    14.7775    15.0706
19.317     14.7887    14.6776











































































































































































12.2226    13.0737    13.4109    RORBIT
11.9332    13.1291    13.5069
11.5528    13.1732    13.5908
11.2307    13.3992    13.8086
11.0204    13.5343    14.0807
10.8832    13.6549    14.338
10.7528    13.729     14.689
10.7509    13.632     15.0614
10.9381    13.3066    15.5238
11.3774    13.0344    15.8117
11.7843    12.8436    15.8874
12.2713    12.7465    15.9373
12.7888    12.7918    15.8166
13.0385    12.8143    15.8914
13.1704    12.8118    15.867
13.6015    12.8362    15.8593
13.8987    12.9296    15.6616
14.0002    12.915     15.3455
14.0825    12.9809    15.0104
14.0815    12.9656    14.6238




















































































































































































16.7223    13.1146    13.4145    LORBIT
16.9725    13.0984    13.4887
17.0379    13.1105    13.4732
17.3105    13.2051    13.539
17.3874    13.2383    13.5727
17.5837    13.3432    13.6578
17.5848    13.3615    13.6634
17.93      13.5257    13.8672
18.1582    13.7248    14.166
18.2059    13.7699    14.2241
18.3223    13.9157    14.6424
18.2947    13.8681    15.2138
18.1205    13.4961    15.6128
17.6722    13.199     15.8122
17.1941    13.0364    15.878
16.6849    12.9047    15.8306
16.3583    12.9797    15.8061
16.3222    12.9743    15.8239
15.9645    12.9614    15.8345
15.5397    12.9724    15.7931
15.2253    13.0185    15.5628
15.1727    13.1172    15.2233
15.1147    13.0515    14.8715
15.091     13.0372    14.5807
















































































































































































9.7839     14.4988    14.5126    RTEMFOS
9.7745     14.3819    14.3215
9.7504     14.2393    14.0363
9.7466     14.1125    13.5551
9.7568     13.999     13.0578
9.7237     13.8754    12.6857
9.6598     13.7253    12.0909
9.5642     13.845     11.5897
9.3714     13.8832    11.1701
9.0235     14.2515    10.883
8.9143     14.7184    10.9259
8.9152     15.1648    11.094
8.8833     15.3464    11.166
8.8888     15.3902    11.2253


























































































































































































19.2851    14.8151    14.5932    LTEMFOS
19.297     14.722     14.3848
19.3735    14.5882    14.1433
19.3747    14.5522    13.8136
19.4034    14.4195    13.491
19.4195    14.3534    13.1293
19.3814    14.2312    12.7399
19.387     14.1213    12.2359
19.4685    14.0437    11.7836
19.5573    14.0733    11.4348
19.6856    14.1848    11.1236
19.8035    14.3876    10.9737
19.9469    14.6416    11.0027
20.0547    14.9275    11.094
20.0725    15.1119    11.1401
20.0721    15.3209    11.2391
























































































































































































15.4118    22.2803    12.8507    OP
15.448     20.1708    12.3703    BA
15.3347    14.3152    9.585      ST
15.1642    7.6894     8.0311     IV
9999       9999       9999       R_PG
21.3257    17.7537    9.903      R_ZTI
17.7421    13.0531    11.1876    R_M3D
17.7826    10.5059    10.3747    R_M12
17.5169    7.9279     9.3663     R_MP3
17.0611    6.3415     8.1881     R_PMI
11.0559    20.4616    11.7202    L_PG
9.5942     18.1541    9.5623     L_ZTI
12.7548    13.3011    11.025     L_M3D
12.4314    10.7209    10.0991    L_M12
12.7254    8.1508     9.0599     L_MP3
13.238     6.5798     7.9171     L_PMI
15.6724    4.4468     7.6519     O1
18.2853    19.8424    3.9699     O2
21.4137    18.8494    9.8743     O3
16.4697    25.6125    9.8608     O4




















































































































































































19.1615    14.0858    9.0336     RZYGINF
19.4114    14.2548    8.9769
19.4582    14.3066    8.9739
19.8027    14.5982    8.8401
20.1114    14.9611    8.9119
20.1586    15.0364    8.9568
20.3878    15.4229    9.2743
20.4045    15.4291    9.2597
20.4774    15.7944    9.6427
20.6382    16.2828    9.8608
20.8952    16.7343    9.9567
21.0735    17.0447    10.0158
21.1823    17.3923    10.0083
21.3132    17.5489    9.97
21.3655    17.7436    9.853

























































































































































































11.4028    14.4895    8.6778     LZYGINF
11.2254    14.7391    8.5249
11.0012    14.9813    8.4196
10.7108    15.2835    8.4937
10.3949    15.5852    8.6919
10.334     15.9569    9.0023
10.2615    16.4051    9.2947
10.1486    16.8487    9.5017
10.0156    17.2238    9.6081
9.8681     17.6171    9.6307
9.7185     17.9148    9.6196
9.5479     18.0518    9.5554




























































































































































































17.7754    12.9801    11.171     R-ALV
17.8691    12.6198    11.0779
17.9845    12.1784    10.9478
17.8587    11.822     10.8396
17.9445    11.4603    10.7221
17.9343    11.1775    10.6409
18.0095    10.8748    10.4707
17.8253    10.4918    10.3534
17.8864    10.0834    10.1677
17.7989    9.8934     10.1858
17.8376    9.63       9.9751
17.5308    9.3318     9.9807
17.555     8.995      9.8035
17.5094    8.6135     9.7933
17.5063    8.2791     9.6739
17.4823    7.8834     9.3542
























































































































































































12.7484    13.1946    11.0203    L-ALV
12.5572    12.6573    10.8518
12.3903    12.3453    10.7274
12.4271    11.8489    10.5577
12.3342    11.4286    10.4111
12.2405    11.0932    10.192
12.4285    10.6235    10.1309
12.3376    10.3049    9.9411
12.4232    10.0558    9.9439
12.3742    9.7869     9.7406
12.5839    9.4491     9.7275
12.6349    9.1623     9.5287
12.7064    8.7209     9.4843
12.7222    8.4398     9.3643
12.7193    8.1107     9.0999
