AMNH        169432      phu1adr2
7.5404      18.7405     -10.4739    NOSE
7.5087      18.6493     -10.48
7.4255      18.5428     -10.485
7.3455      18.4712     -10.4156
7.2809      18.3567     -10.3303
7.1624      18.3164     -10.2812
7.1004      18.2216     -10.2026
7.0318      18.2071     -10.1261
7.002       18.1261     -10.0443
6.9444      18.1452     -9.9608
6.9287      18.2044     -9.8363
6.9243      18.215      -9.676
6.8443      18.2272     -9.5656
6.8264      18.2379     -9.4409
6.6873      18.2704     -9.391
6.6102      18.282      -9.2616
6.5533      18.2868     -9.1601
6.4535      18.3584     -9.0332
6.4281      18.3815     -8.8957
6.3724      18.4122     -8.786
6.3545      18.441      -8.6946
6.3086      18.4885     -8.6573
6.2822      18.5112     -8.5436
6.246       18.5855     -8.433
6.1773      18.6551     -8.2893
6.0637      18.7014     -8.1402
5.9152      18.7601     -8.0248
5.9595      18.8625     -7.9179
5.8686      18.9513     -7.8286
5.8534      19.0686     -7.7141
5.826       19.2397     -7.5944
5.7941      19.4054     -7.5059
5.7155      19.4381     -7.4767
5.7916      19.612      -7.4173
5.7898      19.7182     -7.3847
5.8751      19.8961     -7.2947
5.9029      19.9996     -7.2626
5.9132      20.0951     -7.2007
5.9597      20.1865     -7.1124
5.9973      20.268      -7.0223
6.0073      20.3513     -6.9266
6.1467      20.4275     -6.8156
6.2895      20.551      -6.7972
6.3369      20.6767     -6.827
6.4002      20.7361     -7.0232
6.5261      20.8521     -7.17
6.61        20.7918     -7.2391
6.6764      20.8208     -7.3174
6.8061      20.8729     -7.3654
6.9295      20.8653     -7.4257
7.0634      20.8673     -7.4582
7.2239      20.8578     -7.5373
7.4071      20.805      -7.6402
7.5379      20.7545     -7.7361
7.6226      20.723      -7.8078
7.7599      20.6909     -7.9345
7.8497      20.6559     -8.0186
7.897       20.5994     -8.1162
7.9478      20.532      -8.2502
8.0069      20.4684     -8.3656
8.0689      20.4056     -8.4794
8.1259      20.3514     -8.592
8.1714      20.2552     -8.7167
8.1978      20.2256     -8.7652
8.2532      20.1757     -8.8888
8.3168      20.1135     -9.0251
8.3218      20.0227     -9.1694
8.3464      19.987      -9.2661
8.3574      19.8392     -9.315
8.342       19.6451     -9.4391
8.236       19.5026     -9.6296
8.2326      19.4496     -9.7185
8.23        19.3592     -9.8194
8.2314      19.2858     -9.9136
8.2335      19.2252     -9.9812
8.2206      19.1767     -10.0851
8.2417      19.1193     -10.1548
8.2021      19.0505     -10.2104
8.1024      19.0281     -10.2989
8.0413      18.9706     -10.3215
7.905       18.8866     -10.3843
7.8005      18.8227     -10.454
7.7011      18.7757     -10.4821
7.6104      18.7476     -10.4112




















































































































6.2189      20.5048     -6.8012     NASP-PR
6.1615      20.5749     -6.7059
6.1312      20.6102     -6.6219
6.1083      20.6446     -6.5003
6.058       20.6857     -6.3905
6.0379      20.7054     -6.2796
6.0302      20.7474     -6.1605
6.0305      20.7455     -6.0549
6.0561      20.7387     -5.8548
6.051       20.733      -5.7399
6.1122      20.7321     -5.5573
6.0881      20.7234     -5.404
6.137       20.7371     -5.3163
6.1957      20.6827     -5.1159


























































































































































































7.4257      17.4134     -11.0072    R-PM/MAX
7.3445      17.467      -10.905
7.2719      17.5247     -10.7893
7.2269      17.5571     -10.7178
7.1693      17.5756     -10.6164
7.1102      17.6086     -10.5264
7.0534      17.6479     -10.4321
7.0055      17.6914     -10.3152
6.9433      17.7165     -10.2408
6.9055      17.7337     -10.1862
6.8377      17.7924     -10.1103
6.7485      17.8395     -9.971
6.6946      17.8589     -9.9093
6.6514      17.8886     -9.8373
6.5908      17.9139     -9.7695
6.5471      17.95       -9.6765
6.4773      17.9582     -9.5756
6.4532      17.9789     -9.5081
6.4037      17.9856     -9.4405
6.3767      18.0072     -9.3445
6.3405      18.0159     -9.2639
6.3064      18.0589     -9.159
6.2676      18.0759     -9.0446
6.2564      18.0923     -8.973
6.2133      18.1048     -8.8549
6.1941      18.1229     -8.7655
6.162       18.1447     -8.6455
6.1175      18.1464     -8.568
6.0877      18.1639     -8.4738
6.0324      18.1924     -8.3538
6.0055      18.1841     -8.2531
5.991       18.2168     -8.1719
5.9451      18.2432     -8.0949
5.9198      18.2397     -7.9812
5.9087      18.227      -7.9274
5.8563      18.2624     -7.8271
5.8349      18.268      -7.64
5.838       18.2541     -7.5478
5.7642      18.2821     -7.4311
5.7236      18.2886     -7.3642
5.6941      18.3128     -7.2467
5.6426      18.2957     -7.1143
5.5603      18.2815     -6.968
5.528       18.2988     -6.869
5.469       18.2151     -6.7483
5.4608      18.2284     -6.6184
5.506       18.153      -6.4214
5.5664      18.2131     -6.2821
5.6385      18.236      -6.1265
5.7951      18.2858     -5.9729






















































































































































8.8731      18.7567     -11.0228    L-PM/MAX
8.841       18.8432     -10.9319
8.8237      18.8753     -10.8342
8.8189      18.9282     -10.7303
8.7986      19.0104     -10.6243
8.8014      19.0662     -10.5402
8.7821      19.1304     -10.4521
8.7609      19.193      -10.3735
8.742       19.3148     -10.2012
8.7317      19.398      -10.1167
8.7005      19.5004     -10.0106
8.7081      19.5675     -9.9205
8.6887      19.6314     -9.8595
8.7113      19.6934     -9.7658
8.6709      19.7591     -9.6859
8.6713      19.8189     -9.5882
8.6562      19.884      -9.4845
8.6434      19.9526     -9.3738
8.6267      19.9987     -9.2842
8.6179      20.0469     -9.1788
8.5862      20.0984     -9.0412
8.5596      20.1848     -8.8964
8.5636      20.2052     -8.7888
8.5266      20.2628     -8.665
8.5167      20.3224     -8.4318
8.5009      20.3487     -8.3337
8.5036      20.3918     -8.2257
8.5034      20.4396     -8.0544
8.4804      20.499      -7.9006
8.4693      20.5384     -7.7651
8.4489      20.5905     -7.6412
8.4453      20.6299     -7.5125
8.4247      20.7041     -7.3676
8.5095      20.739      -7.2942
8.5182      20.8426     -7.1509
8.544       20.8925     -7.0059
8.585       20.9166     -6.9125
8.6714      20.917      -6.8142
8.6886      20.8687     -6.6352
8.7444      20.8195     -6.4598
8.705       20.7619     -6.3015
8.7517      20.722      -6.1309






























































































































































7.8671      14.2932     -7.3116     ROSTRUM
7.7941      14.2671     -7.4028
7.7012      14.2955     -7.5886
7.6902      14.3169     -7.7047
7.6638      14.3453     -7.8079
7.6505      14.3799     -7.8952
7.6394      14.3945     -8.0065
7.6257      14.4252     -8.129
7.6421      14.4933     -8.2511
7.6557      14.5347     -8.3564
7.6776      14.6023     -8.4492
7.7055      14.6971     -8.5936
7.7651      14.7524     -8.6585
7.7321      14.7896     -8.7573
7.7361      14.8349     -8.8301
7.7595      14.906      -8.9131
7.7906      14.9519     -9.0089
7.7409      14.9976     -9.1506
7.7185      15.035      -9.2864
7.633       15.085      -9.4267
7.6181      15.0925     -9.5028
7.5295      15.1289     -9.6221
7.5037      15.1419     -9.6945
7.4199      15.1464     -9.8454
7.3764      15.1732     -9.9409
7.3349      15.1812     -9.9945
7.2754      15.1533     -10.071
7.1642      15.1769     -10.1716
7.1151      15.1923     -10.2917
7.0196      15.1992     -10.4391
6.9747      15.215      -10.5188
6.9111      15.2367     -10.6107
6.791       15.2274     -10.803
6.7615      15.2813     -10.8708
6.7372      15.3413     -10.9782
6.7723      15.4015     -11.051
6.8016      15.4329     -11.1405
6.7883      15.5099     -11.2295
6.7609      15.5731     -11.4212
6.8064      15.7202     -11.5364
6.9219      15.8008     -11.6315
7.0306      15.9298     -11.7035
7.1083      16.0478     -11.7102
7.2422      16.1368     -11.6955
7.3753      16.1982     -11.6278
7.5015      16.2834     -11.6206
7.5857      16.4123     -11.6697
7.6996      16.5869     -11.7342
7.7615      16.6781     -11.7839
7.8374      16.8186     -11.8516
7.908       16.933      -11.9052
7.9705      17.0472     -11.9525
7.9743      17.1747     -12.0804
7.9884      17.2544     -12.1287
8.0515      17.3364     -12.2009
8.1089      17.5117     -12.2989
8.1432      17.5983     -12.3272
8.2191      17.6885     -12.3607
8.3082      17.7633     -12.3726
8.4263      17.8451     -12.4008
8.577       17.9138     -12.4131
8.8403      18.0135     -12.3714
9.0276      18.0573     -12.2194
9.2164      18.0828     -12.0329
9.3744      18.1387     -11.9649
9.4799      18.1696     -11.8992
9.6197      18.2539     -11.7871
9.7652      18.3182     -11.7361
9.8426      18.3404     -11.7173
9.9933      18.4453     -11.7104
10.114      18.5496     -11.6304
10.1858     18.5937     -11.6436
10.233      18.7078     -11.6996
10.3345     18.8136     -11.7047
10.4502     18.9523     -11.69
10.6031     19.0323     -11.6177
10.7605     19.0964     -11.4828
10.8767     19.1264     -11.3392
11.0497     19.1343     -11.0062
11.1076     19.0669     -10.7513
11.1218     19.0155     -10.6517
11.0657     18.8859     -10.3538
11.0525     18.7343     -10.2058
11.0516     18.6573     -10.0957
11.0445     18.5591     -9.9195
11.0676     18.4605     -9.8028
11.0818     18.3736     -9.6524
11.0959     18.2956     -9.509
11.1794     18.2274     -9.2898
11.2166     18.181      -9.175
11.2846     18.1557     -9.0357
11.3947     18.1108     -8.8901
11.4994     18.1163     -8.779
11.5971     18.1489     -8.6651
11.6972     18.1718     -8.5475
11.8221     18.1722     -8.4302
11.9288     18.2042     -8.2975
12.0563     18.1973     -8.1256
12.095      18.1705     -7.9995
12.1414     18.1439     -7.8726
12.1936     18.1061     -7.7353
12.2021     18.0308     -7.5169
12.1799     17.9638     -7.4119

































































































7.9992      10.7828     -16.2479    SUPORB
7.9882      10.8665     -16.4015
8.0077      10.8996     -16.5817
8.0172      10.9773     -16.708
8.0263      11.0379     -16.8177
8.0367      11.1199     -16.9361
8.0405      11.1606     -17.0689
8.0406      11.2376     -17.172
8.0524      11.259      -17.2779
8.0749      11.3333     -17.3816
8.0804      11.3823     -17.4595
8.1132      11.4609     -17.5735
8.1563      11.5585     -17.6912
8.2192      11.6305     -17.8332
8.2453      11.7262     -17.919
8.3086      11.8105     -18.0069
8.4677      11.9883     -18.1014
8.5979      12.1296     -18.227
8.6862      12.2189     -18.2699
8.7731      12.3507     -18.3426
8.8495      12.4307     -18.3867
9.0041      12.5424     -18.4617
9.0695      12.6093     -18.4964
9.138       12.6885     -18.5476
9.2715      12.8158     -18.6205
9.3753      12.9255     -18.6513
9.5178      13.0563     -18.7118
9.5985      13.1374     -18.7416
9.7074      13.2432     -18.7516
9.8276      13.4306     -18.7769
9.924       13.5537     -18.7798
10.0053     13.6951     -18.7951
10.07       13.7929     -18.7757
10.1174     13.8545     -18.7726
10.2008     14.0005     -18.7669
10.2668     14.1179     -18.7586
10.351      14.2625     -18.7181
10.417      14.3956     -18.6887
10.4138     14.4031     -18.7015
10.5095     14.4772     -18.6588
10.5964     14.625      -18.6182
10.6976     14.7618     -18.5812
10.7934     14.8518     -18.5488
10.9037     14.9465     -18.5172
11.0269     15.0218     -18.5391
11.169      15.0803     -18.5775
11.2327     15.1358     -18.5963
11.3767     15.2184     -18.6469
11.5439     15.2589     -18.6811
11.6879     15.3097     -18.7119
11.8369     15.4048     -18.7427
12.0497     15.456      -18.7529
12.1611     15.5403     -18.7699
12.3009     15.5891     -18.7779
12.4459     15.6933     -18.7649
12.6842     15.8053     -18.747
12.8609     15.9117     -18.7272
12.9703     15.9744     -18.7036
13.0982     16.0616     -18.6629
13.2463     16.1491     -18.6072
13.4122     16.2793     -18.5441
13.5588     16.3659     -18.49
13.7077     16.4744     -18.3999
13.8816     16.5511     -18.3241
14.0571     16.6474     -18.2478
14.27       16.767      -18.1249
14.4155     16.8398     -17.9974
14.5716     16.8962     -17.8472
14.7598     16.9309     -17.6274
14.9326     16.9628     -17.3397
14.9888     16.9635     -17.2168
15.1004     16.9448     -16.9587
15.1924     16.9196     -16.7468
15.3162     16.9048     -16.4802
15.4153     16.9023     -16.3144
15.4782     16.8548     -16.2499




























































































































9.1909      13.6196     -15.0845    RORBIT
9.1522      13.4774     -15.1062
8.9863      13.4113     -15.1201
8.9127      13.2719     -15.1713
8.7614      13.2006     -15.1919
8.7066      13.0159     -15.282
8.6809      12.8317     -15.357
8.5644      12.69       -15.4612
8.5305      12.5689     -15.6041
8.5517      12.4973     -15.6841
8.5034      12.4143     -15.7951
8.529       12.3265     -15.892
8.549       12.2498     -16.0195
8.5403      12.197      -16.177
8.5731      12.1545     -16.305
8.6054      12.0953     -16.3748
8.5736      12.1551     -16.5752
8.5657      12.2463     -16.8047
8.5339      12.3702     -16.9746
8.5499      12.5171     -17.1652
8.5175      12.7256     -17.2479
8.5572      12.8737     -17.3568
8.5372      13.0436     -17.4333
8.6146      13.1827     -17.4565
8.7066      13.3021     -17.4762
8.784       13.4357     -17.512
8.8424      13.5714     -17.5267
8.942       13.6732     -17.5253
9.1011      13.7787     -17.5312
9.2229      13.885      -17.4882
9.3765      14.0199     -17.4591
9.4436      14.1292     -17.4576
9.4986      14.2422     -17.4854
9.831       14.1904     -17.4387
9.8963      14.338      -17.7064
9.9636      14.444      -17.6979
10.0282     14.5798     -17.7149
10.1257     14.6662     -17.7029
10.2524     14.6502     -17.5067
10.3047     14.7397     -17.3502
10.327      14.7748     -17.1914
10.3494     14.8042     -17.0854
10.4651     14.6862     -16.8522
10.4572     14.7601     -16.6492
10.4655     14.8372     -16.4473
10.4126     14.9071     -16.2877


























































































































































12.6125     16.4297     -15.0758    LORBIT
12.6804     16.5364     -15.1623
12.8492     16.652      -15.1953
12.9995     16.7049     -15.198
13.1647     16.7943     -15.2604
13.314      16.8226     -15.3168
13.4941     16.7904     -15.3969
13.6866     16.8148     -15.4894
13.8235     16.7861     -15.5921
13.9421     16.8207     -15.7228
14.0884     16.8471     -15.9102
14.258      16.9167     -16.1995
14.2944     16.8141     -16.319
14.3517     16.8402     -16.5123
14.3282     16.8768     -16.6665
14.2662     16.955      -16.8148
14.1628     17.0297     -16.965
14.0197     17.0174     -17.1032
13.92       17.1263     -17.2606
13.7313     17.1227     -17.3546
13.6723     17.0813     -17.3917
13.5269     17.0495     -17.4158
13.387      17.0663     -17.5184
13.2834     17.0032     -17.5014
13.1707     16.9594     -17.5454
13.0508     16.9274     -17.5335
12.9044     16.9117     -17.5877
12.7714     16.82       -17.5509
12.6217     16.7727     -17.5688
12.5221     16.6578     -17.5184
12.3817     16.5915     -17.5264
12.2063     16.4541     -17.5277
12.0759     16.2481     -17.5203
12.0613     16.107      -17.5599
11.9649     16.1577     -17.7708
11.8019     16.0819     -17.8224
11.7054     15.9304     -17.7382
11.6198     15.9092     -17.7666
11.4535     15.8112     -17.7635
11.3577     15.7047     -17.5861
11.2799     15.6557     -17.4063
11.3258     15.5709     -17.1698
11.343      15.4885     -16.9319
11.3485     15.4569     -16.5987
11.2063     15.4999     -16.3479
11.1095     15.5322     -16.2942


























































































































































8.0875      10.873      -16.2575    RTEMFOS
8.0041      10.9253     -16.1526
7.9795      10.9434     -15.9941
7.9704      10.9851     -15.8204
7.9008      11.0584     -15.6599
7.8222      11.0873     -15.5298
7.8353      11.1375     -15.3117
7.7749      11.187      -15.1076
7.7267      11.229      -14.909
7.7391      11.2519     -14.8367
7.6864      11.3091     -14.6237
7.647       11.3687     -14.4122
7.6037      11.3897     -14.3077
7.5367      11.4234     -14.1137
7.5457      11.4335     -13.9675
7.5183      11.4521     -13.8648
7.4503      11.4549     -13.62
7.3652      11.493      -13.4576
7.4765      11.3981     -13.1993
7.4376      11.3504     -13.0483
7.4516      11.3135     -12.8818
7.4708      11.2192     -12.6402
7.3945      11.0332     -12.5161
7.39        10.8945     -12.4621
7.4356      10.7601     -12.4555
7.5165      10.5491     -12.4478
7.6191      10.3542     -12.4684
7.6495      10.2193     -12.5219
7.6994      10.0484     -12.5569
7.767       9.9317      -12.573
7.8919      9.8054      -12.6588
7.9557      9.7449      -12.7196








































































































































































15.6508     16.857      -16.4916    LTEMFOS
15.6621     16.8813     -16.2927
15.6004     16.9414     -16.1455
15.5463     17.0468     -15.9858
15.5496     17.0895     -15.8279
15.5374     17.1271     -15.7005
15.4835     17.2011     -15.4976
15.5053     17.1921     -15.3715
15.4607     17.2622     -15.2771
15.4187     17.2791     -15.1718
15.4028     17.2974     -15.0268
15.4137     17.3652     -14.835
15.3495     17.4136     -14.6893
15.3262     17.4262     -14.6041
15.3099     17.4216     -14.4672
15.2662     17.46       -14.2796
15.2524     17.4931     -14.1712
15.228      17.5524     -14.0725
15.2092     17.5774     -13.974
15.2145     17.5837     -13.8541
15.1592     17.6247     -13.7185
15.1909     17.6182     -13.5677
15.1921     17.6492     -13.4853
15.2196     17.6871     -13.3589
15.2928     17.6779     -13.1254
15.3485     17.6885     -12.976
15.4239     17.7106     -12.8406
15.5024     17.7273     -12.7056
15.6703     17.6645     -12.6137
15.8779     17.6329     -12.553
16.0385     17.5338     -12.5986
16.1521     17.4545     -12.6418
16.3092     17.3654     -12.6839
16.3941     17.2508     -12.7443
16.4705     17.1728     -12.7768
16.6014     17.0616     -12.8355




































































































































































16.7707     10.9693     -9.4719     OP
15.3631     12.5957     -9.6219     BA
10.995      17.4044     -8.7157     ST
6.58        22.4566     -9.1065     IV
9999        9999        9999        R_PG
17.9098     18.5645     -7.7851     R_ZTI
12.0589     19.2673     -10.3108    R_M3D
10.9392     21.8025     -10.2924    R_M12
8.9998      23.6414     -10.025     R_MP3
7.2434      24.5755     -9.6516     R_PMI
12.0279     9.6774      -9.0449     L_PG
9.0704      10.9126     -7.7372     L_ZTI
9.0224      16.4208     -10.319     L_M3D
6.5585      18.0356     -10.2265    L_M12
5.059       20.2604     -10.0389    L_MP3
4.4196      22.107      -9.4622     L_PMI
7.7001      24.2632     -8.7723     O1
5.9991      19.1528     -6.8068     O2
15.7142     18.9313     -3.6184     O3
17.8126     8.7682      -5.605      O4




















































































































































































13.9527     20.2082     -8.0394     RZYGINF
14.0924     20.1989     -7.973
14.2236     20.2035     -7.9207
14.3464     20.1885     -7.8461
14.5072     20.1993     -7.7637
14.6641     20.2009     -7.7054
14.8505     20.1762     -7.6812
14.9641     20.1559     -7.6655
15.16       20.1138     -7.6927
15.3247     20.0975     -7.7428
15.509      20.0135     -7.8027
15.6687     19.9655     -7.8754
15.7673     19.8983     -7.9255
15.8635     19.8539     -7.99
16.0085     19.7458     -8.0791
16.0675     19.6727     -8.1129
16.1671     19.5815     -8.1385
16.3076     19.4696     -8.1509
16.3888     19.3498     -8.1536
16.5068     19.2996     -8.1585
16.6308     19.2217     -8.1652
16.7721     19.1438     -8.163
16.8702     19.0883     -8.1567
17.1087     18.98       -8.1188
17.2266     18.8934     -8.1088
17.3533     18.8291     -8.0774
17.5556     18.7608     -8.0084
17.6758     18.713      -7.9478
17.8121     18.6584     -7.8906
17.9121     18.5535     -7.7861










































































































































































8.0241      15.0241     -7.9163     LZYGINF
7.9918      14.9174     -7.8527
8.0379      14.7478     -7.7416
8.0163      14.6219     -7.6554
7.9784      14.4639     -7.5712
7.9649      14.2981     -7.5196
7.9883      14.1437     -7.4988
7.9455      13.9816     -7.5193
8.0126      13.8514     -7.5185
8.0044      13.6818     -7.5645
7.978       13.5382     -7.6104
8.044       13.4084     -7.6572
8.059       13.2938     -7.7351
8.0686      13.1432     -7.8096
8.2104      13.0148     -7.8822
8.3419      12.8995     -7.9264
8.4395      12.741      -7.9779
8.5135      12.5413     -8.0361
8.5953      12.3854     -8.0461
8.6713      12.2721     -8.0521
8.722       12.119      -8.0723
8.799       11.9697     -8.0675
8.8327      11.8899     -8.0708
8.8617      11.7136     -8.0514
8.9017      11.5978     -8.0247
8.8905      11.4973     -8.0041
8.9244      11.399      -7.9743
8.9732      11.2803     -7.9376
8.9987      11.1919     -7.9072
9.0036      11.0472     -7.8608
9.1088      10.9557     -7.832
9.0969      10.9497     -7.8242
9.1348      10.9144     -7.7833







































































