AMNH       169432     Phu1pwl3



















































0.085      7.8144     10.5566    L-PM/MAX
0.0952     7.6927     10.4478
0.1354     7.5729     10.3147
0.2091     7.3749     10.109
0.2867     7.1732     9.9008
0.3494     6.9418     9.7494
0.4771     6.7358     9.5354
0.5366     6.5903     9.3644
0.5854     6.4482     9.2162
0.6394     6.2797     9.0197
0.6783     6.1231     8.8267
0.693      5.9837     8.6053
0.7176     5.8597     8.4216
0.7289     5.7619     8.2565
0.7639     5.6909     8.1171
0.7914     5.6206     7.9503
0.8225     5.5069     7.7638
0.8285     5.4472     7.6256
0.8441     5.3471     7.4819
0.8811     5.2457     7.3588
0.9923     5.1669     7.2242
1.0746     5.074      7.0413
1.1253     5.0497     6.9189
1.2374     5.0617     6.7583
1.1946     5.1245     6.6678
1.1128     5.1145     6.4666
0.9406     5.1395     6.2971
0.8434     5.2167     6.0963












































































































































































-3.2261    10.1218    6.3604     ROSTRUM
-3.2523    10.109     6.65
-3.2407    10.1091    6.925
-3.1769    10.0887    7.2678
-3.0695    10.0008    7.5124
-2.9432    9.9907     7.7746
-2.8239    9.9123     8.02
-2.8211    9.8589     8.3074
-2.9026    9.7616     8.6646
-2.9848    9.7732     8.9068
-3.0604    9.7472     9.1647
-3.1958    9.7731     9.4429
-3.3405    9.6273     9.7136
-3.4861    9.5463     10.0274
-3.3828    9.5303     10.3313
-3.3089    9.4321     10.51
-3.1112    9.2586     10.8301
-2.7012    9.1819     10.9008
-2.2504    9.1169     10.8889
-1.9389    9.0086     11.0181
-1.5289    8.8439     11.3089
-1.2836    8.6551     11.5722
-0.8885    8.5839     11.7654
-0.4445    8.5699     11.706
-0.1234    8.6829     11.5434
0.2017     8.7828     11.262
0.5939     8.8238     11.0661
1.0686     8.81       10.9746
1.504      8.6601     11.0607
1.951      8.7966     10.7613
2.0854     8.7913     10.4796
2.0679     8.8942     9.9107
1.8822     8.9612     9.5624
1.8033     8.9738     9.2603
1.7061     9.0528     8.7527
1.7401     9.1881     8.3582
1.8955     9.3801     8.0071
2.1071     9.4103     7.7451
2.3193     9.4234     7.4709
2.4623     9.5076     7.1014
2.4591     9.6154     6.6373































































































































































-5.0931    14.8198    14.2514    SUPORB
-5.0803    14.9137    14.5869
-4.98      14.9163    14.9396
-4.8302    14.8275    15.3965
-4.666     14.7348    15.7037
-4.3817    14.7054    16.067
-4.1705    14.5785    16.2881
-3.9213    14.3124    16.5177
-3.6774    14.1709    16.6342
-3.4664    13.9942    16.7219
-3.1711    13.8702    16.7898
-2.8822    13.9778    16.9051
-2.6286    14.0552    17.0113
-2.1976    14.2894    17.1024
-1.9146    14.1772    17.1516
-1.5327    14.104     17.1758
-1.3309    13.9055    17.1685
-1.0501    13.7627    17.134
-0.8001    13.6702    17.0879
-0.504     13.5732    17.0261
-0.2077    13.5782    17.0676
0.2113     13.6895    17.1723
0.679      13.8329    17.2222
1.0252     13.9155    17.2444
1.4659     13.9697    17.2133
1.7939     13.785     17.1525
2.1276     13.6873    17.047
2.3589     13.4887    16.9428
2.7103     13.6658    16.8781
3.0926     13.8269    16.7166
3.3545     13.9281    16.5798
3.6949     13.9851    16.3111
3.9736     14.1382    15.9418
4.1313     14.1606    15.6372
4.2637     14.2535    15.3357
4.3715     14.2476    15.0812
4.4157     14.2254    14.8697



































































































































































-4.1057    13.8665    14.3318    RORBIT
-4.1609    14.0144    14.5181
-4.1737    14.0476    14.9457
-4.1179    13.9123    15.2749
-3.9753    13.8157    15.475
-3.7044    13.6231    15.7365
-3.2307    13.49      15.8908
-2.7945    13.3377    15.9896
-2.6165    13.2492    16.0179
-2.2601    13.3209    15.9389
-1.7259    13.2152    16.2462
-1.463     13.2456    16.2306
-1.2725    13.1632    16.1067
-1.147     13.1078    15.8277
-1.0412    13.0782    15.4259
-0.9668    13.0017    15.1849
-0.9902    12.9241    14.879























































































































































































3.2438     13.2422    14.5344    LORBIT
3.3308     13.341     14.7358
3.3915     13.4272    14.9208
3.4073     13.4679    15.148
3.3263     13.3741    15.4531
3.1367     13.2937    15.7161
2.8833     13.1803    15.951
2.681      13.1218    16.024
2.4329     13.112     16.0503
1.8241     12.9688    16.1337
1.5753     13.0006    16.1042
1.4215     13.049     16.0767
0.6945     13.0827    16.2899
0.3755     13.1222    16.2548
0.1305     13.0066    16.0044
0.0604     12.9184    15.7397
-0.0407    12.8809    15.3672
-0.0571    12.842     15.087
0.055      12.8397    14.8193





















































































































































































-5.0826    14.8134    14.3012    RTEMFOS
-5.1158    14.6002    14.0882
-5.1686    14.3806    13.7797
-5.1598    14.1859    13.4477
-5.1669    13.9658    12.9986
-5.206     13.74      12.605
-5.2406    13.5991    12.2411
-5.3319    13.4402    11.8419
-5.4181    13.4126    11.4216
-5.4874    13.4828    11.0767
-5.7002    13.5785    10.8205
-5.8067    13.8529    10.7264
-5.8898    14.1386    10.6661
-5.8735    14.5247    10.6856
-5.8655    14.8266    10.7309
-5.8935    15.1057    10.7587
























































































































































































4.4049     14.2197    14.8212    LTEMFOS
4.4363     14.0999    14.6815
4.4147     13.97      14.4086
4.4664     13.8388    14.2648
4.488      13.6801    14.0416
4.4776     13.6232    13.7627
4.4844     13.4137    13.532
4.5246     13.2591    13.2929
4.4698     13.1233    13.0044
4.4589     13.0097    12.7883
4.504      12.8803    12.5563
4.4828     12.7807    12.2801
4.5345     12.6803    12.1043
4.6562     12.6509    11.7794
4.7755     12.6079    11.4618
4.9807     12.7476    11.1982
5.0885     13.0691    11.1421
5.1944     13.2702    11.1686
5.3457     13.6504    11.1738
5.3616     13.8016    11.2147




















































































































































































-0.8816    5.8041     12.963     OP
-0.7016    7.9491     13.1072    BA
0.1247     14.3871    12.125     ST
0.8828     20.886     12.4779    IV
9999       9999       9999       R_PG
-6.2167    11.5006    11.561     R_ZTI
-2.3662    15.3801    13.6523    R_M3D
-2.2524    18.0725    13.775     R_M12
-1.6722    20.7481    13.6226    R_MP3
-0.6129    22.5181    13.244     R_PMI
3.6176     7.5177     12.3458    L_PG
5.458      10.2047    10.9041    L_ZTI
2.9087     14.7945    13.6402    L_M3D
3.49       17.4322    13.384     L_M12
3.4911     20.1681    13.2027    L_MP3
2.8844     22.0462    12.7716    L_PMI
0.9997     24.4541    13.5172    O1
3.1827     10.5447    5.9418     O2
-6.4614    11.2214    10.9234    O3
-0.8223    3.2503     9.7238     O4




















































































































































































-3.9499    15.0874    11.621     RZYGINF
-4.1654    14.9531    11.5006
-4.4198    14.8098    11.3815
-4.584     14.6711    11.324
-4.8145    14.443     11.3261
-5.0869    14.1694    11.43
-5.1712    13.9717    11.5214
-5.2818    13.7191    11.662
-5.4085    13.3884    11.8008
-5.4546    13.196     11.8178
-5.511     13.0046    11.8445
-5.6084    12.8444    11.8425
-5.69      12.6455    11.8492
-5.8081    12.4531    11.8304
-5.9308    12.2448    11.8074
-6.0816    12.0184    11.7535
-6.1925    11.9158    11.6827
-6.2663    11.7623    11.6161
-6.3329    11.6156    11.5338





















































































































































































3.935      14.0072    11.1901    LZYGINF
4.0315     13.7794    10.988
4.1685     13.6803    10.8608
4.3145     13.5203    10.7706
4.4718     13.3226    10.7477
4.5789     13.1063    10.7806
4.7407     12.8676    10.8496
4.7873     12.7016    10.9122
4.8412     12.4978    11.0189
4.832      12.1504    11.1414
4.899      11.8284    11.2166
4.9595     11.5387    11.2416
5.0258     11.3502    11.2704
5.1291     11.1815    11.2652
5.2556     11.026     11.2531
5.3498     10.8058    11.1965
5.3845     10.5619    11.103
5.3991     10.2885    11.0268
5.3881     10.1782    11.0059





















































































































































































-2.337     15.3986    13.6305    R-ALV
-2.4294    15.6264    13.7158
-2.4809    15.8757    13.7309
-2.5201    16.1108    13.7087
-2.5105    16.3913    13.735
-2.495     16.5667    13.7187
-2.4623    16.8969    13.6976
-2.449     17.2459    13.7987
-2.4098    17.584     13.7487
-2.3036    17.9005    13.6006
-2.2396    18.1725    13.6827
-2.1922    18.4854    13.6207
-2.1327    18.7353    13.6743
-2.0666    19.0869    13.6426
-1.9073    19.4187    13.5885
-1.8494    19.6899    13.594
-1.7943    20.0249    13.5612
-1.7274    20.3445    13.6512
-1.7165    20.5946    13.6419
-1.675     20.7493    13.6111




















































































































































































2.8589     14.8044    13.4589    L-ALV
3.002      15.0608    13.402
3.115      15.37      13.3539
3.2135     15.6138    13.4417
3.276      15.8827    13.4509
3.3395     16.1825    13.4461
3.3848     16.5302    13.3265
3.443      16.8913    13.3549
3.4555     17.1912    13.3249
3.4541     17.5332    13.2768
3.4713     17.8495    13.3491
3.4838     18.1688    13.3761
3.4232     18.5145    13.2789
3.3698     18.7835    13.3537
3.3837     19.1967    13.2618
3.3749     19.5142    13.3046
3.4126     19.8959    13.287
3.4351     20.1899    13.2187
3.4405     20.2227    13.2532
