NMNH       356977     Pyn6stv
1.0662     2.5309     4.5545
1.0121     2.606      4.6776
0.9269     2.6651     4.7773
0.8472     2.7152     4.8454
0.5186     2.6877     4.9175











































































































































































0.4802     1.1911     3.3054     NASP-PR
0.5038     1.0176     3.1834
0.5121     0.9044     3.0672
0.4874     0.7944     2.9274
0.4938     0.7544     2.8184
0.5402     0.7285     2.6592


































































































































































































0.2339     3.1883     5.8534     R-PM/MAX
0.1675     3.1509     5.665
-0.044     3.1364     5.4405
-0.1321    3.0868     5.2056
-0.2229    3.0075     4.9729
-0.3121    2.8848     4.7969
-0.4155    2.7909     4.6616
-0.4869    2.7233     4.5438
-0.5588    2.5364     4.3651
-0.5981    2.3938     4.23
-0.6345    2.2189     4.0883
-0.641     1.967      3.9062
-0.6395    1.7487     3.768
-0.6619    1.6541     3.6265
-0.675     1.5066     3.4652
-0.687     1.3771     3.3549
-0.7034    1.246      3.2212
-0.7023    1.1566     3.0843
-0.6851    1.1371     3.0138
-0.633     1.1274     2.8175




















































































































































































0.8291     3.2919     6.0285     L-PM/MAX
0.8745     3.2043     5.7915
0.9241     3.1349     5.5775
1.0068     3.1576     5.5341
1.0933     3.1849     5.425
1.1737     3.1943     5.296
1.2176     3.0846     5.0214
1.2937     2.951      4.7797
1.3705     2.8424     4.5885
1.4611     2.7449     4.4275
1.511      2.6412     4.292
1.5286     2.4437     4.126
1.5539     2.1765     3.9556
1.5714     1.9849     3.7491
1.5968     1.7937     3.5728
1.6076     1.6293     3.4309
1.6606     1.4917     3.2056
1.685      1.3232     3.0177
1.6217     1.2485     2.881
1.5678     1.2636     2.7752




















































































































































































-1.4913    2.8157     2.5882     ROSTRUM
-1.4836    2.8464     2.8589
-1.4667    2.8088     3.143
-1.3938    2.8209     3.4278
-1.3271    2.8356     3.6158
-1.183     2.8241     3.7777
-1.0483    2.8478     3.9446
-0.8946    2.8566     4.1417
-0.7751    2.853      4.3328
-0.6365    2.8774     4.4892
-0.5017    2.8638     4.6611
-0.3126    2.924      4.846
-0.2111    2.9018     4.9603
-0.0179    2.9467     5.1555
0.1353     2.9964     5.3043
0.4507     2.9783     5.3472
0.7132     2.9411     5.33
0.9278     2.9698     5.2672
1.2748     3.0019     4.7728
1.5135     2.9192     4.4378
1.6829     3.0102     4.1995
1.8437     3.0382     3.9499
1.964      3.0148     3.7829
2.085      3.0252     3.6013
2.184      3.0415     3.4278
2.2811     3.0198     3.2507
2.3248     3.0108     3.0524
2.3252     2.996      2.8073
2.316      3.0407     2.6134
2.2785     3.0161     2.3667










































































































































































-3.2383    5.157      6.3667     SUPORB
-3.0835    5.1108     6.6271
-2.9843    5.1061     6.7622
-2.7733    5.0188     6.9418
-2.5103    4.9362     7.0668
-2.1547    4.7672     7.1898
-1.9494    4.713      7.2607
-1.4082    4.6064     7.3596
-1.0242    4.4534     7.4052
-0.6839    4.3487     7.4164
-0.432     4.2569     7.4131
-0.1987    4.2264     7.3942
0.0372     4.2029     7.3613
0.2221     4.1645     7.3308
0.4262     4.1331     7.2893
0.6531     4.1011     7.2702
0.8921     4.15       7.2914
1.1751     4.1824     7.2882
1.5048     4.2772     7.3061
1.6844     4.3544     7.3073
1.869      4.4358     7.3074
2.0339     4.5235     7.2936
2.1987     4.5888     7.257
2.4153     4.6524     7.1927
2.6497     4.7383     7.1537
2.8502     4.8147     7.0837
3.072      4.9002     7.0136
3.2674     5.016      6.9668
3.4524     5.0965     6.88
3.6835     5.1785     6.7399
3.8089     5.2712     6.6254
4.0784     5.3883     6.2801
4.1918     5.4621     6.0617
4.2854     5.4472     5.7128






































































































































































-1.7763    3.5354     4.5774     RORBIT
-1.9178    3.5911     4.5804
-2.1092    3.6503     4.6154
-2.2823    3.6919     4.6881
-2.4399    3.763      4.785
-2.6175    3.8441     4.9125
-2.718     3.9038     4.9929
-2.8171    3.9887     5.1409
-2.8554    4.0444     5.2431
-2.9274    4.1206     5.4366
-2.941     4.2118     5.5818
-2.9447    4.293      5.7939
-2.8761    4.3643     5.9651
-2.7953    4.3991     6.1897
-2.763     4.3958     6.3764
-2.5698    4.4136     6.4843
-2.375     4.4026     6.6572
-2.1913    4.3993     6.765
-1.8578    4.3412     6.89
-1.5678    4.2681     6.948
-1.3203    4.1735     6.9836
-1.0574    4.1026     6.9805
-0.734     4.0041     6.9149
-0.5647    3.9758     6.8859
-0.3585    3.9302     6.8231
-0.2165    3.8827     6.6501
-0.1539    3.8575     6.3534
-0.1174    3.7197     6.2098
-0.1037    3.5384     5.9711











































































































































































2.6529     3.7618     4.4018     LORBIT
3.0004     3.8149     4.3583
3.1733     3.9187     4.4101
3.4169     4.026      4.5042
3.6306     4.1217     4.627
3.737      4.2278     4.7576
3.8056     4.3406     4.9293
3.8894     4.464      5.1637
3.9219     4.5695     5.4456
3.9253     4.6127     5.6606
3.9157     4.6608     5.9195
3.8933     4.685      6.0523
3.7507     4.698      6.3179
3.5843     4.6624     6.4357
3.453      4.6485     6.5469
3.2526     4.624      6.5959
2.96       4.5258     6.7524
2.821      4.4762     6.782
2.63       4.4        6.8246
2.3997     4.3399     6.8317
2.2878     4.2858     6.8436
2.076      4.2322     6.8172
1.8243     4.17       6.7993
1.7052     4.0985     6.791
1.591      4.0181     6.7739
1.4275     3.9843     6.7095
1.3286     3.9515     6.5531
1.2661     3.9141     6.4171
1.2221     3.8531     6.2296
1.2179     3.7768     6.1122
1.1888     3.6949     6.0655
1.1891     3.6077     5.939








































































































































































-3.2648    5.1471     6.3323     RTEMFOS
-3.3393    5.1063     6.1035
-3.3709    4.9926     5.8332
-3.3925    4.8254     5.7197
-3.4003    4.704      5.5999
-3.4031    4.6333     5.4762
-3.4058    4.4972     5.302
-3.3829    4.4106     5.159
-3.3609    4.3094     4.9674
-3.3071    4.2468     4.7561
-3.2942    4.3073     4.5352
-3.3       4.3209     4.358
-3.334     4.424      4.1728
-3.3665    4.5698     4.016
-3.3623    4.7177     4.0086
-3.3745    4.8607     3.9964
-3.387     4.9495     4.0063
-3.4311    5.0615     4.0404
-3.4645    5.1845     4.0951
-3.4882    5.2295     4.1069




















































































































































































4.2621     5.4945     5.7214     LTEMFOS
4.2975     5.3837     5.6021
4.3187     5.3016     5.4661
4.3242     5.2045     5.3333
4.306      5.0904     5.1674
4.2988     4.9984     5.0022
4.2683     4.8656     4.8356
4.2584     4.7858     4.7197
4.2014     4.6247     4.5494
4.1672     4.5983     4.3634
4.1252     4.5909     4.1368
4.1133     4.6135     3.9508
4.1098     4.7057     3.8266
4.0853     4.8482     3.6965
4.1197     5.0056     3.6173
4.1639     5.1873     3.606
4.2044     5.2835     3.6435
4.247      5.3891     3.6539






















































































































































































0.047      2.8638     6.8223     OP
-0.0102    4.4405     7.084      BA
0.0801     8.6789     6.05       ST
0.1466     11.6558    5.8766     IV
-2.7081    5.4131     6.5188     R_PG
-3.7652    7.5428     6.0505     R_ZTI
-1.6019    8.859      6.7206     R_M3D
-1.8358    10.3203    6.7276     R_M12
-1.4439    12.0195    6.2923     R_MP3
-0.8985    12.6909    6.0504     R_PMI
2.8753     5.4359     6.5973     L_PG
4.0691     7.4645     6.1906     L_ZTI
1.699      8.7577     6.687      L_M3D
2.1399     10.153     6.7559     L_M12
1.8117     11.8209    6.2547     L_MP3
1.1202     12.542     6.1017     L_PMI
-0.2044    13.4375    6.2457     O1
2.845      7.344      2.58       O2
-3.8637    7.1611     5.7659     O3
-0.8542    1.6269     5.0769     O4




















































































































































































-2.6158    9.8633     6.0567     RZYGINF
-2.8038    9.7307     6.072
-2.9649    9.5837     6.1182
-3.1002    9.4291     6.1689
-3.2289    9.3297     6.1802
-3.3362    9.1709     6.2077
-3.3764    9.0153     6.2329
-3.4021    8.8503     6.2329
-3.4791    8.6838     6.2475
-3.5005    8.5025     6.228
-3.5361    8.3169     6.2069
-3.5797    8.1032     6.1575
-3.6375    7.9294     6.1089
-3.6952    7.77       6.0772
-3.7026    7.6777     6.0729
-3.7475    7.5633     6.0447
























































































































































































2.831      9.8197     6.2132     LZYGINF
3.0577     9.7037     6.2342
3.1863     9.5743     6.2744
3.3116     9.4484     6.2999
3.4805     9.2562     6.3514
3.5701     9.0782     6.378
3.658      8.8529     6.4211
3.6865     8.6156     6.4432
3.7121     8.4227     6.4547
3.7137     8.2223     6.4252
3.7953     8.1082     6.4011
3.9079     7.9645     6.3403
3.932      7.7555     6.2714
3.9245     7.5774     6.2592
3.9652     7.431      6.2208

























































































































































































-1.5687    8.8159     6.6805     R-ALV
-1.7014    9.086      6.7425
-1.7584    9.2993     6.7505
-1.7981    9.5082     6.7675
-1.8276    9.7167     6.7809
-1.864     9.9848     6.7783
-1.84      10.1899    6.7792
-1.826     10.3715    6.7672
-1.8187    10.652     6.6998
-1.7908    10.9125    6.6563
-1.7053    11.0993    6.6212
-1.653     11.2807    6.578
-1.6053    11.4996    6.5661
-1.5342    11.5863    6.5705
-1.4991    11.7325    6.5074
-1.4843    11.8889    6.4321
-1.4513    12.013     6.2772























































































































































































1.7659     8.9174     6.713      L-ALV
1.8244     9.0585     6.7877
1.9012     9.2501     6.8114
1.9916     9.5218     6.8195
2.0407     9.6936     6.836
2.073      9.8811     6.8238
2.0574     10.0971    6.8753
2.0685     10.2764    6.758
2.0898     10.514     6.7232
2.0755     10.6951    6.6865
2.0222     10.8991    6.6703
1.9693     11.0814    6.6286
1.9405     11.1851    6.5999
1.9248     11.3863    6.5627
1.8501     11.5172    6.5206
1.8386     11.6637    6.405
1.7969     11.7999    6.3853
1.7569     11.9646    6.2657
