AMNH       169432     Phu1mam2
2.0255     3.8612     8.418
2.0632     3.7829     8.346
2.0899     3.7178     8.268
2.1065     3.6745     8.201
2.1321     3.6156     8.1087
2.1626     3.5665     8.0331
2.2078     3.4398     7.8851
2.2297     3.3802     7.7668
2.2432     3.3408     7.6836
2.2472     3.2432     7.5663
2.2678     3.1835     7.4376
2.2952     3.134      7.3353
2.3126     3.0567     7.1913
2.3114     3.0033     7.0762
2.3299     2.9689     6.9883
2.3751     2.8706     6.7229
2.399      2.7795     6.5429
2.4079     2.6819     6.379
2.4306     2.6308     6.2596
2.4481     2.5529     6.133
2.5414     2.4877     5.9685
2.6399     2.4352     5.766
2.7017     2.4047     5.6194
2.7262     2.4378     5.3091







































































































































































-2.3459    6.7657     5.7111     ROSTRUM
-2.4396    6.7222     5.9091
-2.4314    6.6929     6.1054
-2.4054    6.6666     6.2788
-2.3905    6.6153     6.4656
-2.2661    6.5892     6.6976
-2.1954    6.5313     6.8237
-2.0215    6.4784     7.0536
-1.9677    6.4441     7.2184
-1.8778    6.4352     7.3974
-1.8526    6.3461     7.6931
-1.8488    6.3241     8
-1.9156    6.2434     8.2896
-2.0113    6.2088     8.5943
-2.105     6.1643     8.9081
-2.1869    6.1173     9.1327
-2.2396    6.0936     9.3269
-2.2743    6.0321     9.5837
-2.2302    5.9965     9.7433
-2.0454    5.8345     10.1631
-1.9117    5.8388     10.2636
-1.6704    5.8352     10.2473
-1.1674    5.8765     10.1697
-0.9964    5.8717     10.1898
-0.7214    5.8755     10.2467
-0.4647    5.8012     10.3655
-0.2717    5.7007     10.4434
-0.1321    5.6901     10.4969
0.0162     5.5978     10.7038
0.2172     5.4879     10.8077
0.4297     5.4317     10.9169
0.6711     5.4133     10.9355
0.9609     5.4418     10.866
1.1259     5.5077     10.7789
1.2689     5.587      10.5916
1.3628     5.6373     10.4825
1.5555     5.7362     10.3115
1.7915     5.8234     10.1681
1.9557     5.8605     10.0601
2.231      5.9148     10.0142
2.4856     5.9024     9.994
2.7333     5.8921     10.0214
2.9526     5.9136     10.0005
3.2011     5.9272     9.7367
3.4104     6.04       9.3314
3.3822     6.1585     9.0002
3.2623     6.2405     8.7645
3.1413     6.2495     8.5945
3.0583     6.255      8.4383
2.9794     6.2833     8.2537
2.9293     6.3102     8.1131
2.8803     6.3023     7.9723
2.7895     6.362      7.7148
2.7679     6.4112     7.5497
2.755      6.4963     7.2814
2.8264     6.4995     7.0215
2.9493     6.6062     6.8193
3.0817     6.6885     6.6103
3.2406     6.752      6.3149
3.3044     6.8276     6.1208
3.3116     6.9105     5.924
3.3153     6.9491     5.7841
3.1786     7.0755     5.4776









































































































































-4.2578    10.6771    14.4012    SUPORB
-4.1686    10.6394    14.6947
-4.0312    10.5893    14.9311
-3.9337    10.5339    15.1943
-3.8007    10.4751    15.438
-3.6046    10.4167    15.6874
-3.344     10.3764    15.9362
-2.9815    10.3795    16.1654
-2.7046    10.3311    16.2637
-2.501     10.2356    16.3453
-2.3241    10.3507    16.4293
-1.8966    10.3555    16.5566
-1.515     10.3824    16.6341
-1.1434    10.3778    16.6414
-0.8084    10.296     16.6665
-0.334     10.1603    16.6321
-0.0673    10.0583    16.5789
0.2196     10.0337    16.4976
0.597      9.9617     16.3832
1.0305     10.044     16.4105
1.3886     10.2017    16.4668
1.6073     10.3347    16.4895
1.8426     10.4614    16.4874
2.0721     10.5836    16.4819
2.2686     10.6325    16.48
2.4942     10.6298    16.4298
2.8505     10.7617    16.3566
3.1439     10.7636    16.2658
3.4277     10.8141    16.1521
3.6401     10.9242    16.0415
3.8365     10.9834    15.9374
4.0906     10.8835    15.8071
4.2926     10.9993    15.6573
4.5228     11.1297    15.4306
4.7077     11.1875    15.184
4.8731     11.2327    14.8507
4.991      11.3       14.5905
5.1434     11.3851    13.9894


































































































































































-1.8325    9.1018     13.1031    RORBIT
-2.0293    9.086      13.148
-2.2607    9.1324     13.2305
-2.3974    9.1187     13.2477
-2.5752    9.1835     13.3733
-2.7183    9.2561     13.456
-2.8752    9.3122     13.5166
-2.9606    9.4524     13.6327
-3.0303    9.4198     13.6084
-3.0944    9.5334     13.7593
-3.1705    9.6362     13.8832
-3.2148    9.8763     14.2843
-3.2934    9.8584     14.602
-3.2305    9.7543     14.9047
-3.1466    9.6423     15.1321
-2.8945    9.5183     15.3518
-2.7545    9.4085     15.5266
-2.6462    9.377      15.5556
-2.526     9.349      15.6102
-2.4232    9.3121     15.6563
-2.3032    9.2468     15.706
-2.1402    9.2254     15.6761
-1.9701    9.2213     15.6922
-1.8251    9.1854     15.6939
-1.666     9.184      15.7181
-1.5045    9.1824     15.6867
-1.3659    9.1563     15.6531
-1.1851    9.1672     15.618
-1.0505    9.1811     15.6359
-0.9175    9.2025     15.6603
-0.67      9.3097     15.7895
-0.5056    9.3361     15.7837
-0.3239    9.3533     15.7705
-0.1856    9.4075     15.7186
-0.0356    9.3633     15.6114
0.0197     9.4369     15.3257
0.0508     9.4574     15.1946
0.0896     9.4661     15.026
0.1259     9.4424     14.8633
0.1322     9.4432     14.7086
0.1524     9.4235     14.5181
0.145      9.3162     14.2519






























































































































































2.7639     9.4025     12.8632    LORBIT
2.9143     9.4478     12.9462
3.0604     9.5019     12.9397
3.2336     9.5545     12.9623
3.3694     9.6297     12.9943
3.4762     9.7109     13.0546
3.6189     9.7852     13.0869
3.6957     9.861      13.132
3.7819     9.9556     13.202
3.9058     10.071     13.2696
4.0203     10.1737    13.3806
4.1499     10.3645    13.5543
4.1908     10.4405    13.7121
4.3251     10.5024    13.8772
4.3758     10.5594    14.0105
4.372      10.5705    14.1324
4.4772     10.5467    14.3277
4.4891     10.466     14.5286
4.4073     10.3928    14.6347
4.3654     10.261     14.8525
4.2514     10.2064    14.9459
4.116      10.0531    15.1332
3.9235     9.9406     15.2344
3.7222     9.8665     15.2667
3.5515     9.7623     15.341
3.4239     9.7269     15.3656
3.3        9.6802     15.3647
3.1614     9.6369     15.354
3.0293     9.5897     15.3903
2.8573     9.5476     15.4024
2.7785     9.5375     15.3999
2.5929     9.5173     15.4101
2.4304     9.5579     15.3979
2.1278     9.598      15.649
1.9331     9.5945     15.6203
1.75       9.5595     15.6421
1.5819     9.498      15.6555
1.4533     9.4583     15.6215
1.3134     9.4225     15.4183
1.2554     9.4407     15.1618
1.1848     9.4057     14.9194
1.1047     9.362      14.6987
1.05       9.2856     14.5398
1.0506     9.3084     14.3878
1.1099     9.3587     14.1691



























































































































































-4.2566    10.5547    14.328     RTEMFOS
-4.265     10.486     14.0538
-4.2934    10.3626    14.0178
-4.302     10.2386    13.8814
-4.3127    10.1385    13.7413
-4.3163    10.1029    13.5741
-4.3115    10.0072    13.4446
-4.3053    9.9054     13.3192
-4.3367    9.8743     13.1974
-4.3351    9.8406     13.0292
-4.3217    9.7476     12.9156
-4.3387    9.7324     12.7527
-4.35      9.6334     12.5999
-4.3434    9.6136     12.4315
-4.3751    9.5262     12.2919
-4.3802    9.4693     12.2063
-4.4026    9.4605     11.9978
-4.44      9.4038     11.8373
-4.4876    9.3666     11.6616
-4.5356    9.3284     11.5554
-4.5749    9.2793     11.4455
-4.6121    9.2942     11.3139
-4.6465    9.221      11.1883
-4.7052    9.3069     11.0374
-4.7917    9.3198     10.9142
-4.8679    9.4141     10.7999
-5.022     9.4522     10.6692
-5.1157    9.5782     10.5845
-5.2502    9.7025     10.5491
-5.2659    9.9089     10.5552
-5.3119    10.1035    10.5575
-5.3576    10.257     10.5857
-5.3813    10.4242    10.609
-5.4199    10.635     10.6559
-5.4419    10.7434    10.6753





































































































































































5.1468     11.4339    13.8498    LTEMFOS
5.2016     11.3572    13.7085
5.192      11.2336    13.5833
5.1607     11.2135    13.413
5.2302     11.1215    13.4086
5.2432     11.0593    13.2879
5.2601     11.0123    13.1691
5.2618     10.966     13.0469
5.2748     10.8612    12.8921
5.277      10.788     12.7574
5.2605     10.7488    12.6338
5.2648     10.6566    12.5362
5.2808     10.5949    12.3724
5.2885     10.561     12.2715
5.2697     10.5129    12.1307
5.2514     10.4457    12.0042
5.1796     10.4166    11.7462
5.2457     10.2805    11.6487
5.2589     10.2773    11.5527
5.2627     10.2066    11.4142
5.2427     10.2131    11.2234
5.2686     10.1258    11.1456
5.286      10.0583    10.9847
5.3412     10.0417    10.8153
5.3721     10.0185    10.6817
5.3898     10.0624    10.5127
5.4329     10.092     10.4095
5.491      10.096     10.2619
5.5503     10.267     10.135
5.6306     10.4025    10.055
5.6793     10.5604    10.0441
5.7165     10.6827    10.0411
5.7251     10.7997    10.077
5.7705     10.9096    10.0809
5.7728     11.0529    10.1191
5.7366     11.1875    10.1329
5.7891     11.4268    10.1706



































































































































































0.0935     4.3773     12.8712    OP
-0.0631    6.5684     13.2669    BA
-0.1519    13.0775    12.6844    ST
-0.322     19.6124    13.412     IV
9999       9999       9999       R_PG
-5.8685    9.5178     11.3376    R_ZTI
-2.7704    13.6739    14.1086    R_M3D
-3.0203    16.3442    14.2793    R_M12
-2.9382    18.9884    13.9714    R_MP3
-2.3304    20.9321    13.7621    R_PMI
4.4371     6.7238     12.9011    L_PG
5.8733     9.6458     11.7587    L_ZTI
2.4364     13.6123    14.3886    L_M3D
2.6999     16.4061    14.3257    L_M12
2.3356     18.9704    14.252     L_MP3
1.6635     21.0598    13.603     L_PMI
0.3629     23.0995    14.3107    O1
3.9852     9.954      6.0253     O2
-5.2986    6.7159     11.038     O3
1.1423     1.5271     10.06      O4




















































































































































































-5.8572    9.4999     11.3486    RZYGINF
-5.8991    9.6361     11.4741
-5.7829    9.8447     11.6041
-5.6529    9.9888     11.6773
-5.5839    10.1446    11.7245
-5.5292    10.2654    11.7539
-5.496     10.4633    11.7724
-5.4584    10.6076    11.7932
-5.4111    10.7772    11.8086
-5.3464    10.9542    11.8467
-5.2867    11.0795    11.8127
-5.28      11.2048    11.7971
-5.3005    11.3593    11.8076
-5.2525    11.6541    11.7159
-5.2233    11.9413    11.593
-5.1583    12.0669    11.5419
-5.0515    12.1816    11.4822
-5.0618    12.327     11.4562
-4.9347    12.4838    11.4329
-4.8663    12.5866    11.4246
-4.7106    12.7338    11.4509
-4.595     12.8308    11.4857
-4.4413    12.9737    11.5887
-4.3128    13.0749    11.6974
-4.1633    13.203     11.8055
-4.034     13.3563    11.9136














































































































































































5.8574     9.6515     11.7776    LZYGINF
5.7642     9.8073     11.9049
5.6261     9.9117     11.9606
5.5226     10.0844    12.0068
5.3749     10.2135    12.045
5.272      10.4291    12.0833
5.232      10.621     12.1171
5.1758     10.7579    12.1328
5.1133     10.9759    12.1093
5.0394     11.1756    12.0786
5.0359     11.2957    12.0877
4.9891     11.4125    12.0767
4.9447     11.563     12.0279
4.9649     11.9104    11.9277
4.937      12.0941    11.8656
4.8411     12.2182    11.7892
4.7645     12.4378    11.7206
4.6121     12.5764    11.6949
4.4996     12.7115    11.6616
4.3588     12.8178    11.6494
4.2449     12.9845    11.6842
4.0573     13.0408    11.7583
3.9729     13.1548    11.8507
3.9332     13.1917    11.9366
3.7826     13.3207    12.0392















































































































































































-2.7915    13.7088    14.057     R-ALV
-2.9119    13.9322    14.1245
-2.9784    14.1137    14.1697
-3.0064    14.2371    14.211
-3.0406    14.401     14.2643
-3.0567    14.5596    14.3051
-3.0579    14.7247    14.3226
-3.0757    14.8657    14.2985
-3.1047    15.1001    14.2618
-3.1039    15.1822    14.2694
-3.1074    15.3474    14.2875
-3.1109    15.4594    14.3141
-3.1107    15.5863    14.3456
-3.1243    15.7094    14.3396
-3.1101    15.8656    14.3286
-3.0972    15.9851    14.3198
-3.0671    16.0859    14.3225
-3.0495    16.2748    14.2648
-3.0442    16.4124    14.3006
-3.0534    16.5961    14.2971
-3.0306    16.8096    14.3133
-3.0143    16.9694    14.3137
-3.0206    17.1306    14.3128
-3.0034    17.253     14.2825
-2.9654    17.3742    14.2782
-2.88      17.7357    14.2343
-2.864     17.938     14.2072
-2.8683    18.0555    14.2177
-2.8489    18.3083    14.2052
-2.8701    18.5084    14.1936
-2.891     18.7159    14.2163
-2.8923    18.8878    14.2061








































































































































































2.4365     13.6145    14.5029    L-ALV
2.5291     13.7912    14.4831
2.5959     14.0186    14.528
2.6865     14.3194    14.4721
2.692      14.593     14.4914
2.7146     14.8502    14.4302
2.723      14.9513    14.4627
2.753      15.1038    14.4343
2.7827     15.2964    14.3775
2.7826     15.4691    14.4407
2.7961     15.6931    14.4094
2.7666     15.8878    14.414
2.7248     16.2007    14.349
2.7041     16.341     14.3597
2.6758     16.5892    14.3703
2.6547     16.7518    14.4057
2.6229     17.0979    14.3537
2.5287     17.3626    14.3208
2.469      17.6212    14.3145
2.4397     17.8032    14.2605
2.4289     17.9289    14.2837
2.388      18.1061    14.2303
2.3689     18.3315    14.1732
2.3641     18.5337    14.2151
2.3849     18.7406    14.134
2.3949     18.9768    14.1465
