NMNH       268890     Rpr4stv
-0.8397    4.1883     4.5053
-0.8974    4.0631     4.2529
-0.9203    3.9437     4.0745
-0.9436    3.8341     3.9148
-0.9607    3.6354     3.7368
-0.967     3.4851     3.5938
-0.9277    3.2986     3.4163
-0.9321    3.2113     3.2825
-0.965     3.1591     3.1382
-1.0039    3.0661     2.9105
-0.9991    3.0376     2.7944
-0.9542    3.0314     2.6467
-0.954     3.063      2.5725





















































































































































































0.2343     4.1588     5.6435     L-PM/MAX
0.3643     4.1766     5.6616
0.4697     4.2045     5.5885
0.4853     4.2268     5.5264
0.53       4.2518     5.4107
0.6559     4.3062     5.2754
0.782      4.3471     5.093
0.8757     4.3582     4.9627
0.9632     4.3554     4.7861
1.0783     4.3326     4.5424
1.1868     4.3122     4.4023
1.1795     4.2143     4.2078
1.1551     4.0989     4.0758
1.1902     3.9034     3.8566
1.1477     3.7758     3.7601
1.158      3.5727     3.596
1.2281     3.4536     3.3792
1.2643     3.2782     3.1499
1.2733     3.1879     2.9953
1.2694     3.1353     2.8466
1.1917     3.0827     2.6163



















































































































































































-1.7967    4.5049     2.2384     ROSTRUM
-1.8042    4.4441     2.5444
-1.7445    4.4149     2.7736
-1.6598    4.3824     2.976
-1.5553    4.3596     3.1221
-1.4714    4.3563     3.3014
-1.345     4.2796     3.4988
-1.2679    4.2641     3.6965
-1.2191    4.2505     3.8956
-1.1594    4.18       4.1252
-0.9301    4.1336     4.3396
-0.7912    4.1147     4.4122
-0.68      4.126      4.4382
0.8827     4.1788     4.3244
1.0365     4.1871     4.3661
1.1919     4.2233     4.2165
1.3468     4.2393     3.9946
1.4141     4.3596     3.678
1.493      4.4082     3.4018
1.581      4.4141     3.1338
1.7418     4.4533     2.8739
1.8305     4.4577     2.7052
1.8736     4.4973     2.5226
1.8983     4.5036     2.3999
1.9154     4.5024     2.3181















































































































































































-3.6412    5.4772     6.2066     SUPORB
-3.5733    5.4368     6.362
-3.3843    5.3627     6.6446
-3.171     5.2927     6.8606
-2.9406    5.3107     7.0898
-2.7352    5.3053     7.2147
-2.5387    5.2708     7.285
-2.324     5.1119     7.2913
-1.9743    4.931      7.2751
-1.621     4.7712     7.2308
-1.2602    4.714      7.1702
-0.8677    4.6039     7.0472
-0.594     4.5092     6.986
-0.2576    4.4024     6.9232
-0.0404    4.3545     6.872
0.277      4.3305     6.7872
0.6708     4.3834     6.8333
1.0758     4.5561     6.9208
1.414      4.6518     6.9708
1.7715     4.7031     7.0183
2.0435     4.8259     7.0734
2.2709     4.9803     7.0899
2.4766     5.05       7.09
2.9982     5.3869     6.9899
3.3425     5.5816     6.7675
3.5051     5.7151     6.5735
3.6859     5.7996     6.3779
3.7836     5.8279     6.2044
3.8847     5.8853     5.87











































































































































































-2.0154    4.562      4.4072     RORBIT
-2.244     4.5838     4.4069
-2.4997    4.6471     4.4713
-2.6806    4.6724     4.5782
-2.8821    4.7444     4.7392
-2.992     4.7881     4.8831
-3.1315    4.8607     5.1609
-3.1782    4.9255     5.4038
-3.184     4.95       5.5613
-3.1501    4.9809     5.7342
-3.1266    4.9713     6.0007
-3.0186    4.9719     6.1778
-2.8926    4.9206     6.3859
-2.7181    4.8331     6.605
-2.5104    4.7666     6.7617
-2.1322    4.6506     6.7887
-1.7781    4.5568     6.7822
-1.3455    4.4435     6.7335
-0.9812    4.39       6.6228
-0.7777    4.4709     6.3266
-0.6608    4.5478     6.0437
-0.6112    4.5789     5.7778
-0.6115    4.6206     5.6312

















































































































































































2.3446     4.7101     4.246      LORBIT
2.6358     4.75       4.2421
2.8989     4.903      4.3027
3.1809     4.9802     4.4664
3.366      5.054      4.6744
3.4674     5.1712     4.9328
3.5301     5.2573     5.2439
3.5781     5.2712     5.7213
3.4294     5.2746     5.9765
3.3416     5.1954     6.2657
3.2018     5.1149     6.455
3.0832     5.0446     6.5253
2.8335     4.9423     6.6847
2.6486     4.881      6.678
2.4438     4.7891     6.6764
2.2455     4.7105     6.66
1.9956     4.5902     6.6446
1.7976     4.5468     6.5622
1.6456     4.5393     6.5307
1.3599     4.4993     6.4456
1.1532     4.5299     6.218
1.0402     4.5262     6.0452
1.004      4.6017     5.8426
1.0115     4.6715     5.7028
0.9454     4.6947     5.5852















































































































































































-3.6465    5.4933     6.1288     RTEMFOS
-3.6652    5.4465     5.9654
-3.7409    5.4039     5.8197
-3.7675    5.3833     5.6124
-3.7705    5.3226     5.4086
-3.7894    5.2873     5.1822
-3.7809    5.2256     4.8666
-3.759     5.217      4.6412
-3.7108    5.3048     4.3415
-3.7174    5.3805     4.1144
-3.7403    5.5049     3.9118
-3.7539    5.6577     3.8338
-3.8214    5.813      3.731
-3.8538    6.0238     3.711
-3.9494    6.202      3.66
-3.9957    6.3345     3.6699
-4.0501    6.525      3.6944























































































































































































3.8601     5.9087     5.8863     LTEMFOS
3.9446     5.8004     5.6808
3.9988     5.729      5.3472
4.0046     5.7196     5.1585
3.9975     5.6862     4.9438
3.9932     5.6595     4.7535
3.968      5.5822     4.5432
3.9451     5.6031     4.3366
3.9015     5.6857     4.1164
3.8655     5.8059     3.8896
3.8593     5.9265     3.7108
3.8559     6.0403     3.6111
3.8737     6.3121     3.5339
3.9167     6.4548     3.4878
3.993      6.6635     3.4466
4.0333     6.8546     3.4504
4.0681     6.9904     3.4541
4.1004     7.1206     3.4748






















































































































































































0.0538     4.8359     6.9465     OP
0.0636     6.4303     6.9692     BA
-0.1266    10.2251    6.4348     ST
-0.2775    13.1283    5.7608     IV
-3.2203    7.1025     6.9052     R_PG
-4.2483    9.4619     6.3831     R_ZTI
-1.7877    10.1453    6.985      R_M3D
-2.2086    11.8222    6.9605     R_M12
-1.9525    13.3859    6.2429     R_MP3
-1.4194    13.8461    6.005      R_PMI
3.3416     7.3544     6.7601     L_PG
4.0483     9.8041     6.1035     L_ZTI
1.5716     10.3425    6.7529     L_M3D
1.8169     11.8442    6.6351     L_M12
1.2552     13.6379    6.0361     L_MP3
0.6336     13.9383    5.9031     L_PMI
-0.1578    14.7525    5.8398     O1
-3.6178    10.4172    3.2851     O2
4.149      8.3612     6.0234     O3
-0.6665    3.3769     4.5655     O4




















































































































































































-3.178     11.5663    6.0141     RZYGINF
-3.3759    11.3861    6.1107
-3.5057    11.2352    6.1509
-3.5505    11.1094    6.2149
-3.5823    10.9436    6.2624
-3.6781    10.7806    6.2893
-3.8218    10.6067    6.2696
-3.9248    10.4081    6.2414
-3.998     10.212     6.2707
-4.0862    9.9819     6.3383
-4.0735    9.8091     6.4228
-4.1342    9.6831     6.4212
-4.1528    9.5862     6.4364
-4.2157    9.4563     6.4004


























































































































































































2.8148     11.7344    5.8126     LZYGINF
2.9499     11.5978    5.9409
3.1195     11.4521    5.9872
3.1878     11.3254    5.9982
3.3163     11.0887    6.0409
3.4422     10.9065    6.0374
3.5197     10.808     6.0398
3.6099     10.6595    6.0237
3.7086     10.4965    6.0031
3.8        10.3922    5.9831
3.8724     10.2473    6.0028
3.8649     10.1702    6.0428
3.9059     10.06      6.0899
3.9345     9.9733     6.0908
3.9633     9.8908     6.0989
4.0388     9.8024     6.076
























































































































































































-1.7205    10.1215    7.0333     R-ALV
-1.9163    10.3166    7.1375
-1.9931    10.4658    7.0464
-2.098     10.7207    7.0408
-2.1395    10.9888    7.0026
-2.1707    11.275     7.0164
-2.2447    11.5743    6.9962
-2.1959    11.8216    6.9633
-2.231     12.1667    6.8537
-2.2016    12.3316    6.6957
-2.1002    12.4951    6.6356
-2.1164    12.7621    6.6053
-2.0819    12.9658    6.4513
-2.0456    13.1591    6.4183
-2.0177    13.3169    6.2819
-1.9733    13.3535    6.2998
-1.8989    13.4436    6.225























































































































































































1.5949     10.3911    6.7645     L-ALV
1.7254     10.748     6.7639
1.7706     10.9796    6.7493
1.7853     11.1778    6.7221
1.8367     11.4094    6.6802
1.9071     11.632     6.6278
1.894      12.2689    6.4822
1.6205     12.6941    6.3919
1.5915     12.8832    6.3425
1.5353     13.1356    6.2023
1.4056     13.3695    6.0649
1.285      13.5439    5.982
1.2049     13.6993    5.9323
