UWMA       ZA 1376    Phu103sf
9.5958     11.3897    12.1516
9.524      11.3206    12.0503
9.5019     11.2457    11.9647
9.4081     11.1335    11.8127
9.2792     10.9404    11.5991
9.168      10.8169    11.4463
9.0404     10.6213    11.2646
8.9558     10.4968    11.1169
8.8807     10.3839    10.9953
8.7916     10.2337    10.8362
8.6879     10.1185    10.7169
8.5659     9.9552     10.579
8.4354     9.8023     10.4465
8.3411     9.6467     10.3293
8.2551     9.4887     10.2151
8.1496     9.339      10.0815
8.0375     9.1928     9.9705
7.9191     9.0565     9.8412
7.7852     8.9396     9.7053
7.7068     8.8239     9.595
7.6736     8.7253     9.5236
7.5136     8.5905     9.3631
7.4092     8.4457     9.2059
7.2949     8.2918     9.0298
7.2279     8.1398     8.8985
7.1546     8.0148     8.7644
7.0416     7.9224     8.6748
7.0517     7.8506     8.6231



























































































































































7.0094     7.94       8.5045     NOSE
6.7517     8.0434     8.3024
6.5516     8.091      8.1366
6.3816     8.2596     7.929
6.1227     8.1978     7.7218
5.9946     8.1114     7.5771
5.8317     8.0084     7.4028
5.6632     7.8843     7.1797
5.4887     7.7379     6.9408
5.3245     7.5566     6.8098
5.1866     7.4024     6.5871
4.9724     7.2589     6.3457
4.9053     7.1362     6.1818
4.8438     6.9302     6.0088
4.7797     6.8202     5.883
4.7082     6.6712     5.7863
4.6483     6.5076     5.6353
4.5911     6.329      5.5176
4.5828     6.132      5.4408
4.5585     5.9587     5.4041
4.6167     5.8186     5.3929
4.6994     5.6333     5.3301
4.7389     5.4019     5.1975
4.8443     5.3145     5.1143
4.8841     5.2655     5.0648
5.0035     5.2549     4.9623
5.1789     5.2143     4.8637
5.2175     4.9488     4.9804
5.4209     4.8118     5.1884
5.6622     4.7618     5.3341
5.9488     4.842      5.4456
6.1179     4.874      5.5564
6.2766     4.8989     5.6637
6.4978     5.0601     5.7908
6.6861     5.1213     5.9245
6.7725     5.2846     6.1212
6.9199     5.4924     6.3491
7.031      5.6339     6.4892
7.241      5.9164     6.7416
7.2672     6.0855     6.939
7.3501     6.2602     7.09
7.4447     6.4767     7.3196
7.5092     6.6646     7.5306
7.545      6.8642     7.6945
7.5852     7.0273     7.844
7.6269     7.1926     7.9409
7.5234     7.2754     8.0317
7.3998     7.3723     8.2178
7.302      7.4723     8.3067
7.2867     7.6104     8.3601
7.1239     7.8798     8.6638





















































































































































5.0657     5.1324     4.7668     NASP-PR
4.9703     5.0128     4.6562
4.8906     4.9285     4.492
4.8356     4.8296     4.3269
4.8017     4.7925     4.1228
4.7801     4.7622     4.0031
4.8136     4.7354     3.8004
4.8241     4.747      3.6155
4.8661     4.7583     3.4623
4.9391     4.8232     3.2093






























































































































































































6.7879     8.8664     8.5009     R-PM/MAX
6.6403     8.7596     8.3241
6.4753     8.6202     8.1432
6.3274     8.486      7.9973
6.2225     8.3721     7.8733
6.0778     8.2288     7.712
5.8284     8.1222     7.4546
5.6646     8.0039     7.2556
5.4784     7.871      7.098
5.3309     7.7386     6.8967
5.1665     7.5661     6.6755
4.937      7.4049     6.3049
4.7542     7.3284     5.7356
4.6084     7.2627     5.4733
4.3672     7.1769     5.0956
4.2379     7.2423     4.9761
4.1402     7.1593     4.6945
4.0928     7.1772     4.48
4.068      7.2284     4.3112
4.0356     7.2335     4.038
4.0654     7.2074     3.9556
4.1302     7.1921     3.7836


















































































































































































8.0736     7.7383     8.5872     L-PM/MAX
8.023      7.4502     8.4656
7.9138     7.2809     8.209
7.8404     7.1179     8.081
7.7622     6.9395     7.9187
7.6654     6.7253     7.7523
7.6098     6.5292     7.5469
7.5655     6.3615     7.3535
7.4898     6.176      7.1332
7.3345     5.9986     6.8715
7.3204     5.827      6.7791
7.2367     5.6313     6.489
7.2408     5.4738     6.2892
7.2308     5.3297     5.9561
7.2824     5.1718     5.6646
7.3226     5.0396     5.4687
7.2618     4.8933     5.3431
7.3573     4.7721     5.1884
7.3508     4.7208     5.0165
7.4497     4.6168     4.7615
7.4812     4.5743     4.5823
7.4389     4.5413     4.2668
7.3839     4.5865     4.1017
7.3008     4.7126     3.9444
















































































































































































6.4485     11.2273    5.0506     ROSTRUM
6.3767     11.1227    5.3865
6.3926     10.9762    5.753
6.4053     10.8961    5.9458
6.4778     10.761     6.2442
6.4826     10.6605    6.4025
6.5179     10.5242    6.7117
6.5267     10.4559    7.0062
6.5067     10.3753    7.2956
6.4611     10.3298    7.5696
6.402      10.3409    7.8158
6.2108     10.2896    8.0278
6.0289     10.3108    8.2708
5.9015     10.2483    8.5034
5.8797     10.1527    8.763
6.0407     9.9097     8.9294
6.1947     9.8397     8.9766
6.4515     9.6868     8.9771
6.6538     9.5548     8.9581
6.8605     9.3922     8.8776
7.0182     9.2743     8.9181
7.1561     9.1411     9.0303
7.3511     8.9579     9.1873
7.4451     8.7622     9.3486
7.6212     8.6112     9.4233
7.8542     8.4849     9.3775
8.0532     8.3999     9.3069
8.2849     8.2939     9.147
8.468      8.1541     9.1495
8.5928     8.0019     9.2001
8.7861     7.8526     9.1565
8.9297     7.6219     9.2798
9.1325     7.46       9.2554
9.3195     7.3541     9.2128
9.4726     7.2692     9.072
9.5838     7.3275     8.8588
9.6376     7.4254     8.6126
9.5882     7.6539     8.3703
9.6054     7.7288     8.1843
9.639      7.8333     7.8775
9.7293     7.8725     7.6189
9.8098     7.8687     7.3772
9.8605     7.8729     7.2037
9.9365     7.8619     7.0119
10.0946    7.8444     6.7156
10.1769    7.835      6.5633
10.3509    7.8127     6.3835
10.5093    7.7881     6.2563
10.6398    7.7346     6.0761
10.725     7.763      5.8901
10.815     7.8196     5.5074
10.8288    7.8344     5.3539
10.7825    7.844      5.2362



















































































































































7.6948     16.2687    13.6212    SUPORB
7.7437     16.2424    13.8961
7.8141     16.1279    14.1913
7.8359     15.9851    14.493
7.8699     15.8772    14.7026
7.9078     15.6921    14.892
8.0021     15.3966    15.124
8.0789     15.1771    15.2329
8.1755     14.9297    15.3293
8.3705     14.839     15.4568
8.5033     14.7208    15.5736
8.8323     14.541     15.7957
9.062      14.3349    15.9543
9.2673     14.249     16.0435
9.4519     14.0902    16.1126
9.5917     13.9925    16.1791
9.6749     13.842     16.2026
9.7497     13.653     16.1829
9.861      13.3645    16.122
9.954      13.0491    16.0314
9.9582     12.7966    15.9003
10.0095    12.5681    15.7773
10.1933    12.4082    15.7627
10.3935    12.3636    15.9144
10.5733    12.2951    16.0022
10.8225    12.2816    16.0976
11.0532    12.2812    16.1937
11.3575    12.1704    16.2805
11.6815    11.9509    16.2456
11.9987    11.698     16.1514
12.2254    11.4903    16.0327
12.3398    11.3144    15.9206
12.4883    11.2324    15.8472
12.6357    10.9435    15.6676
12.9375    10.9003    15.642
13.3349    10.8882    15.5702
13.6025    10.863     15.4236
13.8123    10.8274    15.2861
13.9498    10.8045    15.1533
14.0901    10.7604    15.0152
14.26      10.8202    14.855
14.392     10.8206    14.6875
14.4937    10.7815    14.5135
14.5707    10.7275    14.2984
14.6456    10.6557    14.0724



























































































































































8.5481     13.7731    12.074     RORBIT
8.3971     13.9974    12.118
8.2814     14.2025    12.1881
8.1407     14.405     12.3516
8.0951     14.6136    12.5265
8.0217     14.7902    12.6548
7.9293     14.9664    12.8249
7.9448     15.0652    12.9343
7.8883     15.224     13.2012
7.9279     15.2539    13.4023
7.8562     15.3033    13.6368
7.7907     15.199     13.9218
7.8354     15.0312    14.1237
7.809      14.7513    14.378
8.0376     14.3817    14.4961
8.1555     14.2092    14.5332
8.3202     14.0316    14.5681
8.4515     13.8645    14.553
8.5848     13.7142    14.5357
8.7277     13.4741    14.5377
8.939      13.2844    14.66
9.0954     13.2682    14.6554
9.2685     13.2043    14.6571
9.5126     13.0296    14.6903
9.6363     12.8827    14.508
9.7268     12.8237    14.2772
9.7974     12.6916    14.0847
9.9225     12.7322    13.8691
9.9009     12.7557    13.6585











































































































































































11.8113    11.1109    12.3941    LORBIT
12.1454    10.9879    12.4971
12.3839    10.8636    12.5915
12.572     10.6518    12.7572
12.8785    10.5562    12.9503
13.1483    10.5299    13.1695
13.3669    10.5079    13.3981
13.4402    10.5753    13.5915
13.51      10.522     13.7928
13.4976    10.6142    14.025
13.2499    10.5827    14.4133
13.0706    10.6483    14.5608
12.8544    10.6692    14.69
12.4791    10.6753    14.7775
12.233     10.6584    14.9088
12.0597    10.7737    14.8456
11.8463    10.884     14.8508
11.6776    10.9551    14.8328
11.5447    11.1211    14.7278
11.3122    11.3349    14.7476
11.167     11.5264    14.759
10.8982    11.7513    14.7834
10.667     11.8562    14.7802
10.5525    11.9613    14.5357
10.5474    12.006     14.3134
10.5734    12.1047    14.0697
10.6285    12.1634    13.8918
10.703     12.1748    13.7216












































































































































































7.6552     16.2958    13.495     RTEMFOS
7.5507     16.2494    13.1822
7.4664     16.1448    13.0653
7.4456     16.0816    12.8617
7.3999     16.0045    12.6605
7.3741     15.9436    12.4107
7.3042     15.8571    12.2029
7.2584     15.7813    12.0234
7.2202     15.7305    11.8399
7.1789     15.684     11.6337
7.1277     15.6079    11.4364
7.0271     15.5272    11.1374
6.9881     15.5064    10.9452
6.9471     15.4889    10.7521
6.9179     15.452     10.6165
6.8949     15.444     10.3499
6.8262     15.4705    10.1606
6.769      15.5629    9.9601
6.7194     15.7356    9.7998
6.7493     15.9242    9.7248
6.7189     16.136     9.682
6.7933     16.2857    9.708
6.8556     16.4294    9.723
6.8727     16.5857    9.7163
6.9758     16.7       9.7467
7.0081     16.8193    9.7742
7.0673     16.9031    9.7868













































































































































































14.6529    10.6565    14.0668    LTEMFOS
14.6571    10.5175    13.8144
14.6947    10.4407    13.543
14.6151    10.3304    13.3187
14.5237    10.2134    13.0961
14.4686    10.1367    12.8926
14.3807    10.0334    12.678
14.3227    9.9401     12.4532
14.2901    9.875      12.1942
14.2449    9.7772     11.9579
14.2268    9.7315     11.8111
14.2221    9.625      11.5516
14.22      9.5502     11.2808
14.2579    9.4072     10.9856
14.2846    9.319      10.8215
14.4809    9.3031     10.617
14.7156    9.3662     10.4981
14.9386    9.4572     10.4711
15.2934    9.6263     10.4809
15.4272    9.7159     10.5251
15.5687    9.8013     10.5393
15.7686    9.9623     10.591
15.8983    10.048     10.5886
16.0218    10.0535    10.5665
















































































































































































8.9987     9.6913     13.5873    OP
10.6337    11.7851    13.3302    BA
13.8775    16.2345    12.2322    ST
18.0184    21.8852    12.0716    IV
6.6767     14.8407    12.6652    R_PG
7.1765     17.4724    11.2581    R_ZTI
13.0091    19.2226    13.4828    R_M3D
14.5789    21.7116    13.29      R_M12
16.2921    23.6963    13.1359    R_MP3
17.9336    25.0206    12.8179    R_PMI
14.5796    9.1013     12.7381    L_PG
17.0017    10.3318    11.3526    L_ZTI
17.09      16.4114    13.5298    L_M3D
18.8947    18.5775    13.4098    L_M12
20.4122    20.69      13.3221    L_MP3
21.078     22.5809    13.1067    L_PMI
21.2624    25.0165    12.9518    O1
9.7323     15.357     4.6731     O2
16.0592    8.9581     11.2767    O3
8.8455     6.2779     11.713     O4




















































































































































































11.086     19.1999    10.7091    RZYGINF
10.8882    19.1761    10.6721
10.6636    19.1588    10.5644
10.4068    19.0773    10.5544
10.2044    19.0284    10.5717
10.0047    19.0188    10.5997
9.8015     19.0689    10.6521
9.5382     19.0305    10.7333
9.3747     18.998     10.7709
9.1977     18.9127    10.8138
9.0172     18.7347    10.9181
8.9332     18.6022    10.9891
8.7299     18.431     11.0436
8.5897     18.2581    11.1362
8.2524     18.043     11.2187
7.9935     18.0295    11.2174
7.8624     17.9942    11.2372
7.7186     17.939     11.2608
7.5683     17.8857    11.2345
7.4549     17.7434    11.2697
7.3835     17.6059    11.3097
7.2812     17.561     11.3042
7.1432     17.4724    11.2343

















































































































































































17.5415    14.5042    10.6615    LZYGINF
17.5759    14.1735    10.6253
17.5872    13.8965    10.58
17.636     13.6219    10.5512
17.6724    13.426     10.6381
17.6878    13.2576    10.6905
17.686     13.0397    10.764
17.6524    12.8769    10.8679
17.6427    12.6069    10.9485
17.5194    12.4022    11.0528
17.3846    12.3154    11.1082
17.3533    12.1147    11.1908
17.3681    11.9276    11.2376
17.3613    11.693     11.2775
17.3337    11.5074    11.3061
17.3257    11.3066    11.3041
17.1825    11.196     11.3391
17.1141    10.9914    11.3522
17.0583    10.7419    11.3562
17.0558    10.6573    11.3686
17.0478    10.5357    11.3951
17.0109    10.3277    11.37


















































































































































































12.9872    19.2385    13.4338    R-ALV
13.0379    19.5828    13.3567
13.1479    19.9563    13.2963
13.2336    20.2339    13.242
13.4191    20.4084    13.1865
13.6245    20.642     13.2142
13.7327    20.8061    13.2254
13.8461    21.0115    13.1774
14.016     21.16      13.1997
14.1594    21.4312    13.1545
14.3805    21.6035    13.1722
14.65      21.8734    13.1723
14.8164    22.0632    13.1407
14.9686    22.2415    13.1693
15.1554    22.3702    13.1684
15.3983    22.5657    13.1423
15.5468    22.7828    13.2124
15.6945    22.9903    13.215
15.851     23.1975    13.1878
15.9717    23.314     13.1503
16.0569    23.456     13.0989
16.2205    23.6297    13.1025
16.2742    23.7136    13.0664

















































































































































































17.0053    16.4094    13.4848    L-ALV
17.274     16.5201    13.5041
17.5995    16.76      13.421
17.8324    16.901     13.3975
18.0464    17.2476    13.3216
18.2656    17.5476    13.3076
18.4931    17.8043    13.3032
18.651     17.9964    13.314
18.7681    18.1499    13.3191
18.9519    18.4619    13.2535
19.2164    18.9009    13.2224
19.3687    19.1853    13.276
19.566     19.5018    13.2273
19.7371    19.7374    13.2576
19.9329    20.0317    13.3888
20.0652    20.1732    13.3728
20.2231    20.3502    13.2852
20.381     20.5624    13.2552
20.5695    20.8127    13.1714
