AMNH       169432     Phu1mam8
2.3213     12.9201    12.5786
2.3336     12.793     12.4776
2.3358     12.6708    12.3892
2.3492     12.4943    12.2444
2.3424     12.343     12.1274
2.3364     12.2538    12.0341
2.3306     12.1359    11.9546
2.3557     12.0283    11.8369
2.3327     11.9079    11.7591
2.3251     11.8144    11.6847
2.3346     11.6726    11.5849
2.3183     11.5865    11.5139
2.3388     11.4629    11.45
2.3136     11.3829    11.3872
2.3401     11.2431    11.28
2.3303     11.1672    11.225
2.3243     11.0676    11.1651
2.3256     11.0024    11.1009
2.351      10.8631    10.9828
2.3416     10.7887    10.9318
2.3307     10.7032    10.854
2.3292     10.6034    10.788
2.3431     10.5051    10.6884
2.3495     10.4181    10.6237
2.3304     10.3563    10.5528
2.3332     10.2579    10.4721
2.3577     10.1315    10.3311
2.3682     10.0183    10.1986
2.3721     9.9018     10.0678
2.3904     9.8029     9.9254
2.4036     9.6929     9.8204
2.387      9.591      9.6872
2.4103     9.4948     9.5725
2.4103     9.4148     9.4677
2.4169     9.3434     9.3345








































































































































2.4173     9.3417     9.2824     NOSE
2.0818     9.428      9.2585
1.8855     9.4033     9.119
1.6918     9.4052     9.004
1.6274     9.3044     8.8665
1.6045     9.2509     8.7202
1.5718     9.1858     8.6316
1.5553     9.1543     8.5001
1.5194     9.0693     8.4281
1.4462     8.9357     8.3227
1.3332     8.7601     8.1617
1.3009     8.6609     8.0403
1.2914     8.5979     7.9209
1.2782     8.5008     7.8002
1.2681     8.4002     7.6905
1.2724     8.2952     7.5437
1.1864     7.8373     7.1174
1.2416     7.6162     6.9462
1.3035     7.3734     6.8257
1.391      7.242      6.7343
1.5033     7.1164     6.6749
1.6308     6.9794     6.6187
1.8189     6.8214     6.5531
1.9386     6.6719     6.4933
2.0772     6.6116     6.4361
2.2045     6.5495     6.3282
2.2954     6.5161     6.2101
2.4302     6.5511     6.0639
2.587      6.5444     6.0339
2.7257     6.5866     6.088
2.8149     6.5858     6.2167
2.9932     6.6087     6.3838
3.1189     6.6994     6.4953
3.254      6.8283     6.5951
3.3618     6.9454     6.652
3.4832     7.04       6.6555
3.5617     7.1678     6.7164
3.6369     7.2539     6.7426
3.7464     7.3512     6.7759
3.7824     7.4753     6.8528
3.866      7.6228     6.9679
3.8725     7.7257     7.0457
3.8834     7.8189     7.1463
3.8954     7.9278     7.2329
3.87       7.9827     7.2923
3.8844     8.0954     7.4043
3.9165     8.1927     7.491
3.8807     8.3198     7.5982
3.8721     8.44       7.7344
3.8431     8.5571     7.8696
3.8253     8.6529     7.9609
3.509      9.0486     8.2318
3.4286     9.0698     8.3822
3.3793     9.1376     8.5117
3.314      9.2173     8.5733
3.2738     9.2916     8.6838
3.2251     9.3559     8.7926
3.2073     9.4176     8.881
3.124      9.5145     9.0293
3.0221     9.5445     9.155
2.9326     9.4327     9.2225
2.7619     9.4295     9.2807
2.6192     9.4041     9.3864
2.4453     9.3391     9.3208








































































































































2.6139     6.5436     6.004      NASP-PR
2.6239     6.4584     5.8971
2.6574     6.3998     5.8276
2.6295     6.352      5.7454
2.6498     6.311      5.6899
2.6155     6.2689     5.6186
2.6157     6.233      5.5496
2.6269     6.2132     5.478
2.6089     6.1804     5.4114
2.6381     6.1608     5.2595
2.6139     6.1785     5.1616
2.6565     6.1643     5.0114
2.671      6.1564     4.8978
2.6787     6.1554     4.7947
2.6749     6.1608     4.726
2.6686     6.1377     4.6383
2.7011     6.1817     4.4208























































































































































































1.4689     10.2904    9.728      R-PM/MAX
1.4522     10.2319    9.6624
1.4362     10.1797    9.627
1.4394     10.1449    9.6036
1.4178     10.1005    9.556
1.4217     10.0621    9.5134
1.4023     10.013     9.4456
1.395      9.9623     9.3967
1.3814     9.9271     9.3778
1.3633     9.8769     9.3005
1.3541     9.8255     9.2623
1.3337     9.7892     9.2114
1.3346     9.7174     9.1447
1.3252     9.6891     9.1008
1.3108     9.6513     9.0706
1.2282     9.505      8.9299
1.213      9.4041     8.8444
1.1825     9.3156     8.768
1.1661     9.253      8.7129
1.1456     9.1842     8.6348
1.1118     9.1229     8.5501
1.072      9.0567     8.4808
1.0509     8.9409     8.2999
1.0313     8.8725     8.2254
1.0133     8.8194     8.1152
1.0065     8.7272     7.9695
0.9853     8.6679     7.8578
0.9777     8.6177     7.728
0.948      8.5328     7.5826
0.9159     8.4793     7.5102
0.8905     8.432      7.4087
0.8967     8.3546     7.2598
0.8769     8.2893     7.1541
0.8489     8.1755     6.8847
0.8342     8.084      6.6305
0.7868     8.0147     6.5034
0.7395     7.8936     6.2968
0.708      7.7946     6.1208
0.5667     7.6726     5.7556
0.4894     7.7366     5.5909
0.6179     7.732      5.3828































































































































































3.3444     10.2631    9.7167     L-PM/MAX
3.3702     10.15      9.5935
3.3947     10.092     9.5175
3.4296     10.0279    9.4277
3.467      9.9584     9.3385
3.5119     9.914      9.2576
3.5372     9.8488     9.2053
3.557      9.774      9.1373
3.5797     9.7192     9.0795
3.6236     9.6668     8.9761
3.6613     9.5737     8.9023
3.7005     9.5108     8.8393
3.7292     9.4429     8.779
3.7813     9.3942     8.704
3.8185     9.3465     8.6594
3.8523     9.2562     8.5527
3.8814     9.2009     8.4989
3.9151     9.1303     8.3888
3.9546     9.0363     8.2912
3.9969     8.9736     8.1735
4.0214     8.9162     8.0613
4.0149     8.8444     7.992
4.0496     8.797      7.8914
4.0659     8.7241     7.7815
4.0836     8.6643     7.6842
4.1089     8.632      7.5729
4.1115     8.5603     7.4559
4.1108     8.5219     7.3686
4.1219     8.4674     7.3082
4.1675     8.4177     7.1948
4.1926     8.3758     7.0614
4.2066     8.3231     6.9321
4.2367     8.2313     6.776
4.2457     8.1556     6.6384
4.2643     8.0774     6.5041
4.2909     8.0184     6.4046
4.3812     7.9658     6.2897
4.4624     7.8909     6.0994
4.5078     7.8644     5.9761
4.6229     7.9133     5.8355
4.596      7.9493     5.6598































































































































































-0.5098    12.229     5.8926     ROSTRUM
-0.5125    12.1866    6.0567
-0.5146    12.1543    6.2286
-0.4912    12.1262    6.365
-0.4542    12.0669    6.5547
-0.3985    12.0388    6.7167
-0.3287    12.0536    6.7942
-0.1975    12.0022    6.9933
-0.1361    12.0072    7.109
-0.0873    11.953     7.2756
-0.0282    11.9559    7.4434
0.0217     11.939     7.6397
0.0204     11.9062    7.8021
-0.0021    11.8415    8.0337
-0.0589    11.8152    8.2451
-0.0996    11.7679    8.4277
-0.1337    11.743     8.5391
-0.245     11.7044    8.7758
-0.2936    11.654     8.9573
-0.3909    11.6342    9.2301
-0.406     11.6081    9.2991
-0.4764    11.5605    9.4812
-0.4606    11.5246    9.6451
-0.4087    11.4827    9.7408
-0.3001    11.3897    10.1512
-0.1446    11.3646    10.2658
0.0183     11.3452    10.2882
0.1546     11.3095    10.3422
0.2846     11.3235    10.3671
0.4145     11.3268    10.334
0.5577     11.3613    10.2701
0.7411     11.3562    10.2552
0.891      11.3658    10.315
1.0439     11.36      10.3679
1.1387     11.3254    10.4138
1.2667     11.3046    10.4896
1.4313     11.2721    10.5703
1.5591     11.2493    10.6341
1.6635     11.177     10.7797
1.8067     11.1227    10.8967
1.9097     11.1166    10.989
2.0159     11.0933    11.0396
2.1291     11.0633    11.1021
2.2643     11.0477    11.1202
2.4127     11.0454    11.1787
2.5963     11.0621    11.1298
2.7612     11.0936    11.0792
2.8962     11.1704    10.992
3.0059     11.2453    10.8728
3.092      11.3093    10.7822
3.2092     11.3549    10.6783
3.3034     11.384     10.6003
3.4167     11.4401    10.5148
3.5068     11.4729    10.4785
3.6068     11.5188    10.423
3.7519     11.5338    10.3232
3.8797     11.5576    10.3169
4.0007     11.5383    10.2736
4.1385     11.5648    10.2326
4.3199     11.5324    10.2953
4.5366     11.4642    10.3051
4.7442     11.4684    10.2709
4.8701     11.4833    10.1729
4.9753     11.5211    10.047
5.0784     11.5396    9.8787
5.1728     11.6334    9.681
5.1994     11.6773    9.5265
5.1642     11.7377    9.2323
5.0973     11.7016    9.0086
4.923      11.7751    8.7955
4.8441     11.8195    8.6164
4.7802     11.8263    8.4613
4.735      11.8879    8.2892
4.6903     11.9007    8.1757
4.6694     11.8774    8.0763
4.6242     11.934     7.8549
4.6196     11.9638    7.7357
4.6172     11.9908    7.5441
4.6872     12.0528    7.33
4.7207     12.0512    7.2351
4.8188     12.1128    7.0899
4.8974     12.1731    6.956
4.9667     12.1987    6.849
5.0573     12.2522    6.7459
5.1333     12.2586    6.597
5.2081     12.3237    6.4427
5.2443     12.3879    6.2325
5.2432     12.4376    6.1001
5.2581     12.4695    6.027
5.2525     12.4769    5.9999
5.2184     12.5111    5.8268
5.2444     12.4874    5.8599












































































































-2.5401    16.3356    14.2147    SUPORB
-2.5034    16.3401    14.452
-2.4528    16.3977    14.6044
-2.3848    16.3105    14.7296
-2.3403    16.347     14.8767
-2.2669    16.2714    15.0635
-2.1896    16.289     15.2253
-2.0881    16.2811    15.4457
-1.9444    16.1802    15.5794
-1.783     16.1066    15.7684
-1.6038    16.1025    15.9424
-1.3535    16.1498    16.078
-1.1923    16.1145    16.1743
-1.0501    16.0937    16.2528
-0.9709    16.083     16.2826
-0.8337    16.0566    16.356
-0.6335    16.0687    16.41
-0.3675    16.0264    16.5301
-0.1011    16.0631    16.628
0.1514     16.0929    16.6845
0.3948     16.1039    16.7169
0.7042     16.0649    16.7017
0.8956     15.937     16.7324
1.0914     15.9202    16.7215
1.2631     15.8671    16.7103
1.4869     15.814     16.691
1.6338     15.7552    16.6696
1.8143     15.6555    16.6311
2.0276     15.6553    16.5729
2.2343     15.6024    16.4981
2.3768     15.6093    16.489
2.6068     15.6531    16.5361
2.7408     15.7771    16.5603
2.9271     15.8534    16.5644
3.1299     15.9522    16.6153
3.3077     15.9934    16.6285
3.4353     16.0645    16.639
3.6451     16.1795    16.6496
3.8066     16.2445    16.6469
4.0636     16.2416    16.6288
4.2223     16.3209    16.5989
4.4613     16.3262    16.5534
4.6144     16.3632    16.5138
4.7894     16.4165    16.4543
4.9631     16.405     16.3987
5.1528     16.4466    16.3168
5.3849     16.5211    16.2153
5.5967     16.559     16.1009
5.8158     16.6426    15.9754
6.0175     16.7335    15.8283
6.2193     16.8056    15.6524
6.4306     16.8521    15.4431
6.5727     16.8611    15.223
6.6662     16.8638    15.0309
6.7454     16.9281    14.7714
6.7981     16.9833    14.5872
6.9181     17.0675    14.14















































































































































-0.0516    14.7908    13.1445    RORBIT
-0.1556    14.8168    13.1757
-0.2494    14.8331    13.1846
-0.3902    14.8501    13.2193
-0.4952    14.8764    13.2406
-0.6107    14.8676    13.2747
-0.7397    14.9627    13.3362
-0.8411    15.0071    13.3768
-0.9442    15.0401    13.4361
-1.0118    15.0861    13.4611
-1.0929    15.1695    13.5163
-1.1698    15.2489    13.6109
-1.225     15.3101    13.6657
-1.2668    15.3775    13.7588
-1.3475    15.467     13.9009
-1.4017    15.5258    13.9821
-1.4207    15.6154    14.1654
-1.5348    15.6535    14.3453
-1.5561    15.6443    14.5307
-1.5442    15.5886    14.7512
-1.4866    15.5723    14.822
-1.4419    15.5084    14.9528
-1.3435    15.362     15.2056
-1.2912    15.2903    15.3152
-1.1884    15.2592    15.3943
-1.0856    15.2123    15.4653
-0.9833    15.1731    15.5133
-0.8975    15.1506    15.5722
-0.7888    15.1078    15.6082
-0.6898    15.0691    15.6421
-0.5852    15.0254    15.6615
-0.4664    15.0293    15.6209
-0.3333    15.0315    15.6443
-0.2547    15.0047    15.6752
-0.1444    14.9876    15.6844
-0.0547    14.9984    15.6618
0.0661     14.9512    15.7247
0.2067     15.0009    15.6354
0.3106     15.0029    15.6068
0.4582     14.9656    15.6138
0.626      15.0365    15.5641
0.7708     15.0538    15.6125
1          15.1271    15.8121
1.1703     15.1386    15.7873
1.2788     15.1198    15.8166
1.4248     15.1969    15.7525
1.6038     15.1466    15.6315
1.6672     15.1188    15.5033
1.7326     15.1067    15.3692
1.74       15.1269    15.1869
1.7847     15.1032    15.0057
1.8258     15.1045    14.8632
1.8038     15.1437    14.7295
1.8394     15.1041    14.5681
1.8543     14.9806    14.335

















































































































































4.4703     14.9779    13.0387    LORBIT
4.6114     15.1081    13.1295
4.7184     15.1141    13.1301
4.8479     15.1537    13.1206
4.9442     15.1835    13.1451
5.0465     15.2142    13.1621
5.1671     15.2756    13.1993
5.2511     15.3348    13.2285
5.3483     15.36      13.2626
5.4383     15.4308    13.3068
5.502      15.5166    13.3638
5.5585     15.6105    13.4069
5.6441     15.6946    13.4653
5.7363     15.7411    13.545
5.8069     15.8615    13.6411
5.8778     15.9685    13.7482
5.9425     16.053     13.9157
5.9986     16.0721    13.9841
6.0112     16.1322    14.0643
6.1005     16.1795    14.247
6.105      16.2252    14.4002
6.1301     16.1604    14.5328
6.1244     16.108     14.6825
6.0829     16.0096    14.8655
6.05       15.9115    15.057
5.9252     15.8352    15.1846
5.8152     15.7568    15.2525
5.6853     15.7045    15.349
5.5449     15.6258    15.3946
5.459      15.5466    15.4742
5.3755     15.5628    15.4512
5.2633     15.5319    15.4786
5.138      15.4452    15.5107
5.0457     15.4006    15.533
4.9094     15.329     15.5603
4.7764     15.3395    15.5157
4.6577     15.2844    15.5313
4.5489     15.2558    15.5259
4.424      15.2329    15.5629
4.2595     15.2442    15.5066
4.142      15.2229    15.571
3.6693     15.3262    15.7409
3.4664     15.3046    15.7349
3.3421     15.2944    15.7522
3.198      15.2419    15.7626
3.093      15.225     15.6613
3.0024     15.1886    15.5295
2.9336     15.1751    15.4049
2.8969     15.1454    15.2361
2.8663     15.1251    15.0636
2.8085     15.1102    14.9149
2.7693     15.0793    14.7958
2.7395     15.0285    14.5642
2.7626     15.0471    14.4469
2.8251     15.024     14.2383

















































































































































-2.5349    16.3447    14.2068    RTEMFOS
-2.5566    16.2258    14.1026
-2.5556    16.1136    13.9873
-2.5769    16.0474    13.9221
-2.5813    15.9753    13.8071
-2.6059    15.9029    13.6525
-2.5765    15.7877    13.533
-2.6007    15.7781    13.3498
-2.5837    15.6912    13.2828
-2.5818    15.6371    13.152
-2.586     15.587     13.056
-2.5758    15.5276    12.9667
-2.6026    15.5144    12.8371
-2.599     15.4445    12.712
-2.6053    15.4062    12.6055
-2.6111    15.3457    12.5392
-2.6045    15.3153    12.41
-2.6068    15.2975    12.2637
-2.6151    15.1457    12.1688
-2.6465    15.1577    12.0228
-2.6576    15.1059    11.9005
-2.707     15.0599    11.6152
-2.7362    15.025     11.4994
-2.7936    14.9907    11.3027
-2.8428    14.9708    11.1317
-2.8882    14.9381    11.0017
-2.9414    14.9954    10.8811
-3.0023    15.0441    10.7719
-3.06      15.0868    10.6898
-3.1344    15.1715    10.5853
-3.2486    15.2405    10.527
-3.3334    15.4057    10.5199
-3.4207    15.5529    10.4796
-3.4761    15.6684    10.4531
-3.4607    15.794     10.4687
-3.546     15.9385    10.4571
-3.5665    16.0375    10.4664
-3.5287    16.1349    10.5002
-3.5576    16.2372    10.5164
-3.5447    16.3305    10.5481
-3.6249    16.5305    10.5727































































































































































6.893      17.0827    14.0848    LTEMFOS
6.9371     16.9875    13.9541
6.9381     16.9811    13.8423
6.9515     16.8841    13.7323
6.9537     16.8364    13.6305
7.0016     16.7464    13.5516
7.0021     16.7231    13.4492
7.0075     16.6388    13.2987
7.0286     16.5531    13.1445
7.0285     16.5543    13.0602
7.0349     16.4502    12.9421
7.0441     16.3986    12.8226
7.041      16.3358    12.6735
7.0474     16.2952    12.4957
7.0462     16.2033    12.3754
7.0613     16.0987    12.3214
6.9871     16.1053    12.1426
7.0275     16.0205    12.0488
7.0445     15.9305    11.9549
7.0541     15.8985    11.8014
7.0679     15.8664    11.6946
7.0682     15.8287    11.5167
7.0782     15.7458    11.4338
7.0942     15.7108    11.3291
7.1298     15.6669    11.1855
7.191      15.6567    11.0447
7.2217     15.6695    10.8791
7.2605     15.6528    10.7399
7.3072     15.6886    10.6331
7.336      15.7372    10.5221
7.443      15.8191    10.3702
7.4766     15.9234    10.3326
7.5286     16.0023    10.3039
7.5824     16.2049    10.3129
7.6213     16.3761    10.3282
7.627      16.4916    10.3666
7.6856     16.646     10.3523
7.6618     16.7307    10.3698
7.7005     17.0211    10.4099

































































































































































2.2987     10.1916    12.2298    OP
1.959      12.3526    12.724     BA
1.8822     18.9532    12.6643    ST
1.6779     25.3419    13.8746    IV
9999       9999       9999       R_PG
-3.9276    15.3765    11.1576    R_ZTI
-0.7062    19.3111    14.0841    R_M3D
-1.0299    21.9863    14.5684    R_M12
-0.9526    24.6085    14.4412    R_MP3
-0.2667    26.6087    14.4678    R_PMI
6.4015     12.6041    12.2895    L_PG
7.8782     15.7371    11.3259    L_ZTI
4.5045     19.4882    14.2636    L_M3D
4.7122     22.1379    14.4757    L_M12
4.3897     24.7337    14.4826    L_MP3
3.5907     26.7152    14.2602    L_PMI
2.4065     28.6754    15.0547    O1
5.6007     16.3869    5.2485     O2
-3.5244    12.8733    10.6334    O3
-0.0283    8.3472     9.4397     O4




















































































































































































-3.958     15.3772    11.1468    RZYGINF
-3.9158    15.4617    11.3109
-3.7692    15.6752    11.4832
-3.6418    15.8412    11.5724
-3.571     16.0282    11.6231
-3.5518    16.2654    11.6651
-3.456     16.3841    11.6827
-3.4274    16.5705    11.7361
-3.3841    16.7448    11.7613
-3.3197    16.8651    11.7699
-3.2937    17.0581    11.7756
-3.3193    17.1634    11.787
-3.2513    17.3302    11.7709
-3.2481    17.5588    11.6881
-3.2071    17.7285    11.6367
-3.1354    17.9211    11.5764
-3.0668    18.1157    11.5363
-3.024     18.2353    11.5138
-2.9498    18.3913    11.5124
-2.7945    18.5061    11.5296
-2.6214    18.6018    11.5532
-2.5069    18.7409    11.6468
-2.4213    18.8282    11.7411
-2.2577    18.9364    11.8469
-2.2055    19.0147    11.9285
-2.0487    19.1485    12.0278














































































































































































7.8912     15.7595    11.3173    LZYGINF
7.7236     15.7849    11.4766
7.6886     15.9384    11.535
7.5917     16.0313    11.5949
7.4942     16.1281    11.6466
7.4419     16.2631    11.7028
7.3609     16.3669    11.7434
7.3405     16.4509    11.7324
7.2987     16.5761    11.7403
7.2368     16.7502    11.7721
7.2151     16.8975    11.7796
7.1864     17.0519    11.7951
7.053      17.2248    11.7691
7.0377     17.3622    11.7631
7.0347     17.551     11.7597
7.0656     17.7368    11.7284
6.9692     17.9568    11.6876
6.8855     18.1253    11.6285
6.7972     18.2868    11.5591
6.6213     18.49      11.5156
6.5107     18.6005    11.5136
6.4432     18.6852    11.5069
6.2923     18.815     11.5282
6.1753     18.9285    11.5946
6.0542     19.0159    11.661
5.9721     19.1075    11.7571
5.8089     19.2637    11.9567













































































































































































-0.7447    19.3387    14.1658    R-ALV
-0.7843    19.4038    14.1658
-0.8614    19.5483    14.266
-0.9035    19.6376    14.3092
-0.9568    19.776     14.33
-0.9787    19.8741    14.3308
-0.9929    19.9718    14.373
-1.0196    20.0487    14.4083
-1.0267    20.2555    14.3613
-1.0364    20.3716    14.384
-1.0459    20.4613    14.4048
-1.0472    20.5147    14.3784
-1.0495    20.6384    14.4366
-1.0458    20.7469    14.4874
-1.0697    20.8876    14.4713
-1.0679    21.0452    14.5202
-1.0927    21.1552    14.4995
-1.0912    21.2923    14.5191
-1.0909    21.3906    14.531
-1.0766    21.4982    14.5572
-1.0668    21.5809    14.5867
-1.0532    21.6947    14.5772
-1.0236    21.8352    14.5774
-1.0007    21.9606    14.5579
-1.0072    22.0499    14.5496
-1.0166    22.1421    14.5773
-1.01      22.3275    14.5748
-0.9963    22.4374    14.6027
-0.9934    22.561     14.5805
-0.9715    22.8859    14.5424
-0.9259    23.0121    14.6294
-0.8871    23.1271    14.5885
-0.8829    23.377     14.4881
-0.8666    23.5674    14.4986
-0.8679    23.7155    14.5456
-0.8669    23.826     14.5253
-0.8733    23.9203    14.4939
-0.8944    24.0038    14.5053
-0.8494    24.1773    14.631
-0.8632    24.3334    14.59
-0.8987    24.5301    14.5713
-0.9007    24.6728    14.5789






























































































































































4.4818     19.4507    14.3298    L-ALV
4.5377     19.5698    14.337
4.5889     19.7171    14.3477
4.6329     19.8223    14.335
4.6575     19.9126    14.3924
4.6936     20.1357    14.3362
4.7181     20.2521    14.3628
4.7327     20.4133    14.3761
4.7556     20.5854    14.3608
4.7614     20.7006    14.3579
4.7741     20.8735    14.4114
4.7817     20.9957    14.4069
4.7919     21.0995    14.4376
4.8047     21.2909    14.436
4.7977     21.4673    14.4255
4.7763     21.6635    14.4223
4.7471     21.8612    14.5241
4.7207     22.1227    14.4964
4.7094     22.2715    14.5263
4.6984     22.4249    14.5
4.6705     22.6334    14.4667
4.6523     22.7803    14.4981
4.6179     22.938     14.5083
4.5733     23.1415    14.5211
4.5205     23.2838    14.53
4.4883     23.443     14.5072
4.463      23.5562    14.5551
4.4355     23.7618    14.5535
