MNHN       1969.448   Tg27stv
1.6443     3.8233     6.7697
1.6274     3.6818     6.5672
1.4701     3.579      6.3706
1.4431     3.5297     6.1509
1.3998     3.5157     5.9733
1.3177     3.5493     5.8279



















































































































































































-2.2266    6.7138     6.4435     ROSTRUM
-2.2285    6.7352     6.6617
-2.0895    6.8004     6.8586
-1.914     6.8165     6.992
-1.7891    6.8495     7.0989
-1.6559    6.8624     7.2654
-1.5605    6.8939     7.4399
-1.4455    6.9394     7.6573
-1.4191    6.9737     7.8975
-1.3783    6.9236     8.1837
-1.3389    6.89       8.4204
-1.3417    6.9368     8.6396
-1.3143    6.9176     8.8746
-1.2914    6.8832     9.062
-1.1907    6.8266     9.2863
-1.0169    6.8232     9.4852
-0.8654    6.8414     9.6475
-0.7454    6.8729     9.8138
-0.5975    6.9429     10.0241
-0.5351    6.9761     10.1149
-0.344     7.0076     10.3447
-0.1482    6.978      10.4085
0.0896     7.0171     10.3603
0.2376     7.0635     10.2791
0.3878     7.1021     10.1657
0.5537     7.1164     9.9915
0.744      7.0963     9.8707
0.9371     7.076      9.6514
1.05       7.0585     9.4802
1.0973     7.0761     9.2249
1.1361     7.078      8.9224
1.1578     7.0084     8.6828
1.1972     6.9727     8.44
1.2356     6.928      8.2341
1.271      6.9285     7.9958
1.3011     6.9597     7.7117
1.3703     6.9572     7.4974
1.6407     6.9236     7.1585
1.8415     6.9668     7.029
1.9924     6.9285     6.9002
2.1071     6.9298     6.7818
2.1645     6.9333     6.598
2.1498     6.9028     6.4686
2.1097     6.8812     6.3481




























































































































































-3.3696    9.1676     12.9171    SUPORB
-3.2813    9.1072     13.0376
-3.2324    8.9752     13.249
-3.024     8.8205     13.4052
-2.8985    8.6917     13.4654
-2.7158    8.473      13.5275
-2.4935    8.3569     13.5985
-2.2025    8.1803     13.6431
-1.955     8.0141     13.6743
-1.5653    7.949      13.6726
-1.3187    7.9369     13.6872
-1.1253    7.8572     13.6782
-0.9025    7.7985     13.6521
-0.6524    7.8427     13.633
-0.4517    7.7913     13.6234
-0.2927    7.8034     13.6193
-0.108     7.7906     13.6152
0.1522     7.7641     13.6271
0.4763     7.7786     13.6615
0.7675     7.8561     13.7097
1.0236     7.9026     13.7434
1.2919     8.015      13.7865
1.7053     8.1875     13.7972
1.9668     8.3579     13.7718
2.1254     8.495      13.7333
2.297      8.6135     13.6841
2.4167     8.8248     13.6483
2.6114     9.0806     13.5656
2.7351     9.1087     13.4617
2.8401     9.1519     13.33
2.9374     9.2809     13.0324









































































































































































-1.6893    7.9808     11.0345    RORBIT
-1.9067    8.0149     10.9739
-2.0288    7.9806     10.9577
-2.1413    7.9982     10.93
-2.3065    8.0855     10.9903
-2.4434    8.1991     11.0607
-2.6124    8.2983     11.1535
-2.7277    8.3834     11.3016
-2.7899    8.4939     11.453
-2.8816    8.5583     11.6246
-2.9546    8.6184     11.8809
-2.9829    8.6526     12.0706
-2.963     8.6706     12.2354
-2.9838    8.6188     12.4008
-2.9345    8.5043     12.6651
-2.8261    8.3265     12.8477
-2.6399    8.1316     13
-2.4117    7.9801     13.0828
-2.2335    7.8238     13.1293
-2.0629    7.7733     13.1451
-1.8579    7.704      13.1517
-1.7589    7.7002     13.1398
-1.5042    7.6519     13.1646
-1.3091    7.7039     13.144
-1.0843    7.6738     13.1421
-0.9305    7.7148     13.1308
-0.7422    7.7618     13.0544
-0.5898    7.8328     12.8309
-0.5621    7.9103     12.6129
-0.5143    7.9845     12.4532
-0.4994    7.9889     12.3716
-0.503     7.9799     12.2073








































































































































































1.5249     8.0374     11.0922    LORBIT
1.7577     8.102      11.0579
1.9989     8.2067     11.0858
2.1516     8.2564     11.1507
2.3275     8.3575     11.26
2.4434     8.4354     11.3848
2.5512     8.5506     11.5839
2.5642     8.6749     11.8003
2.6051     8.7616     12.0071
2.6562     8.7685     12.3315
2.6558     8.7347     12.5678
2.5442     8.688      12.7695
2.4652     8.5683     12.942
2.3127     8.3918     13.0993
2.0862     8.1994     13.2062
1.8484     8.0666     13.2622
1.5731     7.9625     13.248
1.3377     7.8572     13.2193
1.0882     7.805      13.238
0.757      7.8225     13.1942
0.5119     7.8801     13.1276
0.3234     7.9226     12.9033
0.2442     7.9428     12.6848
0.2037     7.9721     12.4409
0.2145     7.9792     12.224
0.2615     7.9609     12.0338














































































































































































-3.3724    9.1948     12.8937    RTEMFOS
-3.5054    9.1404     12.6931
-3.5963    9.1108     12.4419
-3.6806    9.0605     12.2119
-3.7404    9.0498     12
-3.8007    9.012      11.81
-3.8456    8.9825     11.5546
-3.9008    8.9269     11.2545
-3.9798    8.8311     10.928
-4.0025    8.7356     10.5827
-4.086     8.6744     10.4222
-4.1072    8.7083     10.24
-4.2107    8.7124     10.047
-4.2965    8.7274     9.9314
-4.4232    8.8028     9.7125
-4.5801    8.9067     9.5793
-4.673     9.0454     9.448
-4.8219    9.2197     9.3434
-5.0335    9.5362     9.2777
-5.1071    9.7837     9.2598
-5.1446    9.9859     9.2923



















































































































































































2.919      9.2949     13.0403    LTEMFOS
3.0612     9.348      12.813
3.1117     9.3178     12.7044
3.1958     9.27       12.5284
3.3058     9.256      12.3163
3.3677     9.1676     12.0951
3.4477     9.1344     11.9033
3.4982     9.1072     11.7397
3.5406     9.0527     11.5549
3.572      8.9991     11.419
3.6266     8.9776     11.1977
3.6721     8.9168     10.9788
3.76       8.9036     10.6686
3.784      8.8285     10.5006
3.8786     8.8421     10.2836
3.9284     8.8536     10.1467
4.069      8.9315     9.9639
4.2016     8.9807     9.8104
4.315      9.0612     9.6848
4.4333     9.143      9.5932
4.5419     9.2817     9.5038
4.5834     9.4485     9.5024
4.6577     9.6109     9.4809
4.7012     9.7048     9.4836
4.7345     9.8634     9.5128
4.7592     9.96       9.5306
4.7534     10.0864    9.5788













































































































































































0.2164     4.9287     11.6002    OP
0.1758     6.9371     11.611     BA
0.0379     11.3503    10.5298    ST
0.0299     16.232     10.2754    IV
-3.4608    7.0311     11.3273    R_PG
-4.9862    8.7783     10.4004    R_ZTI
-1.6423    12.1292    11.7883    R_M3D
-2.1105    14.4595    11.1859    R_M12
-1.707     16.774     10.9148    R_MP3
-1.0653    17.8453    10.768     R_PMI
3.6468     7.1931     11.0015    L_PG
5.15       8.8182     10.0085    L_ZTI
1.9827     12.252     11.7358    L_M3D
2.163      14.6035    11.1022    L_M12
1.7827     16.8181    10.8893    L_MP3
1.1395     17.7356    10.595     L_PMI
2.2468     18.1315    12.326     O1
-2.9284    10.0127    5.3407     O2
5.2538     8.3772     9.467      O3
1.1115     2.6627     9.247      O4




















































































































































































-3.5293    12.3424    9.9957     RZYGINF
-3.6168    12.175     9.9247
-3.8782    12.017     9.8027
-4.1122    11.8929    9.8014
-4.3794    11.6779    9.9226
-4.5889    11.4726    10.0102
-4.7196    11.1783    10.1335
-4.8965    10.8378    10.1947
-5.0168    10.5576    10.2374
-4.9538    10.384     10.3147
-4.8001    10.2103    10.349
-4.7479    9.9701     10.3389
-4.7425    9.7176     10.3758
-4.787     9.4798     10.3643
-4.8575    9.2472     10.3863
-4.9726    8.9939     10.4154
-4.9859    8.8831     10.4192
-4.9933    8.8085     10.3943






















































































































































































3.575      12.4553    9.8786     LZYGINF
3.7317     12.2558    9.8279
3.885      12.0891    9.7378
4.0692     11.939     9.6892
4.2816     11.7951    9.6968
4.4427     11.6107    9.7286
4.6586     11.3977    9.8218
4.7189     11.2996    9.8664
4.8695     11.0791    9.9484
4.9742     10.8479    9.9985
4.9916     10.4802    10.0432
5.0085     10.2295    10.0969
4.9648     9.9618     10.0736
4.9905     9.6765     10.0683
5.0153     9.3574     10.0834
5.0501     9.1599     10.0845
5.0677     9.0163     10.0789
5.0894     8.8801     10.057
5.1142     8.805      10.026





















































































































































































-1.7133    12.165     11.738     R-ALV
-1.9999    12.5145    11.6801
-2.0941    12.8496    11.5812
-2.1485    13.1383    11.5566
-2.1335    13.3866    11.4999
-2.1367    13.6293    11.4667
-2.1126    13.855     11.3965
-2.1226    14.0639    11.3881
-2.0365    14.3384    11.3503
-2.0465    14.5664    11.2813
-2.0418    14.7678    11.2123
-2.0206    15.0318    11.2239
-2.0105    15.1917    11.2437
-1.9729    15.4071    11.2161
-1.9466    15.6405    11.1903
-1.9593    15.8915    11.1976
-1.9261    16.2093    11.174
-1.8678    16.352     11.1449
-1.8088    16.4932    11.1279
-1.6901    16.6707    11.0533




















































































































































































1.9077     12.2467    11.7624    L-ALV
2.0221     12.4871    11.754
2.1469     12.6307    11.6336
2.1751     12.8655    11.509
2.1784     13.1075    11.4707
2.2147     13.3604    11.3258
2.2655     13.6105    11.3062
2.2589     13.7754    11.2022
2.2861     14.0194    11.1889
2.2715     14.2726    11.1033
2.1765     14.4956    11.0834
2.1628     14.7632    11.0598
2.148      14.9704    11.0594
2.1624     15.2058    11.0202
2.1458     15.4112    11.0619
2.0646     15.6604    11.0741
2.0598     15.8694    11.0546
2.0392     16.0747    11.0614
1.9838     16.3374    11.0745
1.9246     16.5511    11.0322
1.8433     16.7147    10.9623
1.8216     16.7786    10.8943
