NMNH       268897     Rpr10stv










-5.7105    6.0034     2.7806     ROSTRUM
-5.7086    5.999      3.1359
-5.5718    5.954      3.4205
-5.4235    5.8879     3.5882
-5.2734    5.8681     3.8762
-5.1832    5.8249     4.1331
-5.1382    5.8314     4.2893
-5.0872    5.835      4.4816
-4.9771    5.8434     4.6608
-4.8269    5.8508     4.76
-4.6489    5.8477     4.8007
-3.1445    5.8036     4.625
-2.8372    5.7865     4.6561
-2.6745    5.8371     4.4481
-2.5852    5.8744     4.1979
-2.4615    5.9037     4.085
-2.359     5.9603     3.8555
-2.2874    5.9657     3.6492
-2.1815    5.9794     3.3597
-2.1528    6.0272     3.1271
-2.0868    5.9914     2.6844



















































































































































































-7.4636    7.7137     6.0692     SUPORB
-7.441     7.7437     6.316
-7.3404    7.6934     6.5595
-7.1571    7.6691     6.8029
-6.983     7.6647     7.0075
-6.7852    7.6034     7.1598
-6.4547    7.4729     7.2991
-5.9453    7.1473     7.3664
-5.5556    6.9995     7.3575
-5.1335    6.823      7.2997
-4.7809    6.7072     7.2388
-4.5151    6.6111     7.183
-4.2068    6.5761     7.1445
-3.9663    6.5546     7.1071
-3.7111    6.5325     7.0712
-3.3824    6.5438     7.0927
-3.0307    6.6135     7.1407
-2.6742    6.6337     7.1665
-2.3575    6.7452     7.2203
-2.1174    6.807      7.2357
-1.5752    6.9208     7.1717
-0.9792    7.1891     7.0607
-0.6628    7.3432     6.913
-0.4247    7.4736     6.7307
-0.3002    7.5204     6.5824
-0.1565    7.5534     6.3599
-0.089     7.5466     6.1895
-0.0261    7.5352     6.0565
-0.0172    7.5389     5.7803











































































































































































-6.0439    6.2683     4.7414     RORBIT
-6.2932    6.3659     4.7626
-6.5411    6.4277     4.8348
-6.7671    6.518      4.943
-7.0423    6.7583     5.2581
-7.1111    6.8966     5.4607
-7.1168    7.0081     5.6536
-7.092     7.0616     5.8201
-7.0579    7.1206     6.0395
-6.9322    7.1455     6.3397
-6.782     7.12       6.5633
-6.5681    7.0537     6.8342
-6.2266    6.9502     6.9484
-5.7362    6.8624     6.9821
-5.1027    6.677      6.8421
-4.7753    6.5844     6.6159
-4.6251    6.6072     6.3462
-4.6217    6.6399     6.1692
-4.537     6.4898     5.9077





















































































































































































-1.3284    6.2091     4.5827     LORBIT
-1.1245    6.3032     4.6276
-0.9157    6.3477     4.6797
-0.7707    6.5002     4.7873
-0.612     6.6195     4.9425
-0.5153    6.7057     5.0678
-0.4174    6.8203     5.271
-0.3871    6.9174     5.4499
-0.3817    6.9447     5.5395
-0.4479    7.047      5.9653
-0.6383    7.0806     6.2547
-0.7369    7.0336     6.4194
-1.002     6.9165     6.6652
-1.3401    6.8076     6.7886
-1.6735    6.6732     6.9136
-1.9219    6.6367     6.9131
-2.342     6.5893     6.8049
-2.9192    6.5157     6.2765
-2.9497    6.5041     6.116
-2.9964    6.486      5.7845




















































































































































































-7.4778    7.6779     6.1599     RTEMFOS
-7.5766    7.6045     5.8385
-7.5983    7.4996     5.6406
-7.6134    7.4049     5.4345
-7.576     7.3297     5.1861
-7.5736    7.1937     4.9879
-7.5536    7.1469     4.7742
-7.5405    7.1302     4.5433
-7.534     7.2012     4.2801
-7.5956    7.4424     3.9381
-7.629     7.575      3.8393
-7.6544    7.7282     3.7942
-7.7064    7.8779     3.7494
-7.7618    8.0295     3.715
-7.788     8.1507     3.6998
-7.7734    8.2426     3.7151
























































































































































































-0.004     7.5825     5.6752     LTEMFOS
0.0542     7.4256     5.4464
0.0435     7.3345     5.2354
-0.0088    7.1706     4.8084
-0.0666    7.0875     4.5376
-0.1162    7.0726     4.2475
-0.1098    7.1183     3.9783
-0.1044    7.1907     3.8425
-0.0659    7.3498     3.6406
0.0076     7.5153     3.4782
0.0227     7.7593     3.4693
0.0549     8.0104     3.4353
0.0799     8.0909     3.4162
0.1314     8.1811     3.4007


























































































































































































-3.7584    4.5194     6.9431     OP
-3.6738    6.3384     6.945      BA
-3.8226    9.728      6.4134     ST
-3.9811    12.7076    5.9959     IV
-7.1009    6.7033     6.8711     R_PG
-7.8559    8.9701     6.2236     R_ZTI
-5.4432    9.5721     6.7634     R_M3D
-5.8745    11.1461    6.7927     R_M12
-5.4904    12.8151    6.2082     R_MP3
-5.0397    13.4452    6.1205     R_PMI
-0.4878    6.9472     7.0613     L_PG
0.2259     9.4164     6.3665     L_ZTI
-2.2992    9.7234     6.9255     L_M3D
-1.9735    11.3087    6.7988     L_M12
-2.4873    13.0133    6.301      L_MP3
-3.0893    13.4275    6.1557     L_PMI
-3.7321    14.1549    6.0577     O1
-6.6735    9.578      2.479      O2
0.3027     7.8508     6.4674     O3
-4.3023    2.913      4.8361     O4




















































































































































































-6.9358    11.0797    6.0856     RZYGINF
-7.049     10.843     6.147
-7.2326    10.7199    6.1343
-7.3885    10.5008    6.158
-7.5513    10.2472    6.1869
-7.6059    10.0823    6.2315
-7.6784    9.8265     6.2629
-7.831     9.5188     6.1892
-7.852     9.3399     6.2338
-7.8861    9.1623     6.232
-7.8671    9.0521     6.2529
-7.8953    9.0065     6.2124




























































































































































































-0.8898    11.2023    6.1714     LZYGINF
-0.7665    11.0645    6.185
-0.6138    10.9413    6.1814
-0.4236    10.7503    6.1794
-0.3102    10.5777    6.2235
-0.2283    10.4037    6.276
-0.1987    10.2841    6.3197
-0.107     10.049     6.3937
-0.0189    9.8        6.4111
0.036      9.6791     6.3967
0.0972     9.4299     6.4426
0.172      9.3153     6.3982




























































































































































































-5.4096    9.553      6.835      R-ALV
-5.698     10.103     6.8144
-5.7862    10.3745    6.8001
-5.8315    10.6062    6.8694
-5.8514    10.8936    6.8337
-5.8537    11.1436    6.8541
-5.8793    11.4081    6.7724
-5.8177    11.8434    6.5836
-5.7583    11.9736    6.551
-5.6969    12.1817    6.505
-5.6233    12.4015    6.4071
-5.5416    12.5061    6.3786
-5.5266    12.627     6.3209
-5.4935    12.8135    6.2628


























































































































































































-2.2869    9.7381     6.8532     L-ALV
-2.1727    9.9124     6.8213
-2.092     10.1948    6.7555
-2.0435    10.4159    6.8019
-2.0334    10.6362    6.7739
-2.0036    10.9197    6.7634
-1.9876    11.1907    6.7389
-2.0515    11.7019    6.7054
-2.0695    11.8645    6.6349
-2.1623    12.0733    6.5452
-2.2388    12.3123    6.3988
-2.3207    12.5273    6.3636
-2.3765    12.7313    6.2591
