NMNH       268888     Rpr2stv











































































































-1.9057    4.9537     2.1868     ROSTRUM
-1.8895    4.9461     2.4111
-1.824     4.9086     2.7146
-1.7208    4.8732     2.9133
-1.5725    4.8347     3.1312
-1.4728    4.8102     3.4361
-1.4114    4.7516     3.6349
-1.3691    4.6963     3.7938
-1.2698    4.6393     3.9626
-1.1213    4.6052     4.054
-1.0005    4.5849     4.1
-0.8765    4.5626     4.1144
-0.7364    4.6279     4.1409
0.476      4.571      3.9864
0.6541     4.5228     4.0493
0.8039     4.5526     3.992
0.931      4.6322     3.8568
0.9916     4.689      3.6384
0.9869     4.7165     3.4154
1.0645     4.7165     3.1417
1.1402     4.7532     2.9795
1.2165     4.8095     2.863
1.3354     4.8266     2.6665
1.4085     4.8582     2.5306
1.4874     4.9202     2.1727















































































































































































-3.5695    5.9378     5.6948     SUPORB
-3.4783    5.9476     5.8693
-3.3624    5.914      6.0792
-3.1041    5.8758     6.3638
-2.7944    5.7972     6.5521
-2.4737    5.6357     6.6475
-2.2596    5.5251     6.6887
-2.0284    5.3939     6.6781
-1.7467    5.291      6.6534
-1.4682    5.2088     6.6077
-1.2276    5.1126     6.5473
-0.9338    5.0632     6.4657
-0.5509    4.9968     6.4066
-0.2619    4.9361     6.3493
-0.1379    4.9437     6.337
0.0049     4.9114     6.3418
0.3684     4.9792     6.3866
0.7872     5.0116     6.444
1.1693     5.1011     6.5365
1.4902     5.1982     6.5784
1.7911     5.2644     6.6399
2.1524     5.3733     6.5946
2.4538     5.5242     6.5052
2.6892     5.6239     6.3876
2.9614     5.6581     6.1941
3.0841     5.724      6.025
3.1887     5.7699     5.8635
3.2807     5.85       5.6761












































































































































































-2.2425    4.8896     4.0635     RORBIT
-2.4198    4.9258     4.092
-2.6688    5.0071     4.1648
-2.9343    5.0552     4.2909
-3.0376    5.1453     4.4193
-3.1194    5.2283     4.5803
-3.2193    5.3229     4.793
-3.2661    5.3914     5.0105
-3.2914    5.4408     5.1361
-3.3141    5.4685     5.3105
-3.2335    5.4776     5.6304
-3.1331    5.4728     5.8523
-2.9968    5.4309     6.0378
-2.758     5.4234     6.1738
-2.5111    5.2974     6.3133
-2.1634    5.1974     6.3573
-1.8669    5.1126     6.392
-1.5779    5.0359     6.3096
-1.1557    4.9723     6.0397
-0.9972    4.9282     5.9324
-0.8052    4.8658     5.7473
-0.7779    4.9047     5.5534
-0.802     4.918      5.3996
-0.7862    4.9602     5.2377
















































































































































































1.8733     4.829      4.0373     LORBIT
2.0839     4.8769     4.048
2.2671     4.9196     4.1126
2.4612     4.9671     4.1876
2.6269     5.0143     4.305
2.7484     5.1061     4.4413
2.8537     5.1597     4.5988
2.9063     5.2066     4.7563
2.974      5.2456     4.8749
2.9665     5.2888     4.9891
2.9894     5.3313     5.147
2.9416     5.3896     5.3511
2.846      5.3649     5.6736
2.7945     5.336      5.8201
2.6724     5.2957     6.0441
2.528      5.2789     6.1523
2.3019     5.2256     6.2816
2.0476     5.1687     6.3268
1.8068     5.1038     6.368
1.6303     5.0734     6.3576
1.3867     5.0505     6.3135
1.2284     5.0199     6.2286
1.05       4.9772     6.1269
0.7202     4.9064     5.9817
0.5621     4.8674     5.7928
0.5275     4.9183     5.6283
0.5384     4.9363     5.4928
0.5461     4.9901     5.3177












































































































































































-3.6061    5.976      5.6111     RTEMFOS
-3.6892    6.0212     5.4728
-3.7146    6.0215     5.3266
-3.746     5.9352     5.1166
-3.7745    5.861      4.9112
-3.7753    5.8172     4.6261
-3.7719    5.7454     4.3521
-3.7508    5.7561     4.183
-3.7518    5.8203     3.9122
-3.7913    5.9245     3.7914
-3.8407    6.0724     3.6172
-3.8923    6.2036     3.5441
-3.9522    6.4061     3.5317
-3.9812    6.5125     3.526
-3.9899    6.6168     3.5425

























































































































































































3.2658     5.8972     5.5399     LTEMFOS
3.3706     5.8955     5.3154
3.4068     5.7695     5.1177
3.4196     5.7664     4.9184
3.3998     5.674      4.6873
3.3734     5.6351     4.404
3.3704     5.6848     4.0824
3.3803     5.7755     3.8251
3.4268     5.9086     3.6218
3.4539     6.0439     3.5352
3.5033     6.2457     3.4675
3.6021     6.4045     3.4352
3.617      6.488      3.4406
3.6412     6.5615     3.4534


























































































































































































0.3417     4.3763     7.0727     OP
0.317      6.1563     7.0216     BA
0.2095     9.2226     6.5364     ST
0.2254     11.9249    6.1327     IV
-3.0511    6.5113     6.7148     R_PG
-3.7385    8.5824     6.1895     R_ZTI
-1.216     9.1115     6.8941     R_M3D
-1.5765    10.6874    6.7972     R_M12
-1.13      12.2278    6.4732     R_MP3
-0.7679    12.6379    6.1962     R_PMI
3.5014     6.5233     6.746      L_PG
4.1742     8.6025     6.1968     L_ZTI
1.6555     9.1459     6.8427     L_M3D
2.0212     10.681     6.8051     L_M12
1.6236     12.1896    6.4309     L_MP3
1.0462     12.5757    6.2467     L_PMI
0.5261     13.3761    6.2349     O1
3.0755     9.3461     3.0014     O2
-3.7998    7.6593     6.1275     O3
-0.8841    2.8076     4.8327     O4




















































































































































































-2.7136    10.6882    6.1471     RZYGINF
-2.9108    10.4631    6.1633
-3.0734    10.273     6.1494
-3.1768    10.1352    6.1592
-3.2932    9.9871     6.1572
-3.3833    9.8592     6.1476
-3.5293    9.6319     6.0808
-3.5683    9.3764     6.1523
-3.6643    9.1775     6.1517
-3.7062    8.9752     6.1907
-3.7535    8.7866     6.1909
-3.7697    8.5663     6.1548




























































































































































































3.0019     10.756     6.2085     LZYGINF
3.1702     10.6153    6.2986
3.4028     10.432     6.2538
3.5162     10.2709    6.2713
3.645      10.1214    6.2634
3.7874     9.8838     6.2504
3.9198     9.56       6.2312
3.957      9.4191     6.2479
4.0344     9.2943     6.2451
4.0571     9.1415     6.2717
4.1035     8.9634     6.2574
4.1278     8.8078     6.2401
4.1501     8.6238     6.2073



























































































































































































-1.207     9.105      6.9132     R-ALV
-1.3935    9.4486     6.8999
-1.5154    9.916      6.9123
-1.5504    10.1658    6.9068
-1.569     10.3593    6.8485
-1.5776    10.6719    6.8665
-1.575     10.94      6.7928
-1.5528    11.1512    6.8129
-1.4625    11.4163    6.6843
-1.3338    11.7476    6.6623
-1.2811    11.9771    6.5136
-1.1679    12.208     6.4712




























































































































































































1.6159     9.1118     6.8831     L-ALV
1.8475     9.4496     6.7971
1.9317     9.758      6.8004
1.9818     10.0534    6.8214
2.0044     10.3424    6.7607
2.013      10.588     6.7945
2.0336     10.8669    6.7512
2.0058     11.1335    6.6948
1.9627     11.3282    6.641
1.8851     11.5479    6.546
1.8234     11.7375    6.5289
1.7519     11.898     6.4988
1.6818     12.1042    6.4056
