AMNH       169432     Phu1Tosi6
6.6284     10.3285    9.4673
6.5488     10.2648    9.6745
6.445      10.2526    9.8648
6.3725     10.2404    10.0098
6.2526     10.2224    10.2065
6.1346     10.2182    10.3661
6.013      10.1732    10.5643
5.9088     10.1745    10.7808
5.7638     10.1283    10.9355
5.7338     10.0832    11.0962
5.7405     9.9092     11.2312
5.6861     9.7706     11.4574
5.6648     9.6628     11.5694
5.8824     9.4748     11.6915
6.0096     9.3391     11.7742
6.1294     9.2424     11.7767
6.3195     9.1762     11.7378
6.4132     9.1269     11.7458
6.5247     9.0411     11.7154
6.6114     8.9262     11.78
6.6813     8.8367     11.8211
6.7799     8.7262     11.8753
6.8318     8.5952     11.9521
6.9294     8.3955     12.0213
6.9816     8.2191     12.2239
7.0334     8.0356     12.295
7.0721     7.8146     12.3661
7.192      7.7113     12.4359
7.3091     7.55       12.4449
7.5088     7.4427     12.4802
7.7979     7.3196     12.4148
8.1831     7.2596     12.1454
8.4054     7.2312     12.0147
8.6296     7.1611     11.9145
8.8247     7.0985     11.8533
8.9287     6.9657     11.813
9.1506     6.8253     11.7961
9.2948     6.6538     11.8029
9.4954     6.4762     11.8029
9.752      6.3383     11.6182
9.9774     6.3639     11.4177
10.1151    6.3886     11.2188
10.2285    6.5404     10.9306
10.2158    6.7494     10.6037
10.1733    6.9292     10.3737
10.1692    7.0208     10.1648
10.1784    7.1408     9.93
10.1865    7.249      9.7114
10.2175    7.3167     9.4874
10.2856    7.3998     9.3779
10.34      7.4294     9.2446
10.418     7.4267     9.1035
10.5237    7.4266     8.9733
10.6475    7.44       8.8473
10.7961    7.4244     8.7069
10.949     7.4204     8.5691
11.1597    7.4383     8.3129
11.2082    7.4444     8.1839
11.2755    7.5165     8.0097
11.3038    7.6764     7.6033
11.1991    7.8299     7.4947































































































































6.7374     14.3611    16.5883    SUPORB
6.722      14.3174    16.7938
6.7498     14.2002    17.0201
6.7603     14.0708    17.301
6.7727     14         17.454
6.7857     13.9003    17.6595
6.8311     13.8186    17.7832
6.8792     13.7016    17.9278
6.9337     13.6125    18.0205
7.0114     13.4596    18.1847
7.1413     13.3436    18.3221
7.2658     13.064     18.4966
7.3631     12.9131    18.5711
7.5636     12.6767    18.7186
7.7038     12.5163    18.7729
7.8585     12.2911    18.8756
7.9856     12.1259    18.9309
8.1204     11.9126    18.9812
8.2692     11.7315    19.0037
8.4245     11.551     19.0309
8.6237     11.3768    19.0555
8.8028     11.1852    19.0438
8.9749     10.9856    19.0386
9.0993     10.8976    19.0273
9.3679     10.6946    18.9547
9.5335     10.5642    18.9078
9.7294     10.3926    18.8368
9.9274     10.2676    18.8675
10.0732    10.1583    18.9124
10.2249    9.9992     18.9562
10.4254    9.9085     19.0082
10.5815    9.7784     19.0102
10.7171    9.6699     19.0297
10.8667    9.5933     19.0433
11.0262    9.4834     19.0391
11.1879    9.4051     19.0331
11.3815    9.2735     19.0134
11.5737    9.1565     18.9706
11.7761    9.0531     18.9223
11.9427    9.0355     18.852
12.1713    8.9202     18.7885
12.4027    8.799      18.6896
12.7334    8.7082     18.5657
12.9873    8.6435     18.4752
13.4416    8.4905     18.1632
13.6293    8.4778     18.0006
13.816     8.4832     17.8089
13.9548    8.4496     17.5617
14.1175    8.4746     17.2159
14.1696    8.4632     17.0241
14.3211    8.5002     16.7986
14.3179    8.4786     16.5512
14.3236    8.5197     16.4639



















































































































































7.9475     11.5865    15.2739    RORBIT
7.7729     11.7157    15.303
7.6888     11.8317    15.347
7.6048     11.9753    15.3978
7.5214     12.1107    15.4544
7.3681     12.2834    15.5272
7.3218     12.4013    15.6081
7.2745     12.576     15.698
7.1953     12.6988    15.8392
7.1514     12.8307    15.9584
7.1373     12.9155    16.0902
7.142      13.0183    16.2275
7.1539     13.0504    16.3243
7.1634     13.0814    16.4345
7.1853     13.1345    16.5602
7.128      13.1476    16.7521
7.0963     13.0704    16.9247
7.1282     12.9505    17.1526
7.0803     12.7861    17.3106
7.075      12.5605    17.4751
7.1403     12.4166    17.563
7.2053     12.2143    17.6501
7.2092     12.0991    17.6938
7.3225     11.9482    17.7232
7.4421     11.8225    17.7413
7.5432     11.724     17.7368
7.6644     11.6136    17.7387
7.8028     11.4795    17.7683
7.9073     11.3505    17.7208
8.0809     11.1616    17.6959
8.2649     11.0662    17.6666
8.724      10.7953    17.633
9.049      10.6308    17.4585
9.0809     10.5189    17.2455
9.1075     10.4932    17.0336
9.1278     10.4138    16.793
9.1024     10.399     16.4864



































































































































































11.3955    8.6911     15.2602    LORBIT
11.5785    8.6131     15.3781
11.7069    8.5809     15.4101
11.8793    8.5063     15.4862
12.0355    8.4391     15.5552
12.1273    8.456      15.5992
12.2279    8.44       15.6492
12.3683    8.4158     15.746
12.5078    8.4708     15.8302
12.6389    8.4778     15.943
12.7453    8.4518     16.061
12.867     8.4632     16.2627
12.9519    8.4912     16.4831
12.9987    8.5122     16.6625
13.0321    8.4398     16.8584
12.9273    8.4213     17.084
12.8019    8.3448     17.265
12.708     8.3524     17.3388
12.6043    8.2786     17.4419
12.4298    8.242      17.5379
12.2911    8.2202     17.6106
12.1854    8.2215     17.6713
12.0884    8.2475     17.7015
11.9355    8.2873     17.7179
11.7647    8.3429     17.7484
11.4913    8.4577     17.7673
11.3313    8.5028     17.7375
11.0244    8.6342     17.7756
10.8656    8.8031     17.7282
10.7322    8.9412     17.7289
10.3292    9.302      17.6702
9.9496     9.7369     17.3993
9.8927     9.7461     17.1894
9.8667     9.8109     16.9439
9.8783     9.8253     16.7993
9.8843     9.8226     16.6331
9.9247     9.8316     16.5204



































































































































































6.7385     14.3482    16.5536    RTEMFOS
6.6238     14.2604    16.3002
6.5502     14.2017    16.0724
6.4913     14.1297    15.8078
6.4135     14.0502    15.6284
6.3653     13.9814    15.2893
6.3425     13.9672    15.0258
6.3026     13.9305    14.8537
6.2592     13.9088    14.5765
6.2064     13.8364    14.2727
6.1637     13.8746    13.9856
6.1602     13.8995    13.7803
6.0998     13.9231    13.5867
6.0625     13.9772    13.3098
6.0674     14.0772    13.1162
6.0391     14.1992    12.9694
6.0138     14.3409    12.8524
5.9941     14.5621    12.75
6.0894     14.6739    12.7979
6.1566     14.8327    12.8044
6.2201     14.999     12.8013
6.2802     15.1235    12.8467
6.3762     15.2729    12.8895
6.5144     15.4197    13.0006
6.63       15.5925    13.1107















































































































































































14.2711    8.586      16.702     LTEMFOS
14.2486    8.5365     16.4726
14.1969    8.4394     16.242
14.1883    8.394      16.0986
14.169     8.3566     15.8594
14.1455    8.2607     15.6445
14.099     8.1988     15.4069
14.0774    8.1484     15.2463
14.0717    8.1391     15.0577
14.0119    8.0901     14.9063
13.9829    8.0465     14.7059
13.9476    7.9722     14.4981
13.9388    7.9485     14.3376
13.9437    7.9323     14.1517
13.9345    7.9404     13.9701
13.9156    7.8892     13.8224
13.9447    7.8804     13.679
13.981     7.8804     13.494
14.025     7.8879     13.3031
14.1116    7.8753     13.1251
14.1785    7.8609     13.0394
14.2794    7.8557     12.9209
14.4669    7.9639     12.8322
14.6583    8.055      12.8627
14.7904    8.0565     12.876
14.9181    8.1204     12.951
15.0278    8.2239     12.9979
15.1455    8.2952     13.0363
15.2293    8.4007     13.0765
15.3113    8.4589     13.1043










































































































































































5.8189     5.0125     11.7612    OP
7.0866     6.7566     11.8991    BA
11.034     11.9261    11.013     ST
15.152     17.1335    11.4052    IV
3.4805     9.5992     11.4478    R_PG
4.1381     12.7349    10.516     R_ZTI
9.4793     13.8916    12.919     R_M3D
10.9777    16.1292    12.8727    R_M12
12.7841    18.0666    12.6942    R_MP3
14.4135    19.207     11.9781    R_PMI
10.477     4.2341     11.102     L_PG
13.4133    5.5683     9.656      L_ZTI
13.6048    10.7167    12.4419    L_M3D
15.5814    12.7109    12.2981    L_M12
16.9223    15.0401    12.1649    L_MP3
17.4016    16.9709    11.6721    L_PMI
16.6785    20.1091    12.2688    O1
15.9912    14.2289    9.5405     O2
5.8578     11.4451    4.7986     O3
5.4586     2.2717     9.4925     O4




















































































































































































8.1626     14.5309    10.662     RZYGINF
7.9343     14.547     10.5816
7.6893     14.5101    10.4891
7.4158     14.4832    10.3688
7.2476     14.5061    10.3304
6.8295     14.4503    10.3297
6.6439     14.373     10.3825
6.3518     14.2131    10.5157
6.1311     14.0361    10.6495
5.9717     13.8339    10.7575
5.7046     13.643     10.8335
5.4138     13.4443    10.848
5.0951     13.246     10.8301
4.9373     13.1237    10.8147
4.8114     13.0687    10.8041
4.6426     12.9563    10.769
4.4662     12.896     10.7171
4.3598     12.8834    10.6719
4.2336     12.8448    10.6221
4.1132     12.8755    10.4983




















































































































































































14.1707    9.6107     9.9537     LZYGINF
14.1399    9.482      9.8459
14.1873    9.37       9.7492
14.2008    9.2126     9.6549
14.2442    9.1067     9.5843
14.2806    8.9184     9.5497
14.2996    8.7751     9.5393
14.3074    8.6207     9.5475
14.2971    8.4843     9.5751
14.2926    8.2058     9.641
14.2729    8.0065     9.721
14.1835    7.7933     9.8058
14.1336    7.6943     9.8605
14.0551    7.5578     9.8978
13.9785    7.4017     9.9644
13.891     7.2981     9.9862
13.8366    7.1257     9.9991
13.7642    6.9343     10.0181
13.7235    6.7878     10.0233
13.6587    6.6042     10.0229
13.537     6.3445     9.9964
13.4857    6.1855     9.9408
13.4509    6.015      9.8999
13.3923    5.8742     9.8294
13.3018    5.6962     9.7888















































































































































































9.4523     13.9358    12.7466    R-ALV
9.4633     14.0687    12.7734
9.5052     14.2156    12.77
9.5685     14.4224    12.772
9.632      14.5392    12.8466
9.76       14.7348    12.8701
9.801      14.8044    12.8555
9.8392     14.8927    12.7851
9.9525     15.0168    12.6894
9.9995     15.1077    12.7629
10.0838    15.2044    12.8304
10.1728    15.3334    12.8042
10.2848    15.4797    12.8448
10.3689    15.6047    12.8465
10.4813    15.7479    12.7551
10.6237    15.9134    12.7723
10.744     16.0199    12.7491
10.8345    16.106     12.7342
10.9857    16.2598    12.7042
11.07      16.3597    12.7031
11.1861    16.4822    12.7276
11.3263    16.6289    12.7348
11.443     16.7719    12.7368
11.5811    16.8825    12.7444
11.7881    16.9649    12.7805
11.9215    17.0611    12.7495
12.054     17.2029    12.7477
12.1867    17.3559    12.7138
12.3293    17.5032    12.7327
12.386     17.5939    12.715
12.5486    17.7813    12.7288
12.6117    17.8865    12.7213
12.7338    18.0509    12.6871







































































































































































13.7011    10.7458    12.3909    L-ALV
13.8419    10.7924    12.415
13.9627    10.8742    12.3827
14.0772    10.9434    12.3923
14.1871    11.0138    12.3983
14.3116    11.1263    12.3746
14.4263    11.2305    12.3786
14.5558    11.3737    12.3849
14.6557    11.4925    12.3978
14.7258    11.5952    12.4208
14.864     11.7412    12.4659
15.0828    11.934     12.3697
15.1929    12.0298    12.3564
15.2937    12.1619    12.3507
15.3992    12.3765    12.3614
15.443     12.5531    12.3633
15.5303    12.633     12.3249
15.6032    12.7098    12.3017
15.7069    12.8796    12.326
15.7709    12.9912    12.3336
15.9032    13.1378    12.2815
16.0007    13.2988    12.2943
16.0888    13.4278    12.2537
16.1315    13.6346    12.243
16.1971    13.7717    12.216
16.252     13.8835    12.2075
16.3545    14.0381    12.1749
16.4282    14.1768    12.1698
16.5478    14.3826    12.1163
16.6433    14.5286    12.1135
16.7762    14.6631    12.1081
16.864     14.7962    12.1061
16.9418    14.9371    12.1167
