NMNH       384211     Phc8stv
10.7233    6.7898     5.4729
10.713     6.7874     5.2271
10.7795    6.773      5.0453
10.69      6.867      4.8543
10.6902    6.9359     4.7532




































































































































































10.0321    12.7735    5.8356     ROSTRUM
9.7838     12.7242    6.1558
9.7813     12.7295    6.2446
9.706      12.6501    6.4814
9.7096     12.593     6.699
9.7759     12.4827    6.9102
9.8245     12.3444    7.0523
9.9096     12.2127    7.2208
9.9408     12.0608    7.4117
9.9207     11.9586    7.7277
9.9143     11.9368    7.8933
9.8317     11.8278    8.1052
9.822      11.8157    8.2782
9.8343     11.796     8.4563
9.7747     11.7098    8.6477
9.7542     11.6703    8.7772
9.719      11.638     9.0094
9.6734     11.5744    9.2497
9.6044     11.5732    9.4752
9.5466     11.4374    9.6814
9.6512     11.2132    9.8549
9.9124     11.1585    9.9279
10.0525    11.0423    10.0112
10.1583    10.9406    10.0021
10.3245    10.8624    10.0542
10.45      10.6919    10.1044
10.5662    10.5355    10.1467
10.6789    10.3887    10.1676
10.7709    10.2295    10.2474
10.9816    10.087     10.2525
11.0767    10.0274    10.2281
11.1977    9.9491     10.2015
11.3457    9.8505     10.1765
11.5008    9.7024     10.2226
11.6633    9.6047     10.153
11.7748    9.5285     10.1512
11.9266    9.405      10.1606
12.1319    9.306      10.0622
12.3144    9.1948     9.9406
12.4842    9.2126     9.5294
12.5355    9.2685     9.3152
12.6449    9.3094     9.0286
12.6543    9.3243     8.779
12.7374    9.3781     8.4878
12.8736    9.4065     8.2938
12.8983    9.4764     8.0716
13.0027    9.5482     7.847
13.1289    9.5748     7.6693
13.2302    9.5634     7.5806
13.3884    9.5467     7.4622
13.5918    9.4431     7.2948
13.7039    9.3898     7.1954
13.8138    9.3566     7.0082
13.8657    9.3646     6.7949
13.9109    9.3999     6.5901
13.9344    9.438      6.377
13.99      9.4803     6.2734















































































































































9.7277     15.8714    13.5744    SUPORB
9.7263     15.6988    13.8828
9.7471     15.4945    14.1129
9.807      15.4229    14.3163
9.8355     15.2383    14.4278
9.9056     15.1043    14.5357
9.9672     14.9476    14.6426
10.017     14.7854    14.709
10.1707    14.6634    14.8661
10.2922    14.4803    14.9571
10.4258    14.252     15.0434
10.5823    14.1022    15.1287
10.749     13.9767    15.2164
10.8553    13.8255    15.2541
10.9787    13.677     15.3132
11.0841    13.5261    15.3276
11.2254    13.3853    15.3735
11.3888    13.2985    15.4294
11.5505    13.1378    15.5044
11.8049    13.0912    15.5613
11.9733    12.99      15.6013
12.0404    12.8453    15.5844
12.1167    12.6099    15.5717
12.1271    12.4109    15.5228
12.0738    12.0895    15.3797
12.0083    11.8699    15.2567
12.0096    11.6816    15.1703
11.9255    11.5034    14.9984
12.106     11.4743    15.133
12.3539    11.5391    15.3302
12.592     11.6035    15.4469
12.8354    11.5388    15.5245
12.9529    11.6068    15.5402
13.3043    11.4215    15.5743
13.4969    11.2183    15.5512
13.7625    11.0345    15.4992
13.9395    10.8524    15.451
14.1211    10.7081    15.3874
14.2704    10.5961    15.3494
14.4175    10.4385    15.2987
14.6332    10.2874    15.2404
14.8232    10.1732    15.1633
14.9644    10.0825    15.1141
15.1508    9.9477     15.0049
15.3075    9.8494     14.9074
15.4338    9.762      14.8254
15.5937    9.66       14.6712
15.7845    9.547      14.5331
15.9769    9.5261     14.3888
16.0923    9.5013     14.2215
16.1503    9.4927     14.1174
16.2503    9.4448     13.8894
16.3604    9.4521     13.6395



















































































































































10.8117    12.9739    11.8856    RORBIT
10.7075    13.164     11.8706
10.5683    13.3479    11.8766
10.4949    13.5058    11.9016
10.371     13.7182    11.9818
10.2698    13.8992    12.0896
10.195     14.039     12.1408
10.0896    14.2336    12.3102
10.0221    14.3632    12.4854
9.9791     14.4671    12.6349
9.9661     14.518     12.7807
9.9124     14.6109    13.0531
9.8825     14.6074    13.1793
9.8369     14.4859    13.49
9.8469     14.3002    13.713
9.8402     14.097     13.8944
9.8685     13.8576    14.0388
9.9363     13.6072    14.1224
10.0492    13.3117    14.1771
10.1608    13.1979    14.1401
10.3643    12.9236    14.1035
10.4644    12.8476    14.0961
10.6111    12.7533    14.0875
10.6735    12.6594    14.0777
10.8632    12.5205    14.1401
10.9899    12.3298    14.171
11.1719    12.1626    14.1539
11.2667    12.0649    14.149
11.4594    11.9767    13.9795
11.5797    12.0172    13.7483
11.5848    11.95      13.6302
11.6802    11.8595    13.3857
11.7418    11.8704    13.2315
11.7565    11.859     13.077
11.7731    11.8548    12.94





































































































































































13.5862    10.4394    12.0188    LORBIT
13.7389    10.3187    11.9864
14.1456    10.0573    12.0076
14.502     9.8798     12.1716
14.7082    9.7842     12.2716
14.8938    9.7932     12.4803
15.0259    9.7225     12.6701
15.1288    9.6577     12.821
15.1715    9.6551     12.9567
15.1978    9.6249     13.0702
15.2492    9.5657     13.2823
15.2386    9.4725     13.4536
15.1375    9.5251     13.5488
15.0576    9.4545     13.7422
14.9253    9.4562     13.8924
14.7566    9.557      13.9834
14.6761    9.4948     14.072
14.4731    9.5877     14.1409
14.3222    9.6538     14.1887
14.1334    9.7457     14.2282
13.931     9.847      14.2307
13.7248    9.948      14.2161
13.551     9.9611     14.224
13.376     10.0243    14.2366
13.2969    10.1504    14.1775
13.0996    10.3       14.2225
12.9085    10.4432    14.3688
12.6767    10.7046    14.3172
12.4899    10.9628    14.1208
12.3603    11.0675    13.9987
12.3547    11.139     13.8241
12.3736    11.183     13.6965
12.3028    11.2626    13.5071
12.3101    11.3327    13.3321
12.4079    11.352     13.0591





































































































































































9.68       15.8378    13.5712    RTEMFOS
9.5578     15.8338    13.3124
9.4838     15.8322    13.1208
9.4617     15.8614    12.9828
9.3949     15.7756    12.7413
9.3891     15.757     12.5278
9.3352     15.7124    12.2193
9.3255     15.6436    11.954
9.3415     15.6669    11.8853
9.3539     15.6199    11.71
9.3036     15.5792    11.5758
9.2771     15.5087    11.4475
9.2655     15.5252    11.2929
9.2696     15.5359    11.1304
9.2493     15.5231    10.9707
9.2333     15.5216    10.8325
9.253      15.5561    10.6654
9.2639     15.6051    10.5286
9.3258     15.7448    10.3428
9.2992     15.8983    10.2202
9.3152     16.0908    10.1932
9.4457     16.3259    10.241
9.5323     16.5052    10.2848
9.5405     16.511     10.2724
9.6242     16.6566    10.2984
9.6864     16.7712    10.3189
9.7697     16.9468    10.3825













































































































































































16.4523    9.4542     13.6564    LTEMFOS
16.5411    9.413      13.5096
16.5295    9.3384     13.2866
16.5025    9.277      13.1159
16.4599    9.2245     12.8883
16.4004    9.1921     12.7249
16.3217    9.1675     12.5802
16.2927    9.1285     12.4245
16.2885    9.1307     12.2466
16.2642    9.1032     12.0967
16.2026    9.0785     11.9099
16.2195    9.0616     11.7167
16.1971    9.0458     11.4879
16.1685    9.0046     11.3145
16.2221    9.0055     11.0514
16.2512    9.0113     10.8894
16.4603    9.0124     10.5926
16.6304    9.1481     10.5124
16.7279    9.1595     10.5116
16.9454    9.1552     10.4803
17.0659    9.2124     10.4878
17.2373    9.2863     10.4821
17.3836    9.3855     10.5223
17.4947    9.455      10.6614
17.6951    9.6453     10.6619















































































































































































9999       9999       9999       OP
9999       9999       9999       BA
13.7962    12.3193    12.1165    ST
17.779     16.8999    12.1763    IV
7.4878     11.1182    11.8534    R_PG
7.9346     13.6037    10.9535    R_ZTI
12.5326    14.2357    13.259     R_M3D
13.9381    16.3331    13.0765    R_M12
15.845     18.1321    13.0997    R_MP3
17.1251    19.0198    13.0043    R_PMI
13.9726    5.9166     11.7885    L_PG
16.4724    6.8533     10.89      L_ZTI
15.9423    11.3449    13.2605    L_M3D
17.8512    13.089     13.1363    L_M12
19.3944    15.2027    13.0666    L_MP3
20.0586    16.7765    13.0492    L_PMI
20.2768    18.7753    12.6575    O1
10.1807    13.143     5.6333     O2
16.5672    6.7127     10.4745    O3
8.6729     4.3148     10.0741    O4




















































































































































































11.5435    15.4146    10.8925    RZYGINF
11.3228    15.4069    10.8128
11.1215    15.4605    10.7019
10.9897    15.4222    10.675
10.7957    15.4491    10.6432
10.5895    15.4497    10.6735
10.363     15.5628    10.7146
10.1724    15.5973    10.7352
10.0835    15.5312    10.8019
9.9482     15.3902    10.895
9.9093     15.1745    10.9306
9.9147     15.0004    10.9984
9.7802     14.8844    11.0395
9.6317     14.7904    11.0809
9.4975     14.7149    11.1182
9.4213     14.6655    11.1428
9.1838     14.532     11.1764
9.0459     14.4031    11.1769
8.8807     14.3053    11.1804
8.7        14.2714    11.1626
8.5497     14.2173    11.155
8.3314     14.0863    11.1108
8.1748     13.9504    11.0583
8.0289     13.7862    11.0043
7.9843     13.6984    10.9773
7.9262     13.5571    10.9739














































































































































































17.392     10.8446    10.9731    LZYGINF
17.4347    10.4562    10.7617
17.5075    10.1397    10.6699
17.5824    9.8114     10.7091
17.5748    9.5425     10.8568
17.4859    9.2028     10.9753
17.4013    9.072      11.009
17.2801    8.8812     11.0246
17.1434    8.6395     11.0773
17.1072    8.4441     11.1233
17.0403    8.2357     11.156
16.9863    8.0184     11.1429
16.9273    7.8565     11.1396
16.875     7.6416     11.1184
16.8056    7.4121     11.044
16.6856    7.2834     10.9886
16.5854    7.1226     10.9559
16.4077    6.9366     10.9014






















































































































































































12.465     14.1656    13.2092    R-ALV
12.47      14.382     13.2123
12.5325    14.7206    13.1739
12.5556    14.8768    13.1569
12.6793    15.0396    13.2053
12.8845    15.2434    13.2381
13.1223    15.4235    13.2009
13.2811    15.6722    13.1525
13.3675    15.8073    13.128
13.4703    15.9511    13.1345
13.5897    16.1031    13.1226
13.7773    16.2502    13.1289
13.9534    16.3818    13.07
14.0995    16.5297    13.0689
14.2293    16.6844    13.1014
14.3248    16.845     13.1211
14.6807    17.0744    13.0594
14.8884    17.3608    13.0738
15.0307    17.4617    13.1559
15.2162    17.6439    13.1745
15.3984    17.836     13.1818
15.5063    17.9842    13.1185
15.7834    18.1302    13.0943

















































































































































































15.9462    11.2954    13.1694    L-ALV
16.2069    11.3867    13.2439
16.4606    11.5194    13.2154
16.7545    11.641     13.196
16.9134    11.7863    13.1725
17.059     12.0197    13.1403
17.1643    12.188     13.1428
17.3091    12.343     13.1343
17.4293    12.4635    13.1035
17.621     12.6556    13.1388
17.8324    12.9217    13.1019
17.9042    13.0871    13.1207
18.0413    13.2762    13.0691
18.2051    13.4664    13.0654
18.379     13.6565    13.0887
18.5038    13.8981    13.0316
18.611     14.0842    13.0511
18.7809    14.2218    13.0609
18.9771    14.4191    13.0054
19.06      14.6273    13.099
19.1629    14.7877    13.1141
19.303     14.9589    13.07
19.321     15.2325    13.1681
