AMNH       169432     Phu1pwl4
-5.0867    14.9977    14.6954
-4.979     15.0915    15.1006
-4.8232    15.0093    15.3256
-4.7079    14.9234    15.6743
-4.5078    14.8051    15.95
-4.2732    14.6725    16.1918
-4.0493    14.5422    16.3852
-3.7524    14.3262    16.5822
-3.6007    14.1361    16.657
-3.439     14.0636    16.7176
-3.2236    13.9895    16.7848
-3.0354    13.9024    16.8382
-2.7249    13.9557    16.9405
-2.5275    14.1061    17.0289
-2.3661    14.369     17.0825
-2.1206    14.5057    17.0781
-1.8687    14.305     17.1332
-1.5739    14.1569    17.1592
-1.3013    13.9626    17.1669
-1.0513    13.8515    17.1198
-0.828     13.6685    17.0842
-0.5329    13.4987    17.0192
-0.251     13.5753    17.0646
0.0115     13.7       17.1106
0.4132     13.7658    17.1972
0.7743     13.964     17.2236
1.0618     14.0352    17.2288
1.3619     14.1095    17.2155
1.4865     13.9525    17.2277
1.6696     13.8834    17.1959
2.0123     13.9692    17.1202
2.5135     13.9508    16.9486
2.8596     13.8585    16.8087
3.1007     13.9102    16.703
3.3867     14.0308    16.5267
3.6345     14.1767    16.293
3.8814     14.1789    16.059
4.0462     14.2623    15.8036
4.1699     14.2374    15.5157
4.2331     14.226     15.3474
4.3396     14.2487    15.1532
4.3803     14.2156    14.949





























































































































































-4.1026    13.8685    14.294     RORBIT
-4.1598    13.9936    14.4871
-4.2301    14.0411    14.7515
-4.2207    13.9598    15.1282
-4.1046    13.8734    15.3729
-4.0079    13.7391    15.5782
-3.7871    13.6023    15.7654
-3.5574    13.5094    15.8765
-3.2013    13.4042    15.9725
-2.9863    13.3397    16.0157
-2.7042    13.3153    16.0097
-2.534     13.1954    15.9996
-2.3102    13.156     15.9926
-1.738     13.1797    16.3031
-1.508     13.1793    16.2721
-1.2833    13.1193    16.1537
-1.148     13.0669    15.9529
-1.0971    13.039     15.6458
-0.9815    12.987     15.3147
-0.9542    12.9312    15.0515
-0.9629    12.8868    14.8656



















































































































































































3.2167     13.224     14.5275    LORBIT
3.3477     13.3094    14.7145
3.3801     13.4186    14.914
3.4186     13.4692    15.1467
3.305      13.3966    15.442
3.1105     13.281     15.7213
2.9554     13.2045    15.8798
2.6679     13.0947    16.0386
2.4806     13.004     16.1286
2.1816     12.9752    16.1568
1.9146     12.88      16.1963
1.6831     12.9001    16.1603
1.4201     12.9706    16.1037
0.7071     13.171     16.2959
0.2916     13.0779    16.256
0.0833     12.9595    15.9957
-0.0319    12.8558    15.6814
-0.0533    12.8948    15.3719
-0.0413    12.8454    15.1165
0.0126     12.8427    14.8259




















































































































































































-5.0921    14.8154    14.1912    RTEMFOS
-5.1756    14.5303    14.005
-5.1864    14.2997    13.5836
-5.1907    14.0671    13.2826
-5.2295    13.8975    12.9003
-5.2557    13.6466    12.4562
-5.3053    13.5161    12.044
-5.3654    13.4596    11.683
-5.4314    13.3931    11.3569
-5.5382    13.3872    11.0844
-5.6426    13.5624    10.8605
-5.8011    13.7469    10.7116
-5.8117    14.0832    10.649
-5.9126    14.4024    10.6358
-5.9435    14.7298    10.6195
-5.933     15.0124    10.7032
























































































































































































4.3694     14.2065    14.8068    LTEMFOS
4.3984     14.1143    14.6042
4.4136     13.9619    14.4923
4.4287     13.8509    14.2722
4.4787     13.7538    14.0971
4.4527     13.6785    13.8883
4.4642     13.5743    13.7158
4.4281     13.4941    13.5437
4.4673     13.3643    13.3754
4.4758     13.2363    13.2011
4.4589     13.0781    12.9823
4.4315     12.9562    12.5985
4.4876     12.8068    12.4358
4.4921     12.7542    12.2099
4.5487     12.7118    11.9684
4.6507     12.6226    11.7785
4.7661     12.657     11.427
4.9314     12.692     11.2147
5.0616     12.9976    11.154
5.1537     13.207     11.18
5.2629     13.575     11.2143
5.2956     13.7398    11.2287


















































































































































































-1.0015    5.6891     13.2632    OP
-1.0069    7.7899     13.3623    BA
-0.5724    14.194     12.1002    ST
-0.2492    20.7347    12.1633    IV
9999       9999       9999       R_PG
-6.5429    10.8633    10.8678    R_ZTI
-3.3019    15.1627    13.2576    R_M3D
-3.3212    17.8986    13.1262    R_M12
-2.9194    20.6102    12.8928    R_MP3
-1.9221    22.2984    12.6282    R_PMI
3.39       7.6594     13.2262    L_PG
5.2357     10.3855    11.8424    L_ZTI
2.0198     14.8584    13.8341    L_M3D
2.4481     17.6273    13.6182    L_M12
2.3379     20.2719    13.2174    L_MP3
1.6183     22.0903    12.6476    L_PMI
-0.4358    24.4193    12.9933    O1
3.6648     10.3142    6.6522     O2
-6.6436    10.5751    10.2615    O3
-0.3029    2.9271     10.2867    O4




















































































































































































-4.5636    14.5437    11.0093    RZYGINF
-4.6964    14.4108    10.8921
-4.8931    14.2849    10.7536
-5.0845    14.0888    10.6808
-5.2311    13.9238    10.6485
-5.3725    13.7453    10.666
-5.483     13.4836    10.7194
-5.7003    13.1084    10.9769
-5.7232    12.871     11.0759
-5.7917    12.6287    11.1382
-5.8949    12.3181    11.1954
-6.0344    12.0968    11.1728
-6.2585    11.6631    11.1349
-6.339     11.5178    11.1164
-6.417     11.2922    11.043
-6.5153    11.1304    10.9509
-6.5236    10.8951    10.8738























































































































































































3.4225     14.0939    11.6814    LZYGINF
3.5564     13.9486    11.5599
3.6778     13.7947    11.4435
3.8974     13.6515    11.3703
3.9772     13.5232    11.3599
4.1603     13.2775    11.4196
4.2581     13.0995    11.4683
4.3641     12.8662    11.5795
4.4157     12.5694    11.7311
4.4678     12.244     11.9119
4.5063     11.8788    11.9942
4.6823     11.6748    12.0563
4.805      11.4869    12.1007
4.9154     11.3016    12.1028
5.0304     11.0086    12.0776
5.0823     10.7913    12.0382
5.1519     10.6622    11.9883
5.1684     10.5059    11.9524
5.2073     10.3982    11.8996





















































































































































































-3.209     15.0693    13.2024    R-ALV
-3.3613    15.3759    13.2399
-3.4583    15.7124    13.1872
-3.5061    16.0181    13.1909
-3.4888    16.3223    13.1674
-3.4853    16.676     13.1299
-3.4782    17.0733    13.1011
-3.4144    17.4625    13.1146
-3.3766    17.6907    13.1232
-3.3381    17.9373    13.1238
-3.3087    18.2087    13.101
-3.274     18.4179    13.0514
-3.2466    18.6472    13.0576
-3.1565    18.9039    13.0036
-3.064     19.1165    13.0371
-3.0112    19.3926    13.0333
-2.9764    19.6519    12.9942
-2.9567    19.9173    12.9996
-2.9518    20.2286    12.9445
-2.9369    20.4768    12.9309
-2.9022    20.6393    12.9353



















































































































































































1.9953     14.8594    13.8165    L-ALV
2.1267     15.1389    13.8465
2.2506     15.4556    13.853
2.2995     15.7459    13.8374
2.315      15.9726    13.8592
2.3545     16.1917    13.8495
2.4221     16.45      13.7917
2.4505     16.6732    13.7723
2.4709     16.9197    13.7707
2.4661     17.1654    13.6459
2.4444     17.4199    13.6258
2.4446     17.7301    13.5939
2.4254     18.0258    13.5485
2.4392     18.2386    13.5501
2.3766     18.5448    13.5227
2.288      18.7817    13.4884
2.2666     19.0441    13.4918
2.2231     19.3254    13.4671
2.2247     19.5396    13.4072
2.2113     19.8498    13.3936
2.2186     20.116     13.3517
2.2402     20.3527    13.3015
