AMNH       119761     laj3ms4.xls
7.7865     7.7521     -6.8672
7.7981     7.7713     -6.7101
7.8868     7.7718     -6.5494
































































































































































13.261     7.4204     -10.2551   SUPORB
13.1967    7.4333     -10.5322
13.1719    7.4896     -10.7118
13.0454    7.556      -10.988
12.854     7.6626     -11.2636
12.5248    7.7772     -11.6308
12.2383    7.8069     -11.8053
11.9335    7.8712     -11.9702
11.6461    7.8879     -12.0764
11.2953    7.9896     -12.1844
10.7966    8.0241     -12.1536
10.5453    8.0529     -12.1092
10.18      8.0891     -12.039
9.9584     8.1796     -11.9871
9.71       8.2687     -11.9693
9.4308     8.5373     -12.0315
9.1678     8.8352     -12.029
8.9192     9.095      -11.9803
8.6868     9.4662     -11.9458
8.4857     9.8691     -11.8074
8.6242     9.7449     -11.8847
8.4445     9.9377     -11.739
8.3031     10.1507    -11.5706
8.1032     10.4217    -11.3083
7.9718     10.606     -11.0736
7.8856     10.6981    -10.8779
7.7778     10.7535    -10.6691
7.7017     10.8097    -10.4347
7.6365     10.7426    -10.2503











































































































































































11.2791    6.8801     -9.5822    RORBIT
11.4935    6.84       -9.5824
11.7597    6.8713     -9.5882
12.0569    6.867      -9.6446
12.2436    6.964      -9.7528
12.4211    7.0082     -9.8776
12.5652    7.1148     -10.0379
12.6075    7.1661     -10.1357
12.6386    7.2172     -10.3253
12.638     7.3164     -10.5868
12.6136    7.2793     -10.7951
12.5356    7.3244     -10.9624
12.467     7.3488     -11.136
12.3306    7.3648     -11.2796
12.2084    7.3734     -11.4159
11.8671    7.4339     -11.485
11.5214    7.4708     -11.5701
11.2671    7.5426     -11.6008
10.9931    7.6597     -11.5813
10.8201    7.7164     -11.527
10.6983    7.7046     -11.4803
10.4277    7.7863     -11.16
10.3316    7.8083     -11.0201
10.2382    7.8349     -10.8031
10.1638    7.8362     -10.6689















































































































































































8.1404     8.7009     -9.6063    LORBIT
8.028      8.8783     -9.5962
7.902      9.1768     -9.6057
7.7902     9.3869     -9.6796
7.7641     9.7045     -9.8117
7.7962     9.9257     -10.0127
7.785      10.0251    -10.2373
7.8493     10.0456    -10.5016
7.8675     10.0326    -10.7518
8.024      9.9134     -11.0409
8.2022     9.7167     -11.3421
8.2581     9.5238     -11.4897
8.3611     9.3509     -11.527
8.5122     9.159      -11.6098
8.7253     8.9973     -11.5482
8.9005     8.8816     -11.5621
9.108      8.6908     -11.5313
9.2881     8.4961     -11.4072
9.4277     8.3371     -11.1819
9.5102     8.2914     -11.0219
9.5899     8.3353     -10.8063
9.6402     8.2503     -10.6166


















































































































































































13.241     7.4035     -10.2245   RTEMFOS
13.2167    7.3412     -10.0356
13.1961    7.179      -9.7698
13.0501    7.0531     -9.5735
12.8732    6.8323     -9.2665
12.8283    6.6897     -9.1155
12.832     6.5724     -8.803
12.8763    6.4522     -8.6319
13.0081    6.4581     -8.4323
13.228     6.5685     -8.2985
13.5094    6.8489     -8.2919
13.7173    7.0032     -8.3456
13.8297    7.0139     -8.3408



























































































































































































7.7442     10.7671    -10.121    LTEMFOS
7.7272     10.6604    -9.9949
7.6774     10.5526    -9.8945
7.5735     10.4963    -9.7535
7.5146     10.3445    -9.5165
7.4514     10.1902    -9.371
7.3823     10.0259    -9.1351
7.2829     9.8833     -9.0032
7.1923     9.8363     -8.7311
7.0811     9.9412     -8.4597
7.1049     10.1547    -8.2966
7.0952     10.31      -8.2529
7.1443     10.5261    -8.2637
7.1358     10.7157    -8.2712
7.1174     10.8851    -8.288

























































































































































































8.1894     6.8177     -8.9015    OP
9.1585     8.3227     -8.8211    BA
11.3083    11.4713    -7.7095    ST
13.3099    14.5554    -7.0103    IV
12.1705    6.868      -8.3842    R_PG
14.0523    8.0551     -7.785     R_ZTI
12.6688    10.824     -8.711     R_M3D
13.7153    11.943     -8.4183    R_M12
14.4773    13.4856    -7.8452    R_MP3
14.7525    14.0896    -7.2495    R_PMI
6.657      10.3433    -8.0996    L_PG
7.0834     12.5225    -7.5054    L_ZTI
10.0928    12.5069    -8.5455    L_M3D
10.6824    13.9816    -8.1844    L_M12
11.8108    15.2219    -7.6363    L_MP3
12.5348    15.6144    -7.2775    L_PMI
14.7547    15.742     -7.3929    O1
14.8172    10.5724    -6.6507    O2
11.2885    5.1959     -7.5004    O3
8.029      4.6594     -6.0336    O4




















































































































































































14.2131    7.9555     -7.7797    RZYGINF
14.2737    8.1351     -7.798
14.3278    8.3569     -7.8109
14.3808    8.6077     -7.868
14.4481    8.8949     -7.9251
14.6323    9.3179     -7.9187
14.6597    9.5077     -7.9132
14.6833    9.7778     -7.8674
14.6718    10.0416    -7.8084
14.5968    10.2235    -7.7337
14.5691    10.4481    -7.6838
14.491     10.6878    -7.6352
14.4173    10.762     -7.5952



























































































































































































7.2044     12.3397    -7.4878    LZYGINF
7.3453     12.4384    -7.5286
7.585      12.6515    -7.5744
7.8344     12.8793    -7.619
8.0822     13.1479    -7.6427
8.324      13.4228    -7.6352
8.4883     13.5516    -7.6493
8.7232     13.7139    -7.554
9.0715     13.8353    -7.4084
9.1616     13.84      -7.4004
9.2671     13.8271    -7.3804
9.2792     13.8549    -7.3687




























































































































































































12.7762    10.7221    -8.7134    R-ALV
13.0656    10.8285    -8.6821
13.2627    10.9788    -8.6397
13.4555    11.2175    -8.6103
13.6846    11.4248    -8.5098
13.8488    11.6717    -8.4263
13.9122    11.8458    -8.3875
13.9149    11.8508    -8.3212
13.9988    12.0266    -8.2737
14.1056    12.2756    -8.2093
14.1582    12.5203    -8.136
14.295     12.789     -8.0045
14.4829    13.0367    -7.9168
14.6007    13.2611    -7.8334
14.571     13.3876    -7.8292

























































































































































































10.2235    12.4813    -8.5636    L-ALV
10.2288    12.7486    -8.5016
10.2833    13.0879    -8.4001
10.4015    13.3558    -8.3663
10.5762    13.6653    -8.2723
10.7775    13.8826    -8.185
10.9094    14.0503    -8.1054
11.0674    14.2694    -8.0121
11.2357    14.4005    -7.8303
11.5367    14.6952    -7.8135
11.6571    14.9426    -7.7217
11.7599    15.0501    -7.6704
11.9033    15.1312    -7.6247



























































































































































































11.7614    7.0112     -8.1231    R_FOS
8.3441     9.0412     -8.0251    L_FOS
