AMNH       119761     laj3cms3
17.5041    28.7766    5.5141
17.3799    28.8597    5.425
17.264     28.9229    5.4096
17.1164    28.8967    5.5298
17.0267    28.8299    5.6144
16.906     28.7306    5.709
16.8368    28.64      5.8118
16.7347    28.5244    5.8972
16.6538    28.4267    6.0173
16.6159    28.3048    6.2046
16.5608    28.1779    6.2999
16.5256    28.0433    6.3976
16.538     27.9281    6.5279
16.5404    27.8194    6.6987
16.6007    27.8009    6.8288
16.6419    27.775     6.9744
16.7154    27.8665    7.1185
16.76      27.9706    7.0369
16.8573    27.9837    7.0961
16.9209    27.9706    7.1808
16.9765    27.9096    7.2392
17.0718    27.9143    7.248



























































































































































9999       9999       9999       NASP-PR







































































































































































































9999       9999       9999       R-PM/MAX







































































































































































































9999       9999       9999       L-PM/MAX







































































































































































































9999       9999       9999       ROSTRUM







































































































































































































19.7088    23.9275    8.2821     SUPORB
19.7179    23.848     8.4308
19.6738    23.8327    8.7155
19.5278    23.7159    8.9012
19.3841    23.7782    9.1381
19.1762    23.87      9.3722
18.9335    24.0458    9.6058
18.605     24.2484    9.8454
18.3666    24.3945    9.9966
18.2002    24.5132    10.0659
17.9786    24.6517    10.0928
17.7352    24.8049    10.1207
17.5401    24.9012    10.1457
17.3434    24.9827    10.1379
17.188     25.1044    10.0968
16.9012    25.2394    10.0529
16.7125    25.3273    9.9981
16.442     25.321     10.005
16.1974    25.3016    10.0576
15.9369    25.2609    10.0919
15.7156    25.2117    10.0992
15.4975    25.1333    10.109
15.2739    25.0862    10.0869
15.0261    25.0355    10.0405
14.7499    24.9624    9.9601
14.5541    24.8805    9.8644
14.3814    24.8189    9.7634
14.1881    24.7569    9.6417
14.0793    24.8027    9.4985
13.8958    24.7945    9.2939
13.6881    24.7909    9.093
13.563     24.8148    8.8812
13.4479    24.8329    8.6389
13.3481    24.8151    8.3735
13.3022    24.8164    8.1912
13.3405    24.8771    8.0373




































































































































































9999       9999       9999       RORBIT







































































































































































































9999       9999       9999       LORBIT







































































































































































































9999       9999       9999       RTEMFOS







































































































































































































9999       9999       9999       LTEMFOS







































































































































































































17.1004    27.9825    7.951      OP
16.872     26.1719    8.2247     BA
16.4134    22.2446    7.8937     ST
16.0257    18.52      7.9733     IV
20.0487    25.4094    7.8194     R_PG
20.6787    23.1511    7.5836     R_ZTI
17.9642    21.972     8.8799     R_M3D
18.0922    20.4196    8.8206     R_M12
17.7193    18.6918    8.6095     R_MP3
17.2485    17.9571    8.4714     R_PMI
13.603     26.2704    7.7664     L_PG
12.5309    24.2034    7.582      L_ZTI
14.7961    22.419     8.8174     L_M3D
14.3492    20.9756    8.6617     L_M12
14.3536    19.2271    8.4089     L_MP3
14.7792    18.3502    8.3416     L_PMI
15.0728    17.8622    7.6963     O1
13.7493    20.9608    5.9439     O2
13.4855    27.3285    6.7137     O3
17.9348    29.3796    5.4637     O4




















































































































































































9999       9999       9999       RZYGINF







































































































































































































9999       9999       9999       LZYGINF







































































































































































































9999       9999       9999       R-ALV







































































































































































































9999       9999       9999       L-ALV







































































































































































































18.6135    25.1789    6.3149     R_FOS
14.7338    25.7144    6.2914     L_FOS
