AMNH       119761     laj3cms2
18.3525    27.5121    6.3934
18.4393    27.5804    6.1845
18.5324    27.6269    5.9681
18.6156    27.6711    5.7651
18.6852    27.7777    5.5378
18.8347    27.8636    5.2997
18.8501    27.8643    5.1092
18.6937    27.8704    4.918




















































































































































































16.9254    26.5895    7.8683     L-PM/MAX
16.8934    26.7305    7.7619
16.8568    26.8509    7.6197
16.8274    27.0139    7.4762
16.7777    27.1471    7.3265
16.7033    27.2457    7.1854
16.6321    27.4358    7.0153
16.5987    27.5264    6.8622
16.5608    27.6348    6.7096
16.5198    27.7436    6.5404
16.5238    27.9245    6.3262
16.4323    27.9918    6.0747
16.3165    28.0619    5.8405
16.289     28.1217    5.7285
16.2327    28.1765    5.5611
16.1254    28.2589    5.3365
16.0914    28.3006    5.2592
16.0857    28.2991    5.1389
16.1345    28.291     4.9941
16.2733    28.1619    4.8505




















































































































































































18.8651    25.8255    4.7195     ROSTRUM
18.938     25.8284    4.9513
18.9191    25.8517    5.1694
18.8209    25.8676    5.4067
18.7451    25.88      5.5436
18.6357    25.8859    5.7046
18.5673    25.9265    5.9038
18.5195    25.9538    6.0734
18.5106    25.9745    6.2558
18.4967    25.9961    6.4304
18.4711    26.0178    6.6687
18.4586    26.0702    6.858
18.489     26.0991    6.9824
18.4904    26.1382    7.2118
18.2974    26.1411    7.3224
18.0835    26.171     7.4709
17.8877    26.1952    7.5442
17.665     26.1964    7.6862
17.5009    26.2293    7.9329
17.4302    26.2956    8.1113
17.3107    26.3162    8.2744
17.1285    26.3075    8.3629
16.9947    26.317     8.2839
16.8154    26.3004    8.063
16.7176    26.2638    7.8393
16.6195    26.2735    7.7043
16.4118    26.2854    7.554
16.1932    26.3666    7.4543
16.0201    26.4376    7.3484
15.7776    26.4874    7.2334
15.7758    26.423     6.9752
15.78      26.3384    6.7872
15.7602    26.2735    6.526
15.7104    26.2017    6.2213
15.6616    26.1618    6.0214
15.5787    26.159     5.8018
15.4886    26.1844    5.6008
15.3783    26.2206    5.4263
15.2862    26.2329    5.2119
15.2655    26.2521    4.9665
15.2619    26.2576    4.8408
15.2809    26.2576    4.765






























































































































































20.0157    23.5991    8.4576     SUPORB
19.9813    23.5611    8.7155
19.8773    23.5787    8.9634
19.7325    23.6001    9.209
19.5637    23.6692    9.4245
19.3109    23.7924    9.6634
19.1325    23.9076    9.8364
18.9115    24.0514    9.9912
18.7404    24.1304    10.0916
18.6018    24.2586    10.1508
18.3958    24.3537    10.2056
18.2298    24.4608    10.2269
18.0587    24.5483    10.2692
17.8388    24.6562    10.2951
17.6497    24.763     10.3013
17.4536    24.8663    10.2624
17.266     25.0029    10.2127
17.0532    25.0886    10.1656
16.8602    25.0967    10.1317
16.7324    25.0946    10.1695
16.4909    25.0803    10.2019
16.1308    25.0068    10.2289
15.8748    24.9194    10.2525
15.6541    24.8486    10.2384
15.3777    24.8012    10.1899
15.0403    24.695     10.0772
14.7506    24.562     9.9282
14.4242    24.477     9.7669
14.2258    24.4481    9.5764
13.9452    24.4124    9.2536
13.8254    24.3915    9.0927
13.7587    24.5117    8.8613
13.6804    24.5309    8.6732
13.6123    24.5481    8.4778
13.6028    24.5706    8.3448
13.6416    24.6694    8.2272




































































































































































18.8354    25.3275    7.7401     RORBIT
18.9939    25.2866    7.766
19.0859    25.2238    7.7443
19.212     25.0851    7.7568
19.3275    25.0101    7.7793
19.3973    24.9191    7.8025
19.4611    24.8118    7.8418
19.5305    24.708     7.8969
19.6247    24.5989    7.9832
19.6629    24.4873    8.076
19.6868    24.3772    8.1878
19.6808    24.3173    8.2673
19.6634    24.2592    8.3842
19.699     24.2274    8.4895
19.6649    24.2067    8.5876
19.6511    24.18      8.7463
19.604     24.1822    8.8918
19.5639    24.2004    9.0217
19.499     24.1947    9.1351
19.421     24.1999    9.2047
19.4059    24.2405    9.3481
19.3074    24.2712    9.4242
19.2582    24.3097    9.4737
19.1908    24.3519    9.5362
19.1018    24.4114    9.5554
18.971     24.5203    9.6363
18.805     24.6232    9.6875
18.6542    24.6572    9.701
18.5265    24.7272    9.707
18.4003    24.793     9.718
18.241     24.791     9.7223
18.1201    24.8343    9.7464
17.9918    24.8845    9.7258
17.9004    24.9254    9.6875
17.8003    24.993     9.637
17.7401    25.0598    9.5848
17.6619    25.0496    9.5213
17.5502    25.1016    9.3978
17.5024    25.1211    9.3031
17.4266    25.1471    9.1607
17.3815    25.1751    9.08
17.3448    25.2288    8.9732
17.3041    25.2506    8.8964
17.2986    25.2866    8.7984




























































































































































15.3193    25.8858    7.744      LORBIT
15.1485    25.8433    7.7256
14.9913    25.7917    7.7261
14.8479    25.7385    7.718
14.7513    25.6492    7.7402
14.598     25.5889    7.7677
14.5061    25.4937    7.8128
14.4254    25.375     7.8653
14.2853    25.2656    7.9883
14.195     25.1525    8.0788
14.1887    25.0916    8.1905
14.1499    25.004     8.335
14.151     24.9777    8.5833
14.1656    24.963     8.8577
14.2401    24.9481    8.9361
14.3592    24.9547    9.1626
14.4391    24.9752    9.2839
14.5844    24.9735    9.407
14.6759    25.0381    9.5013
14.8533    25.0988    9.5601
14.9963    25.1103    9.5844
15.1841    25.1921    9.6021
15.398     25.2281    9.6424
15.5751    25.2175    9.6406
15.7526    25.2454    9.7023
15.9817    25.3067    9.6891
16.211     25.3329    9.5817
16.4108    25.3539    9.3845
16.5148    25.3384    9.2357
16.5967    25.3416    9.067
16.6926    25.3777    8.8623
16.6999    25.3693    8.7263
16.7141    25.474     8.5542







































































































































































20.0854    23.6957    8.3945     RTEMFOS
20.0385    23.8105    8.2646
20.0174    23.8579    8.1461
20.0942    23.9362    8.0394
20.1455    24.04      7.9122
20.1118    24.1169    7.7749
20.1007    24.2009    7.6781
20.1243    24.3286    7.5935
20.1273    24.4391    7.4632
20.1609    24.5832    7.3427
20.1731    24.6748    7.1842
20.2214    24.7711    7.0028
20.2998    24.8002    6.8789
20.355     24.7933    6.7445
20.418     24.7031    6.6019
20.4832    24.5694    6.493
20.5332    24.4744    6.4541
20.5619    24.3643    6.4415
20.5852    24.226     6.419
20.5744    24.1146    6.4189
20.6097    24.0448    6.448
20.6332    23.9205    6.4658


















































































































































































13.6374    24.6249    8.2079     LTEMFOS
13.7126    24.736     8.0998
13.6838    24.8721    7.9254
13.708     24.9167    7.7988
13.7279    25.1041    7.639
13.7567    25.1923    7.5131
13.7891    25.2678    7.4302
13.8316    25.3969    7.3026
13.8868    25.5528    7.0776
13.8499    25.6376    6.9258
13.7439    25.7166    6.7791
13.6685    25.6837    6.6469
13.5973    25.6278    6.5362
13.5228    25.5616    6.4613
13.4289    25.4834    6.4237
13.389     25.3992    6.3929
13.3185    25.24      6.3894
13.2684    25.1543    6.4044
13.2031    25.0654    6.4181
13.1752    24.9781    6.4358
13.1366    24.8873    6.4451



















































































































































































17.6335    28.0574    8.3207     OP
17.3895    26.2869    8.5411     BA
17.0167    22.4797    8.1456     ST
16.6645    18.7973    8.1211     IV
20.5501    25.4681    8.0875     R_PG
21.2192    23.1839    7.7758     R_ZTI
18.4686    22.0132    9.1112     R_M3D
18.6062    20.5017    8.9901     R_M12
18.2024    18.7792    8.7504     R_MP3
17.6533    18.0178    8.5673     R_PMI
14.1336    26.3576    8.0812     L_PG
13.0461    24.3253    7.8713     L_ZTI
15.3308    22.5186    9.0606     L_M3D
14.8412    21.0545    8.9187     L_M12
14.8387    19.3417    8.6262     L_MP3
15.2185    18.5193    8.4845     L_PMI
15.5387    17.9574    7.8253     O1
14.2089    21.0108    6.2399     O2
14.0453    27.5564    7.1121     O3
18.4572    29.5157    5.8398     O4




















































































































































































19.7855    20.863     8.0688     RZYGINF
19.9048    20.9257    8.0901
20.0464    21.0633    8.0983
20.1752    21.1066    8.1394
20.2911    21.2815    8.1702
20.4455    21.4253    8.2029
20.5294    21.5751    8.2083
20.6655    21.8915    8.1983
20.7212    22.0528    8.1642
20.7957    22.2714    8.1236
20.8817    22.4464    8.0815
20.9727    22.644     7.9889
21.1093    22.7684    7.9192
21.143     22.957     7.8482
21.1909    23.1121    7.8311
21.2262    23.2117    7.7961
























































































































































































14.0164    21.7067    8.1041     LZYGINF
13.8767    21.8197    8.1463
13.6852    21.9668    8.1536
13.5602    22.1974    8.2278
13.4788    22.3651    8.2671
13.3522    22.5639    8.3193
13.2923    22.7478    8.3341
13.2742    23.0278    8.276
13.2496    23.2529    8.2443
13.2422    23.4827    8.206
13.1646    23.7346    8.1441
13.1534    24.0105    8.0647
13.1352    24.2431    7.9604
13.093     24.398     7.924


























































































































































































18.4       22.1005    9.1338     R-ALV
18.5366    21.9066    9.0946
18.6047    21.6692    9.1125
18.6604    21.3862    9.0796
18.6722    21.0723    9.04
18.6949    20.7909    8.9991
18.6216    20.6121    9.021
18.5581    20.3973    9.005
18.5069    20.1359    8.986
18.4055    19.885     8.9432
18.3432    19.7337    8.9189
18.3378    19.5455    8.8565
18.2684    19.3931    8.8591
18.2572    19.1958    8.8199
18.2581    19.0655    8.7902
18.2592    18.9062    8.7349
18.1954    18.8176    8.7784























































































































































































15.328     22.5628    9.0737     L-ALV
15.2092    22.4187    9.0321
15.1294    22.2763    9.0373
15.0393    22.074     9.032
14.9661    21.8581    9.0351
14.8966    21.6143    9.0213
14.8678    21.3847    9.0071
14.8494    21.1486    8.9642
14.8589    20.9437    8.9544
14.8587    20.7602    8.9225
14.7936    20.6847    8.9294
14.8539    20.5223    8.8701
14.903     20.3542    8.8332
14.8978    20.1293    8.8042
14.9319    19.901     8.7844
14.88      19.6889    8.7346
14.8421    19.4963    8.6653
14.852     19.3051    8.6512






















































































































































































18.8911    24.9932    6.4801     R_FOS
15.0204    25.4926    6.4519     L_FOS
