AMNH       119761     laj3ms7.xls
8.7803     7.6947     -8.6173
8.8084     7.7141     -8.6325
8.8794     7.7349     -8.7912
8.9605     7.7306     -8.9896
8.9822     7.6692     -9.0858
8.9236     7.5896     -9.0383
8.9268     7.4788     -9.0193
8.957      7.4123     -9.0917
9.0353     7.4129     -9.208
9.1114     7.3981     -9.2466
9.2181     7.3184     -9.2805





































































































































































8.6397     6.3326     -7.4215    NASP-PR
8.5976     6.1876     -7.2961
8.5241     6.0263     -7.056
8.4592     5.9952     -6.827
8.4165     5.9495     -6.6089
8.4089     5.9637     -6.491


































































































































































































10.1773    7.8821     -9.6194    R-PM/MAX
10.1205    7.6862     -9.4818
10.1436    7.4952     -9.2645
10.0868    7.2605     -9.0706
10.0698    7.0149     -8.8213
10.0779    6.7985     -8.5307
10.031     6.5392     -8.1432
10.0583    6.4131     -7.8857
10.1387    6.2112     -7.4975
10.1942    6.0114     -7.1794
10.2096    6.0267     -6.9089





























































































































































































9.5574     8.4093     -9.5904    L-PM/MAX
9.3655     8.3151     -9.3314
9.1418     8.1902     -9.0885
8.9234     8.1029     -8.8728
8.6638     7.9345     -8.5015
8.5064     7.8432     -8.2151
8.3375     7.8513     -7.8444
8.1625     7.8031     -7.4875
8.0219     7.7658     -7.2354
7.8961     7.7863     -6.9537
7.9662     7.787      -6.7084





























































































































































































11.5762    7.3085     -6.6933    ROSTRUM
11.5719    7.3141     -6.8471
11.5712    7.3251     -7.0718
11.5345    7.3955     -7.3388
11.391     7.4672     -7.5402
11.2859    7.5878     -7.8206
11.2234    7.6061     -8.0797
11.215     7.6173     -8.3397
11.1715    7.6489     -8.5818
11.1896    7.6383     -8.8062
11.236     7.5985     -9.0814
11.1295    7.7165     -9.2345
11.0096    7.8193     -9.2805
10.7947    7.9728     -9.437
10.6348    8.1032     -9.5378
10.4827    8.2552     -9.7348
10.3986    8.3137     -9.8494
10.3247    8.3075     -10.0381
10.2221    8.3811     -10.2528
10.0961    8.4606     -10.3299
10.0465    8.506      -10.3221
10.0199    8.6305     -10.2793
9.9251     8.736      -10.1604
9.8483     8.797      -9.9422
9.7881     8.8484     -9.6606
9.6862     8.9192     -9.5117
9.4642     9.0122     -9.3439
9.2178     9.1945     -9.2039
8.9668     9.3026     -9.0889
8.8824     9.3823     -8.9422
8.9653     9.3235     -8.7326
8.9894     9.2604     -8.5546
8.9859     9.257      -8.4114
8.9506     9.2207     -8.1597
8.9258     9.255      -7.9517
8.8787     9.2863     -7.6985
8.8344     9.3353     -7.5314
8.8201     9.4194     -7.3383
8.7332     9.4979     -7.1112
8.7044     9.5028     -6.8298
8.6919     9.492      -6.677
8.7023     9.4886     -6.6452






























































































































































13.8223    8.3083     -10.3258   SUPORB
13.8377    8.3276     -10.5773
13.7637    8.5078     -10.9707
13.383     8.7517     -11.5368
12.9505    8.9069     -11.853
12.6358    8.979      -12.0114
11.9463    9.1506     -12.2145
11.4392    9.1799     -12.1526
10.8536    9.3532     -12.0493
10.4781    9.6512     -11.9919
10.1204    10.0281    -12.0527
9.9122     10.4699    -12.0631
9.7552     10.7597    -12.024
9.5757     10.9451    -11.8962
9.3419     11.3614    -11.6576
9.1752     11.7404    -11.3853
9.0637     12.0397    -11.1261
8.877      12.2217    -10.7629
8.7472     12.2589    -10.4781
8.667      12.2063    -10.255
8.6492     12.1772    -10.1584



















































































































































































11.9356    7.8151     -9.6408    RORBIT
12.2728    7.7943     -9.6438
12.5671    7.8489     -9.648
12.8286    7.8593     -9.7681
13.0167    7.989      -9.8822
13.2442    8.0352     -10.1912
13.3066    8.075      -10.5035
13.2184    8.1859     -10.9245
13.0993    8.2747     -11.1289
12.7805    8.3496     -11.4541
12.5091    8.443      -11.5238
12.2646    8.47       -11.5989
11.963     8.5861     -11.6274
11.6632    8.8149     -11.5803
11.3521    8.9305     -11.5124
11.1702    8.9928     -11.2971
10.9841    9.0469     -11.0597
10.827     9.0754     -10.6653
10.8178    9.0278     -10.5863





















































































































































































8.942      10.0599    -9.5362    LORBIT
8.8642     10.2073    -9.5114
8.7946     10.5646    -9.483
8.7244     10.9032    -9.5748
8.6923     11.2202    -9.7415
8.7617     11.4444    -9.9827
8.7823     11.5117    -10.3758
8.8374     11.4575    -10.7223
8.9639     11.3306    -11.0304
9.1979     10.9397    -11.3299
9.3838     10.715     -11.3874
9.5052     10.5356    -11.4176
9.6613     10.2826    -11.5042
9.8522     9.993      -11.5122
10.0856    9.7482     -11.2897
10.1727    9.6844     -11.0876
10.3063    9.552      -10.768
10.3402    9.4296     -10.4941
10.3112    9.3867     -10.3855





















































































































































































13.8146    8.2182     -10.2012   RTEMFOS
13.7879    8.0993     -10.0219
13.6525    7.934      -9.7411
13.4736    7.7639     -9.4246
13.351     7.5327     -9.1686
13.3543    7.3288     -8.8314
13.5803    7.3265     -8.5268
13.8413    7.4615     -8.4131
14.0911    7.637      -8.4253
14.3344    7.7945     -8.4907
14.3813    7.8044     -8.4938





























































































































































































8.7373     12.2342    -10.002    LTEMFOS
8.7069     12.1091    -9.8723
8.6658     12.0025    -9.7678
8.5528     11.8944    -9.5197
8.4547     11.7213    -9.3054
8.3547     11.4912    -9.0224
8.1876     11.296     -8.7073
8.1089     11.3541    -8.3749
8.099      11.6984    -8.1325
8.1371     12.1598    -8.1111
8.2155     12.3604    -8.1479





























































































































































































7.0427     6.0235     -9.2548    OP
8.3674     7.2732     -9.3405    BA
11.1809    9.9745     -8.607     ST
13.8726    12.5665    -8.2949    IV
10.9667    5.2368     -8.8467    R_PG
13.0911    6.0312     -8.4123    R_ZTI
12.4271    8.9658     -9.5677    R_M3D
13.6247    9.8192     -9.4237    R_M12
14.7203    11.1978    -9.0438    R_MP3
15.1284    11.8693    -8.6866    R_PMI
6.4027     9.8758     -8.792     L_PG
7.3007     11.9708    -8.3841    L_ZTI
10.2668    11.1589    -9.5685    L_M3D
11.1301    12.405     -9.3648    L_M12
12.5455    13.4458    -8.9452    L_MP3
13.3537    13.7426    -8.5898    L_PMI
15.4779    13.3638    -8.7101    O1
14.4902    8.416      -7.5911    O2
9.7664     3.9286     -7.7828    O3
6.5145     4.3261     -6.2078    O4




















































































































































































13.1489    6.0132     -8.4135    RZYGINF
13.2305    6.1855     -8.4329
13.4182    6.4668     -8.495
13.5228    6.7334     -8.6151
13.6658    7.1396     -8.6767
13.8615    7.4921     -8.6713
13.9926    7.7954     -8.6584
14.0577    8.1095     -8.5985
14.0834    8.4512     -8.5817
14.0199    8.6287     -8.5307
13.9467    8.7654     -8.4828





























































































































































































7.3967     11.8716    -8.4457    LZYGINF
7.6553     12.0494    -8.4957
7.8603     12.1393    -8.5787
8.1168     12.2792    -8.6349
8.3887     12.4442    -8.6651
8.6705     12.6297    -8.7046
8.9368     12.774     -8.7149
9.1809     12.8351    -8.6461
9.5002     12.9168    -8.5495
9.7255     12.8702    -8.5197
9.8699     12.8344    -8.4941





























































































































































































12.5671    8.9391     -9.549     R-ALV
12.7202    8.9931     -9.5197
12.9331    9.085      -9.5112
13.0948    9.1877     -9.4963
13.2237    9.2526     -9.471
13.3562    9.3632     -9.4446
13.501     9.4901     -9.4288
13.6216    9.5993     -9.4183
13.709     9.7179     -9.3899
13.7733    9.7957     -9.3841
13.8706    9.8964     -9.3669
13.952     9.999      -9.3408
14.0047    10.1244    -9.2898
14.1115    10.32      -9.2093
14.195     10.4126    -9.1967
14.337     10.6423    -9.1482
14.4559    10.7856    -9.1585
14.5656    10.8429    -9.1098
14.6638    10.9787    -9.0876
14.7145    11.1505    -9.0542




















































































































































































10.248     11.1791    -9.521     L-ALV
10.2776    11.3559    -9.4987
10.328     11.481     -9.5193
10.4072    11.6412    -9.5061
10.4831    11.7715    -9.4976
10.5781    11.995     -9.3855
10.7182    12.1514    -9.3939
10.8428    12.2489    -9.3916
10.979     12.3756    -9.3605
11.1323    12.4549    -9.3444
11.3034    12.5721    -9.2557
11.3943    12.6732    -9.2647
11.572     12.7915    -9.1915
11.7287    12.8665    -9.0756
11.8851    12.9433    -9.1272
12.0408    13.049     -9.0834
12.1326    13.1348    -9.0568
12.2321    13.2088    -9.043
12.3347    13.3183    -9.0295
12.4688    13.4279    -8.948
12.5964    13.4082    -8.9531



















































































































































































12.2759    8.0692     -8.2098    R_FOS
9.1202     10.4616    -8.1287    L_FOS
