AMNH       86901      laa2ms.xls
9.0904     9.6599     -8.7824
9.1951     9.5101     -8.7664
9.2638     9.318      -8.7264
9.3214     9.194      -8.6866
9.3743     9.1031     -8.5971
9.4406     9.043      -8.4404
9.4839     8.9332     -8.1856
9.4867     8.9291     -8.0212
9.4792     8.8782     -7.8499
9.4734     8.8447     -7.7212














































































































































































12.2285    7.3992     -7.613     RTEMFOS
12.1706    7.3053     -7.3422
12.1117    7.2636     -7.0486
12.0851    7.186      -6.7992
12.0274    7.1319     -6.5382
12.0637    7.1296     -6.2809
12.165     7.138      -6.0495
12.3017    7.1981     -5.9257
12.5296    7.2916     -5.8676
12.7628    7.4189     -5.9459
12.886     7.4501     -6.0304
13.0074    7.4591     -6.1253




























































































































































































8.6106     11.5153    -7.45      LTEMFOS
8.5418     11.4314    -7.3525
8.4214     11.4325    -7.1777
8.3404     11.3737    -7.0208
8.2781     11.3016    -6.7448
8.2465     11.2699    -6.4973
8.2373     11.2733    -6.1966
8.2896     11.4595    -5.9306
8.4158     11.7292    -5.8385
8.4717     11.8516    -5.8706
8.5222     12.0255    -5.9269
8.5721     12.1503    -6.0398
8.5995     12.2866    -6.0637



























































































































































































7.6088     6.1099     -7.3914    OP
8.9825     7.204      -7.3555    BA
11.4414    9.247      -6.6602    ST
13.6994    11.3052    -6.4524    IV
10.952     5.3912     -6.7703    R_PG
12.9388    6.1726     -6.3234    R_ZTI
12.3479    8.3335     -7.2536    R_M3D
13.5058    9.0364     -7.2798    R_M12
14.4748    10.1844    -7.0827    R_MP3
14.7206    10.7834    -6.9033    R_PMI
7.3451     9.5591     -6.7628    L_PG
8.4584     11.3184    -6.3262    L_ZTI
10.4541    10.4527    -7.2553    L_M3D
11.294     11.4239    -7.2289    L_M12
12.5668    12.1913    -7.0629    L_MP3
13.1384    12.413     -6.8306    L_PMI
15.2751    12.2833    -6.9235    O1
10.1186    12.3173    -6.038     O2
6.1761     8.7651     -5.756     O3
5.8481     6.0946     -5.8604    O4




















































































































































































14.0733    8.091      -6.3891    RZYGINF
14.0588    7.9237     -6.4636
13.991     7.6302     -6.5859
13.8511    7.3546     -6.629
13.66      7.0759     -6.6312
13.5255    6.8694     -6.5737
13.3887    6.6524     -6.502
13.2846    6.5038     -6.4283
13.1454    6.3431     -6.3738
13.0303    6.2589     -6.3245
12.9618    6.158      -6.2797





























































































































































































10.5386    12.0506    -6.4275    LZYGINF
10.365     12.0835    -6.4865
10.1675    12.1548    -6.5776
9.9129     12.0875    -6.6568
9.913      12.0336    -6.6889
9.6816     11.9373    -6.6991
9.4768     11.8802    -6.6647
9.3185     11.7899    -6.6455
9.1239     11.679     -6.6139
8.8885     11.5728    -6.5316
8.6916     11.4869    -6.436
8.5184     11.3824    -6.406
8.4454     11.3327    -6.3953
8.4082     11.3053    -6.3415


























































































































































































12.334     8.2995     -7.2438    R-ALV
12.46      8.3102     -7.2408
12.6215    8.3423     -7.2379
12.8024    8.4163     -7.2426
12.9325    8.4915     -7.2758
13.0845    8.6042     -7.295
13.2072    8.703      -7.3249
13.3531    8.8436     -7.2921
13.4992    8.9415     -7.2362
13.578     8.9967     -7.2065
13.6611    9.0693     -7.2121
13.7458    9.1742     -7.2168
13.892     9.2903     -7.0736
13.9574    9.4277     -7.0709
14.0437    9.571      -7.079
14.1381    9.6832     -7.0763
14.2181    9.8237     -7.0642
14.297     9.8971     -7.1036
14.3741    10.0008    -7.0332
14.4737    10.1328    -7.0514
14.4863    10.2081    -7.0909



















































































































































































10.4276    10.42      -7.2746    L-ALV
10.4792    10.5808    -7.2598
10.5887    10.7986    -7.2363
10.8022    11.033     -7.221
10.9684    11.2133    -7.231
11.2293    11.4508    -7.1665
11.476     11.6861    -7.0537
11.7754    11.831     -7.0402
12.0167    11.963     -7.0579
12.1724    12.032     -7.0217
12.3475    12.1277    -6.9968
12.4854    12.2115    -6.9593
12.6342    12.276     -6.9943



























































































































































































11.1938    7.6944     -5.6517    R_FOS
8.7962     10.3394    -5.5983    L_FOS
