NMNH       452500     laj40ms.xls
8.5636     8.4935     12.1313
8.6759     8.2795     12.0844
8.7635     8.1609     12.054
8.7704     8.0959     12.0163
8.9405     8.0253     12.0634
9.0656     7.9675     12.1255
9.1888     7.9217     12.1656
9.2924     7.8827     12.226
9.3922     7.8564     12.2636
9.5438     7.8155     12.311
9.7099     7.7359     12.3136
9.8583     7.6544     12.3401
10.0317    7.5662     12.3553
10.1356    7.5139     12.3677
10.2749    7.4764     12.3741
10.4822    7.381      12.3377
10.6898    7.3087     12.2789
10.9255    7.2058     12.1587
11.0806    7.1391     12.0115
11.2276    7.0713     11.9007
11.3502    7.0203     11.7549
11.4237    7.0061     11.7075
11.527     6.9765     11.563
11.5681    6.9629     11.5351
11.6939    6.9278     11.3402
11.7584    6.8994     11.1973
11.8432    6.884      11.0719
11.9194    6.8664     10.8788
11.9786    6.8854     10.7407
11.9842    6.8824     10.6394
12.0013    6.8753     10.5209
11.9851    6.8645     10.4458
11.989     6.8442     10.3621
11.9603    6.8425     10.2839











































































































































7.618      9.5918     9.5769     RORBIT
7.5776     9.7206     9.5609
7.5585     9.8225     9.5664
7.5172     9.9319     9.5928
7.4941     10.0463    9.6266
7.471      10.1609    9.6613
7.4597     10.2547    9.7169
7.4751     10.3291    9.7733
7.4469     10.4016    9.8551
7.4457     10.4722    9.8949
7.4366     10.5331    9.9668
7.4289     10.6138    10.086
7.4274     10.6486    10.1517
7.4525     10.6638    10.2164
7.424      10.6991    10.2762
7.3938     10.7328    10.3405
7.4305     10.7521    10.4971
7.4337     10.7588    10.6311
7.439      10.7176    10.7486
7.4439     10.6764    10.8582
7.4265     10.607     10.9821
7.4508     10.5584    11.0496
7.4542     10.5155    11.1379
7.4547     10.4504    11.2081
7.4564     10.3926    11.2802
7.5183     10.2994    11.3395
7.5041     10.2344    11.3921
7.5042     10.1872    11.4305
7.5654     10.1119    11.4664
7.5503     10.0034    11.5255
7.6159     9.9331     11.5194
7.6297     9.9039     11.5439
7.6794     9.7866     11.5591
7.7078     9.6431     11.5898
7.7865     9.5484     11.5679
7.8551     9.4825     11.5519
7.9008     9.3789     11.5557
7.9808     9.2973     11.552
8.0286     9.2332     11.6027
8.0616     9.189      11.6195
8.2326     9.0327     11.5791
8.2954     8.9143     11.5651
8.3379     8.8892     11.5243
8.363      8.8533     11.4883
8.3837     8.8026     11.4527
8.4041     8.7675     11.4238
8.4887     8.7276     11.3228
8.5648     8.6717     11.1685
8.5955     8.6614     11.0572
8.6056     8.6619     10.9716
8.6145     8.662      10.8861
8.6068     8.6506     10.8039
8.6315     8.6761     10.7496
8.63       8.6882     10.6702
8.7081     8.7887     10.9262

















































































































































10.225     7.0978     9.6643     LORBIT
10.3577    7.0296     9.653
10.4942    6.9893     9.6897
10.6715    6.9151     9.7281
10.8245    6.9065     9.7999
10.9292    6.8619     9.8672
11.058     6.8509     9.9639
11.1201    6.8446     10.0264
11.1668    6.8592     10.0971
11.2319    6.857      10.1978
11.2619    6.8561     10.2658
11.2804    6.8495     10.3488
11.3281    6.8574     10.415
11.374     6.8561     10.5126
11.3504    6.842      10.7041
11.33      6.8396     10.8146
11.2756    6.8359     10.9066
11.2058    6.8538     11.0413
11.0969    6.8708     11.1904
11.0028    6.8893     11.2969
10.9335    6.9037     11.3682
10.8334    6.9467     11.4314
10.7873    6.9556     11.4707
10.7919    6.98       11.4468
10.7189    6.9992     11.4882
10.5766    7.0414     11.551
10.4678    7.0529     11.5884
10.3728    7.0647     11.6051
10.2792    7.0982     11.6189
10.1993    7.1506     11.6163
10.1189    7.2054     11.6071
9.9918     7.2798     11.6569
9.8883     7.3147     11.6952
9.8034     7.4001     11.6377
9.7136     7.4902     11.6971
9.667      7.6135     11.6162
9.5664     7.6433     11.6248
9.4748     7.6832     11.6334
9.4279     7.7295     11.5948
9.3639     7.7743     11.5615
9.3555     7.8799     11.4244
9.3108     7.899      11.4042
9.2638     7.9376     11.3155
9.1818     8.0145     11.1632
9.1697     8.0728     11.0597
9.207      8.1244     10.9934
9.2025     8.1474     10.8846
9.2188     8.1635     10.8562
9.2532     8.1816     10.7612
9.228      8.1644     10.7174






















































































































































7.4614     11.4262    10.4322    RTEMFOS
7.4489     11.3912    10.24
7.4225     11.3744    10.0792
7.4256     11.3462    9.9368
7.4048     11.3122    9.7966
7.4163     11.264     9.658
7.3951     11.2286    9.5614
7.3976     11.1861    9.4215
7.3802     11.1417    9.3352
7.3824     11.1008    9.2076
7.3806     11.0591    9.0778
7.3814     11.0853    8.9811
7.3749     11.119     8.8149
7.3854     11.1542    8.7149
7.4084     11.226     8.5992
7.4408     11.2923    8.5418
7.4451     11.3751    8.4969
7.4685     11.4597    8.4462
7.511      11.5331    8.4319
7.5274     11.5856    8.4245
7.5566     11.6619    8.4197
7.5787     11.7193    8.417
7.5966     11.8131    8.4182
7.6514     11.897     8.4498
7.6924     11.9568    8.4787
7.6957     12.0267    8.5388
7.7438     12.0527    8.5541
7.7643     12.1237    8.6083
7.7733     12.1719    8.6356











































































































































































11.9743    6.8624     10.3935    LTEMFOS
11.9957    6.8918     10.2586
11.974     6.8442     10.1999
11.9453    6.8635     10.067
11.8684    6.8283     9.9992
11.843     6.8104     9.8308
11.8119    6.8159     9.734
11.7975    6.8101     9.6433
11.7579    6.7627     9.5596
11.6996    6.7366     9.4837
11.6888    6.7234     9.4047
11.6667    6.7195     9.3146
11.6529    6.6801     9.2124
11.6368    6.679      9.0993
11.7362    6.6903     8.8514
11.8706    6.6987     8.6958
11.9332    6.7047     8.6417
12.1007    6.7657     8.5748
12.2356    6.8651     8.5468
12.4322    6.9163     8.55
12.5738    6.963      8.5938
12.7009    6.9963     8.6462
12.7534    7.0379     8.6853
12.8375    7.0704     8.7581
















































































































































































5.8811     3.5486     8.9798     OP
7.1051     4.8367     9.0247     BA
9.6082     7.5852     8.1964     ST
12.3187    10.5926    7.757      IV
4.9        7.2903     8.2636     R_PG
5.9134     9.3194     7.8701     R_ZTI
8.9218     9.2293     8.9051     R_M3D
9.6574     10.4327    8.5996     R_M12
10.9388    11.452     8.177      R_MP3
11.592     11.8898    7.8039     R_PMI
9999       9999       9999       L_PG
11.6996    4.1105     8.0318     L_ZTI
11.2585    7.11       8.9656     L_M3D
12.3434    7.9264     8.7083     L_M12
13.2621    9.2112     8.3382     L_MP3
13.643     10.0503    7.784      L_PMI
13.3913    10.5123    7.145      O1
12.4444    6.5943     6.1664     O2
8.8201     1.7496     7.7731     O3
5.6375     1.6624     6.6571     O4




















































































































































































8.1692     10.3473    8.004      RZYGINF
8.0543     10.3762    8.0035
7.9451     10.4141    8.0188
7.7885     10.4299    8.0663
7.7163     10.4431    8.0829
7.5981     10.418     8.0873
7.4525     10.3574    8.0816
7.2997     10.2868    8.0683
7.2096     10.1983    8.0742
7.0883     10.1139    8.0521
6.9819     10.0291    8.0135
6.8781     9.955      8.0048
6.7565     9.8914     7.9211
6.6553     9.815      7.9079
6.5557     9.7559     7.8939
6.4795     9.6626     7.8955
6.3502     9.5865     7.9188
6.2717     9.515      7.9328
6.1716     9.4349     7.9241
6.0903     9.3954     7.9159
6          9.3346     7.9085
5.9817     9.3062     7.8756
5.9296     9.2896     7.8351

















































































































































































12.35      6.5321     7.9546     LZYGINF
12.3835    6.4603     7.9753
12.4309    6.3751     7.9971
12.4818    6.3258     8.0122
12.5226    6.2802     8.0338
12.5677    6.2173     8.0935
12.6124    6.1313     8.1523
12.6492    6.0739     8.1913
12.663     6.002      8.1915
12.6587    5.996      8.2032
12.6282    5.8296     8.2399
12.5534    5.7302     8.2455
12.4862    5.6449     8.244
12.4079    5.4707     8.2515
12.2928    5.3271     8.2339
12.2074    5.1611     8.2117
12.1222    5.0282     8.182
12.0809    4.9077     8.1465
12.0221    4.8116     8.1106
11.9202    4.6237     8.0784
11.8959    4.5741     8.0682
11.8436    4.5032     8.077
11.7965    4.428      8.0855
11.745     4.3523     8.1039
11.702     4.3031     8.1058
11.6924    4.2586     8.1016
11.6644    4.1788     8.1098
11.6381    4.1244     8.0969
11.6202    4.0576     8.0827











































































































































































8.9889     9.112      8.9504     R-ALV
8.9195     9.2722     8.895
8.9599     9.4626     8.8335
8.9805     9.5639     8.8085
8.9967     9.698      8.7423
9.1131     9.8513     8.6922
9.172      9.8748     8.701
9.2235     10.0098    8.6879
9.3051     10.1318    8.6763
9.3885     10.2124    8.6873
9.479      10.3361    8.6202
9.5658     10.4251    8.623
9.6504     10.4642    8.6002
9.7217     10.5832    8.6326
9.8215     10.6966    8.6059
9.8845     10.7747    8.5446
9.9544     10.8337    8.5077
10.0471    10.8664    8.5151
10.1133    10.8844    8.5263
10.2334    10.953     8.4862
10.2891    11.027     8.4273
10.3751    11.0876    8.3892
10.435     11.1448    8.3669
10.5234    11.2131    8.3522
10.6253    11.281     8.3056
10.7013    11.3577    8.273
10.7624    11.4099    8.2399
10.9129    11.438     8.1845












































































































































































11.2009    7.1383     8.9682     L-ALV
11.3148    7.1079     8.9657
11.4699    7.1571     8.9325
11.6516    7.1813     8.93
11.7761    7.273      8.9337
11.8962    7.4115     8.8383
12.0151    7.4956     8.8504
12.1066    7.5965     8.8342
12.188     7.6469     8.8589
12.2985    7.7616     8.7947
12.4228    7.9278     8.7096
12.5423    8.0406     8.7259
12.647     8.1365     8.677
12.7516    8.2542     8.6681
12.7772    8.3775     8.6297
12.8544    8.5112     8.5419
12.9285    8.6025     8.5287
12.9805    8.7103     8.4885
13.0067    8.8005     8.4507
13.1058    8.8874     8.4536
13.1476    8.9592     8.4015
13.2465    9.0653     8.3946
13.2687    9.12       8.3514
13.2663    9.2122     8.3476
















































































































































































8.5395     10.5554    8.13       R_FOS
10.9874    7.7389     8.2752     L_FOS
