AMNH       41343      ctt2ms.xls










9999       9999       9999       NOSE







































































































































































































9.5388     10.0814    -5.8726    NASP-PR
9.4805     10.0397    -5.8035
9.3916     9.9808     -5.7207
9.3103     9.8737     -5.6138
9.2717     9.81       -5.451
9.2516     9.774      -5.2264
9.1948     9.7187     -5.1117
9.1899     9.7355     -4.9557
9.2141     9.7259     -4.8473































































































































































































9999       9999       9999       R-PM/MAX







































































































































































































9999       9999       9999       L-PM/MAX







































































































































































































9999       9999       9999       ROSTRUM







































































































































































































15.3825    11.51      -9.2957    SUPORB
15.3326    11.5625    -9.4772
15.2427    11.6234    -9.738
15.1097    11.7082    -9.9698
14.999     11.7922    -10.1777
14.8011    11.913     -10.3377
14.5768    12.0718    -10.4613
14.2409    12.3633    -10.5718
13.8628    12.5928    -10.6601
13.5852    12.6718    -10.6865
13.2234    12.9011    -10.6711
13.0318    12.9817    -10.6291
12.7998    13.1325    -10.5995
12.597     13.2915    -10.5776
12.5416    13.3264    -10.5745
12.4233    13.4974    -10.5975
12.294     13.7467    -10.6247
12.2638    13.8441    -10.6382
12.1084    14.1014    -10.6752
11.9339    14.461     -10.6535
11.8401    14.6218    -10.6157
11.6812    14.9955    -10.5041
11.5852    15.2102    -10.4081
11.3713    15.5011    -10.2525
11.1689    15.7951    -9.9676
11.0194    15.9748    -9.6998
10.9303    16.0373    -9.4173
10.7712    16.0532    -8.993












































































































































































13.3992    11.4342    -8.0693    RORBIT
13.6861    11.3211    -8.0326
13.9716    11.2461    -8.0516
14.3092    11.2767    -8.2685
14.4909    11.3002    -8.4627
14.6224    11.3798    -8.6964
14.7009    11.3882    -8.8538
14.7296    11.4284    -9.1197
14.5667    11.6475    -9.8603
14.4007    11.743     -10.0033
14.2111    11.8496    -10.134
14.0151    11.9263    -10.2453
13.7987    12.0707    -10.2506
13.6176    12.2203    -10.2508
13.3804    12.4343    -10.2777
12.9099    12.794     -10.2238
12.742     12.8496    -10.0291
12.6631    12.8264    -9.7972
12.5449    12.736     -9.4156
12.5701    12.6234    -9.1644
12.5864    12.5421    -8.9846
12.5755    12.5351    -8.9591


















































































































































































10.8585    13.8753    -8.0169    LORBIT
10.7767    14.1464    -7.9525
10.6977    14.43      -7.9551
10.6742    14.7672    -8.0662
10.6981    14.9313    -8.1978
10.739     15.1049    -8.3933
10.8064    15.258     -8.6211
10.8311    15.3289    -8.9371
10.8486    15.3932    -9.1165
11.0084    15.3991    -9.4451
11.1155    15.3493    -9.5754
11.1345    15.2451    -9.7393
11.1866    15.0309    -9.9123
11.3042    14.8664    -10.0291
11.403     14.6879    -10.0876
11.5576    14.3506    -10.1524
11.987     13.8282    -10.3109
12.1661    13.574     -10.1169
12.1564    13.3962    -9.9213
12.1464    13.2916    -9.7535
12.0611    13.1763    -9.5729
12.0044    13.1276    -9.2903
11.9662    13.1767    -9.0706

















































































































































































9999       9999       9999       RTEMFOS







































































































































































































10.8244    15.9527    -9.1069    LTEMFOS
10.7609    16.0022    -8.9376
10.6757    15.9577    -8.7643
10.3417    15.7702    -7.9697
10.3136    15.7218    -7.7403
10.2448    15.6277    -7.4982
10.2267    16.0423    -6.8053
10.3335    16.3293    -6.7517
10.4214    16.7367    -6.8439
10.4381    16.8814    -6.8515






























































































































































































9.6885     10.0793    -8.1388    OP
10.958     11.1828    -8.006     BA
13.8515    13.7935    -7.4126    ST
16.8699    16.6689    -7.1063    IV
13.3184    8.5914     -7.2259    R_PG
9999       9999       9999       R_ZTI
15.1289    12.695     -8.2789    R_M3D
16.6949    13.5746    -8.0258    R_M12
18.0835    15.2479    -7.7083    R_MP3
18.3437    16.1946    -7.2815    R_PMI
8.6593     13.8622    -7.3539    L_PG
10.0953    16.1875    -6.9735    L_ZTI
12.7795    15.2316    -8.3286    L_M3D
13.786     16.7549    -8.1916    L_M12
15.5207    17.9608    -7.7378    L_MP3
16.4553    18.2202    -7.2647    L_PMI
18.3229    18.4946    -7.2947    O1
12.0922    17.1051    -6.3574    O2
7.6685     12.6036    -6.4701    O3
7.6784     9.5501     -5.4142    O4




















































































































































































9999       9999       9999       RZYGINF







































































































































































































12.4947    16.5889    -7.3038    LZYGINF
12.3447    16.6454    -7.1665
12.1078    16.7       -7.1663
11.9134    16.6483    -7.2348
11.6839    16.5909    -7.2698
11.4316    16.5038    -7.2938
11.2116    16.4241    -7.2967
10.9751    16.3596    -7.2752
10.7664    16.2826    -7.2616
10.5646    16.1896    -7.2168
10.3648    16.1411    -7.1559
10.2079    16.0903    -7.0632
10.1015    16.0932    -7.0143



























































































































































































15.1485    12.6833    -8.2559    R-ALV
15.2753    12.6676    -8.2442
15.3984    12.6791    -8.246
15.4863    12.7149    -8.2333
15.5574    12.7369    -8.2248
15.6297    12.7584    -8.2106
15.7664    12.8287    -8.1799
15.8729    12.9337    -8.1439
16.0064    12.9821    -8.073
16.1313    13.0663    -8.0198
16.2401    13.1206    -8.0051
16.329     13.1619    -7.9724
16.4394    13.2033    -7.9539
16.543     13.2861    -7.9598
16.6209    13.4019    -7.984
16.7248    13.5279    -7.9776
16.849     13.6306    -7.9496
16.9577    13.6877    -7.935
17.0319    13.7092    -7.915
17.2619    13.9005    -7.8729
17.2911    14.0964    -7.9248
17.408     14.2859    -7.8122
17.5168    14.4371    -7.8631
17.5876    14.5349    -7.8658
17.6596    14.6319    -7.8662
17.7872    14.756     -7.8137
17.8832    14.8809    -7.7771
18.0587    15.1185    -7.6963
18.0925    15.2169    -7.6611











































































































































































12.7932    15.2597    -8.3485    L-ALV
12.7731    15.3707    -8.3133
12.8414    15.5739    -8.314
12.9159    15.7158    -8.3103
13.0309    15.8778    -8.3017
13.1646    16.0563    -8.2891
13.2984    16.2734    -8.2623
13.4686    16.4963    -8.2389
13.654     16.6829    -8.2108
13.8752    16.8426    -8.1941
13.9962    17.0417    -8.1716
14.0796    17.1585    -8.1438
14.1316    17.1992    -8.0992
14.4674    17.3016    -7.9871
14.7398    17.5044    -7.9349
14.9791    17.6558    -7.9065
15.1742    17.8283    -7.8119
15.4074    17.9702    -7.6784
15.5593    18.034     -7.6952





















































































































































































13.9093    11.2231    -6.7196    R_FOS
10.6804    14.5428    -6.56      L_FOS
