NMNH       220367     ctt29ms.xls
9.6659     8.6647     6.5659
9.7387     8.6563     6.6439
9.8001     8.6926     6.7114
9.8322     8.7012     6.7939
9.8638     8.7301     6.9134
9.8875     8.7678     6.9759
9.869      8.7818     6.9715
9.8778     8.7932     7.0403
9.8892     8.8079     7.139
9.8963     8.8163     7.2185
9.8864     8.8557     7.2895
9.8953     8.8837     7.3601
9.8893     8.8707     7.4222
9.912      8.8847     7.4408
9.901      8.9006     7.5534
9.8468     8.8556     7.4216
9.7794     8.9026     7.4972
9.7911     8.9186     7.5559
9.7578     8.9585     7.6103
9.7316     8.9898     7.6742
9.7676     8.9619     7.7544
9.6334     9.019      7.8068
9.564      9.0457     7.7545
9.5376     9.0649     7.7454









































































































































9.1332     8.7172     6.0668     NASP-PR
9.1159     8.6936     5.9901
9.0703     8.6645     5.9074
9.0517     8.6367     5.8028
9.0614     8.6113     5.7157
9.0447     8.6071     5.6382
9.0298     8.6052     5.59
9.0541     8.6039     5.5282
9.0761     8.6015     5.436
9.0919     8.6075     5.3742
9.1118     8.6049     5.3298





























































































































































































10.0294    9.84       8.2763     R-PM/MAX
9.9439     9.8636     8.1618
9.8667     9.8806     8.0763
9.8098     9.8871     7.9903
9.7535     9.8608     7.9378
9.6789     9.8318     7.8783
9.6323     9.8353     7.7965
9.5678     9.8017     7.7209
9.5205     9.7858     7.6401
9.4542     9.7524     7.5497
9.4489     9.7352     7.494
9.3975     9.7323     7.4034
9.3619     9.747      7.3451
9.3122     9.7621     7.2614
9.267      9.7224     7.1553
9.2099     9.7296     7.0921
9.1637     9.6875     6.9945
9.1533     9.6825     6.9305
9.089      9.7134     6.8463
9.0437     9.7081     6.7293
9.0241     9.6922     6.6857
8.9806     9.6649     6.6181
8.9559     9.7103     6.5325
8.9013     9.732      6.4452
8.8716     9.7344     6.3971
8.8511     9.7611     6.3059
8.8184     9.8212     6.2176
8.8055     9.8341     6.1379
8.7711     9.8379     6.0434
8.7759     9.8518     5.985
8.7917     9.8845     5.8699
8.7753     9.8702     5.7904
8.7905     9.8282     5.6645
8.8489     9.8614     5.5708
8.9314     9.8684     5.5194





































































































































































10.3509    9.3971     8.1959     L-PM/MAX
10.3346    9.3095     8.0812
10.3597    9.2868     8.0079
10.3419    9.2198     7.9279
10.3188    9.1731     7.8554
10.2846    9.1289     7.7604
10.2536    9.0884     7.7293
10.2593    9.0457     7.6509
10.2445    8.9887     7.5717
10.2515    8.9617     7.5013
10.2474    8.9182     7.4337
10.2205    8.8572     7.3602
10.2096    8.811      7.2669
10.2043    8.7879     7.2109
10.177     8.73       7.1249
10.1676    8.6645     7.0264
10.1714    8.6388     6.9582
10.1446    8.5739     6.8837
10.143     8.5364     6.8129
10.1458    8.4805     6.7231
10.1552    8.4348     6.6373
10.157     8.3829     6.5518
10.1646    8.3175     6.4745
10.198     8.2691     6.3709
10.1742    8.2374     6.3115
10.2063    8.2094     6.237
10.2399    8.1863     6.1528
10.2481    8.1671     6.0454
10.2113    8.1725     6.059
10.2449    8.1738     5.9636
10.2331    8.1612     5.9155
10.2434    8.1579     5.8519
10.2398    8.1823     5.763
10.2793    8.217      5.6213






































































































































































10.0231    11.9195    5.7678     ROSTRUM
9.9768     11.8929    5.8435
9.954      11.8584    5.9095
9.9237     11.8677    5.9583
9.9088     11.8669    6.0359
9.8845     11.8356    6.104
9.8664     11.8238    6.1926
9.8492     11.8211    6.2567
9.8367     11.7934    6.3046
9.837      11.7692    6.406
9.8235     11.7155    6.4621
9.8069     11.649     6.5509
9.7972     11.5955    6.5926
9.7985     11.5573    6.6423
9.7956     11.5156    6.701
9.7919     11.4474    6.7817
9.783      11.4011    6.8355
9.7743     11.3684    6.8991
9.7614     11.3392    7.0073
9.7408     11.314     7.1002
9.725      11.2946    7.1111
9.6975     11.269     7.1414
9.6598     11.2644    7.197
9.6692     11.2327    7.2056
9.6398     11.1964    7.2835
9.6123     11.1672    7.322
9.6006     11.1331    7.4098
9.6033     11.1149    7.4687
9.5998     11.0478    7.5016
9.6136     11.0089    7.5715
9.6234     10.9464    7.6234
9.6559     10.8953    7.6772
9.7049     10.8235    7.6864
9.7135     10.7928    7.7115
9.7139     10.7734    7.7165
9.7328     10.7074    7.7439
9.7695     10.6451    7.7802
9.8206     10.583     7.8351
9.8443     10.5347    7.8561
9.8598     10.4956    7.8899
9.8843     10.4509    7.9238
9.9184     10.3865    7.9539
9.9484     10.3302    7.9895
9.97       10.2798    8.004
10.0031    10.2353    8.0804
10.048     10.1861    8.1395
10.0599    10.1205    8.1921
10.0743    10.0666    8.2391
10.0432    10.1213    8.3374
10.1158    9.9832     8.4244
10.1157    9.9315     8.4773
10.1256    9.8859     8.5258
10.1551    9.8503     8.5868
10.1744    9.8151     8.6292
10.24      9.7271     8.6366
10.2902    9.6664     8.6291
10.412     9.6258     8.5343
10.4306    9.5984     8.4807
10.4865    9.5547     8.3878
10.5457    9.533      8.3149
10.6041    9.5084     8.2138
10.649     9.4825     8.162
10.7253    9.4441     8.1151
10.7421    9.418      8.0621
10.7998    9.3839     8.0105
10.8827    9.3309     7.9615
10.9295    9.2689     7.9025
10.9663    9.1985     7.8656
11.0404    9.1508     7.8012
11.123     9.089      7.7641
11.204     9.0346     7.7329
11.299     8.9969     7.7052
11.382     8.9635     7.6703
11.4286    8.9315     7.5905
11.4885    8.9264     7.5482
11.5295    8.9037     7.5103
11.572     8.879      7.4735
11.6098    8.8812     7.3952
11.6653    8.9068     7.2945
11.7554    8.9544     7.1189
11.8288    8.9536     6.9841
11.8917    8.9754     6.8715
11.9621    8.977      6.781
11.9997    8.9516     6.6948
12.0413    8.9755     6.6607
12.128     8.9546     6.5914
12.1716    8.9458     6.475
12.2356    8.9482     6.4086
12.3137    8.9637     6.3188
12.3667    8.9746     6.2218
12.4058    8.9955     6.1681
12.4376    9.0544     5.9668
12.4975    9.0979     5.8125











































































































9.7898     12.8777    9.0915     SUPORB
9.8124     12.8521    9.1982
9.8072     12.8302    9.2456
9.8297     12.7936    9.328
9.8551     12.7749    9.416
9.8967     12.7446    9.5053
9.9306     12.7343    9.6106
9.9624     12.696     9.6831
9.9865     12.6225    9.7865
10.025     12.5498    9.8716
10.0558    12.462     9.9388
10.1307    12.3838    10.0339
10.1796    12.2936    10.0984
10.2585    12.1437    10.1664
10.3115    12.0149    10.2155
10.3337    11.8736    10.2828
10.3375    11.7894    10.2949
10.3803    11.6712    10.3099
10.3967    11.5419    10.3089
10.45      11.4684    10.3439
10.5151    11.3606    10.3737
10.6045    11.2023    10.4167
10.5718    11.1572    10.404
10.6284    10.9871    10.3937
10.685     10.8826    10.3884
10.7696    10.6851    10.3926
10.8334    10.5248    10.364
10.8636    10.4674    10.3298
10.9198    10.3625    10.3193
10.9423    10.3001    10.2947
11.0075    10.226     10.3044
11.1365    10.1788    10.3494
11.2576    10.11      10.3782
11.3886    10.0357    10.4056
11.529     9.9598     10.4337
11.674     9.85       10.4126
11.8058    9.7594     10.404
11.9528    9.6358     10.3776
12.0918    9.5561     10.3407
12.1763    9.492      10.3041
12.2888    9.4412     10.2745
12.3508    9.4091     10.2564
12.4447    9.3435     10.2217
12.5997    9.2861     10.1592
12.7645    9.2087     10.0859
12.8857    9.1433     10.0268
12.9853    9.0888     9.9572
13.1034    9.0443     9.8545
13.1835    8.9914     9.7753
13.2204    8.9751     9.6582
13.2475    8.9381     9.5867
13.2863    8.9443     9.5232
13.2826    8.8921     9.4025
13.2583    8.8413     9.3238
13.2472    8.8172     9.2989
13.222     8.7866     9.2428
13.2645    8.7594     9.177
13.2781    8.753      9.0303














































































































































9.7466     11.2854    7.8404     RORBIT
9.7027     11.3724    7.8437
9.6698     11.5084    7.8783
9.6179     11.621     7.8897
9.5673     11.6998    7.9132
9.574      11.7789    7.9426
9.555      11.8262    7.9764
9.5517     11.9285    8.0235
9.58       11.9282    8.0315
9.6162     11.9926    8.0886
9.5959     12.0384    8.1229
9.6243     12.1095    8.2163
9.6049     12.1402    8.2337
9.5893     12.228     8.3588
9.6049     12.2674    8.4402
9.6286     12.3167    8.4931
9.6221     12.3448    8.5754
9.6771     12.3623    8.6379
9.6692     12.3919    8.7201
9.6522     12.4068    8.7957
9.6205     12.4387    8.8616
9.6201     12.4581    8.9093
9.6906     12.4376    8.9398
9.7277     12.4492    9.0229
9.7909     12.4576    9.0776
9.7725     12.421     9.1563
9.7993     12.4205    9.2319
9.8138     12.4047    9.272
9.8214     12.381     9.3321
9.7719     12.3765    9.3963
9.8141     12.3281    9.4182
9.8535     12.3276    9.4766
9.8403     12.2794    9.5229
9.869      12.2474    9.5658
9.9074     12.148     9.6632
9.9169     12.1111    9.7055
9.9111     12.0568    9.7528
9.8967     11.9891    9.8147
9.9846     11.9171    9.8168
10.0282    11.8585    9.8412
10.0558    11.7648    9.8758
10.0492    11.7109    9.8908
10.0874    11.6448    9.9048
10.0713    11.5961    9.9285
10.103     11.5373    9.9126
10.1521    11.421     9.9133
10.1436    11.3345    9.9501
10.1834    11.2856    9.9432
10.2191    11.2353    9.9763
10.2105    11.2394    9.9553
10.3031    11.218     9.9197
10.3575    11.1748    9.9647
10.3874    11.1162    9.9712
10.4415    11.016     9.9161
10.4802    10.9409    9.8512
10.5467    10.8578    9.8407
10.5963    10.7866    9.8095
10.6155    10.743     9.7965
10.6307    10.6509    9.6302
10.6434    10.6008    9.525
10.6405    10.5642    9.447
10.6551    10.5387    9.3165
10.6785    10.5399    9.2324
10.666     10.4989    9.1661
10.6332    10.4807    9.0832
10.6215    10.4613    8.9632
10.6294    10.453     8.8857
10.6241    10.4529    8.7534
10.6135    10.4635    8.7128
10.5689    10.4325    8.6417


































































































































11.7492    8.9499     7.9323     LORBIT
11.8455    8.9024     7.9382
11.9463    8.8639     7.9614
12.0593    8.8256     7.9819
12.2063    8.7827     8.027
12.2831    8.769      8.0999
12.3543    8.7681     8.1447
12.4343    8.7602     8.1994
12.5209    8.7395     8.2817
12.5612    8.7221     8.3429
12.6508    8.7057     8.5009
12.6924    8.7172     8.5335
12.723     8.7287     8.6242
12.7795    8.7441     8.7241
12.7948    8.7461     8.8401
12.7952    8.7463     8.8407
12.8302    8.7371     9.0037
12.828     8.7796     9.0802
12.82      8.8037     9.2387
12.7911    8.8359     9.3507
12.767     8.8796     9.4322
12.7122    8.9324     9.5168
12.674     8.9457     9.5917
12.6333    8.9554     9.6373
12.5574    9.0135     9.7163
12.4981    9.0569     9.7817
12.4462    9.066      9.8309
12.3507    9.1066     9.8838
12.2851    9.1629     9.9212
12.1853    9.196      9.9549
12.0897    9.2358     10.008
12.0438    9.287      10.0036
11.9825    9.3318     9.9903
11.9257    9.3588     10.0077
11.8751    9.4038     9.9836
11.799     9.4385     9.995
11.7418    9.4665     10.0115
11.7191    9.4996     9.9621
11.6707    9.5652     10.0063
11.6878    9.5929     9.9566
11.6822    9.644      10.0343
11.5921    9.7119     10.0283
11.4979    9.7464     10.022
11.4376    9.7523     10.0424
11.4012    9.8331     9.9308
11.3296    9.9276     9.8793
11.2813    9.9683     9.8455
11.2217    10.0251    9.771
11.1678    10.054     9.6843
11.1452    10.0445    9.6282
11.1099    10.0383    9.6102
11.0784    10.0364    9.538
11.0809    10.0625    9.4531
11.0674    10.055     9.3861
11.0541    10.0645    9.2601
11.05      10.0844    9.1787
11.0326    10.0864    9.0857
11.035     10.0787    8.9994
11.0098    10.0611    8.9534
11.0255    10.05      8.8873
11.0131    10.0405    8.8273
10.9855    10.0097    8.8021
10.9776    10.0109    8.7512
10.9725    9.9911     8.7009
10.9747    10.003     8.6803







































































































































9.8601     12.9029    9.1801     RTEMFOS
9.8308     12.8949    9.091
9.7955     12.9384    8.9639
9.7389     12.9379    8.8349
9.6923     12.9176    8.7456
9.6647     12.9133    8.6469
9.639      12.9242    8.5217
9.6178     12.9263    8.3481
9.594      12.9241    8.2614
9.5669     12.9047    8.1116
9.5426     12.9053    7.9823
9.5166     12.8672    7.8579
9.5121     12.8587    7.7407
9.4837     12.8632    7.5705
9.4698     12.9099    7.3938
9.4667     12.97      7.3015
9.5107     13.0386    7.2439
9.5222     13.1201    7.1988
9.54       13.1781    7.1657
9.5449     13.2648    7.1212
9.5689     13.3619    7.1178
9.6064     13.4164    7.1292
9.6322     13.4744    7.1637
9.6256     13.5687    7.1341
9.6626     13.6198    7.188















































































































































































13.2746    8.8206     9.0913     LTEMFOS
13.3403    8.8311     9.0189
13.3308    8.7749     8.9701
13.3281    8.7463     8.8566
13.317     8.686      8.743
13.297     8.6673     8.6339
13.2741    8.6305     8.5256
13.2814    8.6124     8.3818
13.2928    8.5856     8.241
13.2672    8.5343     8.1235
13.2677    8.5311     7.9881
13.238     8.478      7.8402
13.2615    8.4779     7.7007
13.3539    8.4694     7.5466
13.4782    8.4492     7.4086
13.5828    8.4391     7.345
13.6954    8.4525     7.3012
13.7557    8.4682     7.2942
13.8311    8.5001     7.3152
13.9237    8.5085     7.3524
13.9886    8.5194     7.3623
14.0757    8.5389     7.3953
14.1783    8.5478     7.4226

















































































































































































7.3505     7.015      8.5661     OP
8.4481     8.074      8.3983     BA
10.7654    10.1585    7.4497     ST
12.9631    12.1636    7.0565     IV
6.4912     10.4084    7.6893     R_PG
7.6076     12.2721    7.1771     R_ZTI
9.7104     11.1186    8.1895     R_M3D
10.5448    12.4647    7.9352     R_M12
12.1303    13.3612    7.5817     R_MP3
12.6273    13.4048    7.3341     R_PMI
9999       9999       9999       L_PG
12.5449    6.914      7.0895     L_ZTI
11.5468    9.0845     8.1351     L_M3D
13.0153    9.7979     7.9097     L_M12
14.0252    11.3559    7.5749     L_MP3
14.1026    11.7735    7.3327     L_PMI
13.9463    12.1724    6.6683     O1
13.1633    9.2006     5.8884     O2
9.5183     4.9068     6.8878     O3
6.4733     4.9781     6.3099     O4




















































































































































































9.6545     12.9415    7.2474     RZYGINF
9.553      12.9147    7.237
9.4727     12.8975    7.2746
9.4189     12.9123    7.3203
9.3036     12.8943    7.3985
9.2551     12.8875    7.4413
9.1217     12.87      7.4839
9.0521     12.8079    7.5131
8.9645     12.8281    7.5327
8.8266     12.7538    7.5554
8.7473     12.7247    7.5271
8.6199     12.7182    7.4897
8.5545     12.6831    7.4602
8.48       12.6509    7.4286
8.3978     12.5947    7.4093
8.2731     12.6024    7.3869
8.1481     12.5062    7.316
8.0996     12.4883    7.2833
8.0143     12.4498    7.2727
7.9583     12.3992    7.2559
7.8813     12.3623    7.233
7.8294     12.3591    7.2253
7.7344     12.3203    7.2156
7.6897     12.29      7.1977
7.6556     12.2858    7.1804
7.5861     12.2443    7.1557














































































































































































13.3978    8.834      7.1868     LZYGINF
13.4014    8.7874     7.1845
13.367     8.6958     7.215
13.3592    8.605      7.2693
13.3601    8.5612     7.3085
13.3514    8.4776     7.379
13.3298    8.3723     7.4287
13.319     8.3389     7.4676
13.2904    8.283      7.4862
13.2591    8.1876     7.4983
13.2129    8.0812     7.5051
13.1687    7.9561     7.493
13.1265    7.8892     7.4744
13.0863    7.7993     7.4286
13.0521    7.7372     7.3967
12.9945    7.6631     7.3461
12.9726    7.6189     7.3434
12.9311    7.5186     7.292
12.904     7.4575     7.2889
12.861     7.3836     7.2851
12.84      7.351      7.242
12.7981    7.282      7.2284
12.7596    7.2256     7.2012
12.7306    7.1477     7.1676
12.6934    7.1021     7.1788
12.657     7.0627     7.158
12.6186    7.0175     7.145
12.5442    6.9633     7.1115
12.507     6.909      7.0957











































































































































































9.6756     11.0558    8.1835     R-ALV
9.6811     11.1699    8.1771
9.7032     11.245     8.1776
9.697      11.2873    8.1766
9.6987     11.3311    8.1635
9.6907     11.3883    8.152
9.7489     11.4751    8.1205
9.7467     11.5166    8.1158
9.7792     11.6106    8.1008
9.7898     11.694     8.1349
9.8787     11.7879    8.1068
9.9247     11.828     8.1008
9.9699     11.8826    8.1109
10.0206    11.9116    8.0941
10.0569    11.9919    8.0793
10.132     12.0988    8.0463
10.1982    12.1704    8.0308
10.2366    12.2506    8.0063
10.3125    12.3179    8.0007
10.4148    12.4135    7.9528
10.4852    12.4182    7.9554
10.5655    12.4875    7.9436
10.6388    12.542     7.9277
10.676     12.5719    7.9363
10.773     12.6406    7.9059
10.887     12.8157    7.8151
10.9854    12.8409    7.8256
11.029     12.8523    7.8547
11.152     12.9161    7.8475
11.2386    12.9288    7.8351
11.29      12.9744    7.8087
11.3408    13.027     7.7865
11.3744    13.1074    7.6947
11.4656    13.1191    7.7515
11.5238    13.1118    7.727
11.6796    13.1861    7.7065
11.7524    13.2304    7.6608
11.8328    13.2904    7.6157
11.8958    13.3424    7.5573
12.0051    13.3508    7.5386
12.13      13.2982    7.645































































































































































11.6053    9.0138     8.1236     L-ALV
11.7047    9.0528     8.1034
11.7502    9.036      8.1001
11.8562    9.053      8.0858
11.9014    9.0478     8.0992
11.976     9.0522     8.0919
12.0695    9.0871     8.0584
12.1783    9.1413     8.0502
12.2397    9.1561     8.0519
12.3022    9.199      8.0657
12.3596    9.26       8.0641
12.4802    9.3388     8.0389
12.5597    9.3903     8.0436
12.6476    9.4445     8.0022
12.7362    9.5108     8.0018
12.8591    9.5569     8.0091
12.9101    9.6479     7.9387
13.006     9.7775     7.9166
13.0724    9.8651     7.8994
13.1544    9.911      7.9127
13.2064    9.9818     7.8744
13.313     10.0686    7.8176
13.3788    10.1127    7.8298
13.3887    10.1777    7.7939
13.4488    10.3196    7.7861
13.5287    10.4216    7.7707
13.5853    10.5013    7.7426
13.6658    10.6149    7.7283
13.7254    10.6808    7.6938
13.8024    10.8095    7.6876
13.8777    10.9463    7.6569
13.9116    10.9804    7.6171
13.9614    11.0652    7.5616
14.0214    11.1863    7.5438
14.0521    11.3136    7.5255





































































































































































9.8656     12.0074    6.7593     R_FOS
12.4597    8.952      6.9286     L_FOS
