NMNH       220086     lal2ms.xls
6.9059     8.6825     8.6583
6.861      8.632      8.6013
6.8082     8.5589     8.5198
6.7897     8.5086     8.4815
6.7319     8.4484     8.4012
6.6521     8.3793     8.3582
6.6188     8.3288     8.2814
6.5633     8.2722     8.2313
6.509      8.2196     8.1703
6.4615     8.1828     8.1556
6.4222     8.1377     8.1022
6.3879     8.0758     8.0593
6.3471     8.035      8.0122
6.3188     7.9962     7.9437
6.2933     7.9632     7.9038
6.2733     7.9456     7.8698
6.2589     7.8956     7.7872




































































































































































6.326      7.8928     7.8028     NOSE
6.2402     7.9244     7.8362
6.1867     7.9632     7.8022
6.1902     7.9869     7.7751
6.1502     8.0115     7.7318
6.1231     8.0256     7.7526
6.1069     8.1175     7.7038
6.1074     8.1834     7.7183
6.1076     8.2307     7.7167
6.123      8.2561     7.688
6.0886     8.2949     7.6584
6.0817     8.3054     7.6241
6.0428     8.359      7.6102
5.6651     8.2911     7.1315
5.5885     8.1256     6.9739
5.6083     8.0474     6.8705
5.6153     7.8906     6.796
5.6115     7.8208     6.7275
5.595      7.7358     6.6736
5.6058     7.6334     6.5993
5.6134     7.5548     6.4983
5.633      7.4541     6.4006
5.6264     7.3588     6.3171
5.6623     7.2935     6.252
5.7267     7.2444     6.2333
5.7828     7.194      6.2585
5.8336     7.1646     6.2916
5.8917     7.1527     6.3406
5.9759     7.1532     6.4052
6.0391     7.1544     6.451
6.1295     7.1884     6.5286
6.2183     7.2016     6.5792
6.2913     7.2432     6.6459
6.3582     7.3067     6.7099
6.4526     7.3687     6.7506
6.5288     7.3878     6.8023
6.5983     7.4582     6.8753
6.6634     7.5046     6.9444
6.7038     7.5768     7.0424
6.731      7.6467     7.0895
6.7807     7.6806     7.1961
6.7993     7.7161     7.2619
6.8357     7.7154     7.3544
6.8177     7.7733     7.4281
6.7904     7.8127     7.5489
6.7728     7.8237     7.6016
6.7058     7.8141     7.6536
6.6687     7.8237     7.6669
6.6031     7.8142     7.6878
6.5249     7.801      7.6668
6.4703     7.8162     7.7126
6.4557     7.8305     7.7537
6.3983     7.8395     7.8437
6.354      7.8731     7.8104
6.2842     7.8947     7.8251
6.2718     7.9107     7.8014
















































































































































5.7012     7.2307     6.2112     NASP-PR
5.6416     7.1733     6.1585
5.6017     7.1476     6.1189
5.5853     7.1123     6.0338
5.5832     7.1094     5.9716
5.5938     7.0973     5.8839
5.5777     7.0936     5.8335
5.6047     7.1008     5.7799
5.5941     7.0917     5.7286































































































































































































6.7383     8.8974     8.5932     R-PM/MAX
6.6554     8.8799     8.4938
6.6137     8.854      8.453
6.4776     8.7971     8.3029
6.4179     8.7971     8.2142
6.3355     8.7794     8.1221
6.2485     8.7382     8.0158
6.1819     8.7444     7.8863
6.083      8.724      7.756
6.0127     8.7133     7.7011
5.9159     8.6928     7.5405
5.8499     8.6859     7.431
5.7375     8.6558     7.3092
5.6298     8.6018     7.1976
5.5573     8.5324     7.1044
5.494      8.5035     6.9929
5.5029     8.4692     6.8463
5.4535     8.5096     6.7132
5.4034     8.5243     6.6046
5.3563     8.5681     6.5556
5.2965     8.5766     6.4348
5.2024     8.557      6.2533
5.1607     8.5391     6.1494
5.0729     8.5259     6.0374
5.1009     8.5417     5.9628
5.1188     8.618      5.8797














































































































































































7.1239     8.5813     8.4797     L-PM/MAX
7.1229     8.5128     8.4123
7.1083     8.4529     8.3895
7.128      8.3375     8.2287
7.1039     8.2448     8.0767
7.1367     8.1952     7.943
7.0972     8.0987     7.8282
7.1171     8.0405     7.7573
7.1404     7.9707     7.6489
7.1581     7.902      7.5556
7.1422     7.8012     7.4406
7.135      7.7067     7.2935
7.121      7.6417     7.2572
7.1064     7.5642     7.052
7.1093     7.4876     6.9111
7.0535     7.4372     6.8391
7.0947     7.4123     6.7204
7.1294     7.355      6.5989
7.1109     7.3076     6.5342
7.1703     7.2501     6.4016
7.1547     7.2314     6.27
7.159      7.1703     6.1566
7.182      7.1157     6.0399
7.128      7.1171     6.0131
7.1441     7.0895     5.9373
7.1052     7.1118     5.7916














































































































































































6.11       10.9152    5.9496     ROSTRUM
6.1196     10.8579    6.0464
6.0828     10.843     6.1659
6.0711     10.8029    6.2915
6.0754     10.7816    6.3911
6.1309     10.7189    6.4562
6.1887     10.6583    6.5057
6.2287     10.5936    6.546
6.2671     10.4875    6.5929
6.3232     10.4043    6.6501
6.3438     10.3093    6.7584
6.3415     10.2666    6.8358
6.3458     10.243     6.9267
6.3175     10.1886    7.0152
6.3065     10.1927    7.1149
6.2885     10.1383    7.1882
6.2933     10.1423    7.2834
6.2591     10.1284    7.3799
6.2406     10.1118    7.4561
6.2029     10.1143    7.5419
6.1808     10.1034    7.5831
6.1727     10.0824    7.6392
6.1166     10.0813    7.7161
6.0441     10.0706    7.7937
5.9762     10.0644    7.8914
5.9512     10.034     7.944
5.9348     10.0407    8.0149
5.9768     10.0164    8.1153
6.052      9.9649     8.1997
6.1173     9.8875     8.2387
6.2108     9.818      8.2824
6.3233     9.7368     8.3329
6.3963     9.6791     8.3672
6.4996     9.6052     8.4173
6.5556     9.5944     8.4529
6.6362     9.5152     8.5129
6.6989     9.4434     8.5512
6.7898     9.4036     8.6247
6.852      9.3462     8.6932
6.9081     9.3089     8.7364
6.926      9.2809     8.7855
6.9682     9.2364     8.852
6.9912     9.1972     8.9364
7.0053     9.1723     9.038
7.0265     9.0825     9.1231
7.0548     9.0356     9.1836
7.1481     8.953      9.2246
7.218      8.9373     9.2107
7.2458     8.9452     9.1732
7.2861     8.921      9.0765
7.3523     8.9324     8.9218
7.3845     8.9329     8.8115
7.4727     8.9061     8.7032
7.528      8.8876     8.664
7.594      8.8069     8.5833
7.6882     8.7533     8.5059
7.7643     8.6919     8.4363
7.8533     8.6356     8.3846
7.916      8.5502     8.3314
8.0199     8.4545     8.2541
8.0752     8.3962     8.1868
8.1546     8.3396     8.1375
8.2207     8.2813     8.0982
8.2837     8.2377     8.0518
8.2917     8.2023     8.0397
8.3671     8.1407     7.9398
8.4703     8.3587     7.6636
8.3943     8.4876     7.5369
8.3946     8.5941     7.3931
8.4282     8.6578     7.2692
8.4525     8.6856     7.2054
8.4717     8.716      7.1415
8.511      8.7751     6.9637
8.5667     8.8206     6.8274
8.6081     8.8437     6.6642
8.6613     8.832      6.62
8.7409     8.8116     6.5267
8.8176     8.7666     6.4411
8.8994     8.7193     6.3559
8.9481     8.7007     6.2871
8.9977     8.7183     6.1894
9.017      8.7511     6.0805
9.0221     8.7537     5.9842
9.0281     8.7732     5.9064
9.0462     8.7974     5.8525
9.0786     8.8202     5.7398
9.0217     8.8866     5.687

















































































































6.024      12.1221    9.3011     SUPORB
6.0381     12.1603    9.3879
6.0743     12.1577    9.4976
6.1329     12.1868    9.6477
6.1576     12.151     9.7584
6.2234     12.1368    9.8895
6.2925     12.1107    10.0256
6.3449     12.0439    10.1569
6.4341     11.9207    10.2958
6.4941     11.8091    10.4134
6.5456     11.7281    10.4932
6.5605     11.6082    10.5852
6.6014     11.4865    10.6618
6.6629     11.413     10.7389
6.6705     11.3853    10.7528
6.7152     11.2954    10.7948
6.7889     11.2144    10.865
6.8187     11.1211    10.8879
6.8718     11.0079    10.9234
6.964      10.8616    10.9638
6.9939     10.7433    10.9637
7.0731     10.628     10.9857
7.1313     10.5124    10.9851
7.2282     10.3732    10.995
7.2505     10.2349    10.9515
7.2687     10.1432    10.9533
7.3581     10.0046    10.9277
7.4398     9.8944     10.896
7.4815     9.8103     10.8556
7.5475     9.6654     10.7836
7.5683     9.5568     10.7174
7.6193     9.5031     10.705
7.8131     9.4664     10.7633
7.93       9.4259     10.7977
8.0686     9.3931     10.8473
8.1483     9.3676     10.8479
8.3165     9.3112     10.8466
8.5308     9.285      10.8551
8.6569     9.2592     10.8625
8.8488     9.2181     10.8173
8.9892     9.1644     10.8089
9.2048     9.1297     10.772
9.3391     9.1045     10.7091
9.411      9.0704     10.6738
9.5943     9.0561     10.5737
9.743      9.0683     10.4807
9.8636     9.056      10.3952
9.9823     9.0296     10.2711
10.0815    9.015      10.1701
10.2005    9.0073     10.0742
10.2596    9.0019     10.011
10.2571    8.9488     9.9324
10.3262    8.918      9.8207
10.4072    8.908      9.6793
10.4749    8.8738     9.5775
10.4605    8.8319     9.481
10.514     8.807      9.2938
10.4957    8.7474     9.1618
10.516     8.7451     9.0801
10.505     8.7137     8.9643












































































































































6.0272     10.3296    8.3838     RORBIT
5.9496     10.4502    8.371
5.9228     10.6017    8.383
5.8744     10.7071    8.3789
5.8242     10.8622    8.4031
5.8198     10.9571    8.433
5.8266     11.0761    8.4944
5.8481     11.1742    8.5398
5.841      11.2898    8.6227
5.8703     11.4305    8.7636
5.8895     11.5233    8.8214
5.9088     11.5902    8.8934
6.0041     11.6371    8.9311
6.0044     11.7155    8.9942
5.9883     11.7073    9.0821
5.9984     11.7284    9.1735
6.0028     11.7115    9.2138
6.0686     11.7125    9.3667
6.1209     11.6493    9.5107
6.1312     11.6425    9.6446
6.1543     11.6116    9.7494
6.2392     11.5499    9.8606
6.3016     11.5118    9.9426
6.3248     11.4646    10.0396
6.3416     11.4047    10.1374
6.4102     11.3348    10.2118
6.4171     11.2813    10.2699
6.4394     11.1621    10.346
6.5329     11.0531    10.3742
6.5535     10.9575    10.407
6.618      10.8601    10.4137
6.6615     10.7863    10.4211
6.7335     10.7303    10.4018
6.7794     10.6412    10.4017
6.8445     10.5728    10.4073
6.8983     10.4996    10.404
6.9601     10.4406    10.3668
7.0229     10.3709    10.4058
7.0618     10.3085    10.438
7.0827     10.1899    10.4563
7.1568     10.1258    10.4325
7.2166     10.0445    10.3961
7.2855     10.009     10.283
7.3114     9.9698     10.2301
7.3775     9.9383     10.1179
7.3865     9.8573     10.0155
7.4145     9.817      9.897
7.4208     9.7963     9.7771
7.3984     9.795      9.7392
7.381      9.7525     9.629






















































































































































8.6154     8.3176     8.2434     LORBIT
8.7505     8.2981     8.2083
8.8837     8.3115     8.2005
9.0254     8.3101     8.2025
9.1146     8.2967     8.1908
9.2228     8.2909     8.2097
9.3004     8.3022     8.2305
9.3931     8.3159     8.2806
9.5152     8.3459     8.3741
9.6275     8.3936     8.4931
9.7176     8.4252     8.5831
9.7788     8.4821     8.6533
9.8334     8.5195     8.727
9.8864     8.5541     8.8292
9.93       8.5515     8.9066
9.9455     8.5636     9.0183
9.9643     8.5984     9.0492
9.9247     8.6212     9.2752
9.8772     8.6827     9.3765
9.8449     8.6986     9.5033
9.7754     8.7435     9.6417
9.7199     8.736      9.8177
9.6502     8.7489     9.9296
9.5727     8.758      10.0231
9.4616     8.7784     10.1398
9.38       8.7936     10.169
9.3316     8.7993     10.1835
9.1537     8.8837     10.2136
9.0555     8.9309     10.2419
8.9859     8.9556     10.2577
8.8858     9.0102     10.2532
8.8028     9.0653     10.2455
8.7205     9.1238     10.2277
8.6327     9.1531     10.2369
8.5631     9.1797     10.2439
8.4849     9.2419     10.2682
8.4242     9.2304     10.3349
8.2273     9.2877     10.3439
8.1194     9.3206     10.3044
8.0455     9.359      10.2378
7.9873     9.411      10.1138
7.9127     9.3918     10.0444
7.8528     9.3691     9.9599
7.8082     9.44       9.8064
7.797      9.4522     9.735
7.7744     9.4388     9.6317
7.7646     9.4139     9.5749
7.7437     9.3626     9.4863
























































































































































6.0374     12.1931    9.3502     RTEMFOS
6.0042     12.1645    9.2085
5.9763     12.145     9.1102
5.9374     12.1442    8.9824
5.9252     12.1426    8.871
5.8961     12.1204    8.7343
5.8353     12.0627    8.6341
5.7924     12.0103    8.5301
5.7571     11.984     8.4048
5.7116     11.9316    8.2776
5.6582     11.8556    8.2213
5.6062     11.7819    8.098
5.54       11.7096    8.0217
5.5213     11.6797    7.8778
5.4807     11.6615    7.7831
5.4724     11.6603    7.6573
5.4769     11.7056    7.5162
5.4452     11.7374    7.3999
5.4532     11.8503    7.27
5.4471     11.9232    7.2197
5.4407     12.027     7.1722
5.4934     12.1491    7.1406
5.5163     12.25      7.1759
5.5585     12.4103    7.1756
5.5919     12.4921    7.2162
5.6122     12.5873    7.2501
5.6363     12.6931    7.3254
5.6992     12.7465    7.3715












































































































































































10.4738    8.747      8.8145     LTEMFOS
10.4227    8.6952     8.6557
10.4125    8.6675     8.569
10.3785    8.6364     8.4637
10.3537    8.6161     8.3725
10.3242    8.5563     8.3012
10.2639    8.4942     8.1769
10.2522    8.4827     8.0939
10.183     8.4346     7.9779
10.1276    8.4048     7.8886
10.0745    8.3424     7.7947
10.0337    8.2704     7.7112
9.9806     8.1832     7.5411
9.9911     8.1553     7.4755
10.0037    8.148      7.3412
10.0605    8.1565     7.2133
10.1214    8.2106     7.1042
10.2674    8.2877     6.989
10.4383    8.3854     6.9145
10.5453    8.3856     6.8911
10.6194    8.4217     6.9027
10.7027    8.5003     6.9174
10.7447    8.5582     6.9567
10.8205    8.6045     6.9868
10.8533    8.6298     7.0213
10.8926    8.6467     7.0428
10.9761    8.6849     7.0695













































































































































































5.6976     6.8697     8.6304     OP
6.7018     8.5023     8.6382     BA
8.5929     11.6551    7.6665     ST
10.3704    14.2519    7.2683     IV
4.2711     10.4333    7.857      R_PG
4.806      12.4063    7.5461     R_ZTI
7.3672     12.2904    8.3415     R_M3D
7.8797     13.6742    8.2598     R_M12
8.9861     14.7918    7.9425     R_MP3
9.6782     15.3745    7.6215     R_PMI
9.5264     7.21       7.6103     L_PG
10.9131    8.4382     7.3508     L_ZTI
9.727      10.7488    8.221      L_M3D
10.7112    11.744     8.1852     L_M12
11.3902    13.1399    7.8417     L_MP3
11.6173    14.006     7.5636     L_PMI
11.4529    14.2279    6.9049     O1
11.6563    10.8204    6.9346     O2
8.7038     5.8063     6.8815     O3
5.2586     5.181      6.7008     O4




















































































































































































6.6159     13.757     7.7561     RZYGINF
6.5659     13.7611    7.7624
6.487      13.7621    7.7609
6.4047     13.7545    7.802
6.3169     13.7276    7.839
6.2337     13.6572    7.8815
6.1302     13.5925    7.9135
6.0316     13.4688    7.9203
5.9244     13.3506    7.9077
5.8498     13.3028    7.902
5.7842     13.1874    7.8843
5.6732     13.0557    7.8401
5.5144     12.9469    7.8093
5.4469     12.8862    7.7461
5.3819     12.8017    7.6833
5.2732     12.7417    7.6765
5.193      12.6864    7.6392
5.1085     12.6066    7.6082
5.0051     12.5668    7.5862
4.9391     12.4853    7.5769
4.9044     12.4243    7.5585
4.8211     12.4027    7.5229


















































































































































































11.3401    10.7739    7.6303     LZYGINF
11.3837    10.7651    7.626
11.4353    10.6977    7.6511
11.4319    10.5961    7.6869
11.4407    10.489     7.7041
11.4072    10.4176    7.7463
11.3844    10.302     7.7639
11.3332    10.1982    7.7645
11.2819    10.0642    7.7687
11.2411    9.9393     7.7795
11.2276    9.8526     7.7531
11.1749    9.7793     7.7413
11.1332    9.6423     7.6997
11.108     9.5579     7.6939
11.091     9.4969     7.6657
11.1051    9.4373     7.6574
11.0448    9.2496     7.6013
11.0312    9.1465     7.5719
11.0066    9.0609     7.535
10.9971    9.0079     7.5323
10.995     8.9072     7.5017
10.9821    8.8029     7.4937
9999       9999       9999
10.7978    8.2384     7.328
















































































































































































7.3328     12.2876    8.3222     R-ALV
7.3335     12.4132    8.3237
7.3304     12.4734    8.3247
7.3227     12.5459    8.3243
7.3445     12.6368    8.3398
7.3513     12.6811    8.3259
7.3568     12.7899    8.3314
7.3803     12.8358    8.3309
7.43       12.929     8.3492
7.4841     13.0181    8.3559
7.5013     13.0604    8.3718
7.4985     13.1241    8.3972
7.5593     13.2129    8.3536
7.5974     13.2892    8.3365
7.6582     13.3971    8.3209
7.7147     13.4744    8.3237
7.7583     13.5189    8.3216
7.8023     13.5864    8.2941
7.8578     13.6502    8.2854
7.9182     13.6937    8.2725
7.9832     13.7538    8.2644
8.0296     13.824     8.2528
8.0897     13.9217    8.2319
8.1332     13.9663    8.2311
8.1746     14.029     8.2118
8.2098     14.0543    8.214
8.362      14.1366    8.1908
8.4314     14.1902    8.1674
8.4958     14.2464    8.1528
8.5663     14.2918    8.1351
8.6222     14.3432    8.1348
8.6613     14.3828    8.1131
8.6984     14.437     8.091
8.7459     14.4742    8.0802
8.7829     14.5139    8.0548
8.8009     14.5624    8.0551
8.8263     14.6241    8.0293
8.86       14.6864    8.0064
8.9076     14.7308    7.9734
8.9956     14.7798    7.9547
































































































































































9.7015     10.7177    8.2213     L-ALV
9.7887     10.7575    8.2419
9.8913     10.7681    8.2751
9.9714     10.8129    8.1913
10.0558    10.8644    8.2055
10.1577    10.9464    8.2074
10.2216    11.0056    8.2451
10.2869    11.0879    8.2483
10.3222    11.1455    8.2502
10.3938    11.2273    8.2409
10.4687    11.309     8.2313
10.5687    11.3991    8.2111
10.5786    11.4709    8.2088
10.6357    11.5869    8.2285
10.7379    11.7391    8.1739
10.7755    11.8441    8.1702
10.8449    11.9503    8.1509
10.9622    12.1055    8.0911
9999       9999       9999
11.141     12.7579    8.0073
11.2124    12.8524    7.9739
11.2885    12.9453    7.9237
11.3609    13.0492    7.8538
11.3972    13.1243    7.8371
11.445     13.1889    7.8125















































































































































































6.2803     11.0968    7.0604     R_FOS
9.1364     8.861      6.9473     L_FOS
