NMNH       477291     cta1ms.xls
9.4546     8.7008     9.548
9.5675     8.6089     9.5074
9.6619     8.5405     9.4689
9.6969     8.5045     9.4166
9.7528     8.4893     9.3857
9.82       8.4703     9.3082
9.8561     8.4998     9.2302
9.9829     8.5032     9.1085
9.9808     8.4918     9.0414
10.0661    8.4947     8.9132
10.1308    8.535      8.7655
10.1594    8.602      8.6352
10.1992    8.6581     8.4668
10.2457    8.7098     8.383
10.2864    8.7401     8.2469
10.302     8.7545     8.1717
10.3531    8.7879     8.0247
10.4037    8.8056     7.9403
10.4296    8.8149     7.8239
10.4868    8.8271     7.7193
10.5572    8.8148     7.5875
10.6302    8.8147     7.435
10.744     8.827      7.3232
10.7719    8.8157     7.2287
10.8071    8.8312     7.1423
10.8509    8.8291     7.0179
10.9406    8.8719     6.8773
10.9951    8.9947     6.747
10.9814    9.0914     6.6299






















































































































7.239      13.1741    11.1694    SUPORB
7.2281     13.133     11.3086
7.2303     13.1051    11.4692
7.2268     13.0421    11.6001
7.2311     13.0156    11.7297
7.2523     12.9337    11.8617
7.2693     12.859     11.9754
7.3304     12.769     12.1105
7.4149     12.6166    12.2645
7.4723     12.4502    12.3817
7.5198     12.2292    12.476
7.5553     12.0803    12.5262
7.5953     11.9187    12.558
7.6541     11.6758    12.5941
7.7039     11.5394    12.6143
7.7459     11.3452    12.6189
7.8327     11.14      12.6379
7.9136     11.0197    12.6851
7.9676     10.8656    12.6974
8.0329     10.7247    12.7201
8.0739     10.597     12.6994
8.1105     10.6071    12.7681
8.2248     10.4404    12.8105
8.3275     10.3248    12.8649
8.4249     10.1844    12.9033
8.5566     10.0277    12.8912
8.6117     9.9333     12.9148
8.7127     9.7955     12.8403
8.7777     9.6853     12.7952
8.847      9.5836     12.7784
8.9217     9.5251     12.7936
8.9815     9.4628     12.7998
9.005      9.4554     12.8157
9.1007     9.4298     12.8747
9.2429     9.3653     12.923
9.4124     9.2467     12.9133
9.5797     9.1603     12.919
9.7607     9.049      12.864
9.8721     8.985      12.823
9.9888     8.9123     12.7926
10.1909    8.7699     12.7365
10.3233    8.7082     12.7244
10.5518    8.5814     12.6447
10.6767    8.5291     12.6224
10.8137    8.4601     12.5715
10.8947    8.4092     12.5415
11.0823    8.3589     12.4826
11.2603    8.3144     12.4239
11.3727    8.2913     12.3876
11.4466    8.2801     12.3427
11.5289    8.2667     12.3278
11.6127    8.2514     12.2829
11.7284    8.2199     12.2162
11.8071    8.2175     12.1906
11.8289    8.1584     12.0884
11.9981    8.1557     11.8963
12.0306    8.1491     11.7979
12.0807    8.1403     11.7217
12.2031    8.1444     11.4827
12.1634    8.0734     11.3321
12.1159    8.0922     11.1566
12.1952    8.0607     11.0363










































































































































7.8358     11.1822    10.1192    RORBIT
7.7655     11.2877    10.1352
7.7328     11.3884    10.1093
7.6523     11.4986    10.1293
7.607      11.5836    10.1491
7.5516     11.6715    10.2171
7.4798     11.7741    10.2368
7.4205     11.874     10.2851
7.4139     11.989     10.3558
7.3983     12.1093    10.4272
7.3994     12.1613    10.523
7.3679     12.2244    10.6401
7.3448     12.2632    10.7107
7.3141     12.3095    10.7737
7.3221     12.3358    10.83
7.3168     12.3976    10.9083
7.3083     12.4198    10.9497
7.3591     12.4656    11.016
7.3253     12.4633    11.1536
7.3085     12.4323    11.274
7.2762     12.3638    11.4158
7.2567     12.3313    11.5236
7.2589     12.2618    11.6105
7.2494     12.161     11.7211
7.2122     12.0521    11.8505
7.3044     11.9298    11.908
7.3403     11.8814    11.9376
7.3841     11.7942    11.9891
7.4115     11.686     12.0339
7.4143     11.5954    12.05
7.5013     11.4602    12.0619
7.5528     11.3856    12.0835
7.5858     11.2741    12.099
7.6549     11.1309    12.1028
7.7195     11.0257    12.1061
7.7352     10.9419    12.1355
7.8188     10.8487    12.1048
7.8501     10.7678    12.1305
7.9126     10.7268    12.119
7.9501     10.6666    12.1418
7.9881     10.5811    12.2323
8.0834     10.5126    12.2341
8.2383     10.4589    12.2373
8.307      10.3356    12.1787
8.3939     10.2305    12.0877
8.4319     10.1979    11.9813
8.4828     10.1944    11.8445
8.5417     10.1739    11.6985
8.6025     10.131     11.4826
8.6395     10.1491    11.3887
8.6432     10.1461    11.2857
8.6717     10.2001    11.1913
8.6656     10.2163    11.1167
8.6678     10.2243    11.062


















































































































































10.2234    8.6936     10.1484    LORBIT
10.3436    8.5936     10.1432
10.4245    8.5594     10.1469
10.5707    8.4847     10.1856
10.6537    8.4315     10.1908
10.7685    8.3415     10.2562
10.8652    8.29       10.29
10.9658    8.2469     10.3418
11.0621    8.2178     10.4043
11.1367    8.1678     10.4942
11.2164    8.1297     10.5911
11.252     8.1267     10.6481
11.3102    8.1417     10.7624
11.3848    8.1429     10.8471
11.4211    8.1172     10.9087
11.4323    8.138      10.9675
11.4513    8.1248     11.0183
11.4548    8.1251     11.1246
11.4209    8.0945     11.2848
11.4088    8.1127     11.3674
11.3748    8.0842     11.4522
11.3773    8.0904     11.4735
11.2972    8.1179     11.5844
11.1973    8.146      11.6867
11.1004    8.1925     11.7993
11.0211    8.2239     11.8716
10.9363    8.2303     11.9242
10.8295    8.2572     11.9873
10.6764    8.3014     12.0482
10.5916    8.331      12.0886
10.4835    8.3961     12.109
10.3856    8.4869     12.1141
10.2783    8.553      12.1261
10.1994    8.578      12.1258
10.1264    8.6152     12.1239
10.0609    8.6675     12.1104
9.9936     8.7411     12.124
9.872      8.8319     12.1158
9.7874     8.8876     12.1069
9.6982     8.9348     12.1486
9.6428     8.9542     12.2099
9.557      9.0312     12.2549
9.4776     9.0821     12.2551
9.348      9.1697     12.2399
9.2392     9.1845     12.2102
9.2481     9.2314     12.1393
9.2391     9.2581     12.0944
9.2777     9.3361     11.9885
9.2877     9.4067     11.8446
9.2566     9.4413     11.7355
9.2336     9.5091     11.6162
9.215      9.5432     11.5121
9.2141     9.5491     11.4452
9.2093     9.5439     11.3697
9.1888     9.5303     11.3014

















































































































































7.3307     13.2078    11.2606    RTEMFOS
7.2946     13.2189    11.144
7.2802     13.2232    10.98
7.2809     13.2681    10.864
7.2845     13.2854    10.6521
7.2751     13.2986    10.5443
7.2623     13.3209    10.426
7.2722     13.349     10.3065
7.2772     13.3722    10.1822
7.2609     13.3541    10.0791
7.243      13.3731    9.9336
7.248      13.3842    9.7909
7.2478     13.3894    9.6063
7.2571     13.444     9.4038
7.2584     13.5088    9.2538
7.2384     13.5853    9.1306
7.2738     13.6393    9.0941
7.3155     13.7129    9.0368
7.4176     13.8335    8.9848
7.4733     13.9036    8.9769
7.5173     14.0456    8.9612
7.5728     14.1035    8.9728
7.5989     14.1657    8.9926
7.6462     14.2175    9.0234
7.6306     14.3171    9.0469
7.6602     14.3557    9.0805
7.6973     14.4004    9.1324
7.7022     14.4593    9.1807
7.726      14.5208    9.2019











































































































































































12.2535    8.1443     11.2148    LTEMFOS
12.2377    8.1672     11.043
12.2596    8.1516     10.9039
12.2644    8.0969     10.8057
12.2877    8.0797     10.6779
12.3075    8.1045     10.4938
12.3213    8.103      10.3703
12.3477    8.0901     10.2582
12.3657    8.0545     10.1724
12.3591    8.0198     10.0422
12.3463    8.0129     9.8924
12.3356    7.9941     9.7637
12.3107    7.9785     9.6047
12.317     7.9808     9.4473
12.3658    8.0005     9.2709
12.4317    8.0309     9.1581
12.6326    8.1012     9.0189
12.7023    8.1045     8.996
12.7991    8.1496     8.9662
12.9106    8.2057     8.9368
13.0258    8.3039     8.9658
13.1137    8.2751     8.9542
13.1973    8.2939     8.9799
13.2782    8.3317     9.0228
13.2905    8.3531     9.0359
13.3572    8.3704     9.0982














































































































































































6.2876     5.6462     9.6345     OP
7.3362     6.7803     9.2987     BA
10.0117    9.4069     8.1099     ST
12.5191    11.9068    7.2815     IV
5.0916     9.3029     8.8041     R_PG
6.0275     11.4278    7.8293     R_ZTI
9.1065     11.0933    8.9614     R_M3D
10.0914    12.4538    8.5498     R_M12
11.6968    13.4173    8.0913     R_MP3
12.5036    13.8246    7.5884     R_PMI
10.0265    4.4594     8.8432     L_PG
12.2251    5.4346     7.829      L_ZTI
11.625     8.5738     9.0234     L_M3D
12.9999    9.6037     8.6398     L_M12
13.978     11.2105    8.212      L_MP3
14.4279    12.0065    7.7318     L_PMI
14.1049    11.4682    6.9605     O1
13.337     7.0526     7.5297     O2
8.7682     3.2281     7.8152     O3
5.0205     3.3251     7.616      O4




















































































































































































8.5592     12.4852    7.5697     RZYGINF
8.5083     12.5089    7.5783
8.3918     12.5257    7.6269
8.3511     12.5624    7.6418
8.2091     12.573     7.7346
8.0753     12.5914    7.7984
7.9535     12.5935    7.8907
7.8047     12.5869    7.9484
7.7236     12.5545    8.0107
7.5945     12.4871    8.072
7.4758     12.4018    8.1151
7.3795     12.3195    8.1134
7.3186     12.2294    8.1139
7.2191     12.1527    8.1264
7.013      12.111     8.1375
6.872      12.0096    8.088
6.6802     11.9247    8.0574
6.5229     11.8162    8.026
6.3899     11.7427    7.9986
6.2562     11.6573    7.9779
6.1628     11.5677    7.909
6.1257     11.5267    7.8696
6.0893     11.5058    7.8078
6.0287     11.4801    7.7878
















































































































































































13.0413    8.0296     7.5909     LZYGINF
13.068     7.9799     7.5993
13.1088    7.9438     7.585
13.1557    7.8678     7.6391
13.1887    7.7715     7.7268
13.1958    7.6562     7.7813
13.203     7.576      7.8222
13.2284    7.4453     7.9439
13.2337    7.3156     7.9821
13.2064    7.2272     8.058
13.1922    7.1346     8.1612
13.0935    7.0521     8.1711
13.0629    6.9842     8.1682
13.0099    6.8987     8.1785
13.038     6.8538     8.1578
13.0154    6.7707     8.1581
12.9632    6.6489     8.1695
12.9125    6.5209     8.1685
12.836     6.4513     8.1749
12.7652    6.3422     8.1785
12.7043    6.2364     8.1749
12.6512    6.1753     8.1553
12.57      6.0862     8.1516
12.5474    6.0103     8.1456
12.5092    5.9236     8.1169
12.4619    5.8387     8.0853
12.4073    5.7634     8.0499
12.3522    5.7017     8.0218
12.3335    5.6566     8.0018
12.3075    5.6198     8.0001
12.2773    5.5646     7.964
12.2383    5.5035     7.9319
12.2329    5.497      7.9037
12.2184    5.4361     7.8505






































































































































































9.072      11.1604    8.9641     R-ALV
9.0577     11.243     8.9763
9.0744     11.3191    8.9621
9.1275     11.4511    8.9399
9.1772     11.528     8.9481
9.2253     11.605     8.9276
9.2701     11.7811    8.8817
9.3548     11.8985    8.8221
9.4245     11.9422    8.7522
9.5067     12.05      8.6884
9.5802     12.11      8.662
9.6992     12.191     8.7132
9.7378     12.2602    8.6688
9.7701     12.3469    8.6062
9.8297     12.4383    8.5611
9.931      12.499     8.5285
10.0169    12.5421    8.5365
10.1001    12.5732    8.4948
10.1639    12.6631    8.4747
10.2938    12.7114    8.454
10.3919    12.7747    8.4445
10.4651    12.8414    8.3998
10.5332    12.9311    8.3416
10.6484    12.9192    8.4177
10.8115    12.9172    8.3688
10.8847    12.9076    8.4488
11.0093    12.9798    8.377
11.0814    13.0774    8.3446
11.1445    13.1902    8.3065
11.2179    13.2081    8.234
11.3581    13.3062    8.225
11.428     13.3447    8.157
11.4833    13.3809    8.0882
11.5581    13.4367    8.0963
11.6099    13.4447    8.0815
11.7648    13.4241    8.078




































































































































































11.5665    8.5792     9.0379     L-ALV
11.6177    8.5719     9.0471
11.7309    8.5694     9.0575
11.8263    8.5447     9.0311
11.9658    8.6396     8.9695
12.1083    8.6805     8.9477
12.2155    8.7235     8.9413
12.35      8.7992     8.8858
12.4538    8.8741     8.861
12.5387    8.9842     8.8082
12.6633    9.0531     8.8156
12.7645    9.1614     8.7774
12.804     9.2217     8.731
12.9836    9.3025     8.7461
13.1606    9.4101     8.7237
13.052     9.4761     8.6251
13.1667    9.6063     8.6021
13.2188    9.6934     8.5971
13.3063    9.8418     8.5273
13.4071    9.9377     8.4831
13.4491    10.0843    8.3879
13.6082    10.3963    8.33
13.7454    10.5992    8.255
13.817     10.7449    8.1149
13.8773    10.8252    8.1316
13.9508    10.9459    8.1331
13.9862    11.0401    8.1758
14.0166    11.2169    8.2036












































































































































































8.2898     12.3965    8.6434     R_FOS
11.3164    9.1024     8.7173     L_FOS
