NMNH       220375     lal3ms.xls
6.8172     8.6071     6.6345
6.8129     8.5764     6.5425
6.82       8.5411     6.4115
6.8062     8.4743     6.2926
6.8281     8.4632     6.1865
6.8076     8.4366     6.1487
6.7855     8.3961     6.1037
6.8002     8.3687     6.0154
6.829      8.3597     5.9226
6.7348     8.3254     5.8563
6.7313     8.3483     5.757
6.7226     8.4163     5.657









































































































































































5.6573     11.7472    5.8481     ROSTRUM
5.5919     11.7461    5.9994
5.5438     11.6988    6.1206
5.5189     11.69      6.2806
5.5112     11.6396    6.3701
5.5312     11.6064    6.4685
5.5507     11.5734    6.5671
5.5733     11.533     6.6763
5.5879     11.5016    6.7447
5.6195     11.4212    6.8685
5.6261     11.405     6.8739
5.6466     11.3462    6.9684
5.6462     11.2924    7.0591
5.6554     11.2155    7.135
5.6438     11.1787    7.2656
5.6446     11.1348    7.3377
5.6211     11.115     7.4348
5.6128     11.0568    7.5516
5.6007     11.0158    7.6186
5.5876     10.9624    7.6905
5.551      10.9224    7.815
5.5856     10.8779    7.9112
5.6455     10.857     7.9942
5.7482     10.7662    8.0782
5.8423     10.683     8.1171
5.9373     10.6221    8.1739
5.9919     10.571     8.2072
6.0597     10.5054    8.2443
6.1172     10.4997    8.2914
6.1855     10.4562    8.3464
6.2942     10.4056    8.4164
6.348      10.322     8.4669
6.4005     10.2636    8.5436
6.4043     10.2414    8.6303
6.4167     10.2058    8.7657
6.4452     10.1418    8.8528
6.5092     10.0718    8.9414
6.5492     10.0645    8.999
6.5928     10.0431    9.0229
6.5957     10.0028    8.9474
6.7293     9.9631     8.9815
6.8177     9.9537     8.8813
6.8293     9.9439     8.8413
6.8868     9.9226     8.6962
6.9296     9.9191     8.5514
6.9722     9.8937     8.4419
7.0353     9.8571     8.3721
7.1344     9.7947     8.3016
7.1987     9.6995     8.1977
7.313      9.617      8.1278
7.3752     9.5585     8.0945
7.4504     9.5068     8.0392
7.5138     9.4603     7.9832
7.5949     9.3969     7.8881
7.6557     9.3768     7.7787
7.7309     9.3518     7.6144
7.794      9.4896     7.4173
7.818      9.5254     7.3085
7.8342     9.5852     7.1412
7.881      9.6041     6.9831
7.9455     9.625      6.8358
8.0278     9.588      6.7026
8.1001     9.6044     6.5801
8.2011     9.6079     6.5042
8.2875     9.5834     6.4254
8.3524     9.5718     6.3354
8.4296     9.5346     6.1961
8.4083     9.602      6.0999
8.4213     9.6283     5.9778
8.4498     9.7159     5.8525
8.4289     9.7908     5.677

































































































































5.3038     12.9316    9.0791     SUPORB
5.3506     12.933     9.2227
5.3509     12.9207    9.2999
5.3735     12.9225    9.3953
5.4062     12.9225    9.5124
5.4256     12.919     9.5804
5.466      12.8895    9.6699
5.5308     12.842     9.8007
5.5537     12.807     9.8908
5.6159     12.7704    9.9623
5.613      12.7685    9.981
5.6831     12.6904    10.0792
5.7309     12.6027    10.1905
5.8445     12.4974    10.3182
5.8973     12.3715    10.3926
5.9511     12.2918    10.4844
6.0089     12.1925    10.5376
6.0651     12.0751    10.604
6.088      11.966     10.67
6.1891     11.8866    10.67
6.2576     11.7465    10.7135
6.3917     11.5988    10.7306
6.4684     11.4253    10.7388
6.5153     11.3395    10.7399
6.5777     11.2578    10.7322
6.6297     11.176     10.7243
6.7367     11.0144    10.7164
6.7716     10.9006    10.676
6.8697     10.7927    10.6441
6.9094     10.7126    10.6299
6.9434     10.6306    10.5718
6.9692     10.5758    10.5266
6.9877     10.5335    10.5001
7.1347     10.538     10.5575
7.2373     10.5057    10.592
7.388      10.4508    10.6051
7.5145     10.403     10.6268
7.6073     10.3793    10.6114
7.7457     10.3423    10.6267
7.9326     10.3134    10.639
8.0013     10.2848    10.6171
8.184      10.2345    10.6059
8.3191     10.2113    10.6048
8.4601     10.1687    10.5755
8.6079     10.143     10.5352
8.7241     10.1223    10.507
8.8587     10.099     10.4362
8.9897     10.0928    10.3646
9.0749     10.0795    10.3073
9.2318     10.0746    10.223
9.3243     10.0719    10.1363
9.4529     10.0514    10.0285
9.533      10.0466    9.9539
9.6297     10.0304    9.858
9.7135     10.0191    9.7587
9.8138     10.0102    9.6438
9.8838     9.9792     9.5227
9.9166     9.9703     9.412
9.9111     9.9457     9.3571
9.9271     9.8839     9.1851
9.8834     9.8498     9.0549
9.8713     9.7807     8.8737










































































































































5.4377     11.3962    8.1949     RORBIT
5.3933     11.5041    8.2136
5.3383     11.6396    8.284
5.2895     11.7387    8.3174
5.277      11.8358    8.3658
5.2643     11.9327    8.4139
5.2585     12.0921    8.561
5.2787     12.1807    8.6447
5.2897     12.2513    8.7328
5.3494     12.3195    8.8169
5.3715     12.3869    8.8966
5.3466     12.4109    8.9696
5.3799     12.4274    9.0472
5.3812     12.4546    9.184
5.306      12.459     9.2238
5.3234     12.4463    9.3431
5.3599     12.4231    9.4252
5.3665     12.4134    9.4746
5.3822     12.3979    9.5254
5.4243     12.3857    9.6159
5.4572     12.357     9.748
5.5038     12.3088    9.8315
5.5406     12.2656    9.876
5.5848     12.2155    9.9609
5.6347     12.1525    9.996
5.6777     12.0992    10.0528
5.723      12.0293    10.1016
5.819      11.942     10.099
5.847      11.9077    10.1333
5.9192     11.8008    10.1552
5.9434     11.7155    10.1865
5.995      11.6371    10.2141
6.0174     11.5928    10.2398
6.1164     11.4708    10.231
6.2275     11.4163    10.1754
6.2485     11.3689    10.1721
6.2636     11.2959    10.216
6.3301     11.2801    10.178
6.4085     11.1661    10.2367
6.4615     11.1546    10.158
6.5395     11.0631    10.1537
6.6475     10.9517    10.0771
6.7064     10.8941    9.9753
6.7177     10.8728    9.9324
6.7582     10.8305    9.7822
6.784      10.7668    9.6554
6.7791     10.7383    9.5692
6.7671     10.7194    9.5018
6.7539     10.7042    9.4341
6.7612     10.6975    9.34
6.729      10.6851    9.26





















































































































































8.1879     9.4902     8.2117     LORBIT
8.278      9.4492     8.211
8.3938     9.4177     8.2236
8.5067     9.4152     8.2511
8.5653     9.4191     8.2698
8.64       9.4039     8.2877
8.7067     9.3982     8.3254
8.7974     9.3957     8.3495
8.8591     9.4121     8.4012
8.9423     9.4237     8.4426
9.0196     9.4516     8.4926
9.0242     9.4299     8.5042
9.0833     9.4725     8.5737
9.131      9.4766     8.6519
9.2048     9.4915     8.6873
9.2386     9.526      8.7345
9.2872     9.532      8.8041
9.2955     9.5579     8.8373
9.3287     9.625      8.9389
9.3815     9.63       9.0421
9.3764     9.6811     9.1875
9.3365     9.723      9.2672
9.3169     9.7305     9.3701
9.2608     9.7872     9.4604
9.253      9.8278     9.5175
9.2078     9.8221     9.6257
9.1417     9.8173     9.7457
9.0965     9.8099     9.8234
9.0284     9.8321     9.9195
8.9418     9.8627     9.9753
8.8489     9.8643     10.0589
8.7678     9.8752     10.0864
8.6776     9.9211     10.1107
8.5958     9.9574     10.1158
8.4798     9.992      10.1137
8.4066     10.0259    10.1181
8.2823     10.0319    10.1435
8.2312     10.0724    10.123
8.1159     10.1039    10.1549
8.0294     10.1273    10.1537
7.9766     10.1609    10.1459
7.8754     10.1735    10.1782
7.7611     10.2455    10.1545
7.6592     10.2588    10.1475
7.5978     10.3052    10.1186
7.5028     10.3506    10.0746
7.4581     10.3661    10.0042
7.4384     10.393     9.9288
7.4174     10.4686    9.7996
7.3545     10.475     9.7039
7.3072     10.4836    9.5948
7.2847     10.4682    9.5247
7.2277     10.4301    9.4435
7.2112     10.4035    9.4314
7.1873     10.3811    9.3267

















































































































































5.3345     12.9599    9.1312     RTEMFOS
5.3184     13.0174    9.0471
5.302      12.9668    8.9104
5.2457     12.9348    8.8472
5.2146     12.8851    8.7691
5.1699     12.8671    8.622
5.1637     12.8458    8.5063
5.1308     12.7961    8.4065
5.0956     12.7297    8.2995
5.0378     12.6702    8.1809
5.0137     12.6038    8.0774
4.9814     12.5178    7.9319
4.9227     12.4466    7.8112
4.915      12.4024    7.6885
4.8724     12.3852    7.5832
4.867      12.4055    7.4418
4.8589     12.4482    7.3663
4.8518     12.6015    7.2289
4.8349     12.7224    7.2028
4.8741     12.8629    7.1817
4.8247     12.9456    7.1791
4.8538     13.0612    7.1889
4.8785     13.1863    7.2251
4.8978     13.2795    7.2595
4.9204     13.3849    7.279
4.9257     13.4379    7.2949
4.961      13.4444    7.2926













































































































































































9.8706     9.8381     8.9348     LTEMFOS
9.8324     9.7598     8.8582
9.8164     9.7345     8.7507
9.8117     9.7103     8.6333
9.7674     9.678      8.4905
9.727      9.6208     8.3983
9.6612     9.5505     8.2809
9.5886     9.471      8.1848
9.5372     9.4184     8.05
9.4755     9.3561     7.942
9.4602     9.3399     7.8419
9.359      9.2605     7.6842
9.3592     9.1914     7.5729
9.3765     9.1661     7.4622
9.4141     9.2008     7.3159
9.5529     9.2646     7.1785
9.667      9.3262     7.1029
9.7702     9.4012     7.0818
9.8909     9.4797     7.0746
9.9575     9.4986     7.0909
10.0689    9.5634     7.1215
10.1849    9.6127     7.1479
10.3181    9.6341     7.1804
10.3165    9.6394     7.1697
















































































































































































5.4418     6.6726     8.3347     OP
6.475      8.1511     8.4157     BA
8.5838     10.8207    7.5419     ST
10.406     13.1604    7.1027     IV
4.379      10.2312    7.697      R_PG
5.0318     12.1959    7.2721     R_ZTI
7.5417     11.5697    8.1338     R_M3D
8.0909     12.837     8.0415     R_M12
9.2352     13.9589    7.6347     R_MP3
9.7439     14.2319    7.4494     R_PMI
9.1075     6.7284     7.7841     L_PG
10.7961    7.8379     7.4639     L_ZTI
9.619      10.1357    8.2057     L_M3D
10.6134    10.9143    8.1273     L_M12
11.3699    12.329     7.7767     L_MP3
11.543     12.912     7.5162     L_PMI
11.4293    13.2684    6.9182     O1
11.6155    10.0971    6.8495     O2
8.3634     5.3397     7.4668     O3
4.8619     5.012      6.26       O4




















































































































































































7.108      13.2191    7.3201     RZYGINF
7.0419     13.2558    7.3114
7.0181     13.3046    7.3036
6.9376     13.3389    7.2834
6.8649     13.355     7.3023
6.7794     13.3179    7.3254
6.6727     13.3148    7.3761
6.542      13.2931    7.4064
6.4402     13.219     7.4069
6.2697     13.1333    7.4238
6.1946     13.0851    7.4265
6.137      13.0394    7.4254
5.9942     12.9229    7.4178
5.8828     12.869     7.4144
5.7982     12.7735    7.4093
5.723      12.6934    7.3557
5.641      12.6385    7.3596
5.6017     12.5766    7.3318
5.5037     12.5418    7.3245
5.4408     12.4949    7.3001
5.3505     12.4375    7.3148
5.2897     12.3651    7.307
5.2168     12.3353    7.3017
5.1903     12.3083    7.297
5.1356     12.2627    7.2937
5.0896     12.2073    7.3004
5.0435     12.1995    7.2665













































































































































































11.3709    10.1291    7.4324     LZYGINF
11.4426    10.1015    7.4333
11.4311    10.0617    7.4405
11.4936    9.9646     7.4841
11.5141    9.882      7.5008
11.4982    9.8012     7.5185
11.4747    9.7117     7.5397
11.4608    9.6115     7.573
11.4291    9.5183     7.5882
11.4049    9.4745     7.5906
11.3855    9.3599     7.602
11.3709    9.3017     7.6183
11.3378    9.239      7.6304
11.3109    9.121      7.6427
11.2673    9.0266     7.6329
11.2473    8.9481     7.6312
11.2178    8.8871     7.6196
11.2102    8.8469     7.6072
11.1639    8.7809     7.6042
11.1433    8.6475     7.5437
11.1012    8.4692     7.502
11.0715    8.4098     7.4984
11.0185    8.265      7.4887
10.9733    8.1501     7.4767
10.9481    8.0751     7.4773
10.9084    7.9497     7.4636
10.8954    7.9274     7.4573
10.8726    7.8854     7.456
10.8577    7.8018     7.4438











































































































































































7.5624     11.7279    8.1509     R-ALV
7.5493     11.7652    8.1565
7.5231     11.8876    8.1741
7.5655     11.9672    8.1424
7.61       12.0509    8.1239
7.6336     12.0946    8.1213
7.6657     12.1703    8.1119
7.6757     12.2515    8.1083
7.7023     12.3315    8.1105
7.7358     12.4395    8.0934
7.7591     12.5277    8.0832
7.8177     12.6108    8.079
7.8994     12.6729    8.0544
7.9311     12.7331    8.0538
8.0035     12.8021    8.0456
8.0601     12.8071    8.0605
8.094      12.9248    7.9973
8.172      13.041     8.0241
8.2446     13.1215    7.9991
8.3362     13.2246    7.9196
8.3757     13.2822    7.8959
8.4533     13.3563    7.8525
8.5307     13.4013    7.8526
8.5955     13.4231    7.8804
8.6622     13.4774    7.8492
8.7043     13.5294    7.8171
8.7796     13.5778    7.8313
8.8242     13.6362    7.8126
8.869      13.6797    7.8044
8.8976     13.7086    7.8031
8.9441     13.7549    7.7818
8.9758     13.925     7.6894
9.1975     13.9716    7.6163







































































































































































9.6706     10.1208    8.2032     L-ALV
9.7733     10.1324    8.2145
9.8608     10.1398    8.2168
9.9661     10.2355    8.2114
10.0224    10.2846    8.2022
10.0761    10.3186    8.2229
10.1498    10.4079    8.2083
10.1902    10.4287    8.1827
10.2499    10.4963    8.1932
10.3809    10.5718    8.1806
10.436     10.6218    8.1649
10.5019    10.6821    8.1408
10.5799    10.7658    8.1361
10.6141    10.8609    8.1155
10.6408    10.913     8.106
10.7232    10.9883    8.0788
10.8666    11.1132    8.0155
10.9367    11.2217    7.9891
11.0033    11.3585    8.0138
11.0575    11.4444    8.0044
11.054     11.5644    7.9437
11.0945    11.6797    7.9225
11.1672    11.7817    7.8668
11.235     11.9094    7.8753
11.2796    11.9789    7.8558
11.3497    12.081     7.7482
11.3923    12.1633    7.7537
11.4142    12.2634    7.7259
11.4086    12.3417    7.7588











































































































































































5.5281     11.7324    6.9814     R_FOS
8.4949     9.7362     6.9064     L_FOS
