NMNH       220376     lal4ms.xls
6.8122     8.8377     7.5878
6.7251     8.855      7.4844
6.6549     8.8257     7.3081
6.6123     8.8367     7.1806
6.5034     8.8262     6.9813
6.4394     8.7735     6.8535
6.377      8.7581     6.7232
6.3224     8.7788     6.5778
6.2904     8.7743     6.4946
6.2133     8.7783     6.3347
6.1595     8.78       6.1858
6.068      8.8264     5.9932
6.0187     8.8097     5.8652
6.0218     8.8595     5.7906
6.0186     8.8612     5.7302
6.0512     8.8998     5.6186
6.1382     8.925      5.5254



















































































































































































7.608      8.5579     8.1012     L-PM/MAX
7.6439     8.4435     7.9594
7.6422     8.3255     7.8006
7.63       8.2296     7.6938
7.6376     8.1806     7.532
7.6802     8.071      7.3547
7.6964     7.9845     7.2197
7.6639     7.9159     7.0943
7.6917     7.8421     6.9467
7.6714     7.7337     6.764
7.6631     7.6531     6.6109
7.6773     7.5897     6.4685
7.6776     7.5459     6.3481
7.7116     7.4832     6.2103
7.7604     7.4191     6.1118
7.7959     7.3793     6.0336
7.8172     7.3789     5.9341
7.8376     7.3621     5.8673
7.8342     7.3601     5.7397
7.8145     7.4234     5.6306




















































































































































































6.963      10.8481    5.7455     ROSTRUM
6.8802     10.8158    5.8468
6.7676     10.7565    5.9895
6.7449     10.6999    6.1705
6.7687     10.6092    6.3466
6.7991     10.4657    6.5037
6.8741     10.3704    6.5508
6.8876     10.3223    6.6968
6.8641     10.2524    6.8146
6.8196     10.1653    6.9558
6.7771     10.1219    7.0546
6.7276     10.0599    7.1652
6.7123     10.0042    7.2594
6.6901     9.9438     7.434
6.7288     9.8069     7.566
6.8357     9.7529     7.6011
6.899      9.6725     7.6541
6.9588     9.5853     7.7328
7.0782     9.4805     7.8513
7.149      9.3638     7.9322
7.2183     9.2665     7.9969
7.2819     9.1711     8.0625
7.2908     9.1137     8.1774
7.3096     9.0811     8.2547
7.2997     9.0298     8.365
7.3238     8.9606     8.4657
7.3694     8.8746     8.5122
7.4688     8.788      8.5132
7.6382     8.7185     8.399
7.7279     8.7278     8.3381
7.844      8.7816     8.172
7.945      8.7307     8.07
8.1004     8.6035     7.9171
8.2595     8.5014     7.7714
8.4022     8.3968     7.6706
8.5255     8.3462     7.6025
8.5826     8.2923     7.5682
8.6899     8.2276     7.4918
8.7413     8.2236     7.4274
8.7821     8.2286     7.3829
8.8499     8.3476     7.2107
8.9393     8.4364     7.0223
9.0087     8.4929     6.8647
9.0938     8.5484     6.6832
9.1742     8.5413     6.6142
9.2355     8.514      6.4597
9.3527     8.4754     6.3748
9.4095     8.4613     6.2638
9.4441     8.4542     6.2032
9.5065     8.4752     6.1275
9.5529     8.5044     6.0644
9.5854     8.5791     5.9613
9.6128     8.6773     5.8682



















































































































































6.3934     11.8602    8.8518     SUPORB
6.4062     11.8996    8.79
6.388      11.8679    8.9111
6.4081     11.8249    9.0841
6.4449     11.7931    9.3117
6.4926     11.7718    9.4909
6.5386     11.6891    9.6481
6.6141     11.5765    9.8127
6.6587     11.4382    9.979
6.7251     11.3546    10.048
6.8013     11.2165    10.1415
6.877      11.0678    10.242
6.9729     10.9116    10.3434
7.0554     10.7851    10.4091
7.1869     10.518     10.4875
7.2765     10.4065    10.5191
7.4218     10.2006    10.5076
7.5347     10.0261    10.5115
7.4988     10.0187    10.4791
7.5689     9.8862     10.4397
7.6572     9.7617     10.4256
7.7751     9.5947     10.3682
7.844      9.497      10.3469
7.8815     9.4244     10.3098
7.9087     9.409      10.3041
7.9137     9.3741     10.2828
8.0238     9.3115     10.2841
8.1918     9.2279     10.3413
8.3301     9.1653     10.4077
8.533      9.0915     10.4181
8.7652     8.9972     10.4214
8.9774     8.9195     10.4137
9.1753     8.8379     10.4287
9.3651     8.7749     10.3558
9.478      8.7625     10.341
9.6134     8.7443     10.3263
9.7101     8.7521     10.2771
9.837      8.7502     10.2283
9.9875     8.6904     10.1485
10.1298    8.6445     10.0356
10.2468    8.5853     9.9369
10.3195    8.5716     9.8532
10.4777    8.5183     9.6926
10.5611    8.4694     9.5119
10.6918    8.4812     9.3687
10.7308    8.4515     9.2481
10.7436    8.4508     9.1045
10.7464    8.4167     9.0072
10.7298    8.4025     8.9074
10.7229    8.3754     8.8303
10.6539    8.3382     8.7239





















































































































































6.5606     10.283     7.7602     RORBIT
6.501      10.3903    7.7652
6.442      10.5236    7.7655
6.3851     10.61      7.7742
6.4178     10.7281    7.8157
6.3932     10.8057    7.8681
6.374      10.9196    7.9246
6.3581     10.9893    7.9793
6.3261     11.0768    8.0607
6.3586     11.1187    8.1256
6.3523     11.1829    8.2282
6.359      11.2485    8.3109
6.3703     11.2982    8.4243
6.3646     11.3377    8.4846
6.3787     11.3418    8.558
6.3592     11.3785    8.6396
6.4046     11.3967    8.6895
6.4063     11.4438    8.8519
6.3989     11.4293    8.9552
6.45       11.4143    9.0439
6.4656     11.3991    9.0945
6.4697     11.3828    9.1571
6.4565     11.3786    9.2103
6.4541     11.3491    9.3049
6.5035     11.3313    9.3645
6.4986     11.2997    9.429
6.5418     11.2472    9.4925
6.5543     11.2259    9.5239
6.5599     11.2132    9.577
6.5859     11.1723    9.5999
6.5998     11.1553    9.6526
6.6214     11.0808    9.7115
6.6267     11.0679    9.7648
6.6903     11.0332    9.7754
6.7201     11.0018    9.8084
6.7244     10.9396    9.858
6.741      10.9035    9.9135
6.788      10.8596    9.8865
6.8536     10.7103    9.993
6.8922     10.5999    10.0377
6.9515     10.5236    10.0579
6.9849     10.4674    10.0572
7.0457     10.3964    10.0628
7.0802     10.3382    10.0763
7.1872     10.2404    10.0558
7.243      10.1457    10.077
7.2939     10.0361    10.1011
7.3978     9.9323     10.0423
7.4549     9.8751     9.9974
7.5104     9.8418     9.9281
7.6264     9.7423     9.7949
7.6634     9.6801     9.68
7.6867     9.6307     9.5596
7.7145     9.5895     9.4653
7.7584     9.5819     9.333
7.7684     9.5786     9.1984
7.7695     9.5392     9.1641















































































































































9.0814     8.1871     7.8318     LORBIT
9.249      8.1315     7.8205
9.3575     8.1155     7.849
9.4824     8.1061     7.8961
9.5763     8.1117     7.933
9.6883     8.1076     7.9889
9.8107     8.1489     8.0443
9.8877     8.1648     8.1084
9.9691     8.1904     8.2083
10.032     8.2259     8.2743
10.0645    8.2609     8.3641
10.1007    8.2741     8.4482
10.1302    8.2993     8.5113
10.1456    8.3131     8.5679
10.1894    8.3131     8.6356
10.2322    8.3473     8.7695
10.2278    8.403      8.9359
10.2161    8.3989     9.062
10.182     8.4254     9.2141
10.1495    8.4414     9.2742
10.0788    8.4226     9.4149
10.0702    8.4687     9.4591
10.0154    8.5049     9.4959
9.931      8.5447     9.6093
9.8057     8.5547     9.718
9.7113     8.5782     9.7712
9.64       8.5922     9.8345
9.5612     8.6043     9.8776
9.4583     8.6204     9.9226
9.321      8.6734     9.9522
9.2024     8.714      9.9621
9.0985     8.7697     9.9583
9.0085     8.8086     9.9781
8.9338     8.8529     9.9756
8.7789     8.9034     9.9573
8.6326     9.0108     9.9391
8.5337     9.0555     9.8868
8.5339     9.0782     9.8727
8.4492     9.0965     9.8666
8.3708     9.0987     9.8306
8.3298     9.2285     9.6967
8.2879     9.2701     9.5788
8.2164     9.2613     9.489
8.1464     9.2591     9.3785
8.1291     9.2592     9.3273
8.1048     9.2603     9.2769
8.0796     9.2613     9.195
8.0741     9.2612     9.0723
























































































































































6.4219     11.919     8.8063     RTEMFOS
6.3649     11.8367    8.6302
6.3501     11.8324    8.4541
6.3222     11.8002    8.3467
6.3009     11.7463    8.1709
6.249      11.6756    8.0523
6.2213     11.6053    7.8811
6.2292     11.5185    7.7387
6.2302     11.4738    7.5423
6.2012     11.4275    7.3629
6.2053     11.4168    7.2435
6.2376     11.4291    7.1204
6.214      11.4798    6.9855
6.2031     11.5434    6.927
6.184      11.6827    6.8506
6.186      11.7702    6.8172
6.2087     11.9082    6.7983
6.2398     12.0102    6.8135
6.256      12.0928    6.8399
6.2701     12.1754    6.8665
6.2868     12.246     6.925
6.3094     12.3204    6.9748
6.3318     12.3709    6.9898
6.3368     12.4575    7.0178
















































































































































































10.5991    8.3508     8.4921     LTEMFOS
10.605     8.3151     8.3107
10.587     8.2409     8.2175
10.5216    8.1742     8.1055
10.4715    8.1486     7.9513
10.3514    8.0436     7.803
10.2699    7.9271     7.6366
10.2291    7.8745     7.5281
10.2414    7.8536     7.4176
10.2542    7.8809     7.2696
10.3573    7.9405     7.0937
10.458     7.9804     6.9954
10.6047    8.0781     6.9346
10.7243    8.1514     6.9133
10.8391    8.2091     6.8999
10.9376    8.2478     6.9144
10.9843    8.2732     6.9378
11.0313    8.2844     6.9538
11.1428    8.3172     7.0081
11.1775    8.3413     7.0228
11.2303    8.3547     7.0434
11.3247    8.381      7.0559
11.3671    8.4464     7.089

















































































































































































5.7515     7.4944     8.6593     OP
6.7887     9.0247     8.359      BA
8.5735     11.6401    7.4466     ST
10.1382    13.9468    6.9645     IV
4.6197     10.9224    7.951      R_PG
5.2847     12.9654    7.4268     R_ZTI
7.3962     12.3924    8.1063     R_M3D
7.8533     13.6094    7.9307     R_M12
8.9853     14.6589    7.5586     R_MP3
9.4993     15.0303    7.3133     R_PMI
9.2955     7.6449     7.7763     L_PG
10.9588    9.0815     7.3985     L_ZTI
9.677      10.8025    8.0258     L_M3D
10.6351    11.708     7.8484     L_M12
11.165     13.1266    7.461      L_MP3
11.366     13.6885    7.2285     L_PMI
11.1732    14.1095    6.6509     O1
11.5896    11.1895    6.6392     O2
8.8172     6.4527     7.2061     O3
5.4961     5.4514     7.2519     O4




















































































































































































7.0033     13.9148    7.4688     RZYGINF
6.9243     13.9792    7.463
6.8155     14.0135    7.4886
6.6593     14.0075    7.555
6.5514     13.9495    7.6008
6.455      13.8688    7.6325
6.3789     13.8063    7.6709
6.3106     13.7121    7.6979
6.1863     13.6111    7.6868
6.1138     13.5616    7.6972
6.0171     13.483     7.6785
5.97       13.4207    7.6727
5.8923     13.356     7.6698
5.8219     13.2815    7.6342
5.7697     13.2681    7.6172
5.6418     13.1722    7.5699
5.5805     13.1124    7.5296
5.5075     13.0626    7.4956
5.4679     13.0426    7.4799
5.4233     13.0246    7.4793
5.3661     12.9666    7.4613
5.3135     12.9016    7.4379


















































































































































































11.2821    11.1032    7.3129     LZYGINF
11.3034    11.0551    7.3232
11.3314    10.9922    7.3258
11.3664    10.9131    7.3493
11.4079    10.852     7.3808
11.4942    10.7793    7.4306
11.4542    10.6565    7.4803
11.4508    10.5774    7.4989
11.4216    10.4563    7.5453
11.3888    10.3742    7.5592
11.3555    10.2752    7.5871
11.3099    10.1937    7.5869
11.2679    10.1079    7.6007
11.2289    10.0185    7.6148
11.1752    9.8889     7.6243
11.1278    9.7844     7.5905
11.103     9.6701     7.5663
11.0823    9.5988     7.5178
11.0618    9.5108     7.5075
11.0435    9.4682     7.4775
11.0031    9.3739     7.4677
10.9863    9.2909     7.4338
10.9781    9.1967     7.4298
10.9637    9.1294     7.4109
10.9874    9.049      7.3803















































































































































































7.4284     12.3367    8.127      R-ALV
7.4034     12.4053    8.1411
7.3983     12.4589    8.1319
7.3871     12.5521    8.1284
7.3731     12.6039    8.1048
7.388      12.7111    8.0895
7.3834     12.8571    8.1013
7.444      12.9004    8.0943
7.4855     12.9427    8.1074
7.522      13.0159    8.0981
7.5583     13.0607    8.0872
7.5807     13.1789    8.0656
7.6195     13.2015    8.07
7.6392     13.2875    8.0542
7.6988     13.3562    8.0133
7.7071     13.3899    8.0006
7.7386     13.4602    7.9796
7.807      13.5243    7.9737
7.8766     13.5998    7.9502
7.9053     13.63      7.9498
8.038      13.7986    7.9218
8.1532     13.9602    7.8867
8.2225     14.0236    7.8815
8.3133     14.0919    7.8175
8.3895     14.1079    7.8135
8.4942     14.2213    7.7348
8.5163     14.2512    7.7407
8.5853     14.3161    7.6986
8.632      14.3694    7.6822
8.6936     14.4098    7.6931
8.7629     14.4844    7.697
8.7801     14.5154    7.6591
8.7853     14.5693    7.6437
8.9114     14.6362    7.5536
8.9706     14.6157    7.5903





































































































































































9.6715     10.7952    8.0328     L-ALV
9.7974     10.8019    8.0317
9.8961     10.8628    8.0445
9.9389     10.8897    8.0222
10.0395    10.97      8.0297
10.1093    11.042     8.0224
10.1852    11.1488    8.0174
10.2295    11.186     8.0106
10.3125    11.2442    7.9892
10.3465    11.3182    7.9826
10.441     11.3831    7.943
10.5165    11.4471    7.9249
10.556     11.5372    7.8918
10.6118    11.6286    7.8715
10.6471    11.7409    7.8363
10.694     11.8296    7.8261
10.7565    11.8803    7.8031
10.7822    11.964     7.8022
10.8647    12.0742    7.7262
10.8359    12.2301    7.7656
10.9013    12.3485    7.6731
10.8913    12.4407    7.6789
10.9774    12.5086    7.6773
11.008     12.6393    7.6196
11.0633    12.7233    7.5796
11.0786    12.8047    7.596
11.1873    12.8993    7.542
11.2284    13.0216    7.4864
11.2209    13.1282    7.4543











































































































































































6.7839     10.8349    6.7489     R_FOS
9.4953     8.5716     6.8595     L_FOS
