AMNH       86705      laa3ms.xls
9.0616     7.5928     -8.3227
9.1361     7.6084     -8.428
9.1997     7.6238     -8.5807
9.2254     7.6188     -8.6789
9.2667     7.5056     -8.7689
9.236      7.3901     -8.8303
9.2684     7.335      -8.8862
9.3171     7.2831     -8.9258
9.3604     7.3247     -9.0132
9.4497     7.212      -9.0285
9.503      7.1357     -9.0143
9.5404     7.1174     -9.0253



























































































































































8.7891     6.2787     -7.149     NASP-PR
8.7479     6.1899     -7.0907
8.6867     6.1886     -6.9872
8.6696     6.1252     -6.9101
8.6668     6.1184     -6.8146
8.6604     6.1002     -6.717
8.6123     6.128      -6.6062
8.6182     6.1164     -6.5694
































































































































































































10.4359    7.3997     -9.573     R-PM/MAX
10.4158    7.3024     -9.4463
10.3943    7.2139     -9.3302
10.3637    7.1535     -9.2471
10.3652    7.0437     -9.0889
10.3352    6.9002     -8.8868
10.3055    6.7977     -8.6577
10.2987    6.6826     -8.5152
10.2985    6.5957     -8.3217
10.2932    6.4717     -8.0753
10.353     6.3878     -7.8696
10.3741    6.275      -7.684
10.339     6.1623     -7.4454
10.2821    6.0465     -7.2567
10.2989    5.9115     -7.0549
10.3464    5.846      -6.8764
10.3419    5.8712     -6.747
10.3408    5.9017     -6.6659






















































































































































































9.9754     8.0228     -9.6917    L-PM/MAX
9.8658     8.0087     -9.5435
9.7832     7.9832     -9.3938
9.65       7.9433     -9.253
9.5343     7.9022     -9.0689
9.4481     7.8643     -8.9388
9.3711     7.857      -8.7759
9.2793     7.8162     -8.6325
9.175      7.808      -8.4956
9.1082     7.8283     -8.3374
9.0632     7.8168     -8.2409
8.9611     7.8249     -7.9805
8.9135     7.8313     -7.8251
8.8558     7.8178     -7.7534
8.772      7.8252     -7.5806
8.6757     7.7812     -7.4288
8.5772     7.7712     -7.2899
8.4894     7.7439     -7.1286
8.402      7.666      -6.9815
8.338      7.7484     -6.8303
8.3824     7.8268     -6.6685
8.3964     7.8514     -6.6398


















































































































































































11.9136    7.012      -6.654     ROSTRUM
11.8836    7.0215     -6.8286
11.8589    7.0132     -6.9569
11.7967    7.0336     -7.1539
11.7709    7.0556     -7.2766
11.705     7.0943     -7.4192
11.6785    7.137      -7.5493
11.5961    7.1799     -7.689
11.508     7.2048     -7.8549
11.5167    7.2305     -8.0469
11.4753    7.238      -8.2831
11.4247    7.2556     -8.406
11.3851    7.2422     -8.5482
11.3533    7.2492     -8.684
11.2541    7.3015     -8.9159
11.1916    7.3503     -8.9991
11.0452    7.4088     -9.1771
10.9264    7.5182     -9.3237
10.8749    7.5675     -9.395
10.7749    7.6075     -9.5471
10.697     7.6537     -9.651
10.6252    7.6555     -9.8061
10.5601    7.6709     -9.9566
10.5291    7.7161     -10.0839
10.4403    7.8086     -10.1634
10.3347    7.8777     -10.1926
10.2286    8.0171     -10.1582
10.1701    8.1085     -10.0675
10.1212    8.1344     -9.8946
10.0938    8.2209     -9.761
10.0736    8.2769     -9.5869
10.0213    8.3286     -9.4682
9.9067     8.4234     -9.33
9.7557     8.6067     -9.0922
9.6476     8.6934     -8.9611
9.5989     8.8075     -8.7472
9.5517     8.8915     -8.5494
9.5379     8.9241     -8.3079
9.4938     8.9724     -8.1395
9.5044     9.0017     -7.9472
9.5076     9.0349     -7.8233
9.4286     9.1148     -7.6303
9.3829     9.194      -7.453
9.2941     9.2528     -7.2194
9.2566     9.324      -6.983
9.2566     9.3837     -6.7377
9.2711     9.4371     -6.6016
9.3602     9.4304     -6.4958
























































































































































14.1445    7.1881     -10.6074   SUPORB
14.1255    7.2004     -10.6802
14.0978    7.2261     -10.8223
14.0342    7.2665     -10.9458
13.9405    7.3492     -11.1214
13.889     7.3723     -11.1879
13.783     7.4491     -11.3406
13.6826    7.4898     -11.4728
13.5159    7.5817     -11.6345
13.2755    7.663      -11.8005
13.0918    7.7246     -11.8837
12.8298    7.8115     -11.9794
12.6087    7.8816     -12.0471
12.4581    7.962      -12.1
12.2352    8.0392     -12.1398
12.0602    8.1132     -12.1406
11.913     8.1827     -12.136
11.7099    8.2807     -12.1388
11.5119    8.4614     -12.1731
11.2821    8.551      -12.0873
11.1575    8.6072     -12.0519
10.9719    8.74       -12.0331
10.8711    8.8244     -12.0223
10.8641    9.0317     -12.1213
10.7558    9.185      -12.1577
10.6399    9.4594     -12.1936
10.5446    9.686      -12.219
10.429     9.946      -12.196
10.4469    9.8982     -12.1965
10.3076    10.1113    -12.1599
10.1522    10.4895    -12.0417
9.9932     10.833     -11.8773
9.8613     11.1011    -11.7
9.7344     11.2857    -11.5055
9.6239     11.4027    -11.317
9.5443     11.5009    -11.1845
9.4802     11.5376    -11.0834
9.4288     11.6627    -10.9173
9.3985     11.7115    -10.7427
9.3674     11.7196    -10.6742
































































































































































12.1813    7.1494     -9.4712    RORBIT
12.2994    7.1172     -9.4595
12.4971    7.0852     -9.4816
12.6757    7.0215     -9.5306
12.8875    6.9774     -9.5994
13.0227    6.9934     -9.7124
13.216     7.0408     -9.855
13.3085    7.0816     -9.9596
13.3592    7.0726     -10.0724
13.4317    7.1054     -10.1996
13.5026    7.1099     -10.3412
13.4768    7.1156     -10.5134
13.4612    7.0693     -10.5797
13.5237    7.0543     -10.7238
13.5164    7.1173     -10.9373
13.4322    7.2008     -11.157
13.301     7.2754     -11.3339
13.1659    7.3666     -11.536
13.0037    7.4395     -11.6523
12.8175    7.4956     -11.7146
12.6118    7.5839     -11.7475
12.3622    7.6901     -11.7981
12.1768    7.8039     -11.8029
12.0282    7.918      -11.8395
11.8549    8.0077     -11.8256
11.6325    8.1446     -11.7316
11.5258    8.222      -11.599
11.4402    8.3012     -11.4469
11.3228    8.3713     -11.2451
11.2093    8.3251     -11.0473
11.1324    8.2746     -10.8962
11.0819    8.2521     -10.8241








































































































































































9.4013     9.7801     -9.4847    LORBIT
9.3508     9.8969     -9.4653
9.3018     10.1042    -9.5254
9.2504     10.2987    -9.5967
9.2288     10.51      -9.7091
9.2302     10.6648    -9.8227
9.2529     10.8318    -10.0243
9.2509     10.9643    -10.2422
9.2996     11.0341    -10.447
9.2935     11.0187    -10.5745
9.318      10.9974    -10.6841
9.3558     10.9577    -10.9351
9.4471     10.9081    -11.1465
9.492      10.8445    -11.3577
9.6233     10.6951    -11.483
9.7707     10.4832    -11.6391
9.8777     10.1989    -11.7028
10.0374    9.956      -11.6959
10.1733    9.7664     -11.6563
10.2513    9.6593     -11.7459
10.3102    9.499      -11.8335
10.4428    9.2441     -11.8061
10.5737    9.0688     -11.615
10.6392    8.8878     -11.4232
10.6376    8.7461     -11.3016
10.7       8.8811     -11.277
10.6974    8.8171     -11.0896
10.6805    8.7697     -10.8606
10.6406    8.6934     -10.7661











































































































































































14.1106    7.1705     -10.5465   RTEMFOS
14.0543    7.0667     -10.3653
13.9767    7.034      -10.0847
13.8725    6.9376     -9.7448
13.82      6.8431     -9.4751
13.7653    6.7531     -9.1999
13.7102    6.6594     -8.8564
13.7007    6.6465     -8.6175
13.7132    6.6513     -8.3888
13.7922    6.6734     -8.2578
13.9812    6.7397     -8.0846
14.1302    6.7894     -8.0181
14.3272    6.8889     -8.0948
14.4941    6.9706     -8.1664
14.6219    7.018      -8.2467

























































































































































































9.3726     11.6924    -10.6759   LTEMFOS
9.3014     11.6228    -10.4439
9.2677     11.5347    -10.2905
9.2155     11.4926    -10.0933
9.1221     11.3977    -9.9095
9.0306     11.3219    -9.7208
8.981      11.3007    -9.4961
8.9382     11.2759    -9.2714
8.9127     11.2818    -9.0337
8.8248     11.2305    -8.7785
8.8601     11.3094    -8.5188
8.9153     11.3968    -8.3586
8.9878     11.5419    -8.2484
9.0441     11.7153    -8.2246
9.0794     11.9153    -8.2349
9.0974     12.0189    -8.3442
9.1176     12.1241    -8.3858























































































































































































12.743     7.5587     -9.1368    OP
9999       9999       9999       BA
15.1107    12.1718    -7.4767    ST
16.4634    14.8082    -6.431     IV
16.3269    7.891      -8.1911    R_PG
18.1938    9.5387     -7.3697    R_ZTI
16.4267    11.6878    -8.2494    R_M3D
17.257     12.8069    -7.8126    R_M12
17.8721    14.1481    -7.2308    R_MP3
17.9959    14.971     -6.7249    R_PMI
10.9165    10.5367    -8.0629    L_PG
11.0265    13.0235    -7.2134    L_ZTI
13.7442    13.095     -8.1318    L_M3D
14.0921    14.4585    -7.791     L_M12
14.952     15.667     -7.2618    L_MP3
15.6736    16.231     -6.7679    L_PMI
16.8366    16.9871    -6.3535    O1
12.0646    14.1916    -6.9474    O2
9.9427     8.9149     -7.5584    O3
10.9801    6.3195     -7.8363    O4




















































































































































































18.1069    11.798     -7.4841    RZYGINF
18.1497    11.749     -7.4937
18.2365    11.7055    -7.526
18.2917    11.6372    -7.5735
18.4483    11.4815    -7.6171
18.4457    11.3047    -7.6332
18.4311    11.2025    -7.651
18.4234    11.001     -7.672
18.3952    10.8133    -7.6057
18.3345    10.6515    -7.5611
18.3363    10.4644    -7.5211
18.2633    10.2838    -7.4817
18.2497    10.0559    -7.458
18.2194    9.8612     -7.4265
18.1984    9.7433     -7.4162
18.1767    9.6177     -7.3818
























































































































































































12.6646    14.27      -7.3328    LZYGINF
12.572     14.2743    -7.3418
12.4232    14.3576    -7.3929
12.2691    14.3358    -7.4283
12.1865    14.3044    -7.4088
11.979     14.089     -7.4394
11.7975    13.9063    -7.3713
11.673     13.7826    -7.3388
11.5159    13.6437    -7.2723
11.388     13.4606    -7.2564
11.2716    13.2947    -7.228
11.1442    13.1028    -7.2134
11.0362    12.9867    -7.1683



























































































































































































16.4291    11.7143    -8.2208    R-ALV
16.5714    11.8257    -8.193
16.7439    11.9374    -8.1402
16.8964    12.1102    -8.0836
17.0182    12.2498    -8.0451
17.1503    12.428     -7.9685
17.2806    12.6176    -7.9006
17.3442    12.7578    -7.8203
17.4335    12.9265    -7.7652
17.5114    13.0482    -7.7419
17.554     13.1413    -7.7066
17.5574    13.3489    -7.6684
17.6139    13.5619    -7.5816
17.6397    13.6519    -7.4804
17.7188    13.8648    -7.4096
17.791     14.0938    -7.3856
17.8515    14.234     -7.2733
17.8946    14.3088    -7.1966






















































































































































































13.7259    13.0903    -8.1082    L-ALV
13.7249    13.1404    -8.1259
13.7174    13.3275    -8.1064
13.7111    13.4334    -8.0857
13.7047    13.666     -8
13.7642    13.8888    -7.9444
13.8414    14.1335    -7.8543
13.9581    14.3487    -7.7996
14.0559    14.556     -7.7033
14.1337    14.7234    -7.668
14.3015    14.9291    -7.6209
14.5054    15.1591    -7.4381
14.6602    15.3412    -7.4725
14.7955    15.5494    -7.3669
14.8182    15.5818    -7.3365
14.9353    15.7328    -7.2287
























































































































































































12.7026    7.5498     -8.1       R_FOS
9.8773     10.1556    -8.079     L_FOS
