NMNH       481745     cta3ms.xls
8.8918     8.9756     8.4815
8.9273     8.8832     8.5555
8.9629     8.8242     8.6141
8.9678     8.7653     8.6747
8.9925     8.6943     8.7532
9.0108     8.6279     8.831
9.038      8.6233     8.8749
9.0424     8.5598     8.8625
9.094      8.4861     8.855
9.1568     8.4272     8.8588
9.2367     8.3748     8.8291
9.2705     8.3366     8.7541
9.4032     8.2822     8.6079
9.4965     8.2295     8.4511
9.6494     8.1593     8.3145
9.7907     8.0885     8.2345
9.9182     8.0002     8.1317
9.9574     7.9751     8.0511
10.0626    7.9301     7.8853
10.1306    7.9376     7.7539
10.2307    7.9235     7.6628
10.2942    7.8568     7.6058
10.3697    7.9179     7.4724
10.4193    7.9389     7.3471
10.4401    7.9801     7.1272
10.5189    7.9474     7.0295
10.5809    7.9843     6.8679
10.6513    7.9237     6.7652
10.7514    7.8752     6.6481
10.8309    7.8307     6.6196
10.8741    7.7887     6.5541
10.9192    7.7414     6.4916
10.9739    7.7185     6.4353
10.9843    7.6844     6.2925
11.0328    7.6833     6.2027
11.0897    7.6912     6.114
11.0431    7.693      6.0458
11.0841    7.7807     5.8696










































































































































8.3597     11.7362    9.6095     SUPORB
8.3581     11.7259    9.6842
8.3809     11.7372    9.7662
8.4617     11.7525    9.9104
8.4914     11.7165    10.0635
8.5336     11.6773    10.1903
8.6023     11.5931    10.3568
8.6525     11.531     10.4604
8.727      11.4672    10.5911
8.8185     11.3564    10.6818
8.8694     11.2366    10.7574
8.9285     11.1222    10.8445
9.0006     10.9684    10.888
9.0502     10.8535    10.9072
9.1154     10.7132    10.9897
9.2262     10.5412    11.0386
9.3307     10.4426    11.1109
9.4038     10.3209    11.1495
9.5003     10.1953    11.1956
9.5656     10.0823    11.2432
9.6674     9.9208     11.2255
9.6832     9.7408     11.2254
9.7152     9.6233     11.1634
9.7809     9.4316     11.1131
9.8088     9.3399     11.0738
9.8357     9.2472     11.0376
9.8508     9.1571     11.0117
9.8949     9.087      10.9722
9.9338     9.0287     10.9581
9.9975     8.9674     10.9689
10.1602    8.9155     11.0967
10.3076    8.8585     11.0817
10.4382    8.8023     11.1199
10.5646    8.7423     11.1289
10.7281    8.6446     11.1299
10.8225    8.6109     11.1275
10.9666    8.5025     11.0839
11.0705    8.4268     11.0265
11.1804    8.3274     10.9627
11.2782    8.2689     10.9054
11.3697    8.2034     10.8692
11.4929    8.0766     10.7804
11.5807    8.0178     10.7038
11.7446    7.9559     10.6327
11.8389    7.9063     10.5748
11.9843    7.8451     10.5137
12.0668    7.7881     10.4175
12.1761    7.7487     10.3558
12.244     7.695      10.2591
12.3057    7.6679     10.2023
12.3653    7.6286     10.0726
12.3671    7.573      9.9694
12.4377    7.5729     9.7622
12.3924    7.4938     9.6148
12.3618    7.4499     9.4576
12.3344    7.4137     9.3246
12.3154    7.426      9.1835















































































































































8.5329     9.9128     8.4032     RORBIT
8.4343     10.0639    8.4016
8.4087     10.1241    8.4057
8.3467     10.2864    8.4289
8.2929     10.4212    8.4562
8.2452     10.5261    8.487
8.2436     10.6382    8.5309
8.2314     10.7544    8.5855
8.2166     10.8476    8.644
8.2007     10.9387    8.7511
8.2291     10.9972    8.8189
8.2355     11.0814    8.9059
8.2701     11.1295    8.9835
8.2841     11.1859    9.113
8.2694     11.2396    9.1979
8.2942     11.2736    9.2698
8.334      11.3092    9.3609
8.3175     11.3224    9.4406
8.3387     11.3129    9.5581
8.343      11.3182    9.6252
8.4541     11.3474    9.639
8.5206     11.3496    9.755
8.5278     11.322     9.889
8.5301     11.2688    10.0369
8.6166     11.1362    10.2247
8.6424     11.1015    10.286
8.6442     11.047     10.3432
8.7379     10.93      10.4286
8.7767     10.8955    10.4705
8.8334     10.8006    10.496
8.8733     10.7178    10.5528
8.9194     10.6094    10.5814
8.9524     10.5364    10.5971
9.0597     10.3267    10.5845
9.0935     10.2719    10.5996
9.1034     10.1973    10.5874
9.1463     10.1201    10.6032
9.1626     10.0584    10.5892
9.202      10.0089    10.5613
9.2439     9.964      10.5536
9.2672     9.9276     10.556
9.3093     9.8799     10.5805
9.3612     9.7709     10.5929
9.4677     9.6801     10.5057
9.5679     9.5349     10.4114
9.5822     9.5233     10.3589
9.5857     9.4653     10.2506
9.5793     9.4237     10.1862
9.5724     9.3902     10.1062
9.5739     9.3921     10.0788
9.5836     9.3426     9.9562
9.5771     9.304      9.8232
9.5745     9.2535     9.7283
9.5481     9.2273     9.6036
9.5219     9.2106     9.5162
9.5028     9.2062     9.4282
9.4862     9.1712     9.3629
9.4877     9.1822     9.3402
9.4266     9.149      9.219













































































































































10.5918    7.7257     8.2229     LORBIT
10.6696    7.6622     8.2187
10.7722    7.5988     8.2402
10.8408    7.5374     8.2392
10.9121    7.5035     8.255
10.9585    7.4507     8.2545
9999       9999       9999
11.4259    7.2556     8.4547
11.4871    7.2536     8.4968
11.548     7.276      8.5657
11.6359    7.2759     8.6738
11.7065    7.2868     8.7559
11.7533    7.306      8.8375
11.8442    7.3345     8.9754
11.8829    7.3549     9.0513
11.9101    7.3459     9.1635
11.9075    7.3675     9.2981
11.9063    7.3991     9.3696
11.9246    7.4406     9.4698
11.9182    7.4739     9.5657
11.9052    7.5226     9.6689
11.853     7.5245     9.7954
11.7849    7.5905     9.9271
11.7509    7.6455     9.9914
11.6712    7.7323     10.1132
11.6089    7.7909     10.1836
11.5293    7.8858     10.2528
11.4438    7.8912     10.3227
11.3783    7.9422     10.3749
11.2609    8.0072     10.4031
11.1625    8.0573     10.4427
11.0699    8.1008     10.4608
10.9327    8.1886     10.4586
10.8135    8.2395     10.457
10.6746    8.3168     10.5246
10.6483    8.3642     10.5046
10.6072    8.4318     10.4853
10.584     8.4829     10.4802
10.4696    8.5505     10.4861
10.3947    8.6106     10.4637
10.3119    8.6937     10.4393
10.1902    8.7859     10.3388
10.1665    8.8119     10.2489
10.1458    8.8217     10.1715
10.1411    8.8269     10.0996
10.0989    8.8694     9.7925
10.0902    8.8359     9.7138
10.0475    8.8281     9.5957
9.9861     8.8252     9.4927
9.9743     8.8277     9.4066
9.9448     8.7986     9.3399
9.9126     8.7602     9.2278
9.8776     8.7263     9.1417



















































































































































8.4635     11.8038    9.8449     RTEMFOS
8.3957     11.7926    9.7117
8.3537     11.7696    9.5027
8.3142     11.7282    9.3855
8.2664     11.7071    9.2392
8.2687     11.6602    9.0949
8.2141     11.621     8.988
8.2069     11.6106    8.8493
8.2059     11.5933    8.7578
8.2165     11.612     8.5416
8.2443     11.6192    8.3836
8.2418     11.6293    8.2588
8.2454     11.6597    8.1222
8.2434     11.7288    7.9487
8.2397     11.811     7.8392
8.2314     11.9168    7.7379
8.2377     12.0368    7.6505
8.277      12.1274    7.6445
8.325      12.2703    7.5903
8.3745     12.3283    7.5718
8.4335     12.3783    7.5836
8.4412     12.4416    7.5824
8.4389     12.5244    7.5779

















































































































































































12.3627    7.4659     9.4892     LTEMFOS
12.3588    7.4583     9.3998
12.3456    7.4297     9.2922
12.2934    7.4083     9.1709
12.2648    7.382      9.0332
12.1951    7.3315     8.8798
12.1673    7.3112     8.7244
12.1855    7.3117     8.6217
12.1734    7.3301     8.4733
12.1516    7.3425     8.31
12.1429    7.3204     8.1644
12.1385    7.3199     7.9678
12.1687    7.3211     7.7978
12.2106    7.3346     7.6611
12.3016    7.3597     7.5218
12.3826    7.3853     7.4394
12.5273    7.4064     7.3521
12.6054    7.4607     7.3261
12.7506    7.4861     7.2744
12.8088    7.5061     7.23
12.9011    7.5491     7.2548
12.9543    7.5532     7.2572


















































































































































































9999       9999       9999       OP
9.9865     9.3138     8.8796     BA
12.0829    11.5631    7.563      ST
14.0458    13.5638    7.0734     IV
7.7688     11.2757    8.2275     R_PG
8.4747     13.2342    7.4293     R_ZTI
10.9094    12.7634    8.0966     R_M3D
11.8578    13.9324    7.9522     R_M12
13.4113    14.9442    7.4922     R_MP3
13.9137    15.1619    7.2663     R_PMI
12.0349    7.245      8.087      L_PG
13.9515    8.014      7.3765     L_ZTI
13.2905    10.4303    8.058      L_M3D
14.5266    11.3475    7.8068     L_M12
15.4185    12.976     7.4992     L_MP3
15.6249    13.5715    7.1727     L_PMI
15.3174    13.8347    6.6203     O1
14.6218    9.5138     6.8522     O2
11.3178    6.0859     7.3388     O3
7.9317     5.8347     6.5083     O4




















































































































































































10.3738    13.8106    7.2335     RZYGINF
10.2626    13.8244    7.2512
10.044     13.7959    7.3703
9.9704     13.7772    7.4417
9.8863     13.7556    7.5367
9.7713     13.7556    7.5362
9.6542     13.7009    7.5612
9.5285     13.6436    7.5859
9.4044     13.6085    7.6151
9.2503     13.5388    7.597
9.105      13.4808    7.5923
8.9926     13.4288    7.5763
8.8954     13.3341    7.5456
8.7427     13.3284    7.5256
8.6843     13.2826    7.4905
8.6032     13.2361    7.4845
8.5747     13.2031    7.4633
8.5219     13.1798    7.4274
8.492      13.142     7.4158





















































































































































































14.4409    10.2456    7.1072     LZYGINF
14.4618    10.1578    7.131
14.5034    10.0471    7.1433
14.5078    10.0063    7.1552
14.5385    9.9437     7.1623
14.56      9.865      7.1817
14.5683    9.7947     7.208
14.5653    9.7103     7.2595
14.5509    9.6862     7.2945
14.5803    9.6144     7.3555
14.5237    9.4615     7.4626
14.4432    9.3128     7.5173
14.3837    9.1808     7.5589
14.3206    8.9852     7.5296
14.2518    8.8464     7.5225
14.214     8.7207     7.5055
14.1848    8.626      7.5074
14.174     8.5172     7.4935
14.1273    8.4173     7.493
14.1204    8.3105     7.4485
14.0637    8.2473     7.4542
13.9704    8.1309     7.4303
13.9526    8.0895     7.4156
13.942     8.0449     7.3841
















































































































































































10.8846    12.7002    8.1063     R-ALV
10.9095    12.8185    8.0855
10.9194    12.8726    8.127
10.9471    12.9486    8.0866
10.9713    13.0529    8.065
11.0392    13.1139    8.0633
11.0714    13.1821    8.0594
11.1161    13.2743    8.0147
11.182     13.3424    8.0589
11.2736    13.4078    8.0027
11.3946    13.5937    7.9179
11.5232    13.7052    7.9686
11.5438    13.7672    7.9639
11.6909    13.9525    7.9449
11.8243    14.0094    7.8717
11.9522    14.1019    7.8309
12.1146    14.1974    7.7537
12.1791    14.2535    7.791
12.2892    14.3775    7.7841
12.4203    14.4352    7.8016
12.4783    14.4521    7.7424
12.5764    14.4866    7.6772
12.7069    14.5419    7.6482
12.7832    14.5969    7.6287
12.9758    14.6976    7.62
12.9818    14.7479    7.5691
13.0346    14.8108    7.5711
13.0458    14.8269    7.5607
13.1975    14.9359    7.4561
13.4502    14.9771    7.4956










































































































































































13.3521    10.3952    8.0309     L-ALV
13.5462    10.4827    8.0223
13.708     10.5359    8.0145
13.9328    10.688     7.9925
14.0062    10.7454    7.9558
14.1761    10.835     8.0031
14.309     10.9536    7.9867
14.4304    11.0774    7.9299
14.5348    11.2308    7.8239
14.6697    11.411     7.7382
14.7457    11.585     7.6256
14.9091    11.7844    7.6125
14.9863    12.0004    7.6125
15.0466    12.1655    7.5848
15.1672    12.345     7.5468
15.2888    12.5142    7.5205
15.352     12.6259    7.4865
15.4014    12.6907    7.4351
15.5126    12.9055    7.3772





















































































































































































8.7688     10.7545    7.2853
11.2935    7.9716     7.2558
