NMNH       218844     ctt21ms.xls
7.9588     7.7281     9.078
7.9489     7.7162     9.021
7.9122     7.6909     8.947
7.8897     7.6784     8.9121
7.8674     7.654      8.8163











































































































































































7.8142     7.6782     8.797      NOSE
7.7919     7.7465     8.8015
7.7769     7.7899     8.8502
7.7616     7.8325     8.8683
7.728      7.9098     8.8717
7.7019     7.925      8.78
7.6676     7.9881     8.6918
7.675      7.9863     8.6273
7.655      7.9982     8.5652
7.6359     8.0479     8.5663
7.6542     8.106      8.616
7.6966     8.1579     8.6726
7.6        8.1531     8.5072
7.5365     8.1495     8.3696
7.5017     8.1573     8.235
7.4355     8.1808     8.1274
7.3658     8.1933     8.0439
7.3115     8.1701     7.9175
7.2721     8.1365     7.7581
7.2313     8.0997     7.5997
7.219      8.0694     7.5324
7.17       7.9796     7.3829
7.1325     7.8687     7.2241
7.1143     7.7861     7.1662
7.099      7.6954     7.0865
7.1161     7.6185     7.0088
7.0966     7.5471     6.9156
7.1252     7.4537     6.8064
7.1204     7.3786     6.7339
7.1227     7.2246     6.629
7.139      7.163      6.5813
7.1691     7.1362     6.5582
7.1682     7.0822     6.5241
7.2293     7.0306     6.5385
7.2794     6.907      6.6088
7.4116     6.7995     6.755
7.4727     6.8079     6.8358
7.524      6.8013     6.8805
7.5786     6.7832     6.9569
7.6329     6.8047     7.0259
7.6725     6.8196     7.0893
7.7323     6.8498     7.1872
7.8143     6.8527     7.2566
7.8634     6.8671     7.2876
7.9178     6.9292     7.381
7.9685     6.9231     7.427
8.021      6.9594     7.4958
8.0729     6.9788     7.557
8.1257     7.0001     7.6074
8.1619     7.0269     7.682
8.1842     7.039      7.7602
8.1946     7.0552     7.8085
8.2175     7.061      7.9556
8.2278     7.1289     8.1053
8.2393     7.1771     8.1801
8.2488     7.222      8.2247
8.2113     7.2756     8.2749
8.2519     7.3306     8.3345
8.2375     7.3506     8.3892
8.244      7.3699     8.5041
8.2604     7.3867     8.5218
8.2656     7.3957     8.6496
8.2185     7.4166     8.6649
8.1653     7.4083     8.602
8.1033     7.4718     8.6456
8.0671     7.4998     8.7017
8.0607     7.5371     8.7721
8.0655     7.5558     8.8326
8.0501     7.5658     8.8659
7.9938     7.5864     8.8526
7.9324     7.625      8.8045
7.9025     7.654      8.7735
7.8368     7.6612     8.7637































































































































7.1747     7.0659     6.5201     NASP-PR
7.1222     7.0022     6.4472
7.0659     6.9934     6.3754
7.044      6.9606     6.3228
7.01       6.9364     6.1964
7.0033     6.9223     6.1036
6.9841     6.9129     6.0011
6.983      6.9151     5.9174
6.9841     6.9199     5.8334
7.0082     6.9057     5.7582
7.0287     6.9076     5.7114
7.0367     6.9063     5.6374
7.0326     6.9085     5.5848
7.0546     6.9124     5.5174
7.0819     6.9083     5.4193
7.0847     6.9206     5.3644
7.1086     6.9268     5.2669























































































































































































8.1662     8.5682     9.5206     R-PM/MAX
8.1052     8.5329     9.4102
8.0297     8.547      9.3106
7.9698     8.5157     9.2302
7.9153     8.5063     9.1444
7.8834     8.4781     9.0918
7.805      8.4697     8.9575
7.7408     8.4474     8.8655
7.6872     8.4402     8.7701
7.6188     8.4271     8.6666
7.5457     8.4317     8.5614
7.5008     8.4338     8.4836
7.4153     8.4391     8.3599
7.3896     8.397      8.2699
7.3278     8.3841     8.1784
7.2687     8.3915     8.0927
7.1706     8.4197     8.0272
7.1381     8.4097     7.9227
7.0775     8.4179     7.8181
7.0085     8.396      7.7006
6.9522     8.3919     7.6184
6.9068     8.4584     7.4519
6.8468     8.4313     7.3065
6.7935     8.4483     7.1126
6.7494     8.4447     7.0005
6.7034     8.474      6.8727
6.6614     8.5133     6.8019
6.6268     8.5416     6.6936
6.5928     8.587      6.6017
6.6095     8.6846     6.4276
6.5911     8.7035     6.3766
6.5904     8.7285     6.3318
6.5951     8.7919     6.2308
6.6156     8.7752     6.1335
6.7092     8.6836     5.9638





































































































































































8.789      7.9158     9.5796     L-PM/MAX
8.6639     7.4483     8.8378
8.6033     7.3508     8.6817
8.6023     7.3034     8.5573
8.6099     7.2114     8.4917
8.5711     7.1055     8.2898
8.5336     7.0226     8.1303
8.4772     6.955      8.0162
8.4803     6.9054     7.9387
8.448      6.8501     7.8253
8.4369     6.7936     7.741
8.3904     6.7248     7.6984
8.387      6.7138     7.5889
8.4639     6.6429     7.4634
8.4657     6.5836     7.3333
8.4555     6.5238     7.2152
8.4565     6.4883     7.1114
8.4705     6.4505     6.9968
8.48       6.4049     6.9298
8.508      6.3663     6.8346
8.5923     6.3041     6.6852
8.6309     6.2755     6.5917
8.6914     6.2496     6.5313
8.7701     6.2491     6.4385
8.8111     6.2364     6.2908
8.8116     6.2851     6.1538
8.7737     6.3042     6.0774













































































































































































8.3411     11.0952    6.7852     ROSTRUM
8.2452     11.0629    6.8958
8.1709     11.0216    7.1126
8.1414     10.9797    7.214
8.1522     10.9703    7.3158
8.1441     10.9078    7.4283
8.1609     10.8465    7.5769
8.1569     10.7878    7.648
8.1656     10.7271    7.726
8.1552     10.645     7.7788
8.1677     10.6088    7.8598
8.172      10.5451    7.9158
8.1706     10.4909    7.962
8.1703     10.4646    8.0571
8.1903     10.4227    8.106
8.1907     10.3817    8.1759
8.1885     10.3354    8.243
8.181      10.307     8.3328
8.1739     10.2645    8.414
8.1277     10.2353    8.5053
8.0728     10.2371    8.616
8.0144     10.2178    8.7037
7.9919     10.1735    8.7928
7.9889     10.1528    8.8544
7.9442     10.1297    8.9667
7.9096     10.1355    9.0348
7.8832     9.9709     9.224
7.9479     9.8436     9.3428
7.9845     9.7406     9.4819
8.042      9.6756     9.532
8.108      9.5503     9.6329
8.2588     9.4089     9.6947
8.3385     9.3145     9.7468
8.3886     9.2143     9.8346
8.4834     9.0896     9.9356
8.534      9.0032     10.0374
8.5763     8.9225     10.1211
8.6017     8.8452     10.2166
8.6149     8.7723     10.2693
8.665      8.7243     10.3255
8.6905     8.703      10.3943
8.6934     8.7083     10.4314
8.7189     8.6131     10.5237
8.7218     8.5699     10.5215
8.7638     8.4947     10.5293
8.8234     8.4352     10.5226
8.9048     8.4082     10.5186
8.9685     8.3778     10.4865
9.0051     8.4122     10.49
9.0491     8.36       10.3793
9.1057     8.3359     10.2286
9.1791     8.3047     10.1295
9.282      8.2497     10.0266
9.3609     8.2098     9.9918
9.5099     8.0837     9.8461
9.6279     8.0001     9.7778
9.8103     7.8331     9.6677
9.8689     7.7883     9.62
9.9341     7.7301     9.5945
9.9629     7.6636     9.5865
10.0266    7.5984     9.5736
10.0767    7.5454     9.481
10.1818    7.4808     9.4299
10.2546    7.44       9.3601
10.3467    7.4534     9.1084
10.4608    7.4701     8.9669
10.523     7.5176     8.8308
10.5556    7.5906     8.7191
10.578     7.6904     8.5873
10.6254    7.6883     8.4846
10.7018    7.6776     8.3782
10.7616    7.6852     8.2504
10.8161    7.665      8.1782
10.891     7.6687     8.0711
10.9566    7.6424     7.9992
11.0264    7.6315     7.8945
11.1176    7.61       7.7901
11.1294    7.5964     7.719
11.1402    7.5863     7.692
11.2702    7.5685     7.4374
11.3525    7.5767     7.2689
11.3795    7.5938     7.1863
11.4279    7.669      7.0146
11.4523    7.8086     6.9256
11.4268    7.8835     6.7766



















































































































8.0098     12.474     11.4115    SUPORB
8.0129     12.4264    11.5098
8.0259     12.4043    11.6111
8.0342     12.3776    11.7149
8.0598     12.3162    11.7792
8.0762     12.2643    11.8911
8.0772     12.1811    11.9984
8.1003     12.1277    12.0926
8.153      12.0538    12.1974
8.2086     11.9647    12.2958
8.2586     11.8411    12.371
8.2963     11.6877    12.4331
8.3064     11.6069    12.454
8.3276     11.5074    12.4846
8.3882     11.3858    12.5256
8.4063     11.2967    12.557
8.4268     11.21      12.5788
8.472      11.1075    12.6243
8.507      11.021     12.6358
8.5377     10.9464    12.657
8.5752     10.8621    12.6791
8.6105     10.7937    12.71
8.6562     10.7035    12.7156
8.6841     10.6057    12.74
8.7748     10.4412    12.7687
8.8535     10.3237    12.7961
8.8955     10.2427    12.8089
8.9771     10.1114    12.8201
9.0126     10.0061    12.8099
9.0617     9.8957     12.7791
9.1102     9.756      12.7572
9.1073     9.6622     12.7057
9.1299     9.5834     12.6692
9.1736     9.4802     12.6466
9.197      9.3847     12.6041
9.2521     9.2942     12.5968
9.3118     9.206      12.5779
9.3142     9.1633     12.5321
9.3322     9.1269     12.5247
9.3304     9.0705     12.5025
9.4039     9.0352     12.5331
9.5091     8.9586     12.5664
9.598      8.9116     12.5972
9.7308     8.8415     12.6579
9.7868     8.7854     12.6736
9.8746     8.7469     12.7229
10.0058    8.6745     12.7531
10.1046    8.6322     12.8012
10.1994    8.5832     12.8304
10.2999    8.5557     12.8458
10.4559    8.4796     12.863
10.6054    8.3705     12.8614
10.6765    8.3308     12.8526
10.7804    8.2833     12.8615
11.0108    8.161      12.8524
11.1213    8.1111     12.8289
11.2712    8.0475     12.8253
11.373     8.0025     12.8037
11.4632    7.96       12.7926
11.4896    7.928      12.7665
11.6505    7.8481     12.7323
11.7947    7.7625     12.6892
11.9303    7.7001     12.6433
12.0612    7.6273     12.5394
12.1714    7.5752     12.4984
12.2103    7.5551     12.458
12.3052    7.5086     12.3343
12.433     7.4623     12.1957
12.4699    7.4339     12.0804
12.5436    7.417      11.9464
12.6201    7.3817     11.8233
12.6166    7.3477     11.7401
12.5913    7.3087     11.6832
12.5663    7.2655     11.639
12.5704    7.2434     11.5461





























































































































8.2841     10.4421    10.0086    RORBIT
8.2257     10.5497    10.0089
8.2136     10.6824    9.9807
8.2253     10.773     10.0128
8.2059     10.8402    10.043
8.2166     10.9107    10.0696
8.1953     10.9937    10.1176
8.1901     11.0986    10.189
8.1631     11.1925    10.2185
8.1897     11.2658    10.2626
8.1742     11.3191    10.3151
8.1584     11.3536    10.3614
8.1212     11.4706    10.4975
8.1209     11.5258    10.5689
8.123      11.5654    10.6216
8.1393     11.6249    10.7496
8.0901     11.65      10.8135
8.0802     11.6543    10.913
8.0458     11.6978    11.0532
8.0974     11.7101    11.1182
8.1259     11.7223    11.2932
8.0901     11.7005    11.4151
8.1012     11.6585    11.5222
8.1137     11.6001    11.6214
8.1257     11.504     11.7247
8.0759     11.4646    11.7687
8.0714     11.4021    11.8302
8.1274     11.3063    11.8776
8.1962     11.1831    11.9427
8.2015     11.137     11.9702
8.2035     11.0123    12.036
8.2203     10.9508    12.0829
8.2655     10.8327    12.1105
8.312      10.7682    12.1107
8.3309     10.6975    12.1165
8.3605     10.655     12.1192
8.3858     10.5293    12.1427
8.4423     10.4472    12.1559
8.4783     10.3437    12.1754
8.5091     10.3158    12.1647
8.5027     10.2751    12.1811
8.5486     10.2112    12.1959
8.5711     10.2097    12.1727
8.6366     10.1709    12.1383
8.6578     10.1281    12.2237
8.6473     10.0864    12.2937
8.6873     10.0245    12.3179
8.7214     9.9629     12.3099
8.7955     9.8388     12.2786
8.8656     9.7925     12.216
8.8986     9.7589     12.176
8.9624     9.7169     12.1447
9.1348     9.5919     12.045
9.1293     9.5256     11.9847
9.145      9.5009     11.8637
9.1041     9.461      11.8755
9.1328     9.4548     11.8181
9.1199     9.4445     11.6821
9.1211     9.4228     11.5865
9.1342     9.4132     11.4933
9.1391     9.4066     11.4089
9.1523     9.3976     11.2976
9.1731     9.417      11.1591
9.1464     9.4188     11.0702
9.1318     9.3974     11.0188
9.1025     9.3972     10.9666






































































































































10.6813    7.791      10.141     LORBIT
10.6987    7.7464     10.1555
10.8551    7.6737     10.1626
10.9663    7.6018     10.1908
11.0849    7.5515     10.2205
11.1758    7.5156     10.2656
11.2661    7.5011     10.3086
11.3452    7.4885     10.3626
11.397     7.4689     10.3855
11.433     7.4672     10.4183
11.5152    7.4418     10.5096
11.5888    7.426      10.5807
11.6237    7.4237     10.68
11.6832    7.4258     10.7442
11.7139    7.4126     10.7791
11.751     7.4182     10.8654
11.8045    7.4171     11.0406
11.8312    7.4237     11.121
11.8322    7.4269     11.1774
11.8509    7.4725     11.4369
11.8297    7.5003     11.6313
11.7864    7.5387     11.7425
11.7094    7.5716     11.8814
11.6109    7.6057     11.9565
11.5329    7.6311     12.0218
11.4599    7.6639     12.0645
11.3512    7.7048     12.1268
11.2244    7.7198     12.1974
11.1799    7.7184     12.2326
11.0736    7.7365     12.2732
10.9922    7.8063     12.2678
10.8953    7.888      12.2835
10.8284    7.9326     12.2725
10.702     8.0332     12.2577
10.6485    8.0646     12.2585
10.586     8.1168     12.2571
10.5322    8.1343     12.2504
10.4657    8.171      12.2445
10.4199    8.2288     12.2418
10.3876    8.2462     12.2431
10.3327    8.2393     12.3682
10.2667    8.2564     12.4388
10.2285    8.3444     12.3595
10.1743    8.4269     12.3262
10.0847    8.4903     12.2721
9.9794     8.5856     12.2298
9.8906     8.6616     12.161
9.8072     8.7348     12.0655
9.8069     8.7548     11.9794
9.8101     8.7894     11.8794
9.7539     8.7551     11.889
9.816      8.8141     11.7326
9.8054     8.7883     11.6098
9.8166     8.7892     11.5175
9.7831     8.7915     11.4158
9.7973     8.7997     11.3469
9.792      8.8124     11.228
9.8147     8.8129     11.1089
9.8469     8.7684     11.0273
9.8122     8.754      10.9025
9.8007     8.73       10.8514











































































































































8.166      12.4885    11.74      RTEMFOS
8.0329     12.5029    11.4886
7.9993     12.5512    11.3278
7.9624     12.5423    11.1503
7.921      12.5313    11.0047
7.8786     12.52      10.8137
7.8364     12.498     10.6906
7.8246     12.5009    10.5632
7.7798     12.5043    10.3659
7.7976     12.4665    10.2272
7.7402     12.4487    10.0074
7.7366     12.4748    9.8679
7.7871     12.4775    9.7389
7.7975     12.4892    9.6104
7.7956     12.544     9.5085
7.8305     12.6019    9.4152
7.8773     12.6814    9.3347
7.9312     12.8202    9.2447
7.9525     12.9174    9.2137
7.9795     12.9527    9.1989
8.0348     13.0361    9.1905
8.0536     13.1301    9.1899
8.1437     13.2124    9.2446
8.138      13.2877    9.246
















































































































































































12.6366    7.3729     11.581     LTEMFOS
12.6218    7.3159     11.506
12.6176    7.2921     11.4038
12.5935    7.2443     11.2702
12.6057    7.2156     11.0723
12.5744    7.1809     10.9082
12.5715    7.1729     10.8026
12.5949    7.1529     10.6919
12.5866    7.1242     10.56
12.5826    7.098      10.4575
12.578     7.0563     10.2605
12.5327    7.0214     10.1508
12.5412    6.9825     9.9163
12.5795    6.9871     9.7965
12.6911    7.023      9.6561
12.8123    7.051      9.5684
12.8942    7.0645     9.5406
13.0139    7.0465     9.5015
13.2768    7.1829     9.516
13.42      7.2222     9.5391
13.4135    7.2339     9.5823



















































































































































































6.4859     6.0039     8.8979     OP
7.6441     7.1554     8.9428     BA
10.7324    10.2645    8.1006     ST
13.4362    13.1197    7.7211     IV
5.3805     9.7834     8.1541     R_PG
6.4662     12.0024    7.4501     R_ZTI
9.6894     11.779     9.059      R_M3D
10.5911    13.3868    8.6261     R_M12
12.198     14.6281    8.3643     R_MP3
13.1346    14.9575    7.775      R_PMI
10.2858    4.9342     8.2295     L_PG
12.6003    6.0256     7.8414     L_ZTI
12.2092    9.354      9.2265     L_M3D
13.6402    10.3643    8.8134     L_M12
14.8615    11.9152    8.4386     L_MP3
15.1723    12.9102    7.946      L_PMI
15.2014    13.563     7.2623     O1
13.7636    8.3532     7.0152     O2
8.3886     3.97       6.665      O3
5.5479     4.5092     6.2918     O4




















































































































































































9.2852     13.0519    7.7358     RZYGINF
9.1947     13.0413    7.7156
9.0984     13.0407    7.6767
9.0115     13.0059    7.6545
8.9056     12.9968    7.6045
8.7892     12.9778    7.5396
8.6946     13.005     7.4967
8.6097     12.9869    7.4791
8.5251     13.0227    7.4925
8.4719     13.0366    7.4915
8.3552     13.0185    7.5365
8.2218     13.0684    7.6382
8.0868     13.0636    7.6597
7.936      13.0334    7.6726
7.804      13.0096    7.6861
7.7062     12.9402    7.7003
7.5612     12.8784    7.6934
7.4779     12.8304    7.6865
7.4223     12.7906    7.6944
7.2924     12.6829    7.7214
7.2023     12.6182    7.7282
7.1367     12.5516    7.7297
7.0377     12.4432    7.7015
6.9291     12.4056    7.6171
6.8599     12.3487    7.6065
6.7962     12.283     7.6239
6.7219     12.2016    7.5631
6.6625     12.1261    7.5272
6.5696     12.0594    7.4969
6.5074     12.0227    7.4522
6.4653     11.9792    7.4156









































































































































































13.4468    8.6413     7.9624     LZYGINF
13.4259    8.5106     7.937
13.4029    8.4337     7.8862
13.3962    8.3408     7.852
13.3965    8.2533     7.8163
13.4122    8.12       7.822
13.4211    7.9995     7.9244
13.4203    7.8856     7.9824
13.4057    7.769      8.0074
13.3992    7.6912     8.0359
13.3432    7.557      8.0491
13.302     7.4626     8.0485
13.2515    7.3858     8.0813
13.1958    7.2955     8.0896
13.1666    7.2328     8.0917
13.1256    7.1286     8.0951
13.0642    7.0193     8.1274
13.0382    6.9319     8.1345
13.0028    6.8721     8.1192
13.0122    6.8424     8.1214
13.0046    6.7527     8.0842
12.9261    6.6618     8.0364
12.8902    6.5251     7.9821
12.8273    6.4555     7.9267
12.7884    6.3886     7.8975
12.7244    6.2734     7.9008
12.6789    6.2032     7.9236
12.6518    6.1562     7.9205
12.6214    6.094      7.892
12.6477    6.065      7.8244










































































































































































9.6877     11.7718    9.0838     R-ALV
9.6538     11.9487    9.0972
9.6173     12.0352    9.0633
9.6934     12.146     8.9552
9.7044     12.3021    8.9031
9.6911     12.3511    8.8909
9.6977     12.5303    8.8401
9.8137     12.6599    8.8004
9.895      12.7203    8.7275
9.8891     12.8125    8.6964
10.0038    12.8897    8.6516
10.0847    13.0047    8.6099
10.1366    13.054     8.6082
10.1922    13.1172    8.6188
10.2402    13.2156    8.573
10.3125    13.3076    8.56
10.42      13.3722    8.5195
10.5229    13.4684    8.572
10.5998    13.4764    8.603
10.6882    13.552     8.5329
10.7395    13.5918    8.5483
10.783     13.6583    8.5005
10.813     13.7489    8.4734
10.8982    13.8245    8.4389
11.1533    13.8782    8.5428
11.2463    13.9477    8.5355
11.334     13.9702    8.5588
11.4021    14.0156    8.5597
11.4577    14.0812    8.4986
11.4872    14.1442    8.472
11.513     14.1729    8.4803
11.5692    14.2229    8.5179
11.6567    14.2478    8.521
11.7495    14.2977    8.5386
11.8194    14.3271    8.5574
11.8412    14.3468    8.6083
11.9135    14.4866    8.5059
11.9912    14.5846    8.3569
12.1687    14.6408    8.3399

































































































































































12.1595    9.3656     9.2356     L-ALV
12.2379    9.35       9.2203
12.3586    9.3662     9.1761
12.4585    9.3612     9.145
12.5491    9.3708     9.1168
12.649     9.4202     9.083
12.7943    9.4492     9.0138
12.865     9.5097     9.0041
12.9742    9.6137     8.9607
13.0422    9.6496     8.9177
13.131     9.7008     8.8726
13.2608    9.8146     8.8384
13.3312    9.8712     8.817
13.4018    9.9275     8.796
13.4743    9.995      8.7924
13.5808    10.035     8.7959
13.7192    10.214     8.7849
13.7696    10.3918    8.6659
13.835     10.4756    8.6966
13.9369    10.5376    8.7007
13.9988    10.6001    8.7333
14.1223    10.7468    8.7341
14.2318    10.9798    8.7072
14.2808    11.0733    8.7307
14.3653    11.1854    8.6766
14.4016    11.2166    8.6887
14.5306    11.3511    8.7137
14.5387    11.433     8.695
14.6085    11.5674    8.6713
14.6413    11.6288    8.6522
14.7214    11.6978    8.5256
14.8522    11.8222    8.4381
14.8737    11.9227    8.4361







































































































































































8.3705     11.3716    8.5392     R_FOS
11.7231    7.6555     8.7091     L_FOS
